"Puttingfrom25_RANKTHISWEEK_2006","Puttingfrom25_RANKLASTWEEK_2006","Puttingfrom25_PLAYERNAME_2006","Puttingfrom25_ROUNDS_2006","Puttingfrom25_PctMADE_2006","Puttingfrom25_ATTEMPTS_2006","Puttingfrom25_PUTTSMADE_2006","stat_name","year"
1,1,"Craig Barlow",77,10.29,243,25,"Puttingfrom25",2006
2,2,"David McKenzie",82,8.9,337,30,"Puttingfrom25",2006
3,3,"Chris Riley",86,8.62,290,25,"Puttingfrom25",2006
4,4,"David Howell",52,8.51,141,12,"Puttingfrom25",2006
5,5,"Vaughn Taylor",88,8.23,328,27,"Puttingfrom25",2006
6,6,"Richard Johnson",94,8.21,402,33,"Puttingfrom25",2006
7,7,"Mathias Gronberg",92,8.18,330,27,"Puttingfrom25",2006
8,8,"David Toms",76,8.13,246,20,"Puttingfrom25",2006
9,9,"Vijay Singh",103,7.99,338,27,"Puttingfrom25",2006
10,10,"Brad Faxon",78,7.94,315,25,"Puttingfrom25",2006
10,10,"JJ Henry",96,7.94,378,30,"Puttingfrom25",2006
12,12,"Mark Wilson",79,7.69,325,25,"Puttingfrom25",2006
13,13,"Ernie Els",69,7.65,183,14,"Puttingfrom25",2006
14,14,"Kent Jones",103,7.63,380,29,"Puttingfrom25",2006
15,15,"Brett Quigley",109,7.59,448,34,"Puttingfrom25",2006
16,16,"David Duval",71,7.55,212,16,"Puttingfrom25",2006
17,17,"Larry Mize",53,7.54,199,15,"Puttingfrom25",2006
18,18,"Tom Pernice Jr",108,7.53,372,28,"Puttingfrom25",2006
19,19,"Ted Purdy",103,7.47,348,26,"Puttingfrom25",2006
20,20,"Ben Curtis",86,7.43,323,24,"Puttingfrom25",2006
21,21,"Jason Schultz",77,7.41,324,24,"Puttingfrom25",2006
22,22,"Jim Furyk",89,7.34,286,21,"Puttingfrom25",2006
22,22,"Brent Geiberger",99,7.34,463,34,"Puttingfrom25",2006
24,24,"DA Points",82,7.33,300,22,"Puttingfrom25",2006
25,25,"Olin Browne",108,7.27,344,25,"Puttingfrom25",2006
26,26,"John Rollins",93,7.19,334,24,"Puttingfrom25",2006
27,27,"Marco Dawson",87,7.14,308,22,"Puttingfrom25",2006
27,27,"Dudley Hart",83,7.14,308,22,"Puttingfrom25",2006
29,29,"Bob Tway",81,7.1,310,22,"Puttingfrom25",2006
30,30,"Robert Allenby",79,7.09,254,18,"Puttingfrom25",2006
31,31,"Jonathan Byrd",66,7.08,240,17,"Puttingfrom25",2006
32,32,"Aaron Baddeley",78,7.04,270,19,"Puttingfrom25",2006
33,33,"Carlos Franco",86,7.03,370,26,"Puttingfrom25",2006
34,34,"Freddie Jacobson",56,7.02,228,16,"Puttingfrom25",2006
35,35,"Chris Smith",67,7.01,328,23,"Puttingfrom25",2006
36,36,"Mathew Goggin",72,7,300,21,"Puttingfrom25",2006
37,37,"Mark OMeara",52,6.96,158,11,"Puttingfrom25",2006
38,38,"James Driscoll",80,6.93,375,26,"Puttingfrom25",2006
38,38,"Bo Van Pelt",102,6.93,404,28,"Puttingfrom25",2006
40,40,"John Huston",74,6.84,263,18,"Puttingfrom25",2006
40,40,"Corey Pavin",74,6.84,263,18,"Puttingfrom25",2006
42,42,"Jerry Smith",94,6.82,352,24,"Puttingfrom25",2006
43,43,"Brandt Jobe",91,6.81,323,22,"Puttingfrom25",2006
44,44,"Rod Pampling",89,6.74,267,18,"Puttingfrom25",2006
45,45,"Jose Maria Olazabal",62,6.67,180,12,"Puttingfrom25",2006
46,46,"Len Mattiace",59,6.64,226,15,"Puttingfrom25",2006
47,47,"JP Hayes",55,6.63,196,13,"Puttingfrom25",2006
48,48,"Greg Chalmers",71,6.61,227,15,"Puttingfrom25",2006
48,48,"Todd Hamilton",72,6.61,227,15,"Puttingfrom25",2006
50,50,"Briny Baird",81,6.6,318,21,"Puttingfrom25",2006
50,50,"Brian Gay",107,6.6,379,25,"Puttingfrom25",2006
50,50,"JL Lewis",57,6.6,212,14,"Puttingfrom25",2006
53,53,"Will Ma Kenzie",91,6.58,365,24,"Puttingfrom25",2006
54,54,"Todd Fischer",101,6.43,342,22,"Puttingfrom25",2006
54,54,"Retief Goosen",68,6.43,171,11,"Puttingfrom25",2006
54,54,"Ian Poulter",53,6.43,171,11,"Puttingfrom25",2006
57,57,"Steve Flesch",119,6.38,439,28,"Puttingfrom25",2006
57,57,"Tiger Woods",55,6.38,188,12,"Puttingfrom25",2006
59,59,"Frank Lickliter II",99,6.35,378,24,"Puttingfrom25",2006
60,60,"Tom Lehman",70,6.34,205,13,"Puttingfrom25",2006
61,61,"Joe Ogilvie",95,6.29,302,19,"Puttingfrom25",2006
62,62,"Davis Love III",85,6.28,239,15,"Puttingfrom25",2006
63,63,"Dean Wilson",115,6.21,419,26,"Puttingfrom25",2006
64,64,"Arjun Atwal",97,6.2,355,22,"Puttingfrom25",2006
64,64,"Tim Petrovic",95,6.2,355,22,"Puttingfrom25",2006
66,66,"Jeff Maggert",81,6.19,291,18,"Puttingfrom25",2006
67,67,"Adam Scott",70,6.13,212,13,"Puttingfrom25",2006
68,68,"Padraig Harrington",54,6.12,147,9,"Puttingfrom25",2006
69,69,"Arron Oberholser",82,5.99,284,17,"Puttingfrom25",2006
70,70,"Paul Goydos",72,5.95,252,15,"Puttingfrom25",2006
70,70,"Ryan Palmer",101,5.95,336,20,"Puttingfrom25",2006
72,72,"Nathan Green",108,5.9,407,24,"Puttingfrom25",2006
73,73,"John Engler Jr",69,5.88,306,18,"Puttingfrom25",2006
73,73,"Charles Howell III",96,5.88,391,23,"Puttingfrom25",2006
75,75,"Billy Andrade",78,5.86,256,15,"Puttingfrom25",2006
75,75,"Alex Aragon",63,5.86,222,13,"Puttingfrom25",2006
77,77,"Daniel Chopra",110,5.85,376,22,"Puttingfrom25",2006
78,78,"Chad Campbell",91,5.84,291,17,"Puttingfrom25",2006
79,79,"Pat Perez",50,5.81,172,10,"Puttingfrom25",2006
80,80,"Hidemichi Tanaka",74,5.8,293,17,"Puttingfrom25",2006
81,81,"Luke Donald",66,5.79,190,11,"Puttingfrom25",2006
81,81,"Joe Durant",101,5.79,397,23,"Puttingfrom25",2006
83,83,"Steve Elkington",52,5.78,225,13,"Puttingfrom25",2006
84,84,"Justin Rose",98,5.77,364,21,"Puttingfrom25",2006
85,85,"Sergio Garcia",59,5.71,175,10,"Puttingfrom25",2006
86,86,"Paul Stankowski",70,5.67,282,16,"Puttingfrom25",2006
87,87,"Duffy Waldorf",96,5.66,389,22,"Puttingfrom25",2006
88,88,"Henrik Bjornstad",97,5.64,408,23,"Puttingfrom25",2006
89,89,"John Senden",96,5.6,375,21,"Puttingfrom25",2006
90,90,"Kirk Triplett",58,5.59,179,10,"Puttingfrom25",2006
91,91,"Carl Pettersson",95,5.57,341,19,"Puttingfrom25",2006
92,92,"Jesper Parnevik",84,5.56,324,18,"Puttingfrom25",2006
93,93,"Skip Kendall",72,5.51,236,13,"Puttingfrom25",2006
94,94,"Hunter Mahan",98,5.5,400,22,"Puttingfrom25",2006
95,95,"Kevin Sutherland",100,5.49,419,23,"Puttingfrom25",2006
96,96,"Tim Herron",82,5.46,238,13,"Puttingfrom25",2006
96,96,"JB Holmes",81,5.46,293,16,"Puttingfrom25",2006
98,98,"Stewart Cink",93,5.45,312,17,"Puttingfrom25",2006
99,99,"Bob Estes",85,5.44,349,19,"Puttingfrom25",2006
100,100,"KJ Choi",93,5.43,387,21,"Puttingfrom25",2006
100,100,"Geoff Ogilvy",76,5.43,221,12,"Puttingfrom25",2006
102,102,"Rich Beem",85,5.41,259,14,"Puttingfrom25",2006
102,102,"Shigeki Maruyama",94,5.41,314,17,"Puttingfrom25",2006
104,104,"Phil Mickelson",74,5.39,167,9,"Puttingfrom25",2006
105,105,"Ben Crane",85,5.38,260,14,"Puttingfrom25",2006
106,106,"Mike Sposa",68,5.36,261,14,"Puttingfrom25",2006
107,107,"Troy Matteson",101,5.33,394,21,"Puttingfrom25",2006
108,108,"Bill Haas",99,5.32,357,19,"Puttingfrom25",2006
108,108,"Lee Janzen",79,5.32,282,15,"Puttingfrom25",2006
110,110,"Harrison Frazar",95,5.3,283,15,"Puttingfrom25",2006
111,111,"Steve Stricker",64,5.29,208,11,"Puttingfrom25",2006
111,111,"Vance Veazey",59,5.29,227,12,"Puttingfrom25",2006
113,113,"Tag Ridings",103,5.26,361,19,"Puttingfrom25",2006
113,113,"Tjaart van der Walt",60,5.26,247,13,"Puttingfrom25",2006
115,115,"Zach Johnson",98,5.23,325,17,"Puttingfrom25",2006
116,116,"Tim Clark",80,5.17,232,12,"Puttingfrom25",2006
117,117,"Ron Whittaker",81,5.14,331,17,"Puttingfrom25",2006
