"Approaches5075yardsRghRTP_RANKTHISWEEK_2010","Approaches5075yardsRghRTP_RANKLASTWEEK_2010","Approaches5075yardsRghRTP_PLAYERNAME_2010","Approaches5075yardsRghRTP_ROUNDS_2010","Approaches5075yardsRghRTP_AVGRTP_2010","stat_name","year"
1,1,"Jim Furyk",76,-0.6,"Approaches5075yardsRghRTP",2010
1,1,"Paul Stankowski",62,-0.6,"Approaches5075yardsRghRTP",2010
3,3,"Justin Bolli",55,-0.5,"Approaches5075yardsRghRTP",2010
4,4,"Zach Johnson",93,-0.429,"Approaches5075yardsRghRTP",2010
5,5,"Mathew Goggin",85,-0.4,"Approaches5075yardsRghRTP",2010
5,5,"Will Ma Kenzie",72,-0.4,"Approaches5075yardsRghRTP",2010
7,7,"JJ Henry",92,-0.364,"Approaches5075yardsRghRTP",2010
8,8,"Kevin Sutherland",86,-0.333,"Approaches5075yardsRghRTP",2010
9,9,"Bubba Watson",77,-0.238,"Approaches5075yardsRghRTP",2010
10,10,"James Driscoll",78,-0.235,"Approaches5075yardsRghRTP",2010
11,11,"Vijay Singh",75,-0.222,"Approaches5075yardsRghRTP",2010
11,11,"Kevin Stadler",86,-0.222,"Approaches5075yardsRghRTP",2010
13,13,"Briny Baird",87,-0.2,"Approaches5075yardsRghRTP",2010
13,13,"Luke Donald",71,-0.2,"Approaches5075yardsRghRTP",2010
13,13,"Billy Mayfair",78,-0.2,"Approaches5075yardsRghRTP",2010
13,13,"Phil Mickelson",76,-0.2,"Approaches5075yardsRghRTP",2010
13,13,"Chris Stroud",90,-0.2,"Approaches5075yardsRghRTP",2010
13,13,"Scott Verplank",74,-0.2,"Approaches5075yardsRghRTP",2010
13,13,"Dean Wilson",54,-0.2,"Approaches5075yardsRghRTP",2010
20,20,"Brad Faxon",58,-0.167,"Approaches5075yardsRghRTP",2010
20,20,"Brian Gay",101,-0.167,"Approaches5075yardsRghRTP",2010
20,20,"Greg Owen",69,-0.167,"Approaches5075yardsRghRTP",2010
20,20,"Heath Slocum",97,-0.167,"Approaches5075yardsRghRTP",2010
24,24,"Rory Sabbatini",79,-0.158,"Approaches5075yardsRghRTP",2010
25,25,"Padraig Harrington",57,-0.125,"Approaches5075yardsRghRTP",2010
25,25,"Tom Pernice Jr",74,-0.125,"Approaches5075yardsRghRTP",2010
27,27,"Woody Austin",93,-0.111,"Approaches5075yardsRghRTP",2010
27,27,"Joe Ogilvie",99,-0.111,"Approaches5075yardsRghRTP",2010
27,27,"David Toms",86,-0.111,"Approaches5075yardsRghRTP",2010
27,27,"Vance Veazey",58,-0.111,"Approaches5075yardsRghRTP",2010
27,27,"Jimmy Walker",82,-0.111,"Approaches5075yardsRghRTP",2010
32,32,"Chris Tidland",77,-0.1,"Approaches5075yardsRghRTP",2010
32,32,"Camilo Villegas",78,-0.1,"Approaches5075yardsRghRTP",2010
34,34,"Nathan Green",86,-0.083,"Approaches5075yardsRghRTP",2010
34,34,"Brandt Snedeker",89,-0.083,"Approaches5075yardsRghRTP",2010
36,36,"Rocco Mediate",71,-0.077,"Approaches5075yardsRghRTP",2010
36,36,"Tim Petrovic",105,-0.077,"Approaches5075yardsRghRTP",2010
38,38,"Retief Goosen",75,-0.071,"Approaches5075yardsRghRTP",2010
39,39,"Ryuji Imada",90,-0.067,"Approaches5075yardsRghRTP",2010
39,39,"Dustin Johnson",83,-0.067,"Approaches5075yardsRghRTP",2010
41,41,"Freddie Jacobson",83,-0.059,"Approaches5075yardsRghRTP",2010
41,41,"Jeff Overton",89,-0.059,"Approaches5075yardsRghRTP",2010
43,43,"Alex Prugh",88,-0.042,"Approaches5075yardsRghRTP",2010
44,44,"Aaron Baddeley",94,0,"Approaches5075yardsRghRTP",2010
44,44,"Ricky Barnes",103,0,"Approaches5075yardsRghRTP",2010
44,44,"Jonathan Byrd",85,0,"Approaches5075yardsRghRTP",2010
44,44,"Mark Calcavecchia",50,0,"Approaches5075yardsRghRTP",2010
44,44,"Stewart Cink",84,0,"Approaches5075yardsRghRTP",2010
44,44,"Chad Collins",87,0,"Approaches5075yardsRghRTP",2010
44,44,"Rickie Fowler",98,0,"Approaches5075yardsRghRTP",2010
44,44,"Lucas Glover",75,0,"Approaches5075yardsRghRTP",2010
44,44,"Bill Haas",87,0,"Approaches5075yardsRghRTP",2010
44,44,"Greg Kraft",52,0,"Approaches5075yardsRghRTP",2010
44,44,"Matt Kuchar",97,0,"Approaches5075yardsRghRTP",2010
44,44,"Martin Laird",91,0,"Approaches5075yardsRghRTP",2010
44,44,"Derek Lamely",81,0,"Approaches5075yardsRghRTP",2010
44,44,"Davis Love III",79,0,"Approaches5075yardsRghRTP",2010
44,44,"Rory McIlroy",54,0,"Approaches5075yardsRghRTP",2010
44,44,"Pat Perez",90,0,"Approaches5075yardsRghRTP",2010
44,44,"DA Points",90,0,"Approaches5075yardsRghRTP",2010
44,44,"Jeev Milkha Singh",59,0,"Approaches5075yardsRghRTP",2010
44,44,"Steve Stricker",73,0,"Approaches5075yardsRghRTP",2010
44,44,"DJ Trahan",92,0,"Approaches5075yardsRghRTP",2010
44,44,"Cameron Tringale",55,0,"Approaches5075yardsRghRTP",2010
44,44,"Jerod Turner",54,0,"Approaches5075yardsRghRTP",2010
66,66,"Robert Garrigus",71,0.059,"Approaches5075yardsRghRTP",2010
