"PuttsperRoundRound3_RANKTHISWEEK_2010","PuttsperRoundRound3_RANKLASTWEEK_2010","PuttsperRoundRound3_PLAYERNAME_2010","PuttsperRoundRound3__2010","PuttsperRoundRound3_AVG_2010","PuttsperRoundRound3_TOTALPUTTS_2010","PuttsperRoundRound3_TOTALROUNDS_2010","stat_name","year"
1,1,"Brandt Snedeker",NA,26.72,481,18,"PuttsperRoundRound3",2010
2,2,"Justin Bolli",NA,27,108,4,"PuttsperRoundRound3",2010
3,3,"Carl Pettersson",NA,27.39,493,18,"PuttsperRoundRound3",2010
4,4,"Brian Gay",NA,27.6,552,20,"PuttsperRoundRound3",2010
4,4,"Kevin Johnson",NA,27.6,138,5,"PuttsperRoundRound3",2010
6,6,"Luke Donald",NA,27.73,416,15,"PuttsperRoundRound3",2010
7,7,"Troy Merritt",NA,27.93,419,15,"PuttsperRoundRound3",2010
8,8,"Ryuji Imada",NA,27.94,475,17,"PuttsperRoundRound3",2010
9,9,"Greg Chalmers",NA,28,532,19,"PuttsperRoundRound3",2010
9,9,"Webb Simpson",NA,28,504,18,"PuttsperRoundRound3",2010
11,11,"Geoff Ogilvy",NA,28.08,337,12,"PuttsperRoundRound3",2010
12,12,"Ernie Els",NA,28.13,450,16,"PuttsperRoundRound3",2010
12,12,"Scott Verplank",NA,28.13,450,16,"PuttsperRoundRound3",2010
14,14,"Justin Rose",NA,28.18,479,17,"PuttsperRoundRound3",2010
15,15,"Martin Flores",NA,28.2,282,10,"PuttsperRoundRound3",2010
16,16,"Justin Leonard",NA,28.22,508,18,"PuttsperRoundRound3",2010
16,16,"Brenden Pappas",NA,28.22,254,9,"PuttsperRoundRound3",2010
18,18,"Freddie Jacobson",NA,28.28,509,18,"PuttsperRoundRound3",2010
19,19,"Jim Furyk",NA,28.29,481,17,"PuttsperRoundRound3",2010
20,20,"Jeff Maggert",NA,28.3,283,10,"PuttsperRoundRound3",2010
20,20,"Mike Weir",NA,28.3,283,10,"PuttsperRoundRound3",2010
22,22,"Derek Lamely",NA,28.31,368,13,"PuttsperRoundRound3",2010
23,23,"Ryan Palmer",NA,28.33,425,15,"PuttsperRoundRound3",2010
23,23,"Pat Perez",NA,28.33,510,18,"PuttsperRoundRound3",2010
23,23,"YE Yang",NA,28.33,425,15,"PuttsperRoundRound3",2010
26,26,"JP Hayes",NA,28.38,369,13,"PuttsperRoundRound3",2010
27,27,"Stephen Ames",NA,28.5,456,16,"PuttsperRoundRound3",2010
27,27,"Chris Riley",NA,28.5,342,12,"PuttsperRoundRound3",2010
29,29,"Tom Gillis",NA,28.52,599,21,"PuttsperRoundRound3",2010
30,30,"Bryce Molder",NA,28.53,428,15,"PuttsperRoundRound3",2010
30,30,"Ryan Moore",NA,28.53,485,17,"PuttsperRoundRound3",2010
30,30,"Johnson Wagner",NA,28.53,428,15,"PuttsperRoundRound3",2010
33,33,"Retief Goosen",NA,28.56,514,18,"PuttsperRoundRound3",2010
33,33,"Phil Mickelson",NA,28.56,514,18,"PuttsperRoundRound3",2010
35,35,"Charlie Wi",NA,28.57,600,21,"PuttsperRoundRound3",2010
36,36,"JB Holmes",NA,28.58,686,24,"PuttsperRoundRound3",2010
37,37,"Rich Barcelo",NA,28.6,286,10,"PuttsperRoundRound3",2010
37,37,"Charles Warren",NA,28.6,286,10,"PuttsperRoundRound3",2010
39,39,"Charley Hoffman",NA,28.63,544,19,"PuttsperRoundRound3",2010
40,40,"Chris Couch",NA,28.64,315,11,"PuttsperRoundRound3",2010
40,40,"Kevin Na",NA,28.64,630,22,"PuttsperRoundRound3",2010
42,42,"Matt Jones",NA,28.65,487,17,"PuttsperRoundRound3",2010
43,43,"Bill Haas",NA,28.72,517,18,"PuttsperRoundRound3",2010
44,44,"Zach Johnson",NA,28.73,632,22,"PuttsperRoundRound3",2010
45,45,"Josh Teater",NA,28.74,546,19,"PuttsperRoundRound3",2010
46,46,"Matt Kuchar",NA,28.77,633,22,"PuttsperRoundRound3",2010
47,47,"KJ Choi",NA,28.78,518,18,"PuttsperRoundRound3",2010
48,48,"Tom Pernice Jr",NA,28.79,403,14,"PuttsperRoundRound3",2010
49,49,"Greg Kraft",NA,28.8,144,5,"PuttsperRoundRound3",2010
50,50,"Matt Every",NA,28.83,346,12,"PuttsperRoundRound3",2010
50,50,"Michael Sim",NA,28.83,346,12,"PuttsperRoundRound3",2010
52,52,"Matt Bettencourt",NA,28.85,375,13,"PuttsperRoundRound3",2010
53,53,"Aaron Baddeley",NA,28.86,635,22,"PuttsperRoundRound3",2010
54,54,"Tim Clark",NA,28.89,549,19,"PuttsperRoundRound3",2010
55,55,"Chris DiMarco",NA,28.9,578,20,"PuttsperRoundRound3",2010
56,56,"Rory McIlroy",NA,28.91,318,11,"PuttsperRoundRound3",2010
57,57,"George McNeill",NA,28.92,347,12,"PuttsperRoundRound3",2010
57,57,"Shaun Micheel",NA,28.92,347,12,"PuttsperRoundRound3",2010
59,59,"Bob Estes",NA,28.93,405,14,"PuttsperRoundRound3",2010
60,60,"Nathan Green",NA,28.94,463,16,"PuttsperRoundRound3",2010
61,61,"Dustin Johnson",NA,28.95,550,19,"PuttsperRoundRound3",2010
62,62,"Stuart Appleby",NA,29,580,20,"PuttsperRoundRound3",2010
62,62,"Chad Campbell",NA,29,609,21,"PuttsperRoundRound3",2010
62,62,"Chad Collins",NA,29,464,16,"PuttsperRoundRound3",2010
62,62,"Lee Janzen",NA,29,377,13,"PuttsperRoundRound3",2010
62,62,"Michael Letzig",NA,29,464,16,"PuttsperRoundRound3",2010
62,62,"Davis Love III",NA,29,464,16,"PuttsperRoundRound3",2010
62,62,"Steve Marino",NA,29,493,17,"PuttsperRoundRound3",2010
62,62,"Aron Price",NA,29,348,12,"PuttsperRoundRound3",2010
62,62,"Rory Sabbatini",NA,29,435,15,"PuttsperRoundRound3",2010
62,62,"Jerod Turner",NA,29,203,7,"PuttsperRoundRound3",2010
62,62,"Camilo Villegas",NA,29,493,17,"PuttsperRoundRound3",2010
62,62,"Dean Wilson",NA,29,232,8,"PuttsperRoundRound3",2010
74,74,"Charles Howell III",NA,29.05,639,22,"PuttsperRoundRound3",2010
75,75,"Scott McCarron",NA,29.06,465,16,"PuttsperRoundRound3",2010
75,75,"Scott Piercy",NA,29.06,494,17,"PuttsperRoundRound3",2010
77,77,"Briny Baird",NA,29.07,436,15,"PuttsperRoundRound3",2010
78,78,"Ted Purdy",NA,29.08,349,12,"PuttsperRoundRound3",2010
79,79,"Omar Uresti",NA,29.11,262,9,"PuttsperRoundRound3",2010
80,80,"Ricky Barnes",NA,29.13,699,24,"PuttsperRoundRound3",2010
80,80,"Ben Curtis",NA,29.13,466,16,"PuttsperRoundRound3",2010
80,80,"Tim Herron",NA,29.13,437,15,"PuttsperRoundRound3",2010
80,80,"James Nitties",NA,29.13,437,15,"PuttsperRoundRound3",2010
84,84,"Paul Goydos",NA,29.14,408,14,"PuttsperRoundRound3",2010
84,84,"Will Ma Kenzie",NA,29.14,408,14,"PuttsperRoundRound3",2010
86,86,"Paul Casey",NA,29.15,379,13,"PuttsperRoundRound3",2010
87,87,"Andrew McLardy",NA,29.17,175,6,"PuttsperRoundRound3",2010
88,88,"Woody Austin",NA,29.18,496,17,"PuttsperRoundRound3",2010
88,88,"John Mallinger",NA,29.18,321,11,"PuttsperRoundRound3",2010
90,90,"Steve Elkington",NA,29.21,409,14,"PuttsperRoundRound3",2010
90,90,"Bo Van Pelt",NA,29.21,701,24,"PuttsperRoundRound3",2010
92,92,"Steve Stricker",NA,29.22,526,18,"PuttsperRoundRound3",2010
93,93,"Michael Bradley",NA,29.23,380,13,"PuttsperRoundRound3",2010
94,94,"Andres Romero",NA,29.25,468,16,"PuttsperRoundRound3",2010
95,95,"Brendon de Jonge",NA,29.26,673,23,"PuttsperRoundRound3",2010
