"HitFairwayPercentage_RANKTHISWEEK_2014","HitFairwayPercentage_RANKLASTWEEK_2014","HitFairwayPercentage_PLAYERNAME_2014","HitFairwayPercentage_ROUNDS_2014","HitFairwayPercentage_Pct_2014","HitFairwayPercentage_FAIRWAYSHIT_2014","HitFairwayPercentage_POSSIBLEFAIRWAYS_2014","HitFairwayPercentage_RELATIVETOPAR_2014","stat_name","year"
156,156,"Jonas Blixt",64,56.32,334,593,-0.18,"HitFairwayPercentage",2014
157,157,"JB Holmes",86,56.23,587,1044,-0.17,"HitFairwayPercentage",2014
158,158,"Dustin Johnson",58,56.2,322,573,-0.26,"HitFairwayPercentage",2014
159,159,"Seung Yul Noh",92,56.17,578,1029,-0.18,"HitFairwayPercentage",2014
160,160,"Retief Goosen",94,56.01,601,1073,-0.19,"HitFairwayPercentage",2014
161,161,"Patrick Reed",92,55.79,573,1027,-0.21,"HitFairwayPercentage",2014
162,162,"Troy Matteson",62,55.47,370,667,-0.12,"HitFairwayPercentage",2014
163,163,"Steven Bowditch",93,55.12,592,1074,-0.2,"HitFairwayPercentage",2014
164,164,"Aaron Baddeley",74,55.08,439,797,-0.18,"HitFairwayPercentage",2014
165,165,"Ricky Barnes",92,54.78,590,1077,-0.17,"HitFairwayPercentage",2014
166,166,"Sean OHair",77,54.6,499,914,-0.17,"HitFairwayPercentage",2014
167,167,"Rory Sabbatini",82,54.58,489,896,-0.11,"HitFairwayPercentage",2014
168,168,"Tyrone Van Aswegen",79,54.51,483,886,-0.17,"HitFairwayPercentage",2014
169,169,"Morgan Hoffmann",103,54.3,669,1232,-0.21,"HitFairwayPercentage",2014
170,170,"Jamie Lovemark",64,53.63,347,647,-0.13,"HitFairwayPercentage",2014
171,171,"Ernie Els",85,53.02,456,860,-0.19,"HitFairwayPercentage",2014
172,172,"Charles Howell III",106,52.22,683,1308,-0.23,"HitFairwayPercentage",2014
173,173,"Mike Weir",69,51.79,376,726,-0.1,"HitFairwayPercentage",2014
174,174,"James Driscoll",71,51.64,410,794,-0.13,"HitFairwayPercentage",2014
175,175,"Jimmy Walker",98,51.25,514,1003,-0.25,"HitFairwayPercentage",2014
176,176,"Ryo Ishikawa",75,51.18,433,846,-0.19,"HitFairwayPercentage",2014
177,177,"Andrew Loupe",65,51.1,347,679,-0.18,"HitFairwayPercentage",2014
