"Approach5075yardsRTPScore_RANKTHISWEEK_2005","Approach5075yardsRTPScore_RANKLASTWEEK_2005","Approach5075yardsRTPScore_PLAYERNAME_2005","Approach5075yardsRTPScore_ROUNDS_2005","Approach5075yardsRTPScore_AVGRTP_2005","stat_name","year"
1,1,"Richard Johnson",50,-0.417,"Approach5075yardsRTPScore",2005
2,2,"Tiger Woods",76,-0.375,"Approach5075yardsRTPScore",2005
3,3,"Adam Scott",72,-0.368,"Approach5075yardsRTPScore",2005
4,4,"Woody Austin",100,-0.357,"Approach5075yardsRTPScore",2005
5,5,"John Cook",72,-0.333,"Approach5075yardsRTPScore",2005
6,6,"DA Points",94,-0.32,"Approach5075yardsRTPScore",2005
6,6,"Jeff Sluman",94,-0.32,"Approach5075yardsRTPScore",2005
8,8,"Dan Forsman",52,-0.316,"Approach5075yardsRTPScore",2005
9,9,"Bill Glasson",54,-0.308,"Approach5075yardsRTPScore",2005
9,9,"Frank Lickliter II",100,-0.308,"Approach5075yardsRTPScore",2005
9,9,"Chris Riley",67,-0.308,"Approach5075yardsRTPScore",2005
12,12,"Fred Couples",72,-0.294,"Approach5075yardsRTPScore",2005
12,12,"Peter Lonard",85,-0.294,"Approach5075yardsRTPScore",2005
14,14,"Tommy Armour III",103,-0.286,"Approach5075yardsRTPScore",2005
14,14,"Steve Elkington",67,-0.286,"Approach5075yardsRTPScore",2005
16,16,"Glen Hnatiuk",59,-0.278,"Approach5075yardsRTPScore",2005
16,16,"John Rollins",97,-0.278,"Approach5075yardsRTPScore",2005
18,18,"Carl Pettersson",109,-0.267,"Approach5075yardsRTPScore",2005
19,19,"Jeff Hart",63,-0.259,"Approach5075yardsRTPScore",2005
20,20,"Fred Funk",102,-0.254,"Approach5075yardsRTPScore",2005
21,21,"Joe Durant",81,-0.25,"Approach5075yardsRTPScore",2005
21,21,"Lee Janzen",75,-0.25,"Approach5075yardsRTPScore",2005
21,21,"Vijay Singh",111,-0.25,"Approach5075yardsRTPScore",2005
24,24,"Will Ma Kenzie",75,-0.233,"Approach5075yardsRTPScore",2005
25,25,"Davis Love III",80,-0.231,"Approach5075yardsRTPScore",2005
26,26,"Tom Gillis",77,-0.227,"Approach5075yardsRTPScore",2005
27,27,"Brad Faxon",75,-0.222,"Approach5075yardsRTPScore",2005
28,28,"Scott Gutschewski",86,-0.217,"Approach5075yardsRTPScore",2005
29,29,"Brian Davis",75,-0.214,"Approach5075yardsRTPScore",2005
30,30,"Justin Bolli",65,-0.211,"Approach5075yardsRTPScore",2005
30,30,"Jeff Brehaut",71,-0.211,"Approach5075yardsRTPScore",2005
30,30,"Sergio Garcia",73,-0.211,"Approach5075yardsRTPScore",2005
30,30,"Darron Stiles",78,-0.211,"Approach5075yardsRTPScore",2005
34,34,"Robert Allenby",95,-0.208,"Approach5075yardsRTPScore",2005
34,34,"Mark Wilson",74,-0.208,"Approach5075yardsRTPScore",2005
36,36,"Stephen Leaney",89,-0.2,"Approach5075yardsRTPScore",2005
37,37,"Ted Purdy",122,-0.195,"Approach5075yardsRTPScore",2005
