"YTDConsecutiveCuts_RANKTHISWEEK_2008","YTDConsecutiveCuts_RANKLASTWEEK_2008","YTDConsecutiveCuts_PLAYERNAME_2008","YTDConsecutiveCuts__2008","YTDConsecutiveCuts_NUMBEROFCUTS_2008","stat_name","year"
61,61,"JJ Henry",NA,3,"YTDConsecutiveCuts",2008
61,61,"Tim Herron",NA,3,"YTDConsecutiveCuts",2008
61,61,"JB Holmes",NA,3,"YTDConsecutiveCuts",2008
61,61,"Lee Janzen",NA,3,"YTDConsecutiveCuts",2008
61,61,"Chris Kirk",NA,3,"YTDConsecutiveCuts",2008
61,61,"Will Ma Kenzie",NA,3,"YTDConsecutiveCuts",2008
61,61,"Bob May",NA,3,"YTDConsecutiveCuts",2008
61,61,"Sean OHair",NA,3,"YTDConsecutiveCuts",2008
61,61,"Ryan Palmer",NA,3,"YTDConsecutiveCuts",2008
61,61,"DA Points",NA,3,"YTDConsecutiveCuts",2008
61,61,"Tom Scherrer",NA,3,"YTDConsecutiveCuts",2008
61,61,"Henrik Stenson",NA,3,"YTDConsecutiveCuts",2008
61,61,"Michael Thompson",NA,3,"YTDConsecutiveCuts",2008
61,61,"Esteban Toledo",NA,3,"YTDConsecutiveCuts",2008
61,61,"DJ Trahan",NA,3,"YTDConsecutiveCuts",2008
61,61,"Camilo Villegas",NA,3,"YTDConsecutiveCuts",2008
61,61,"Johnson Wagner",NA,3,"YTDConsecutiveCuts",2008
61,61,"Boo Weekley",NA,3,"YTDConsecutiveCuts",2008
86,86,"Michael Allen",NA,2,"YTDConsecutiveCuts",2008
86,86,"Tommy Armour III",NA,2,"YTDConsecutiveCuts",2008
86,86,"Mark Brooks",NA,2,"YTDConsecutiveCuts",2008
86,86,"Tom Byrum",NA,2,"YTDConsecutiveCuts",2008
86,86,"Michael Campbell",NA,2,"YTDConsecutiveCuts",2008
86,86,"Marco Dawson",NA,2,"YTDConsecutiveCuts",2008
86,86,"David Duval",NA,2,"YTDConsecutiveCuts",2008
86,86,"Niclas Fasth",NA,2,"YTDConsecutiveCuts",2008
86,86,"Richard Finch",NA,2,"YTDConsecutiveCuts",2008
86,86,"Dan Forsman",NA,2,"YTDConsecutiveCuts",2008
86,86,"Alastair Forsyth",NA,2,"YTDConsecutiveCuts",2008
86,86,"Mathew Goggin",NA,2,"YTDConsecutiveCuts",2008
86,86,"Jason Gore",NA,2,"YTDConsecutiveCuts",2008
86,86,"Anton Haig",NA,2,"YTDConsecutiveCuts",2008
86,86,"Todd Hamilton",NA,2,"YTDConsecutiveCuts",2008
86,86,"Gregory Havret",NA,2,"YTDConsecutiveCuts",2008
86,86,"David Howell",NA,2,"YTDConsecutiveCuts",2008
86,86,"Matt Jones",NA,2,"YTDConsecutiveCuts",2008
86,86,"Jerry Kelly",NA,2,"YTDConsecutiveCuts",2008
86,86,"James Kingston",NA,2,"YTDConsecutiveCuts",2008
86,86,"Matt Kuchar",NA,2,"YTDConsecutiveCuts",2008
86,86,"Stephen Leaney",NA,2,"YTDConsecutiveCuts",2008
86,86,"Michael Letzig",NA,2,"YTDConsecutiveCuts",2008
86,86,"Jeff Maggert",NA,2,"YTDConsecutiveCuts",2008
86,86,"Prayad Marksaeng",NA,2,"YTDConsecutiveCuts",2008
86,86,"Pablo Martin Benavides",NA,2,"YTDConsecutiveCuts",2008
86,86,"Troy Matteson",NA,2,"YTDConsecutiveCuts",2008
86,86,"Len Mattiace",NA,2,"YTDConsecutiveCuts",2008
86,86,"Spike McRoy",NA,2,"YTDConsecutiveCuts",2008
86,86,"Geoff Ogilvy",NA,2,"YTDConsecutiveCuts",2008
86,86,"Craig Parry",NA,2,"YTDConsecutiveCuts",2008
86,86,"Tim Petrovic",NA,2,"YTDConsecutiveCuts",2008
86,86,"Alvaro Quiros",NA,2,"YTDConsecutiveCuts",2008
86,86,"John Rollins",NA,2,"YTDConsecutiveCuts",2008
86,86,"Adam Scott",NA,2,"YTDConsecutiveCuts",2008
86,86,"Kevin Stadler",NA,2,"YTDConsecutiveCuts",2008
86,86,"Vaughn Taylor",NA,2,"YTDConsecutiveCuts",2008
86,86,"David Toms",NA,2,"YTDConsecutiveCuts",2008
86,86,"Brett Wetterich",NA,2,"YTDConsecutiveCuts",2008
86,86,"Garrett Willis",NA,2,"YTDConsecutiveCuts",2008
86,86,"Casey Wittenberg",NA,2,"YTDConsecutiveCuts",2008
