"YTDConsecutiveCuts_RANKTHISWEEK_2008","YTDConsecutiveCuts_RANKLASTWEEK_2008","YTDConsecutiveCuts_PLAYERNAME_2008","YTDConsecutiveCuts__2008","YTDConsecutiveCuts_NUMBEROFCUTS_2008","stat_name","year"
1,1,"Robert Allenby",NA,27,"YTDConsecutiveCuts",2008
2,2,"Phil Mickelson",NA,18,"YTDConsecutiveCuts",2008
3,3,"Anthony Kim",NA,15,"YTDConsecutiveCuts",2008
4,4,"Stuart Appleby",NA,13,"YTDConsecutiveCuts",2008
4,4,"Ken Duke",NA,13,"YTDConsecutiveCuts",2008
4,4,"Sergio Garcia",NA,13,"YTDConsecutiveCuts",2008
4,4,"Mark Wilson",NA,13,"YTDConsecutiveCuts",2008
8,8,"Jim Furyk",NA,12,"YTDConsecutiveCuts",2008
8,8,"Justin Leonard",NA,12,"YTDConsecutiveCuts",2008
10,10,"Carl Pettersson",NA,10,"YTDConsecutiveCuts",2008
11,11,"Charley Hoffman",NA,9,"YTDConsecutiveCuts",2008
11,11,"Andres Romero",NA,9,"YTDConsecutiveCuts",2008
11,11,"Steve Stricker",NA,9,"YTDConsecutiveCuts",2008
11,11,"Mike Weir",NA,9,"YTDConsecutiveCuts",2008
15,15,"Ben Curtis",NA,8,"YTDConsecutiveCuts",2008
15,15,"Todd Demsey",NA,8,"YTDConsecutiveCuts",2008
15,15,"Robert Karlsson",NA,8,"YTDConsecutiveCuts",2008
15,15,"Jeff Overton",NA,8,"YTDConsecutiveCuts",2008
15,15,"Charlie Wi",NA,8,"YTDConsecutiveCuts",2008
20,20,"Woody Austin",NA,7,"YTDConsecutiveCuts",2008
20,20,"Steve Marino",NA,7,"YTDConsecutiveCuts",2008
22,22,"Chad Campbell",NA,6,"YTDConsecutiveCuts",2008
22,22,"Bob Estes",NA,6,"YTDConsecutiveCuts",2008
22,22,"Robert Gamez",NA,6,"YTDConsecutiveCuts",2008
22,22,"Lucas Glover",NA,6,"YTDConsecutiveCuts",2008
22,22,"Frank Lickliter II",NA,6,"YTDConsecutiveCuts",2008
22,22,"Tom Pernice Jr",NA,6,"YTDConsecutiveCuts",2008
22,22,"Michael Sim",NA,6,"YTDConsecutiveCuts",2008
22,22,"Brandt Snedeker",NA,6,"YTDConsecutiveCuts",2008
22,22,"Kevin Sutherland",NA,6,"YTDConsecutiveCuts",2008
22,22,"Bob Tway",NA,6,"YTDConsecutiveCuts",2008
22,22,"Scott Verplank",NA,6,"YTDConsecutiveCuts",2008
22,22,"Tiger Woods",NA,6,"YTDConsecutiveCuts",2008
34,34,"Angel Cabrera",NA,5,"YTDConsecutiveCuts",2008
34,34,"Stewart Cink",NA,5,"YTDConsecutiveCuts",2008
34,34,"Joe Durant",NA,5,"YTDConsecutiveCuts",2008
34,34,"Steve Flesch",NA,5,"YTDConsecutiveCuts",2008
34,34,"Ryuji Imada",NA,5,"YTDConsecutiveCuts",2008
34,34,"Martin Laird",NA,5,"YTDConsecutiveCuts",2008
34,34,"Hunter Mahan",NA,5,"YTDConsecutiveCuts",2008
34,34,"Pat Perez",NA,5,"YTDConsecutiveCuts",2008
34,34,"John Riegger",NA,5,"YTDConsecutiveCuts",2008
34,34,"Chris Stroud",NA,5,"YTDConsecutiveCuts",2008
34,34,"Nick Watney",NA,5,"YTDConsecutiveCuts",2008
34,34,"Tim Wilkinson",NA,5,"YTDConsecutiveCuts",2008
46,46,"Olin Browne",NA,4,"YTDConsecutiveCuts",2008
46,46,"KJ Choi",NA,4,"YTDConsecutiveCuts",2008
46,46,"Chris DiMarco",NA,4,"YTDConsecutiveCuts",2008
46,46,"Robert Garrigus",NA,4,"YTDConsecutiveCuts",2008
46,46,"Richard Green",NA,4,"YTDConsecutiveCuts",2008
46,46,"Mathias Gronberg",NA,4,"YTDConsecutiveCuts",2008
46,46,"Peter Hanson",NA,4,"YTDConsecutiveCuts",2008
46,46,"Trevor Immelman",NA,4,"YTDConsecutiveCuts",2008
46,46,"Graeme McDowell",NA,4,"YTDConsecutiveCuts",2008
46,46,"Kenny Perry",NA,4,"YTDConsecutiveCuts",2008
46,46,"Justin Rose",NA,4,"YTDConsecutiveCuts",2008
46,46,"Vijay Singh",NA,4,"YTDConsecutiveCuts",2008
46,46,"Kevin Streelman",NA,4,"YTDConsecutiveCuts",2008
46,46,"Omar Uresti",NA,4,"YTDConsecutiveCuts",2008
46,46,"YE Yang",NA,4,"YTDConsecutiveCuts",2008
61,61,"Aaron Baddeley",NA,3,"YTDConsecutiveCuts",2008
61,61,"Cameron Beckman",NA,3,"YTDConsecutiveCuts",2008
61,61,"Mark Brown",NA,3,"YTDConsecutiveCuts",2008
61,61,"Bart Bryant",NA,3,"YTDConsecutiveCuts",2008
61,61,"Luke Donald",NA,3,"YTDConsecutiveCuts",2008
61,61,"Ernie Els",NA,3,"YTDConsecutiveCuts",2008
61,61,"Dudley Hart",NA,3,"YTDConsecutiveCuts",2008
