"SubParRounds_RANKTHISWEEK_2011","SubParRounds_RANKLASTWEEK_2011","SubParRounds_PLAYERNAME_2011","SubParRounds_EVENTS_2011","stat_name","year"
1,1,"Webb Simpson",26,"SubParRounds",2011
2,2,"Spencer Levin",31,"SubParRounds",2011
3,3,"Blake Adams",34,"SubParRounds",2011
4,4,"Brandt Jobe",28,"SubParRounds",2011
5,5,"Brian Davis",30,"SubParRounds",2011
6,6,"Brendon de Jonge",30,"SubParRounds",2011
6,6,"Charles Howell III",30,"SubParRounds",2011
8,8,"Chad Campbell",29,"SubParRounds",2011
8,8,"Bill Haas",26,"SubParRounds",2011
8,8,"Matt Kuchar",24,"SubParRounds",2011
8,8,"William McGirt",32,"SubParRounds",2011
8,8,"Gary Woodland",25,"SubParRounds",2011
13,13,"John Senden",26,"SubParRounds",2011
13,13,"Cameron Tringale",32,"SubParRounds",2011
15,15,"Hunter Mahan",25,"SubParRounds",2011
15,15,"Carl Pettersson",27,"SubParRounds",2011
17,17,"Billy Mayfair",29,"SubParRounds",2011
17,17,"Brandt Snedeker",26,"SubParRounds",2011
19,19,"Jerry Kelly",26,"SubParRounds",2011
19,19,"Chez Reavie",27,"SubParRounds",2011
19,19,"Heath Slocum",29,"SubParRounds",2011
22,22,"Tommy Gainey",34,"SubParRounds",2011
22,22,"David Hearn",26,"SubParRounds",2011
22,22,"Bill Lunde",28,"SubParRounds",2011
22,22,"Kyle Stanley",28,"SubParRounds",2011
22,22,"Steve Stricker",19,"SubParRounds",2011
22,22,"David Toms",23,"SubParRounds",2011
28,28,"Kris Blanks",29,"SubParRounds",2011
28,28,"Luke Donald",19,"SubParRounds",2011
28,28,"Jim Furyk",26,"SubParRounds",2011
31,31,"Chris DiMarco",31,"SubParRounds",2011
31,31,"Brian Gay",26,"SubParRounds",2011
31,31,"Ryuji Imada",29,"SubParRounds",2011
31,31,"Tim Petrovic",29,"SubParRounds",2011
31,31,"Bo Van Pelt",27,"SubParRounds",2011
31,31,"Bubba Watson",22,"SubParRounds",2011
37,37,"Chris Couch",21,"SubParRounds",2011
37,37,"Hunter Haas",30,"SubParRounds",2011
37,37,"JJ Henry",28,"SubParRounds",2011
37,37,"Freddie Jacobson",25,"SubParRounds",2011
37,37,"Bryce Molder",27,"SubParRounds",2011
37,37,"Kevin Na",26,"SubParRounds",2011
37,37,"Kevin Stadler",27,"SubParRounds",2011
37,37,"Brendan Steele",27,"SubParRounds",2011
37,37,"Chris Stroud",28,"SubParRounds",2011
46,46,"Aaron Baddeley",22,"SubParRounds",2011
46,46,"Chris Kirk",28,"SubParRounds",2011
46,46,"Nick OHern",29,"SubParRounds",2011
46,46,"Rory Sabbatini",24,"SubParRounds",2011
46,46,"Mark Wilson",26,"SubParRounds",2011
51,51,"Rickie Fowler",24,"SubParRounds",2011
51,51,"Zach Johnson",23,"SubParRounds",2011
51,51,"DA Points",26,"SubParRounds",2011
51,51,"Josh Teater",31,"SubParRounds",2011
51,51,"DJ Trahan",30,"SubParRounds",2011
51,51,"Charlie Wi",25,"SubParRounds",2011
57,57,"Troy Matteson",28,"SubParRounds",2011
57,57,"John Merrick",21,"SubParRounds",2011
57,57,"Jeff Overton",26,"SubParRounds",2011
57,57,"Justin Rose",23,"SubParRounds",2011
57,57,"Vijay Singh",25,"SubParRounds",2011
57,57,"Kevin Streelman",26,"SubParRounds",2011
57,57,"Vaughn Taylor",27,"SubParRounds",2011
57,57,"Nick Watney",22,"SubParRounds",2011
65,65,"Jason Bohn",22,"SubParRounds",2011
65,65,"Steven Bowditch",28,"SubParRounds",2011
65,65,"Jason Dufner",23,"SubParRounds",2011
65,65,"Robert Garrigus",26,"SubParRounds",2011
65,65,"Martin Laird",23,"SubParRounds",2011
65,65,"David Mathis",25,"SubParRounds",2011
65,65,"Tag Ridings",28,"SubParRounds",2011
72,72,"Charley Hoffman",27,"SubParRounds",2011
72,72,"Marc Leishman",27,"SubParRounds",2011
72,72,"Phil Mickelson",21,"SubParRounds",2011
72,72,"Ryan Moore",22,"SubParRounds",2011
72,72,"John Rollins",27,"SubParRounds",2011
72,72,"Michael Thompson",25,"SubParRounds",2011
72,72,"Jhonattan Vegas",25,"SubParRounds",2011
72,72,"Johnson Wagner",25,"SubParRounds",2011
80,80,"Robert Allenby",25,"SubParRounds",2011
80,80,"Arjun Atwal",29,"SubParRounds",2011
80,80,"Keegan Bradley",28,"SubParRounds",2011
80,80,"Greg Chalmers",28,"SubParRounds",2011
80,80,"Jason Day",21,"SubParRounds",2011
80,80,"Trevor Immelman",25,"SubParRounds",2011
80,80,"Ryan Palmer",24,"SubParRounds",2011
80,80,"Rod Pampling",21,"SubParRounds",2011
80,80,"Pat Perez",24,"SubParRounds",2011
89,89,"Ricky Barnes",23,"SubParRounds",2011
89,89,"Jonathan Byrd",26,"SubParRounds",2011
89,89,"KJ Choi",22,"SubParRounds",2011
92,92,"Ben Crane",23,"SubParRounds",2011
92,92,"Tim Herron",28,"SubParRounds",2011
92,92,"Scott Piercy",23,"SubParRounds",2011
92,92,"Scott Stallings",28,"SubParRounds",2011
96,96,"Lucas Glover",23,"SubParRounds",2011
96,96,"Paul Goydos",25,"SubParRounds",2011
98,98,"Michael Bradley",24,"SubParRounds",2011
98,98,"Bobby Gates",29,"SubParRounds",2011
98,98,"Jarrod Lyle",29,"SubParRounds",2011
98,98,"Andres Romero",22,"SubParRounds",2011
98,98,"Paul Stankowski",24,"SubParRounds",2011
103,103,"Shane Bertsch",20,"SubParRounds",2011
103,103,"Stewart Cink",22,"SubParRounds",2011
103,103,"Fabian Gomez",26,"SubParRounds",2011
103,103,"Steve Marino",23,"SubParRounds",2011
103,103,"Joe Ogilvie",24,"SubParRounds",2011
103,103,"Roland Thatcher",22,"SubParRounds",2011
103,103,"Jimmy Walker",24,"SubParRounds",2011
110,110,"Stephen Ames",22,"SubParRounds",2011
110,110,"Briny Baird",19,"SubParRounds",2011
110,110,"Cameron Beckman",25,"SubParRounds",2011
110,110,"Matt Bettencourt",30,"SubParRounds",2011
110,110,"Kevin Chappell",26,"SubParRounds",2011
110,110,"Michael Connell",26,"SubParRounds",2011
110,110,"Sergio Garcia",16,"SubParRounds",2011
110,110,"Jim Herman",22,"SubParRounds",2011
110,110,"Billy Horschel",25,"SubParRounds",2011
110,110,"George McNeill",21,"SubParRounds",2011
110,110,"Aron Price",18,"SubParRounds",2011
121,121,"Steve Flesch",27,"SubParRounds",2011
121,121,"Nathan Green",26,"SubParRounds",2011
121,121,"Dustin Johnson",21,"SubParRounds",2011
121,121,"Kent Jones",25,"SubParRounds",2011
121,121,"Matt Jones",25,"SubParRounds",2011
121,121,"Alex Prugh",29,"SubParRounds",2011
127,127,"Joseph Bramlett",25,"SubParRounds",2011
127,127,"Geoff Ogilvy",21,"SubParRounds",2011
127,127,"Chris Riley",25,"SubParRounds",2011
127,127,"Boo Weekley",23,"SubParRounds",2011
131,131,"Justin Leonard",26,"SubParRounds",2011
131,131,"Davis Love III",22,"SubParRounds",2011
131,131,"Ben Martin",25,"SubParRounds",2011
131,131,"Charl Schwartzel",15,"SubParRounds",2011
131,131,"Adam Scott",18,"SubParRounds",2011
131,131,"Garrett Willis",24,"SubParRounds",2011
137,137,"Ben Curtis",23,"SubParRounds",2011
137,137,"Ernie Els",21,"SubParRounds",2011
137,137,"Lee Janzen",19,"SubParRounds",2011
137,137,"Sung Kang",21,"SubParRounds",2011
137,137,"Robert Karlsson",18,"SubParRounds",2011
142,142,"Alex Cejka",21,"SubParRounds",2011
142,142,"Bio Kim",25,"SubParRounds",2011
142,142,"Scott McCarron",22,"SubParRounds",2011
145,145,"James Driscoll",24,"SubParRounds",2011
145,145,"Andres Gonzales",21,"SubParRounds",2011
145,145,"Padraig Harrington",18,"SubParRounds",2011
145,145,"Anthony Kim",26,"SubParRounds",2011
145,145,"Sean OHair",24,"SubParRounds",2011
145,145,"Michael Putnam",21,"SubParRounds",2011
145,145,"Alexandre Rocha",22,"SubParRounds",2011
145,145,"Camilo Villegas",25,"SubParRounds",2011
145,145,"Dean Wilson",22,"SubParRounds",2011
154,154,"Joe Durant",25,"SubParRounds",2011
154,154,"JB Holmes",16,"SubParRounds",2011
154,154,"Matt McQuillan",21,"SubParRounds",2011
154,154,"Shaun Micheel",27,"SubParRounds",2011
154,154,"Zack Miller",30,"SubParRounds",2011
159,159,"Scott Gutschewski",23,"SubParRounds",2011
159,159,"Daniel Summerhays",29,"SubParRounds",2011
161,161,"Woody Austin",18,"SubParRounds",2011
161,161,"DJ Brigman",23,"SubParRounds",2011
161,161,"Angel Cabrera",17,"SubParRounds",2011
161,161,"David Duval",24,"SubParRounds",2011
161,161,"Tom Gillis",19,"SubParRounds",2011
161,161,"Retief Goosen",16,"SubParRounds",2011
161,161,"Kevin Kisner",24,"SubParRounds",2011
161,161,"Troy Merritt",23,"SubParRounds",2011
161,161,"Ian Poulter",16,"SubParRounds",2011
170,170,"Stuart Appleby",24,"SubParRounds",2011
170,170,"Colt Knost",27,"SubParRounds",2011
170,170,"Nate Smith",24,"SubParRounds",2011
170,170,"YE Yang",18,"SubParRounds",2011
174,174,"Steve Elkington",17,"SubParRounds",2011
174,174,"Will Ma Kenzie",14,"SubParRounds",2011
174,174,"Tom Pernice Jr",12,"SubParRounds",2011
174,174,"Jim Renner",22,"SubParRounds",2011
174,174,"Scott Verplank",15,"SubParRounds",2011
179,179,"JP Hayes",19,"SubParRounds",2011
179,179,"Richard Johnson",23,"SubParRounds",2011
179,179,"Derek Lamely",26,"SubParRounds",2011
179,179,"Martin Piller",23,"SubParRounds",2011
183,183,"Bud Cauley",8,"SubParRounds",2011
183,183,"Graeme McDowell",16,"SubParRounds",2011
185,185,"Paul Casey",15,"SubParRounds",2011
185,185,"Harrison Frazar",19,"SubParRounds",2011
185,185,"John Mallinger",15,"SubParRounds",2011
185,185,"Marc Turnesa",20,"SubParRounds",2011
185,185,"Lee Westwood",10,"SubParRounds",2011
185,185,"Brett Wetterich",8,"SubParRounds",2011
191,191,"Rory McIlroy",10,"SubParRounds",2011
191,191,"Louis Oosthuizen",15,"SubParRounds",2011
191,191,"Cameron Percy",12,"SubParRounds",2011
191,191,"Will Strickler",19,"SubParRounds",2011
195,195,"Chad Collins",16,"SubParRounds",2011
195,195,"Justin Hicks",23,"SubParRounds",2011
195,195,"Frank Lickliter II",12,"SubParRounds",2011
195,195,"Jeff Maggert",18,"SubParRounds",2011
195,195,"Kevin Sutherland",11,"SubParRounds",2011
200,200,"Chris Baryla",20,"SubParRounds",2011
200,200,"Bob Estes",12,"SubParRounds",2011
200,200,"Peter Tomasulo",12,"SubParRounds",2011
203,203,"John Daly",18,"SubParRounds",2011
203,203,"Todd Hamilton",11,"SubParRounds",2011
203,203,"Michael Letzig",13,"SubParRounds",2011
203,203,"Rocco Mediate",23,"SubParRounds",2011
203,203,"Francesco Molinari",11,"SubParRounds",2011
203,203,"Kenny Perry",13,"SubParRounds",2011
203,203,"Jeff Quinney",14,"SubParRounds",2011
203,203,"Henrik Stenson",15,"SubParRounds",2011
211,211,"Martin Kaymer",10,"SubParRounds",2011
211,211,"Edoardo Molinari",12,"SubParRounds",2011
211,211,"Kirk Triplett",8,"SubParRounds",2011
214,214,"Rich Beem",21,"SubParRounds",2011
214,214,"Tiger Woods",9,"SubParRounds",2011
216,216,"KT Kim",9,"SubParRounds",2011
216,216,"Michael Sim",19,"SubParRounds",2011
216,216,"Charles Warren",10,"SubParRounds",2011
219,219,"Ryo Ishikawa",10,"SubParRounds",2011
219,219,"Tom Lehman",5,"SubParRounds",2011
219,219,"Duffy Waldorf",14,"SubParRounds",2011
222,222,"Patrick Cantlay",5,"SubParRounds",2011
222,222,"Anders Hansen",7,"SubParRounds",2011
222,222,"Mark Hensby",6,"SubParRounds",2011
222,222,"Jesper Parnevik",10,"SubParRounds",2011
222,222,"Carl Paulson",11,"SubParRounds",2011
222,222,"Chris Tidland",12,"SubParRounds",2011
222,222,"Jay Williamson",6,"SubParRounds",2011
229,229,"Mark Calcavecchia",6,"SubParRounds",2011
229,229,"Erik Compton",6,"SubParRounds",2011
229,229,"Fred Couples",5,"SubParRounds",2011
229,229,"Marco Dawson",3,"SubParRounds",2011
229,229,"Ross Fisher",8,"SubParRounds",2011
229,229,"Adam Hadwin",5,"SubParRounds",2011
229,229,"Jamie Lovemark",9,"SubParRounds",2011
229,229,"Dicky Pride",8,"SubParRounds",2011
229,229,"Sam Saunders",8,"SubParRounds",2011
238,238,"Matt Every",5,"SubParRounds",2011
238,238,"Scott Gordon",19,"SubParRounds",2011
238,238,"Jason Gore",6,"SubParRounds",2011
238,238,"Peter Hanson",12,"SubParRounds",2011
242,242,"Michael Allen",5,"SubParRounds",2011
242,242,"Craig Barlow",5,"SubParRounds",2011
242,242,"Tim Clark",4,"SubParRounds",2011
242,242,"Jeff Klauk",8,"SubParRounds",2011
242,242,"Fran Quinn",10,"SubParRounds",2011
242,242,"Alvaro Quiros",8,"SubParRounds",2011
248,248,"Robert Gamez",9,"SubParRounds",2011
248,248,"Morgan Hoffmann",4,"SubParRounds",2011
248,248,"Matteo Manassero",8,"SubParRounds",2011
248,248,"Omar Uresti",5,"SubParRounds",2011
252,252,"Thomas Bjorn",5,"SubParRounds",2011
252,252,"Craig Bowden",4,"SubParRounds",2011
252,252,"Mark Brooks",5,"SubParRounds",2011
252,252,"Simon Dyson",3,"SubParRounds",2011
252,252,"Yuta Ikeda",9,"SubParRounds",2011
252,252,"Miguel Angel Jimenez",7,"SubParRounds",2011
252,252,"Andre Stolz",2,"SubParRounds",2011
259,259,"Joe Affrunti",6,"SubParRounds",2011
259,259,"Tom Byrum",1,"SubParRounds",2011
259,259,"Darren Clarke",3,"SubParRounds",2011
259,259,"John Cook",1,"SubParRounds",2011
259,259,"Robert Damron",3,"SubParRounds",2011
259,259,"Brad Faxon",12,"SubParRounds",2011
259,259,"Hiroyuki Fujita",7,"SubParRounds",2011
259,259,"Peter Lonard",2,"SubParRounds",2011
259,259,"Seung Yul Noh",6,"SubParRounds",2011
259,259,"Alexander Noren",4,"SubParRounds",2011
259,259,"Corey Pavin",4,"SubParRounds",2011
259,259,"Brett Quigley",10,"SubParRounds",2011
271,271,"Thomas Aiken",4,"SubParRounds",2011
271,271,"Notah Begay III",4,"SubParRounds",2011
271,271,"Guy Boros",1,"SubParRounds",2011
271,271,"Todd Fischer",3,"SubParRounds",2011
271,271,"Gregory Havret",3,"SubParRounds",2011
271,271,"Billy Hurley III",3,"SubParRounds",2011
271,271,"Jonathan Kaye",2,"SubParRounds",2011
