"SandSavesfrom30yards_RANKTHISWEEK_2016","SandSavesfrom30yards_RANKLASTWEEK_2016","SandSavesfrom30yards_PLAYERNAME_2016","SandSavesfrom30yards_ROUNDS_2016","SandSavesfrom30yards_Pct_2016","SandSavesfrom30yards_OFSAVES_2016","SandSavesfrom30yards_OFBUNKERS_2016","stat_name","year"
1,1,"Branden Grace",31,100,3,3,"SandSavesfrom30yards",2016
2,3,"Jamie Lovemark",57,87.5,7,8,"SandSavesfrom30yards",2016
3,4,"Robert Allenby",35,83.33,5,6,"SandSavesfrom30yards",2016
3,4,"Danny Lee",53,83.33,5,6,"SandSavesfrom30yards",2016
5,6,"Jerry Kelly",44,80,4,5,"SandSavesfrom30yards",2016
5,7,"Justin Rose",35,80,4,5,"SandSavesfrom30yards",2016
7,13,"Kevin Chappell",49,75,6,8,"SandSavesfrom30yards",2016
7,7,"Jason Day",36,75,3,4,"SandSavesfrom30yards",2016
7,7,"Ernie Els",34,75,6,8,"SandSavesfrom30yards",2016
7,7,"Tyrone Van Aswegen",67,75,6,8,"SandSavesfrom30yards",2016
11,1,"Derek Ernst",36,66.67,2,3,"SandSavesfrom30yards",2016
11,15,"Francesco Molinari",36,66.67,2,3,"SandSavesfrom30yards",2016
11,15,"Seung Yul Noh",54,66.67,6,9,"SandSavesfrom30yards",2016
11,15,"Martin Piller",37,66.67,2,3,"SandSavesfrom30yards",2016
11,15,"Vijay Singh",42,66.67,2,3,"SandSavesfrom30yards",2016
11,15,"Brian Stuard",24,66.67,2,3,"SandSavesfrom30yards",2016
17,13,"Luke Donald",49,62.5,5,8,"SandSavesfrom30yards",2016
17,21,"Jimmy Walker",43,62.5,5,8,"SandSavesfrom30yards",2016
19,7,"Thomas Aiken",42,60,3,5,"SandSavesfrom30yards",2016
19,22,"Abraham Ancer",26,60,3,5,"SandSavesfrom30yards",2016
19,7,"Martin Laird",46,60,3,5,"SandSavesfrom30yards",2016
19,22,"Shane Lowry",35,60,3,5,"SandSavesfrom30yards",2016
19,15,"Henrik Norlander",41,60,3,5,"SandSavesfrom30yards",2016
19,22,"Carl Pettersson",31,60,3,5,"SandSavesfrom30yards",2016
19,22,"Ollie Schniederjans",23,60,3,5,"SandSavesfrom30yards",2016
19,22,"Jordan Spieth",34,60,3,5,"SandSavesfrom30yards",2016
19,22,"David Toms",38,60,3,5,"SandSavesfrom30yards",2016
28,31,"Brandt Snedeker",47,58.33,7,12,"SandSavesfrom30yards",2016
29,33,"David Lingmerth",54,57.14,4,7,"SandSavesfrom30yards",2016
29,22,"Rory McIlroy",37,57.14,4,7,"SandSavesfrom30yards",2016
31,34,"Aaron Baddeley",51,55.56,5,9,"SandSavesfrom30yards",2016
32,34,"Morgan Hoffmann",43,54.55,6,11,"SandSavesfrom30yards",2016
33,31,"Kyle Reifers",63,53.85,7,13,"SandSavesfrom30yards",2016
34,37,"Sung Kang",51,52.38,11,21,"SandSavesfrom30yards",2016
35,38,"Scott Brown",59,50,5,10,"SandSavesfrom30yards",2016
35,38,"Paul Casey",39,50,1,2,"SandSavesfrom30yards",2016
35,38,"Ken Duke",26,50,1,2,"SandSavesfrom30yards",2016
35,38,"Retief Goosen",37,50,3,6,"SandSavesfrom30yards",2016
35,38,"Jason Gore",51,50,2,4,"SandSavesfrom30yards",2016
35,34,"Adam Hadwin",53,50,5,10,"SandSavesfrom30yards",2016
35,38,"JB Holmes",39,50,1,2,"SandSavesfrom30yards",2016
35,38,"DH Lee",35,50,1,2,"SandSavesfrom30yards",2016
35,38,"Lucas Lee",22,50,1,2,"SandSavesfrom30yards",2016
35,38,"Luke List",51,50,4,8,"SandSavesfrom30yards",2016
35,38,"Davis Love III",40,50,4,8,"SandSavesfrom30yards",2016
35,38,"William McGirt",54,50,6,12,"SandSavesfrom30yards",2016
35,38,"Sean OHair",45,50,3,6,"SandSavesfrom30yards",2016
35,38,"Cameron Percy",22,50,2,4,"SandSavesfrom30yards",2016
35,38,"Pat Perez",28,50,2,4,"SandSavesfrom30yards",2016
35,38,"Andres Romero",22,50,1,2,"SandSavesfrom30yards",2016
35,38,"Adam Scott",39,50,1,2,"SandSavesfrom30yards",2016
35,22,"Brendan Steele",48,50,3,6,"SandSavesfrom30yards",2016
35,38,"Henrik Stenson",30,50,1,2,"SandSavesfrom30yards",2016
35,38,"DJ Trahan",23,50,1,2,"SandSavesfrom30yards",2016
35,38,"Will Wilcox",47,50,3,6,"SandSavesfrom30yards",2016
35,22,"Tim Wilkinson",40,50,3,6,"SandSavesfrom30yards",2016
57,65,"Patrick Reed",53,45.45,5,11,"SandSavesfrom30yards",2016
57,38,"Shawn Stefani",45,45.45,5,11,"SandSavesfrom30yards",2016
59,38,"Ben Crane",48,44.44,4,9,"SandSavesfrom30yards",2016
59,77,"Tony Finau",49,44.44,4,9,"SandSavesfrom30yards",2016
59,67,"Andres Gonzales",46,44.44,4,9,"SandSavesfrom30yards",2016
62,68,"Luke Guthrie",31,42.86,3,7,"SandSavesfrom30yards",2016
62,68,"John Huh",51,42.86,3,7,"SandSavesfrom30yards",2016
62,68,"Hiroshi Iwata",51,42.86,3,7,"SandSavesfrom30yards",2016
62,103,"Phil Mickelson",37,42.86,3,7,"SandSavesfrom30yards",2016
62,68,"Ryan Palmer",46,42.86,6,14,"SandSavesfrom30yards",2016
62,38,"Daniel Summerhays",55,42.86,3,7,"SandSavesfrom30yards",2016
62,68,"Brendon Todd",43,42.86,3,7,"SandSavesfrom30yards",2016
62,77,"Johnson Wagner",44,42.86,3,7,"SandSavesfrom30yards",2016
70,64,"Derek Fathauer",58,42.11,8,19,"SandSavesfrom30yards",2016
71,65,"Emiliano Grillo",47,41.67,5,12,"SandSavesfrom30yards",2016
72,77,"Steven Bowditch",40,40,4,10,"SandSavesfrom30yards",2016
72,38,"Graham DeLaet",50,40,4,10,"SandSavesfrom30yards",2016
72,77,"Matthew Fitzpatrick",23,40,2,5,"SandSavesfrom30yards",2016
72,77,"Sergio Garcia",28,40,2,5,"SandSavesfrom30yards",2016
72,77,"Chesson Hadley",51,40,4,10,"SandSavesfrom30yards",2016
72,77,"David Hearn",55,40,2,5,"SandSavesfrom30yards",2016
72,103,"Jim Herman",55,40,4,10,"SandSavesfrom30yards",2016
72,77,"Billy Horschel",45,40,4,10,"SandSavesfrom30yards",2016
72,77,"Kelly Kraft",35,40,2,5,"SandSavesfrom30yards",2016
72,77,"Marc Leishman",41,40,2,5,"SandSavesfrom30yards",2016
72,77,"Graeme McDowell",33,40,2,5,"SandSavesfrom30yards",2016
72,77,"DA Points",32,40,2,5,"SandSavesfrom30yards",2016
72,77,"Mark Wilson",42,40,2,5,"SandSavesfrom30yards",2016
72,77,"Gary Woodland",45,40,4,10,"SandSavesfrom30yards",2016
86,93,"Charles Howell III",63,38.46,5,13,"SandSavesfrom30yards",2016
86,76,"Cameron Tringale",47,38.46,5,13,"SandSavesfrom30yards",2016
88,125,"Robert Garrigus",34,37.5,3,8,"SandSavesfrom30yards",2016
88,94,"Smylie Kaufman",57,37.5,3,8,"SandSavesfrom30yards",2016
88,94,"Chris Kirk",51,37.5,3,8,"SandSavesfrom30yards",2016
88,94,"Anirban Lahiri",44,37.5,3,8,"SandSavesfrom30yards",2016
88,68,"Andrew Loupe",50,37.5,3,8,"SandSavesfrom30yards",2016
88,38,"Will Ma Kenzie",54,37.5,3,8,"SandSavesfrom30yards",2016
88,68,"Carlos Ortiz",47,37.5,3,8,"SandSavesfrom30yards",2016
88,94,"Webb Simpson",34,37.5,3,8,"SandSavesfrom30yards",2016
88,94,"Hudson Swafford",52,37.5,3,8,"SandSavesfrom30yards",2016
88,68,"Steve Wheatcroft",53,37.5,3,8,"SandSavesfrom30yards",2016
98,102,"KJ Choi",47,36.36,4,11,"SandSavesfrom30yards",2016
98,121,"George McNeill",33,36.36,4,11,"SandSavesfrom30yards",2016
100,103,"Stuart Appleby",39,33.33,2,6,"SandSavesfrom30yards",2016
100,103,"Ricky Barnes",57,33.33,3,9,"SandSavesfrom30yards",2016
100,125,"Daniel Berger",52,33.33,3,9,"SandSavesfrom30yards",2016
100,103,"Jonas Blixt",46,33.33,3,9,"SandSavesfrom30yards",2016
100,103,"Jason Dufner",53,33.33,2,6,"SandSavesfrom30yards",2016
100,103,"Brian Gay",22,33.33,2,6,"SandSavesfrom30yards",2016
100,94,"Lucas Glover",53,33.33,3,9,"SandSavesfrom30yards",2016
100,103,"Padraig Harrington",38,33.33,2,6,"SandSavesfrom30yards",2016
100,103,"Mark Hubbard",73,33.33,4,12,"SandSavesfrom30yards",2016
100,103,"Billy Hurley III",22,33.33,1,3,"SandSavesfrom30yards",2016
100,94,"Kevin Kisner",49,33.33,3,9,"SandSavesfrom30yards",2016
100,103,"Brooks Koepka",39,33.33,1,3,"SandSavesfrom30yards",2016
100,38,"Steve Marino",40,33.33,1,3,"SandSavesfrom30yards",2016
100,77,"Ben Martin",48,33.33,2,6,"SandSavesfrom30yards",2016
100,103,"Troy Merritt",41,33.33,2,6,"SandSavesfrom30yards",2016
100,153,"Ryan Moore",40,33.33,2,6,"SandSavesfrom30yards",2016
100,38,"Geoff Ogilvy",37,33.33,1,3,"SandSavesfrom30yards",2016
100,77,"Patrick Rodgers",49,33.33,2,6,"SandSavesfrom30yards",2016
100,103,"Rory Sabbatini",40,33.33,3,9,"SandSavesfrom30yards",2016
100,103,"Charl Schwartzel",29,33.33,1,3,"SandSavesfrom30yards",2016
100,133,"Robert Streb",51,33.33,2,6,"SandSavesfrom30yards",2016
100,103,"Vaughn Taylor",30,33.33,1,3,"SandSavesfrom30yards",2016
122,103,"Peter Malnati",53,30.77,4,13,"SandSavesfrom30yards",2016
123,103,"Erik Compton",45,30,3,10,"SandSavesfrom30yards",2016
123,121,"Jamie Donaldson",28,30,3,10,"SandSavesfrom30yards",2016
123,121,"Zach Johnson",42,30,3,10,"SandSavesfrom30yards",2016
123,121,"Chez Reavie",56,30,3,10,"SandSavesfrom30yards",2016
123,94,"Sam Saunders",40,30,3,10,"SandSavesfrom30yards",2016
128,125,"Chad Collins",45,28.57,2,7,"SandSavesfrom30yards",2016
128,125,"JJ Henry",44,28.57,2,7,"SandSavesfrom30yards",2016
128,125,"Dustin Johnson",37,28.57,2,7,"SandSavesfrom30yards",2016
128,125,"Colt Knost",56,28.57,2,7,"SandSavesfrom30yards",2016
128,125,"Andrew Landry",24,28.57,2,7,"SandSavesfrom30yards",2016
128,103,"Hunter Mahan",43,28.57,2,7,"SandSavesfrom30yards",2016
134,133,"Tyler Aldridge",53,25,1,4,"SandSavesfrom30yards",2016
134,133,"Byeong Hun An",23,25,1,4,"SandSavesfrom30yards",2016
134,133,"Keegan Bradley",40,25,2,8,"SandSavesfrom30yards",2016
134,184,"Alex Cejka",47,25,1,4,"SandSavesfrom30yards",2016
134,133,"Harris English",51,25,1,4,"SandSavesfrom30yards",2016
134,184,"Michael Kim",62,25,1,4,"SandSavesfrom30yards",2016
134,133,"Scott Langley",41,25,2,8,"SandSavesfrom30yards",2016
134,133,"Kevin Na",52,25,2,8,"SandSavesfrom30yards",2016
134,133,"Dicky Pride",33,25,1,4,"SandSavesfrom30yards",2016
134,133,"Darron Stiles",28,25,1,4,"SandSavesfrom30yards",2016
134,133,"Michael Thompson",46,25,1,4,"SandSavesfrom30yards",2016
134,133,"Dawie van der Walt",48,25,3,12,"SandSavesfrom30yards",2016
134,162,"Jhonattan Vegas",49,25,2,8,"SandSavesfrom30yards",2016
134,153,"Boo Weekley",53,25,2,8,"SandSavesfrom30yards",2016
148,147,"Scott Piercy",45,23.08,3,13,"SandSavesfrom30yards",2016
149,148,"Blayne Barber",44,22.22,2,9,"SandSavesfrom30yards",2016
149,133,"Chad Campbell",54,22.22,2,9,"SandSavesfrom30yards",2016
149,133,"Fabian Gomez",49,22.22,2,9,"SandSavesfrom30yards",2016
149,125,"Spencer Levin",62,22.22,2,9,"SandSavesfrom30yards",2016
149,148,"Bryce Molder",50,22.22,2,9,"SandSavesfrom30yards",2016
149,148,"Kevin Streelman",46,22.22,2,9,"SandSavesfrom30yards",2016
155,152,"Whee Kim",54,21.43,3,14,"SandSavesfrom30yards",2016
156,184,"Jason Bohn",37,20,1,5,"SandSavesfrom30yards",2016
156,153,"Matt Every",34,20,2,10,"SandSavesfrom30yards",2016
156,153,"Bill Haas",42,20,2,10,"SandSavesfrom30yards",2016
156,153,"James Hahn",45,20,1,5,"SandSavesfrom30yards",2016
156,153,"Matt Kuchar",46,20,1,5,"SandSavesfrom30yards",2016
156,153,"Greg Owen",56,20,1,5,"SandSavesfrom30yards",2016
156,148,"Nick Taylor",57,20,2,10,"SandSavesfrom30yards",2016
156,153,"Camilo Villegas",50,20,2,10,"SandSavesfrom30yards",2016
164,162,"Stewart Cink",45,16.67,1,6,"SandSavesfrom30yards",2016
164,162,"Russell Henley",42,16.67,1,6,"SandSavesfrom30yards",2016
164,184,"Matt Jones",45,16.67,1,6,"SandSavesfrom30yards",2016
164,161,"Jason Kokrak",52,16.67,2,12,"SandSavesfrom30yards",2016
164,162,"Rob Oppenheim",37,16.67,1,6,"SandSavesfrom30yards",2016
164,184,"Brett Stegmaier",57,16.67,1,6,"SandSavesfrom30yards",2016
170,170,"Zac Blair",56,14.29,1,7,"SandSavesfrom30yards",2016
170,170,"Rickie Fowler",42,14.29,1,7,"SandSavesfrom30yards",2016
170,170,"Freddie Jacobson",54,14.29,1,7,"SandSavesfrom30yards",2016
170,170,"Scott Pinckney",53,14.29,1,7,"SandSavesfrom30yards",2016
170,162,"John Senden",48,14.29,1,7,"SandSavesfrom30yards",2016
175,168,"Chris Stroud",52,13.33,2,15,"SandSavesfrom30yards",2016
175,168,"Harold Varner III",58,13.33,2,15,"SandSavesfrom30yards",2016
177,170,"Brendon de Jonge",55,12.5,1,8,"SandSavesfrom30yards",2016
177,176,"Brian Harman",60,12.5,1,8,"SandSavesfrom30yards",2016
177,162,"Kyle Stanley",57,12.5,1,8,"SandSavesfrom30yards",2016
177,170,"Justin Thomas",53,12.5,1,8,"SandSavesfrom30yards",2016
181,176,"Jeff Overton",51,11.11,2,18,"SandSavesfrom30yards",2016
182,180,"Bronson Burgoon",53,10,1,10,"SandSavesfrom30yards",2016
182,180,"Jon Curran",55,10,1,10,"SandSavesfrom30yards",2016
182,179,"Si Woo Kim",63,10,1,10,"SandSavesfrom30yards",2016
182,176,"Scott Stallings",46,10,1,10,"SandSavesfrom30yards",2016
186,183,"Angel Cabrera",42,7.69,1,13,"SandSavesfrom30yards",2016
186,182,"Roberto Castro",55,7.69,1,13,"SandSavesfrom30yards",2016
188,184,"Charlie Beljan",26,0,NA,4,"SandSavesfrom30yards",2016
188,184,"Shane Bertsch",30,0,NA,6,"SandSavesfrom30yards",2016
188,184,"Miguel Angel Carballo",24,0,NA,2,"SandSavesfrom30yards",2016
188,184,"Brice Garnett",29,0,NA,3,"SandSavesfrom30yards",2016
188,184,"Rhein Gibson",36,0,NA,5,"SandSavesfrom30yards",2016
188,184,"Justin Hicks",26,0,NA,4,"SandSavesfrom30yards",2016
188,184,"Charley Hoffman",49,0,NA,5,"SandSavesfrom30yards",2016
188,184,"Tom Hoge",47,0,NA,2,"SandSavesfrom30yards",2016
188,184,"Patton Kizzire",57,0,NA,6,"SandSavesfrom30yards",2016
188,184,"Russell Knox",48,0,NA,8,"SandSavesfrom30yards",2016
188,184,"Justin Leonard",28,0,NA,1,"SandSavesfrom30yards",2016
188,184,"Hideki Matsuyama",40,0,NA,5,"SandSavesfrom30yards",2016
188,184,"Louis Oosthuizen",25,0,NA,2,"SandSavesfrom30yards",2016
188,184,"Ian Poulter",37,0,NA,9,"SandSavesfrom30yards",2016
188,184,"Wes Roach",33,0,NA,5,"SandSavesfrom30yards",2016
188,184,"Cameron Smith",45,0,NA,2,"SandSavesfrom30yards",2016
188,184,"Steve Stricker",25,0,NA,4,"SandSavesfrom30yards",2016
188,184,"Andy Sullivan",25,0,NA,3,"SandSavesfrom30yards",2016
188,184,"Bubba Watson",30,0,NA,2,"SandSavesfrom30yards",2016
188,184,"Bernd Wiesberger",23,0,NA,5,"SandSavesfrom30yards",2016
