"FirstTeeLatePar4ScoringAverage_RANKTHISWEEK_2008","FirstTeeLatePar4ScoringAverage_RANKLASTWEEK_2008","FirstTeeLatePar4ScoringAverage_PLAYERNAME_2008","FirstTeeLatePar4ScoringAverage_ROUNDS_2008","FirstTeeLatePar4ScoringAverage_AVG_2008","FirstTeeLatePar4ScoringAverage_TOTALSTROKES_2008","FirstTeeLatePar4ScoringAverage_TOTALHOLES_2008","stat_name","year"
1,1,"Carlos Franco",73,3.98,665,167,"FirstTeeLatePar4ScoringAverage",2008
1,1,"Harrison Frazar",73,3.98,757,190,"FirstTeeLatePar4ScoringAverage",2008
1,1,"Vijay Singh",82,3.98,1519,382,"FirstTeeLatePar4ScoringAverage",2008
4,4,"Justin Bolli",87,3.99,849,213,"FirstTeeLatePar4ScoringAverage",2008
4,4,"Chad Campbell",94,3.99,1467,368,"FirstTeeLatePar4ScoringAverage",2008
4,4,"Glen Day",64,3.99,790,198,"FirstTeeLatePar4ScoringAverage",2008
4,4,"Martin Laird",98,3.99,771,193,"FirstTeeLatePar4ScoringAverage",2008
4,4,"Will Ma Kenzie",62,3.99,651,163,"FirstTeeLatePar4ScoringAverage",2008
4,4,"Bob Tway",70,3.99,862,216,"FirstTeeLatePar4ScoringAverage",2008
10,10,"Kent Jones",68,4,855,214,"FirstTeeLatePar4ScoringAverage",2008
11,11,"Brad Adamonis",87,4.01,1303,325,"FirstTeeLatePar4ScoringAverage",2008
11,11,"Chris DiMarco",87,4.01,793,198,"FirstTeeLatePar4ScoringAverage",2008
11,11,"Bob Estes",90,4.01,1199,299,"FirstTeeLatePar4ScoringAverage",2008
11,11,"JP Hayes",67,4.01,713,178,"FirstTeeLatePar4ScoringAverage",2008
11,11,"Charles Howell III",101,4.01,1384,345,"FirstTeeLatePar4ScoringAverage",2008
11,11,"Greg Kraft",63,4.01,770,192,"FirstTeeLatePar4ScoringAverage",2008
11,11,"Michael Letzig",88,4.01,1215,303,"FirstTeeLatePar4ScoringAverage",2008
11,11,"Billy Mayfair",103,4.01,1543,385,"FirstTeeLatePar4ScoringAverage",2008
11,11,"George McNeill",97,4.01,1160,289,"FirstTeeLatePar4ScoringAverage",2008
11,11,"Kevin Na",97,4.01,1119,279,"FirstTeeLatePar4ScoringAverage",2008
11,11,"Pat Perez",93,4.01,1473,367,"FirstTeeLatePar4ScoringAverage",2008
11,11,"Charlie Wi",97,4.01,1130,282,"FirstTeeLatePar4ScoringAverage",2008
23,23,"Daniel Chopra",84,4.02,1241,309,"FirstTeeLatePar4ScoringAverage",2008
23,23,"Brad Elder",67,4.02,852,212,"FirstTeeLatePar4ScoringAverage",2008
23,23,"Brian Gay",102,4.02,1889,470,"FirstTeeLatePar4ScoringAverage",2008
23,23,"John Huston",56,4.02,889,221,"FirstTeeLatePar4ScoringAverage",2008
23,23,"Brandt Jobe",52,4.02,555,138,"FirstTeeLatePar4ScoringAverage",2008
23,23,"Dustin Johnson",92,4.02,909,226,"FirstTeeLatePar4ScoringAverage",2008
23,23,"Phil Mickelson",80,4.02,1952,485,"FirstTeeLatePar4ScoringAverage",2008
