"Total3Putts25_RANKTHISWEEK_2007","Total3Putts25_RANKLASTWEEK_2007","Total3Putts25_PLAYERNAME_2007","Total3Putts25_ROUNDS_2007","Total3Putts25_TOTAL3PUTTS25_2007","Total3Putts25_TOTAL3PUTTS_2007","stat_name","year"
1,1,"Jeff Gove",103,67,77,"Total3Putts25",2007
2,2,"Briny Baird",115,65,78,"Total3Putts25",2007
3,3,"Charles Warren",101,60,75,"Total3Putts25",2007
4,4,"DJ Trahan",99,59,68,"Total3Putts25",2007
5,5,"Jason Dufner",100,57,70,"Total3Putts25",2007
6,6,"Will Ma Kenzie",100,55,73,"Total3Putts25",2007
6,6,"Steve Marino",106,55,66,"Total3Putts25",2007
8,8,"John Senden",97,52,64,"Total3Putts25",2007
9,9,"Brett Wetterich",88,51,56,"Total3Putts25",2007
10,10,"Steve Flesch",100,50,63,"Total3Putts25",2007
10,10,"Mathew Goggin",97,50,61,"Total3Putts25",2007
10,10,"Mathias Gronberg",95,50,59,"Total3Putts25",2007
10,10,"Sean OHair",98,50,60,"Total3Putts25",2007
14,14,"John Merrick",92,49,64,"Total3Putts25",2007
15,15,"Billy Andrade",88,48,61,"Total3Putts25",2007
15,15,"JB Holmes",71,48,61,"Total3Putts25",2007
15,15,"Daisuke Maruyama",86,48,52,"Total3Putts25",2007
18,18,"Tim Petrovic",106,47,56,"Total3Putts25",2007
19,19,"Bill Haas",93,46,52,"Total3Putts25",2007
19,19,"Kent Jones",97,46,60,"Total3Putts25",2007
19,19,"John Mallinger",96,46,62,"Total3Putts25",2007
19,19,"Greg Owen",81,46,61,"Total3Putts25",2007
23,23,"Woody Austin",95,44,65,"Total3Putts25",2007
23,23,"Jason Gore",86,44,57,"Total3Putts25",2007
25,25,"Eric Axley",107,43,59,"Total3Putts25",2007
25,25,"Chad Campbell",96,43,53,"Total3Putts25",2007
27,27,"Cliff Kresge",107,42,50,"Total3Putts25",2007
27,27,"Kenny Perry",83,42,52,"Total3Putts25",2007
29,29,"Robert Allenby",90,41,57,"Total3Putts25",2007
29,29,"Andrew Buckle",77,41,49,"Total3Putts25",2007
29,29,"Chris Couch",76,41,53,"Total3Putts25",2007
29,29,"Kyle Reifers",71,41,50,"Total3Putts25",2007
33,33,"David Branshaw",83,40,51,"Total3Putts25",2007
33,33,"Craig Kanada",109,40,49,"Total3Putts25",2007
33,33,"Shaun Micheel",91,40,49,"Total3Putts25",2007
33,33,"Rod Pampling",92,40,47,"Total3Putts25",2007
33,33,"John Rollins",102,40,50,"Total3Putts25",2007
38,38,"Harrison Frazar",88,39,53,"Total3Putts25",2007
38,38,"Robert Garrigus",95,39,55,"Total3Putts25",2007
38,38,"Doug LaBelle II",104,39,45,"Total3Putts25",2007
38,38,"Steve Lowery",74,39,53,"Total3Putts25",2007
38,38,"Billy Mayfair",98,39,53,"Total3Putts25",2007
38,38,"Ryan Moore",92,39,54,"Total3Putts25",2007
38,38,"Ted Purdy",102,39,55,"Total3Putts25",2007
38,38,"Michael Putnam",96,39,52,"Total3Putts25",2007
38,38,"Jeff Quinney",95,39,49,"Total3Putts25",2007
47,47,"Ken Duke",112,38,47,"Total3Putts25",2007
47,47,"Kevin Stadler",95,38,55,"Total3Putts25",2007
49,49,"Joe Durant",88,37,57,"Total3Putts25",2007
49,49,"Ryuji Imada",104,37,45,"Total3Putts25",2007
49,49,"Anthony Kim",93,37,49,"Total3Putts25",2007
49,49,"Justin Leonard",95,37,48,"Total3Putts25",2007
49,49,"Frank Lickliter II",95,37,52,"Total3Putts25",2007
49,49,"Tom Pernice Jr",104,37,44,"Total3Putts25",2007
49,49,"Nick Watney",87,37,54,"Total3Putts25",2007
49,49,"Steve Wheatcroft",73,37,46,"Total3Putts25",2007
49,49,"Mark Wilson",87,37,48,"Total3Putts25",2007
58,58,"Tim Herron",98,36,47,"Total3Putts25",2007
58,58,"Tom Johnson",74,36,49,"Total3Putts25",2007
58,58,"Joey Sindelar",75,36,43,"Total3Putts25",2007
58,58,"Kirk Triplett",77,36,59,"Total3Putts25",2007
58,58,"Johnson Wagner",97,36,42,"Total3Putts25",2007
58,58,"Bubba Watson",80,36,42,"Total3Putts25",2007
64,64,"Cameron Beckman",96,35,49,"Total3Putts25",2007
64,64,"Rich Beem",89,35,53,"Total3Putts25",2007
64,64,"Mark Calcavecchia",93,35,56,"Total3Putts25",2007
64,64,"Lucas Glover",98,35,45,"Total3Putts25",2007
64,64,"Peter Lonard",85,35,50,"Total3Putts25",2007
69,69,"Bart Bryant",87,34,40,"Total3Putts25",2007
69,69,"Daniel Chopra",106,34,45,"Total3Putts25",2007
69,69,"Bob Estes",88,34,37,"Total3Putts25",2007
69,69,"Jerry Kelly",101,34,49,"Total3Putts25",2007
69,69,"Jarrod Lyle",77,34,39,"Total3Putts25",2007
69,69,"Parker McLachlin",83,34,43,"Total3Putts25",2007
69,69,"Boo Weekley",101,34,46,"Total3Putts25",2007
76,76,"Brian Davis",101,33,46,"Total3Putts25",2007
76,76,"JP Hayes",89,33,46,"Total3Putts25",2007
76,76,"Jeff Maggert",79,33,46,"Total3Putts25",2007
76,76,"Darron Stiles",65,33,45,"Total3Putts25",2007
76,76,"Mike Weir",82,33,37,"Total3Putts25",2007
81,81,"JJ Henry",86,32,37,"Total3Putts25",2007
81,81,"Charley Hoffman",97,32,42,"Total3Putts25",2007
81,81,"Davis Love III",66,32,36,"Total3Putts25",2007
81,81,"Hunter Mahan",91,32,37,"Total3Putts25",2007
81,81,"George McNeill",95,32,38,"Total3Putts25",2007
81,81,"Kevin Na",84,32,40,"Total3Putts25",2007
81,81,"Geoff Ogilvy",84,32,41,"Total3Putts25",2007
