"YTDParorBetterStreak_RANKTHISWEEK_2008","YTDParorBetterStreak_RANKLASTWEEK_2008","YTDParorBetterStreak_PLAYERNAME_2008","YTDParorBetterStreak__2008","YTDParorBetterStreak_NUMBEROFROUNDS_2008","stat_name","year"
1,1,"Scott Verplank",NA,28,"YTDParorBetterStreak",2008
2,2,"Tiger Woods",NA,27,"YTDParorBetterStreak",2008
3,3,"Glen Day",NA,21,"YTDParorBetterStreak",2008
4,4,"Heath Slocum",NA,20,"YTDParorBetterStreak",2008
5,5,"Steve Marino",NA,18,"YTDParorBetterStreak",2008
6,6,"Kenny Perry",NA,16,"YTDParorBetterStreak",2008
6,6,"Mike Weir",NA,16,"YTDParorBetterStreak",2008
8,8,"Woody Austin",NA,15,"YTDParorBetterStreak",2008
8,8,"Robert Garrigus",NA,15,"YTDParorBetterStreak",2008
10,10,"KJ Choi",NA,14,"YTDParorBetterStreak",2008
10,10,"Daniel Chopra",NA,14,"YTDParorBetterStreak",2008
10,10,"Kevin Na",NA,14,"YTDParorBetterStreak",2008
13,13,"Stewart Cink",NA,13,"YTDParorBetterStreak",2008
13,13,"Padraig Harrington",NA,13,"YTDParorBetterStreak",2008
13,13,"JJ Henry",NA,13,"YTDParorBetterStreak",2008
13,13,"Justin Leonard",NA,13,"YTDParorBetterStreak",2008
13,13,"John Riegger",NA,13,"YTDParorBetterStreak",2008
18,18,"Stephen Ames",NA,12,"YTDParorBetterStreak",2008
18,18,"James Driscoll",NA,12,"YTDParorBetterStreak",2008
18,18,"Carlos Franco",NA,12,"YTDParorBetterStreak",2008
18,18,"Matt Jones",NA,12,"YTDParorBetterStreak",2008
18,18,"Nick OHern",NA,12,"YTDParorBetterStreak",2008
18,18,"Ryan Palmer",NA,12,"YTDParorBetterStreak",2008
18,18,"Charlie Wi",NA,12,"YTDParorBetterStreak",2008
25,25,"Stuart Appleby",NA,11,"YTDParorBetterStreak",2008
25,25,"Tommy Armour III",NA,11,"YTDParorBetterStreak",2008
