"GIRPercentage150175yards_RANKTHISWEEK_2016","GIRPercentage150175yards_RANKLASTWEEK_2016","GIRPercentage150175yards_PLAYERNAME_2016","GIRPercentage150175yards_ROUNDS_2016","GIRPercentage150175yards_Pct_2016","GIRPercentage150175yards_GREENSHIT_2016","GIRPercentage150175yards_TOTALHOLES_2016","GIRPercentage150175yards_RELATIVETOPAR_2016","stat_name","year"
1,1,"Cameron Percy",22,79.07,34,43,-0.12,"GIRPercentage150175yards",2016
2,3,"Bernd Wiesberger",23,76.79,43,56,-0.12,"GIRPercentage150175yards",2016
3,5,"David Hearn",55,75.71,106,140,-0.08,"GIRPercentage150175yards",2016
4,6,"Brice Garnett",29,75.47,40,53,-0.18,"GIRPercentage150175yards",2016
5,8,"Phil Mickelson",37,75.25,76,101,-0.17,"GIRPercentage150175yards",2016
6,2,"Adam Scott",39,75,69,92,-0.17,"GIRPercentage150175yards",2016
6,9,"Bubba Watson",30,75,39,52,-0.21,"GIRPercentage150175yards",2016
8,7,"Lucas Glover",53,73.99,128,173,-0.13,"GIRPercentage150175yards",2016
9,13,"Paul Casey",39,73.75,59,80,-0.07,"GIRPercentage150175yards",2016
10,11,"Scott Brown",59,73.65,109,148,-0.19,"GIRPercentage150175yards",2016
11,4,"Rickie Fowler",42,73.27,74,101,-0.14,"GIRPercentage150175yards",2016
12,16,"Shane Bertsch",30,72.13,44,61,-0.27,"GIRPercentage150175yards",2016
13,12,"Patrick Rodgers",49,71.97,95,132,-0.08,"GIRPercentage150175yards",2016
14,36,"Danny Lee",53,71.19,84,118,-0.18,"GIRPercentage150175yards",2016
15,20,"Russell Knox",48,71.13,69,97,-0.16,"GIRPercentage150175yards",2016
16,41,"Hideki Matsuyama",40,70.97,66,93,-0.17,"GIRPercentage150175yards",2016
17,15,"Graham DeLaet",50,70.73,116,164,-0.22,"GIRPercentage150175yards",2016
18,24,"Keegan Bradley",40,70.54,79,112,-0.2,"GIRPercentage150175yards",2016
19,10,"Henrik Stenson",30,70.49,43,61,-0.14,"GIRPercentage150175yards",2016
19,25,"Darron Stiles",28,70.49,43,61,-0.02,"GIRPercentage150175yards",2016
21,26,"Sergio Garcia",28,70.45,31,44,0,"GIRPercentage150175yards",2016
22,23,"Scott Pinckney",53,70.25,111,158,-0.06,"GIRPercentage150175yards",2016
23,29,"Michael Thompson",46,69.83,81,116,-0.2,"GIRPercentage150175yards",2016
24,42,"Cameron Smith",45,69.77,60,86,-0.12,"GIRPercentage150175yards",2016
25,28,"Roberto Castro",55,69.62,110,158,-0.17,"GIRPercentage150175yards",2016
26,21,"Kevin Streelman",46,69.61,71,102,-0.25,"GIRPercentage150175yards",2016
27,33,"Greg Owen",56,69.57,112,161,-0.15,"GIRPercentage150175yards",2016
28,17,"Jhonattan Vegas",49,69.53,89,128,-0.18,"GIRPercentage150175yards",2016
29,31,"Aaron Baddeley",51,69.5,98,141,-0.14,"GIRPercentage150175yards",2016
30,19,"Alex Cejka",47,69.39,68,98,-0.07,"GIRPercentage150175yards",2016
31,30,"Derek Ernst",36,69.33,52,75,-0.12,"GIRPercentage150175yards",2016
32,14,"Robert Garrigus",34,69.23,63,91,-0.08,"GIRPercentage150175yards",2016
33,22,"Gary Woodland",45,69.17,92,133,-0.18,"GIRPercentage150175yards",2016
34,35,"JJ Henry",44,68.97,100,145,-0.11,"GIRPercentage150175yards",2016
35,45,"Kyle Stanley",57,68.95,131,190,-0.29,"GIRPercentage150175yards",2016
36,27,"Johnson Wagner",44,68.85,84,122,-0.1,"GIRPercentage150175yards",2016
37,32,"Bill Haas",42,68.69,68,99,-0.18,"GIRPercentage150175yards",2016
38,44,"Jim Herman",55,68.67,103,150,-0.13,"GIRPercentage150175yards",2016
39,37,"Chad Campbell",54,68.51,124,181,-0.15,"GIRPercentage150175yards",2016
40,46,"Andrew Landry",24,68.29,28,41,-0.25,"GIRPercentage150175yards",2016
41,40,"Jamie Donaldson",28,68.25,43,63,-0.12,"GIRPercentage150175yards",2016
41,47,"Zach Johnson",42,68.25,86,126,-0.12,"GIRPercentage150175yards",2016
43,48,"Louis Oosthuizen",25,68.18,30,44,-0.07,"GIRPercentage150175yards",2016
44,49,"Jason Kokrak",52,68,102,150,-0.22,"GIRPercentage150175yards",2016
45,18,"Retief Goosen",37,67.89,74,109,-0.22,"GIRPercentage150175yards",2016
46,43,"Brian Stuard",24,67.8,40,59,-0.13,"GIRPercentage150175yards",2016
47,50,"Kelly Kraft",35,67.74,42,62,-0.36,"GIRPercentage150175yards",2016
48,52,"Matt Kuchar",46,67.69,88,130,-0.19,"GIRPercentage150175yards",2016
49,53,"Pat Perez",28,67.5,54,80,-0.19,"GIRPercentage150175yards",2016
50,55,"Smylie Kaufman",57,67.42,89,132,-0.16,"GIRPercentage150175yards",2016
51,51,"Kevin Kisner",49,67.19,86,128,-0.16,"GIRPercentage150175yards",2016
52,65,"Shane Lowry",35,67.14,47,70,-0.17,"GIRPercentage150175yards",2016
53,59,"Spencer Levin",62,67.09,106,158,-0.14,"GIRPercentage150175yards",2016
54,38,"Kevin Chappell",49,67.08,108,161,-0.23,"GIRPercentage150175yards",2016
55,74,"Thomas Aiken",42,66.67,66,99,-0.15,"GIRPercentage150175yards",2016
55,34,"Davis Love III",40,66.67,80,120,-0.23,"GIRPercentage150175yards",2016
57,76,"David Toms",38,66.32,63,95,-0.17,"GIRPercentage150175yards",2016
58,64,"Rhein Gibson",36,66.3,61,92,-0.11,"GIRPercentage150175yards",2016
59,54,"Mark Hubbard",73,66.2,141,213,-0.17,"GIRPercentage150175yards",2016
60,80,"Stuart Appleby",39,66.18,90,136,-0.14,"GIRPercentage150175yards",2016
61,67,"Kevin Na",52,66.17,88,133,-0.31,"GIRPercentage150175yards",2016
62,68,"Jerry Kelly",44,66.04,70,106,-0.14,"GIRPercentage150175yards",2016
63,62,"Brendon de Jonge",55,65.73,94,143,-0.13,"GIRPercentage150175yards",2016
63,70,"Harris English",51,65.73,94,143,-0.09,"GIRPercentage150175yards",2016
