"LeftRoughTendency_RANKTHISWEEK_2016","LeftRoughTendency_RANKLASTWEEK_2016","LeftRoughTendency_PLAYERNAME_2016","LeftRoughTendency_ROUNDS_2016","LeftRoughTendency_Pct_2016","LeftRoughTendency_TOTALLEFTROUGH_2016","LeftRoughTendency_POSSIBLEFWYS_2016","LeftRoughTendency_RELATIVETOPAR_2016","stat_name","year"
92,115,"Nick Taylor",57,13.4,82,612,0.22,"LeftRoughTendency",2016
93,79,"Angel Cabrera",42,13.45,60,446,-0.02,"LeftRoughTendency",2016
94,108,"Jamie Lovemark",57,13.48,93,690,0.02,"LeftRoughTendency",2016
95,88,"Kevin Chappell",49,13.49,75,556,0.01,"LeftRoughTendency",2016
96,70,"Danny Lee",53,13.55,68,502,-0.01,"LeftRoughTendency",2016
97,76,"Alex Cejka",47,13.56,59,435,0.07,"LeftRoughTendency",2016
98,119,"Brian Harman",60,13.57,89,656,0.08,"LeftRoughTendency",2016
98,89,"Ollie Schniederjans",23,13.57,35,258,0.14,"LeftRoughTendency",2016
100,124,"Morgan Hoffmann",43,13.58,66,486,0.15,"LeftRoughTendency",2016
100,81,"Brendan Steele",48,13.58,72,530,0.1,"LeftRoughTendency",2016
102,118,"Blayne Barber",44,13.64,72,528,0.21,"LeftRoughTendency",2016
103,123,"Kevin Streelman",46,13.72,59,430,0.07,"LeftRoughTendency",2016
104,169,"Byeong Hun An",23,13.74,25,182,0.08,"LeftRoughTendency",2016
105,109,"Peter Malnati",53,13.75,81,589,0.09,"LeftRoughTendency",2016
105,106,"Vijay Singh",42,13.75,70,509,0.09,"LeftRoughTendency",2016
107,116,"Ken Duke",26,13.77,38,276,0,"LeftRoughTendency",2016
108,100,"Chris Stroud",52,13.81,78,565,-0.04,"LeftRoughTendency",2016
109,116,"Chad Collins",45,13.83,69,499,0.01,"LeftRoughTendency",2016
110,109,"Matt Every",34,13.85,55,397,0.11,"LeftRoughTendency",2016
111,112,"Scott Pinckney",53,13.89,75,540,-0.08,"LeftRoughTendency",2016
112,97,"Adam Hadwin",53,13.96,91,652,0.14,"LeftRoughTendency",2016
113,85,"Shawn Stefani",45,14.08,68,483,0.04,"LeftRoughTendency",2016
114,58,"Rory McIlroy",37,14.1,43,305,-0.09,"LeftRoughTendency",2016
115,122,"Smylie Kaufman",57,14.11,80,567,-0.15,"LeftRoughTendency",2016
116,135,"James Hahn",45,14.17,73,515,0.05,"LeftRoughTendency",2016
117,130,"Brendon Todd",43,14.19,67,472,-0.06,"LeftRoughTendency",2016
118,107,"Scott Brown",59,14.26,79,554,0.03,"LeftRoughTendency",2016
119,84,"Brian Stuard",24,14.29,36,252,0,"LeftRoughTendency",2016
120,139,"Graham DeLaet",50,14.34,83,579,-0.05,"LeftRoughTendency",2016
121,103,"Johnson Wagner",44,14.38,68,473,-0.03,"LeftRoughTendency",2016
122,126,"Charles Howell III",63,14.39,99,688,0.08,"LeftRoughTendency",2016
123,125,"Ben Crane",48,14.4,74,514,-0.03,"LeftRoughTendency",2016
124,136,"John Senden",48,14.41,80,555,0.05,"LeftRoughTendency",2016
125,131,"Jason Day",36,14.47,45,311,-0.07,"LeftRoughTendency",2016
126,111,"Paul Casey",39,14.64,47,321,0.06,"LeftRoughTendency",2016
127,137,"Will Ma Kenzie",54,14.65,81,553,0.21,"LeftRoughTendency",2016
128,144,"Andres Gonzales",46,14.66,68,464,-0.09,"LeftRoughTendency",2016
129,105,"Henrik Norlander",41,14.68,53,361,0.11,"LeftRoughTendency",2016
130,149,"Rob Oppenheim",37,14.7,56,381,0.11,"LeftRoughTendency",2016
131,138,"Keegan Bradley",40,14.71,55,374,0.05,"LeftRoughTendency",2016
132,128,"Luke List",51,14.72,78,530,-0.1,"LeftRoughTendency",2016
133,171,"Harold Varner III",58,14.77,100,677,0.11,"LeftRoughTendency",2016
134,160,"Will Wilcox",47,14.81,80,540,0.03,"LeftRoughTendency",2016
135,142,"Jason Dufner",53,14.88,72,484,-0.14,"LeftRoughTendency",2016
136,146,"Justin Rose",35,14.9,52,349,-0.06,"LeftRoughTendency",2016
137,145,"Jordan Spieth",34,15,42,280,-0.1,"LeftRoughTendency",2016
138,148,"DJ Trahan",23,15.07,22,146,-0.05,"LeftRoughTendency",2016
139,120,"Chesson Hadley",51,15.11,79,523,0.09,"LeftRoughTendency",2016
140,157,"Greg Owen",56,15.15,90,594,0.06,"LeftRoughTendency",2016
141,143,"Jamie Donaldson",28,15.17,44,290,0.14,"LeftRoughTendency",2016
142,127,"DH Lee",35,15.18,51,336,0.2,"LeftRoughTendency",2016
143,152,"Billy Horschel",45,15.19,72,474,0.06,"LeftRoughTendency",2016
144,165,"Patton Kizzire",57,15.21,92,605,-0.08,"LeftRoughTendency",2016
144,121,"Martin Laird",46,15.21,80,526,-0.03,"LeftRoughTendency",2016
146,153,"Jon Curran",55,15.23,85,558,0.14,"LeftRoughTendency",2016
147,129,"Brett Stegmaier",57,15.28,99,648,0.14,"LeftRoughTendency",2016
148,149,"Sam Saunders",40,15.34,54,352,0.2,"LeftRoughTendency",2016
148,113,"Cameron Tringale",47,15.34,85,554,0.04,"LeftRoughTendency",2016
150,167,"Tony Finau",49,15.35,78,508,-0.13,"LeftRoughTendency",2016
151,155,"Robert Allenby",35,15.45,53,343,0.17,"LeftRoughTendency",2016
151,162,"Rory Sabbatini",40,15.45,53,343,0.13,"LeftRoughTendency",2016
153,163,"Brooks Koepka",39,15.46,60,388,-0.2,"LeftRoughTendency",2016
153,140,"Hunter Mahan",43,15.46,66,427,0.06,"LeftRoughTendency",2016
155,165,"Bubba Watson",30,15.48,37,239,-0.08,"LeftRoughTendency",2016
156,158,"Tyler Aldridge",53,15.49,88,568,0.18,"LeftRoughTendency",2016
156,186,"Jason Gore",51,15.49,77,497,0.05,"LeftRoughTendency",2016
158,114,"DA Points",32,15.52,43,277,0,"LeftRoughTendency",2016
159,175,"Tom Hoge",47,15.56,75,482,0.16,"LeftRoughTendency",2016
159,149,"Martin Piller",37,15.56,56,360,0,"LeftRoughTendency",2016
161,134,"Camilo Villegas",50,15.6,90,577,0.16,"LeftRoughTendency",2016
162,174,"Tyrone Van Aswegen",67,15.73,112,712,0,"LeftRoughTendency",2016
163,103,"Tim Wilkinson",40,15.75,57,362,-0.02,"LeftRoughTendency",2016
164,193,"Robert Garrigus",34,15.77,50,317,0,"LeftRoughTendency",2016
165,172,"Shane Bertsch",30,15.79,42,266,0.05,"LeftRoughTendency",2016
166,173,"Freddie Jacobson",54,15.8,85,538,0.07,"LeftRoughTendency",2016
167,156,"Padraig Harrington",38,15.87,70,441,0.06,"LeftRoughTendency",2016
168,184,"Robert Streb",51,15.9,73,459,0.04,"LeftRoughTendency",2016
169,161,"Ben Martin",48,15.92,89,559,-0.02,"LeftRoughTendency",2016
170,168,"Retief Goosen",37,16.06,70,436,0,"LeftRoughTendency",2016
171,141,"Dawie van der Walt",48,16.07,76,473,0.08,"LeftRoughTendency",2016
172,178,"Seung Yul Noh",54,16.11,97,602,-0.03,"LeftRoughTendency",2016
173,179,"Justin Leonard",28,16.12,49,304,0,"LeftRoughTendency",2016
174,170,"Michael Thompson",46,16.13,70,434,0.2,"LeftRoughTendency",2016
175,181,"Webb Simpson",34,16.2,63,389,0.02,"LeftRoughTendency",2016
176,131,"Erik Compton",45,16.25,72,443,0.22,"LeftRoughTendency",2016
177,177,"Daniel Berger",52,16.27,81,498,-0.01,"LeftRoughTendency",2016
177,180,"Spencer Levin",62,16.27,109,670,0.09,"LeftRoughTendency",2016
179,153,"Brendon de Jonge",55,16.3,88,540,0.08,"LeftRoughTendency",2016
180,181,"Rhein Gibson",36,16.34,58,355,0.16,"LeftRoughTendency",2016
181,176,"Sung Kang",51,16.49,93,564,-0.01,"LeftRoughTendency",2016
182,185,"Jimmy Walker",43,16.52,73,442,-0.04,"LeftRoughTendency",2016
183,147,"Anirban Lahiri",44,16.57,60,362,0.1,"LeftRoughTendency",2016
184,187,"Charlie Beljan",26,16.6,39,235,0.18,"LeftRoughTendency",2016
184,187,"Billy Hurley III",22,16.6,39,235,0.05,"LeftRoughTendency",2016
186,159,"Adam Scott",39,16.72,56,335,0,"LeftRoughTendency",2016
187,190,"Dustin Johnson",37,16.73,47,281,-0.02,"LeftRoughTendency",2016
188,191,"Jason Kokrak",52,16.84,95,564,-0.06,"LeftRoughTendency",2016
189,192,"Phil Mickelson",37,16.94,63,372,-0.11,"LeftRoughTendency",2016
190,189,"Andrew Loupe",50,17.06,95,557,-0.04,"LeftRoughTendency",2016
191,197,"Andy Sullivan",25,17.19,38,221,0.18,"LeftRoughTendency",2016
192,163,"Harris English",51,17.23,81,470,0.02,"LeftRoughTendency",2016
193,194,"Gary Woodland",45,17.36,83,478,-0.14,"LeftRoughTendency",2016
194,198,"JJ Henry",44,17.41,98,563,-0.03,"LeftRoughTendency",2016
195,200,"Miguel Angel Carballo",24,17.62,34,193,0.18,"LeftRoughTendency",2016
195,195,"Daniel Summerhays",55,17.62,105,596,0.01,"LeftRoughTendency",2016
197,196,"Derek Fathauer",58,17.63,104,590,0.07,"LeftRoughTendency",2016
198,201,"Luke Guthrie",31,17.83,51,286,-0.04,"LeftRoughTendency",2016
199,183,"JB Holmes",39,18.02,69,383,0.01,"LeftRoughTendency",2016
200,202,"Hideki Matsuyama",40,18.18,66,363,0.06,"LeftRoughTendency",2016
201,203,"Sergio Garcia",28,18.33,33,180,-0.12,"LeftRoughTendency",2016
202,204,"Stewart Cink",45,18.56,85,458,0.06,"LeftRoughTendency",2016
203,207,"Steven Bowditch",40,18.8,72,383,0.21,"LeftRoughTendency",2016
204,206,"Pat Perez",28,19.49,46,236,0.26,"LeftRoughTendency",2016
205,199,"Carlos Ortiz",47,19.74,91,461,-0.02,"LeftRoughTendency",2016
206,205,"Luke Donald",49,20.8,94,452,0.07,"LeftRoughTendency",2016
207,208,"Carl Pettersson",31,21.65,84,388,0.08,"LeftRoughTendency",2016
