"StrokesGainedTotal_RANKTHISWEEK_2016","StrokesGainedTotal_RANKLASTWEEK_2016","StrokesGainedTotal_PLAYERNAME_2016","StrokesGainedTotal_ROUNDS_2016","StrokesGainedTotal_AVERAGE_2016","StrokesGainedTotal_TOTALSGT_2016","StrokesGainedTotal_TOTALSGT2G_2016","StrokesGainedTotal_TOTALSGP_2016","StrokesGainedTotal_MEASUREDROUNDS_2016","stat_name","year"
66,61,"Adam Hadwin",53,0.49,23.032,-11.762,34.793,47,"StrokesGainedTotal",2016
67,49,"Graham DeLaet",50,0.482,20.238,28.375,-8.137,42,"StrokesGainedTotal",2016
68,75,"Johnson Wagner",44,0.476,16.2,-4.812,21.01,34,"StrokesGainedTotal",2016
69,88,"Fabian Gomez",49,0.47,19.738,12.511,7.226,42,"StrokesGainedTotal",2016
70,43,"Brian Stuard",24,0.457,8.229,-5.824,14.053,18,"StrokesGainedTotal",2016
71,70,"KJ Choi",47,0.453,18.112,2.775,15.339,40,"StrokesGainedTotal",2016
72,57,"Jason Bohn",37,0.452,13.119,10.858,2.258,29,"StrokesGainedTotal",2016
73,72,"Colt Knost",56,0.44,18.486,-0.139,18.623,42,"StrokesGainedTotal",2016
74,68,"Alex Cejka",47,0.433,13.422,13.98,-0.561,31,"StrokesGainedTotal",2016
75,96,"Retief Goosen",37,0.422,13.492,1.039,12.451,32,"StrokesGainedTotal",2016
76,90,"Francesco Molinari",36,0.409,13.51,22.328,-8.819,33,"StrokesGainedTotal",2016
77,54,"Jamie Donaldson",28,0.407,8.557,-8.682,17.238,21,"StrokesGainedTotal",2016
77,69,"Ben Martin",48,0.407,16.274,4.09,12.182,40,"StrokesGainedTotal",2016
79,94,"David Lingmerth",54,0.384,13.826,19.079,-5.253,36,"StrokesGainedTotal",2016
80,79,"Bernd Wiesberger",23,0.373,4.476,7.798,-3.32,12,"StrokesGainedTotal",2016
81,74,"Patrick Rodgers",49,0.364,14.181,27.226,-13.047,39,"StrokesGainedTotal",2016
82,75,"David Hearn",55,0.362,15.202,11.674,3.529,42,"StrokesGainedTotal",2016
83,81,"Brice Garnett",29,0.354,5.313,-1.611,6.924,15,"StrokesGainedTotal",2016
84,82,"John Huh",51,0.337,14.84,18.471,-3.63,44,"StrokesGainedTotal",2016
85,71,"Chad Campbell",54,0.301,12.946,37.19,-24.245,43,"StrokesGainedTotal",2016
86,80,"Scott Brown",59,0.284,11.341,10.135,1.206,40,"StrokesGainedTotal",2016
87,86,"Kyle Stanley",57,0.269,12.374,10.498,1.876,46,"StrokesGainedTotal",2016
88,78,"Spencer Levin",62,0.262,12.565,19.298,-6.733,48,"StrokesGainedTotal",2016
89,87,"Thomas Aiken",42,0.259,6.732,-1.723,8.456,26,"StrokesGainedTotal",2016
89,91,"Freddie Jacobson",54,0.259,10.107,-8.308,18.415,39,"StrokesGainedTotal",2016
89,85,"Si Woo Kim",63,0.259,13.451,25.735,-12.285,52,"StrokesGainedTotal",2016
92,84,"Martin Laird",46,0.253,9.603,1.493,8.109,38,"StrokesGainedTotal",2016
93,95,"Shane Bertsch",30,0.246,4.677,-0.267,4.944,19,"StrokesGainedTotal",2016
94,89,"Kevin Streelman",46,0.243,7.518,14.563,-7.044,31,"StrokesGainedTotal",2016
95,107,"Tony Finau",49,0.216,7.994,10.872,-2.879,37,"StrokesGainedTotal",2016
96,100,"Scott Piercy",45,0.213,5.957,6.843,-0.884,28,"StrokesGainedTotal",2016
97,99,"Stuart Appleby",39,0.176,6.35,-5.062,11.412,36,"StrokesGainedTotal",2016
98,103,"Matthew Fitzpatrick",23,0.17,2.043,-2.05,4.093,12,"StrokesGainedTotal",2016
99,111,"Vaughn Taylor",30,0.164,4.095,12.194,-8.1,25,"StrokesGainedTotal",2016
100,97,"Justin Thomas",53,0.16,5.926,15.289,-9.364,37,"StrokesGainedTotal",2016
101,106,"Scott Stallings",46,0.136,5.173,15.02,-9.848,38,"StrokesGainedTotal",2016
102,105,"Emiliano Grillo",47,0.125,4.38,11.34,-6.96,35,"StrokesGainedTotal",2016
102,92,"Webb Simpson",34,0.125,3.509,15.834,-12.327,28,"StrokesGainedTotal",2016
104,102,"Nick Taylor",57,0.118,5.205,10.107,-4.901,44,"StrokesGainedTotal",2016
105,109,"Mark Hubbard",73,0.112,6.593,-1.549,8.142,59,"StrokesGainedTotal",2016
105,104,"Sung Kang",51,0.112,4.601,-6.719,11.32,41,"StrokesGainedTotal",2016
107,101,"Ben Crane",48,0.105,3.893,-10.645,14.538,37,"StrokesGainedTotal",2016
108,112,"Cameron Tringale",47,0.089,3.561,-5.599,9.159,40,"StrokesGainedTotal",2016
109,98,"Will Wilcox",47,0.085,3.31,0.339,2.97,39,"StrokesGainedTotal",2016
110,93,"Padraig Harrington",38,0.078,2.501,19.89,-17.387,32,"StrokesGainedTotal",2016
111,108,"Ricky Barnes",57,0.07,3.066,-17.107,20.172,44,"StrokesGainedTotal",2016
112,113,"Kyle Reifers",63,0.064,3.082,5.412,-2.327,48,"StrokesGainedTotal",2016
113,110,"Stewart Cink",45,0.063,2.075,15.295,-13.218,33,"StrokesGainedTotal",2016
114,122,"Harold Varner III",58,0.059,2.906,17.29,-14.383,49,"StrokesGainedTotal",2016
115,118,"Chris Stroud",52,0.044,1.804,6.344,-4.541,41,"StrokesGainedTotal",2016
116,117,"Tom Hoge",47,0.034,1.206,-5.36,6.563,35,"StrokesGainedTotal",2016
117,131,"Robert Streb",51,0.027,0.876,16.349,-15.473,33,"StrokesGainedTotal",2016
118,114,"Seung Yul Noh",54,0.007,0.3,-2.744,3.043,44,"StrokesGainedTotal",2016
119,135,"Camilo Villegas",50,-0.013,-0.566,-7.407,6.838,42,"StrokesGainedTotal",2016
120,131,"Martin Piller",37,-0.016,-0.405,-13.545,13.139,26,"StrokesGainedTotal",2016
121,135,"Anirban Lahiri",44,-0.026,-0.675,-2.24,1.564,26,"StrokesGainedTotal",2016
122,122,"Hudson Swafford",52,-0.045,-1.768,-11.172,9.404,39,"StrokesGainedTotal",2016
123,154,"Chesson Hadley",51,-0.05,-1.892,-9.505,7.611,38,"StrokesGainedTotal",2016
124,124,"Ollie Schniederjans",23,-0.053,-0.999,-5.86,4.858,19,"StrokesGainedTotal",2016
125,115,"Bronson Burgoon",53,-0.057,-2.183,1.61,-3.794,38,"StrokesGainedTotal",2016
126,129,"Jerry Kelly",44,-0.075,-2.111,2.856,-4.965,28,"StrokesGainedTotal",2016
127,116,"Brett Stegmaier",57,-0.078,-3.659,0.079,-3.74,47,"StrokesGainedTotal",2016
128,130,"Graeme McDowell",33,-0.085,-1.957,4.525,-6.482,23,"StrokesGainedTotal",2016
129,120,"Peter Malnati",53,-0.112,-4.699,-27.577,22.878,42,"StrokesGainedTotal",2016
130,134,"Greg Owen",56,-0.116,-4.969,36.465,-41.434,43,"StrokesGainedTotal",2016
131,121,"Jim Herman",55,-0.122,-4.642,10.781,-15.421,38,"StrokesGainedTotal",2016
132,152,"Dawie van der Walt",48,-0.124,-4.208,-3.344,-0.865,34,"StrokesGainedTotal",2016
133,127,"Ernie Els",34,-0.126,-3.532,-11.81,8.276,28,"StrokesGainedTotal",2016
134,150,"Jason Gore",51,-0.157,-5.646,-6.515,0.871,36,"StrokesGainedTotal",2016
134,141,"Tyrone Van Aswegen",67,-0.157,-8.182,-2.597,-5.585,52,"StrokesGainedTotal",2016
136,140,"Keegan Bradley",40,-0.158,-4.272,21.01,-25.281,27,"StrokesGainedTotal",2016
137,125,"Vijay Singh",42,-0.161,-5.971,-3.046,-2.925,37,"StrokesGainedTotal",2016
138,151,"Brian Harman",60,-0.163,-7.669,-45.788,38.119,47,"StrokesGainedTotal",2016
139,133,"Jonas Blixt",46,-0.167,-6.193,-29.15,22.957,37,"StrokesGainedTotal",2016
140,118,"Tyler Aldridge",53,-0.18,-7.373,-8.083,0.707,41,"StrokesGainedTotal",2016
140,138,"Blayne Barber",44,-0.18,-6.831,-2.903,-3.929,38,"StrokesGainedTotal",2016
142,163,"Robert Garrigus",34,-0.189,-4.351,17.348,-21.699,23,"StrokesGainedTotal",2016
143,144,"Jon Curran",55,-0.194,-7.769,-21.411,13.643,40,"StrokesGainedTotal",2016
144,142,"Michael Kim",62,-0.198,-10.117,-24.04,13.921,51,"StrokesGainedTotal",2016
145,145,"Cameron Percy",22,-0.201,-2.816,0.247,-3.063,14,"StrokesGainedTotal",2016
146,137,"Henrik Norlander",41,-0.221,-5.747,-4.358,-1.39,26,"StrokesGainedTotal",2016
147,147,"Justin Leonard",28,-0.222,-4.886,-0.994,-3.89,22,"StrokesGainedTotal",2016
148,128,"Kelly Kraft",35,-0.223,-4.45,-15.897,11.445,20,"StrokesGainedTotal",2016
149,126,"Morgan Hoffmann",43,-0.231,-8.098,-20.502,12.402,35,"StrokesGainedTotal",2016
150,149,"Jeff Overton",51,-0.239,-10.494,-0.433,-10.062,44,"StrokesGainedTotal",2016
151,156,"Hunter Mahan",43,-0.241,-7.474,-24.621,17.147,31,"StrokesGainedTotal",2016
152,143,"Rob Oppenheim",37,-0.275,-7.703,-5.709,-1.994,28,"StrokesGainedTotal",2016
153,155,"Scott Pinckney",53,-0.276,-10.766,-0.121,-10.645,39,"StrokesGainedTotal",2016
154,153,"Troy Merritt",41,-0.282,-8.176,-20.105,11.928,29,"StrokesGainedTotal",2016
155,148,"Zac Blair",56,-0.285,-11.988,-13.784,1.797,42,"StrokesGainedTotal",2016
156,159,"Boo Weekley",53,-0.3,-12.317,-9.441,-2.877,41,"StrokesGainedTotal",2016
157,146,"Whee Kim",54,-0.325,-13.32,-6.859,-6.46,41,"StrokesGainedTotal",2016
158,157,"Sam Saunders",40,-0.345,-8.965,-15.438,6.471,26,"StrokesGainedTotal",2016
159,165,"Ian Poulter",37,-0.388,-8.918,-8.479,-0.441,23,"StrokesGainedTotal",2016
160,139,"Michael Thompson",46,-0.4,-12.399,-5.157,-7.244,31,"StrokesGainedTotal",2016
161,174,"Scott Langley",41,-0.414,-12.819,-18.654,5.835,31,"StrokesGainedTotal",2016
162,160,"Andres Romero",22,-0.425,-5.521,-6.716,1.195,13,"StrokesGainedTotal",2016
163,168,"Steve Wheatcroft",53,-0.439,-18.45,-28.589,10.137,42,"StrokesGainedTotal",2016
164,164,"DJ Trahan",23,-0.44,-4.838,1.997,-6.834,11,"StrokesGainedTotal",2016
165,162,"Will Ma Kenzie",54,-0.442,-17.679,9.137,-26.817,40,"StrokesGainedTotal",2016
166,161,"Brendon de Jonge",55,-0.464,-18.088,-11.164,-6.923,39,"StrokesGainedTotal",2016
167,187,"James Hahn",45,-0.51,-18.886,-6.582,-12.304,37,"StrokesGainedTotal",2016
168,166,"Cameron Smith",45,-0.523,-13.604,-14.998,1.395,26,"StrokesGainedTotal",2016
169,169,"Wes Roach",33,-0.548,-11.504,-12.173,0.669,21,"StrokesGainedTotal",2016
170,171,"Mark Wilson",42,-0.553,-19.355,-11.032,-8.323,35,"StrokesGainedTotal",2016
171,170,"Andrew Landry",24,-0.564,-6.765,-13.325,6.56,12,"StrokesGainedTotal",2016
172,158,"Derek Fathauer",58,-0.62,-26.658,-46.541,19.882,43,"StrokesGainedTotal",2016
173,179,"Carlos Ortiz",47,-0.677,-23.023,-17.937,-5.086,34,"StrokesGainedTotal",2016
174,172,"Matt Jones",45,-0.679,-19.014,-2.088,-16.924,28,"StrokesGainedTotal",2016
175,185,"Derek Ernst",36,-0.68,-14.957,0.103,-15.061,22,"StrokesGainedTotal",2016
176,182,"Angel Cabrera",42,-0.684,-21.879,-17.8,-4.08,32,"StrokesGainedTotal",2016
177,180,"Erik Compton",45,-0.685,-21.933,-19.752,-2.181,32,"StrokesGainedTotal",2016
178,176,"Billy Hurley III",22,-0.689,-11.716,-17.59,5.873,17,"StrokesGainedTotal",2016
179,177,"Chad Collins",45,-0.698,-25.132,-24.48,-0.652,36,"StrokesGainedTotal",2016
180,167,"Davis Love III",40,-0.778,-25.681,-9.844,-15.838,33,"StrokesGainedTotal",2016
181,175,"Geoff Ogilvy",37,-0.814,-24.43,-4.043,-20.387,30,"StrokesGainedTotal",2016
182,178,"Justin Hicks",26,-0.864,-20.726,-14.355,-6.371,24,"StrokesGainedTotal",2016
183,181,"Shawn Stefani",45,-0.884,-30.956,-7.706,-23.25,35,"StrokesGainedTotal",2016
184,183,"JJ Henry",44,-0.905,-36.194,-28.529,-7.665,40,"StrokesGainedTotal",2016
185,185,"George McNeill",33,-0.913,-25.56,-21.605,-3.956,28,"StrokesGainedTotal",2016
186,184,"Pat Perez",28,-0.916,-15.573,-8.422,-7.15,17,"StrokesGainedTotal",2016
187,173,"Hiroshi Iwata",51,-0.937,-31.853,-41.377,9.524,34,"StrokesGainedTotal",2016
188,188,"DA Points",32,-0.955,-19.104,-8.043,-11.06,20,"StrokesGainedTotal",2016
189,190,"Brendon Todd",43,-1.02,-34.689,-52.522,17.831,34,"StrokesGainedTotal",2016
190,189,"Luke Guthrie",31,-1.033,-21.686,-21.854,0.168,21,"StrokesGainedTotal",2016
191,192,"Rhein Gibson",36,-1.105,-28.728,-22.65,-6.077,26,"StrokesGainedTotal",2016
192,193,"Ken Duke",26,-1.123,-22.455,0.48,-22.934,20,"StrokesGainedTotal",2016
193,191,"Steve Marino",40,-1.168,-31.539,-20.693,-10.846,27,"StrokesGainedTotal",2016
194,194,"Carl Pettersson",31,-1.227,-34.366,-36.619,2.253,28,"StrokesGainedTotal",2016
195,195,"Andres Gonzales",46,-1.261,-42.862,-42.76,-0.101,34,"StrokesGainedTotal",2016
196,196,"Rory Sabbatini",40,-1.328,-33.194,-8.368,-24.827,25,"StrokesGainedTotal",2016
197,197,"Dicky Pride",33,-1.44,-33.123,-29.199,-3.923,23,"StrokesGainedTotal",2016
198,198,"Abraham Ancer",26,-1.449,-23.185,-17.19,-5.994,16,"StrokesGainedTotal",2016
199,199,"Brian Gay",22,-1.52,-27.356,-35.76,8.403,18,"StrokesGainedTotal",2016
200,200,"Miguel Angel Carballo",24,-1.523,-21.328,-14.409,-6.918,14,"StrokesGainedTotal",2016
201,202,"Lucas Lee",22,-1.581,-23.713,-18.172,-5.54,15,"StrokesGainedTotal",2016
202,201,"Matt Every",34,-1.713,-49.67,-33.471,-16.199,29,"StrokesGainedTotal",2016
203,203,"Darron Stiles",28,-1.916,-30.654,-25.69,-4.964,16,"StrokesGainedTotal",2016
204,204,"DH Lee",35,-1.949,-46.777,-55.224,8.445,24,"StrokesGainedTotal",2016
205,206,"Robert Allenby",35,-2.521,-63.029,-57.127,-5.903,25,"StrokesGainedTotal",2016
206,207,"Steven Bowditch",40,-3.107,-86.988,-87.272,0.284,28,"StrokesGainedTotal",2016
207,208,"Charlie Beljan",26,-3.494,-59.401,-30.139,-29.261,17,"StrokesGainedTotal",2016
