"Approachesfrom175200yards_RANKTHISWEEK_2014","Approachesfrom175200yards_RANKLASTWEEK_2014","Approachesfrom175200yards_PLAYERNAME_2014","Approachesfrom175200yards_ROUNDS_2014","Approachesfrom175200yards_AVG_2014","Approachesfrom175200yards_TOTALDISTANCEFEET_2014","Approachesfrom175200yards_OFATTEMPTS_2014","Approachesfrom175200yards_RELATIVETOPAR_2014","stat_name","year"
1,1,"Angel Cabrera",69,NA,3833.167,134,-3,"Approachesfrom175200yards",2014
2,2,"Paul Casey",56,NA,4142,143,-11,"Approachesfrom175200yards",2014
3,3,"Kevin Chappell",100,NA,6230.833,214,-9,"Approachesfrom175200yards",2014
3,3,"Justin Rose",70,NA,3693.167,127,-9,"Approachesfrom175200yards",2014
5,5,"Chad Campbell",57,NA,3642.75,125,1,"Approachesfrom175200yards",2014
5,5,"John Peterson",62,NA,4487.167,154,1,"Approachesfrom175200yards",2014
7,7,"Harris English",95,NA,5187.583,177,-9,"Approachesfrom175200yards",2014
7,7,"Ryan Moore",86,NA,5372,183,-15,"Approachesfrom175200yards",2014
9,9,"Robert Garrigus",80,NA,5425.75,183,9,"Approachesfrom175200yards",2014
9,9,"Dustin Johnson",58,NA,2547.75,86,-11,"Approachesfrom175200yards",2014
9,9,"Kyle Stanley",87,NA,5303.167,179,11,"Approachesfrom175200yards",2014
12,12,"Will Wilcox",51,NA,2737.667,92,-11,"Approachesfrom175200yards",2014
13,13,"Sergio Garcia",61,NA,3136.5,105,-12,"Approachesfrom175200yards",2014
14,14,"Rory McIlroy",66,NA,3052.167,102,0,"Approachesfrom175200yards",2014
14,14,"Henrik Stenson",56,NA,3108.333,104,0,"Approachesfrom175200yards",2014
16,16,"Lucas Glover",68,NA,3633.417,120,0,"Approachesfrom175200yards",2014
17,17,"Louis Oosthuizen",50,NA,2274.25,75,6,"Approachesfrom175200yards",2014
17,17,"Gary Woodland",93,NA,5063.917,167,2,"Approachesfrom175200yards",2014
19,19,"Nick Watney",80,NA,4271.833,139,0,"Approachesfrom175200yards",2014
20,20,"Charley Hoffman",93,NA,5610.75,181,-15,"Approachesfrom175200yards",2014
20,20,"Zach Johnson",97,NA,7254.583,234,-12,"Approachesfrom175200yards",2014
22,22,"Ryo Ishikawa",75,NA,4518.417,145,-2,"Approachesfrom175200yards",2014
