"3PlusPuttsperRound_RANKTHISWEEK_2012","3PlusPuttsperRound_RANKLASTWEEK_2012","3PlusPuttsperRound_PLAYERNAME_2012","3PlusPuttsperRound_ROUNDS_2012","3PlusPuttsperRound_AVG_2012","3PlusPuttsperRound_TOTAL3PUTTS_2012","3PlusPuttsperRound_TOTALROUNDS_2012","stat_name","year"
25,25,"Tommy Gainey",98,0.02,2,98,"3PlusPuttsperRound",2012
25,25,"Tim Herron",88,0.02,2,88,"3PlusPuttsperRound",2012
25,25,"JB Holmes",90,0.02,2,86,"3PlusPuttsperRound",2012
25,25,"Billy Horschel",63,0.02,1,59,"3PlusPuttsperRound",2012
25,25,"Chris Kirk",93,0.02,2,89,"3PlusPuttsperRound",2012
25,25,"Edward Loar",59,0.02,1,57,"3PlusPuttsperRound",2012
25,25,"Graeme McDowell",55,0.02,1,54,"3PlusPuttsperRound",2012
25,25,"Ryan Moore",89,0.02,2,89,"3PlusPuttsperRound",2012
25,25,"Garth Mulroy",59,0.02,1,57,"3PlusPuttsperRound",2012
25,25,"Sean OHair",84,0.02,2,84,"3PlusPuttsperRound",2012
25,25,"Charl Schwartzel",56,0.02,1,54,"3PlusPuttsperRound",2012
25,25,"Adam Scott",59,0.02,1,58,"3PlusPuttsperRound",2012
25,25,"David Toms",60,0.02,1,58,"3PlusPuttsperRound",2012
25,25,"Bubba Watson",68,0.02,1,66,"3PlusPuttsperRound",2012
25,25,"Steve Wheatcroft",56,0.02,1,52,"3PlusPuttsperRound",2012
25,25,"Charlie Wi",86,0.02,2,86,"3PlusPuttsperRound",2012
25,25,"YE Yang",64,0.02,1,62,"3PlusPuttsperRound",2012
48,48,"Robert Allenby",76,0.01,1,76,"3PlusPuttsperRound",2012
48,48,"Mark Anderson",75,0.01,1,73,"3PlusPuttsperRound",2012
48,48,"Sangmoon Bae",81,0.01,1,77,"3PlusPuttsperRound",2012
48,48,"Ricky Barnes",92,0.01,1,88,"3PlusPuttsperRound",2012
48,48,"Matt Bettencourt",80,0.01,1,76,"3PlusPuttsperRound",2012
48,48,"Miguel Angel Carballo",73,0.01,1,69,"3PlusPuttsperRound",2012
48,48,"Bud Cauley",99,0.01,1,99,"3PlusPuttsperRound",2012
48,48,"Brian Davis",91,0.01,1,91,"3PlusPuttsperRound",2012
48,48,"Brendon de Jonge",115,0.01,1,115,"3PlusPuttsperRound",2012
48,48,"Jason Dufner",83,0.01,1,82,"3PlusPuttsperRound",2012
48,48,"Ken Duke",104,0.01,1,104,"3PlusPuttsperRound",2012
48,48,"Bob Estes",78,0.01,1,78,"3PlusPuttsperRound",2012
48,48,"Matt Every",80,0.01,1,80,"3PlusPuttsperRound",2012
48,48,"Rickie Fowler",84,0.01,1,83,"3PlusPuttsperRound",2012
48,48,"Bobby Gates",87,0.01,1,85,"3PlusPuttsperRound",2012
48,48,"Brian Gay",91,0.01,1,87,"3PlusPuttsperRound",2012
48,48,"Nathan Green",73,0.01,1,69,"3PlusPuttsperRound",2012
48,48,"John Huh",99,0.01,1,99,"3PlusPuttsperRound",2012
48,48,"Ryuji Imada",78,0.01,1,76,"3PlusPuttsperRound",2012
48,48,"Zach Johnson",95,0.01,1,94,"3PlusPuttsperRound",2012
48,48,"JJ Killeen",101,0.01,1,97,"3PlusPuttsperRound",2012
48,48,"Russell Knox",72,0.01,1,68,"3PlusPuttsperRound",2012
48,48,"Jeff Maggert",83,0.01,1,83,"3PlusPuttsperRound",2012
48,48,"Hunter Mahan",88,0.01,1,82,"3PlusPuttsperRound",2012
48,48,"John Mallinger",74,0.01,1,70,"3PlusPuttsperRound",2012
48,48,"Billy Mayfair",90,0.01,1,86,"3PlusPuttsperRound",2012
48,48,"William McGirt",96,0.01,1,96,"3PlusPuttsperRound",2012
48,48,"Rocco Mediate",70,0.01,1,68,"3PlusPuttsperRound",2012
48,48,"Kevin Na",80,0.01,1,79,"3PlusPuttsperRound",2012
48,48,"Seung Yul Noh",105,0.01,1,101,"3PlusPuttsperRound",2012
48,48,"Nick OHern",78,0.01,1,74,"3PlusPuttsperRound",2012
48,48,"Jeff Overton",101,0.01,1,101,"3PlusPuttsperRound",2012
48,48,"Greg Owen",90,0.01,1,90,"3PlusPuttsperRound",2012
48,48,"Ryan Palmer",81,0.01,1,81,"3PlusPuttsperRound",2012
48,48,"Rod Pampling",88,0.01,1,84,"3PlusPuttsperRound",2012
48,48,"Carl Pettersson",92,0.01,1,92,"3PlusPuttsperRound",2012
48,48,"Scott Piercy",95,0.01,1,95,"3PlusPuttsperRound",2012
48,48,"DA Points",88,0.01,1,88,"3PlusPuttsperRound",2012
48,48,"Chez Reavie",83,0.01,1,83,"3PlusPuttsperRound",2012
48,48,"Rory Sabbatini",84,0.01,1,84,"3PlusPuttsperRound",2012
48,48,"John Senden",81,0.01,1,78,"3PlusPuttsperRound",2012
48,48,"Webb Simpson",77,0.01,1,76,"3PlusPuttsperRound",2012
48,48,"Vijay Singh",99,0.01,1,99,"3PlusPuttsperRound",2012
48,48,"Kevin Streelman",89,0.01,1,89,"3PlusPuttsperRound",2012
48,48,"Steve Stricker",73,0.01,1,70,"3PlusPuttsperRound",2012
48,48,"Chris Stroud",86,0.01,1,86,"3PlusPuttsperRound",2012
48,48,"Josh Teater",97,0.01,1,93,"3PlusPuttsperRound",2012
48,48,"Bo Van Pelt",84,0.01,1,83,"3PlusPuttsperRound",2012
48,48,"Camilo Villegas",79,0.01,1,77,"3PlusPuttsperRound",2012
48,48,"Nick Watney",97,0.01,1,94,"3PlusPuttsperRound",2012
48,48,"Boo Weekley",74,0.01,1,70,"3PlusPuttsperRound",2012
48,48,"Mark Wilson",84,0.01,1,78,"3PlusPuttsperRound",2012
48,48,"Gary Woodland",70,0.01,1,69,"3PlusPuttsperRound",2012
