"3PlusPuttsperRound_RANKTHISWEEK_2012","3PlusPuttsperRound_RANKLASTWEEK_2012","3PlusPuttsperRound_PLAYERNAME_2012","3PlusPuttsperRound_ROUNDS_2012","3PlusPuttsperRound_AVG_2012","3PlusPuttsperRound_TOTAL3PUTTS_2012","3PlusPuttsperRound_TOTALROUNDS_2012","stat_name","year"
1,1,"Scott Dunlap",57,0.06,3,53,"3PlusPuttsperRound",2012
1,1,"Andres Romero",68,0.06,4,64,"3PlusPuttsperRound",2012
1,1,"Cameron Tringale",88,0.06,5,88,"3PlusPuttsperRound",2012
4,4,"Michael Thompson",80,0.05,4,80,"3PlusPuttsperRound",2012
5,5,"Stephen Ames",54,0.04,2,54,"3PlusPuttsperRound",2012
5,5,"Sung Kang",75,0.04,3,73,"3PlusPuttsperRound",2012
5,5,"Robert Karlsson",54,0.04,2,52,"3PlusPuttsperRound",2012
5,5,"David Mathis",83,0.04,3,81,"3PlusPuttsperRound",2012
5,5,"Ted Potter Jr",77,0.04,3,77,"3PlusPuttsperRound",2012
5,5,"Ian Poulter",57,0.04,2,56,"3PlusPuttsperRound",2012
11,11,"Arjun Atwal",79,0.03,2,75,"3PlusPuttsperRound",2012
11,11,"Cameron Beckman",81,0.03,2,77,"3PlusPuttsperRound",2012
11,11,"Tommy Biershenk",74,0.03,2,72,"3PlusPuttsperRound",2012
11,11,"Tim Clark",60,0.03,2,60,"3PlusPuttsperRound",2012
11,11,"Erik Compton",81,0.03,2,77,"3PlusPuttsperRound",2012
11,11,"Chris Couch",61,0.03,2,59,"3PlusPuttsperRound",2012
11,11,"Robert Garrigus",89,0.03,3,89,"3PlusPuttsperRound",2012
11,11,"Hunter Haas",69,0.03,2,65,"3PlusPuttsperRound",2012
11,11,"Jason Kokrak",79,0.03,2,75,"3PlusPuttsperRound",2012
11,11,"Bill Lunde",83,0.03,2,79,"3PlusPuttsperRound",2012
11,11,"Pat Perez",81,0.03,2,79,"3PlusPuttsperRound",2012
11,11,"Tom Pernice Jr",62,0.03,2,58,"3PlusPuttsperRound",2012
11,11,"Justin Rose",69,0.03,2,68,"3PlusPuttsperRound",2012
11,11,"Brendan Steele",77,0.03,2,73,"3PlusPuttsperRound",2012
25,25,"Charlie Beljan",61,0.02,1,57,"3PlusPuttsperRound",2012
25,25,"Kris Blanks",65,0.02,1,65,"3PlusPuttsperRound",2012
25,25,"Keegan Bradley",90,0.02,2,88,"3PlusPuttsperRound",2012
25,25,"Kevin Chappell",91,0.02,2,87,"3PlusPuttsperRound",2012
25,25,"Marco Dawson",60,0.02,1,58,"3PlusPuttsperRound",2012
25,25,"Harrison Frazar",56,0.02,1,54,"3PlusPuttsperRound",2012
