"ConsecutivePar4Birdies_RANKTHISWEEK_2015","ConsecutivePar4Birdies_RANKLASTWEEK_2015","ConsecutivePar4Birdies_PLAYERNAME_2015","ConsecutivePar4Birdies_EVENTS_2015","ConsecutivePar4Birdies_NUMBEROFHOLES_2015","stat_name","year"
1,1,"David Lingmerth",28,7,"ConsecutivePar4Birdies",2015
2,2,"David Hearn",30,6,"ConsecutivePar4Birdies",2015
2,2,"Phil Mickelson",19,6,"ConsecutivePar4Birdies",2015
4,4,"Jason Bohn",27,5,"ConsecutivePar4Birdies",2015
4,4,"Steven Bowditch",32,5,"ConsecutivePar4Birdies",2015
4,4,"Keegan Bradley",24,5,"ConsecutivePar4Birdies",2015
4,4,"Brendon de Jonge",31,5,"ConsecutivePar4Birdies",2015
4,4,"Gonzalo Fdez Castano",28,5,"ConsecutivePar4Birdies",2015
4,4,"Freddie Jacobson",14,5,"ConsecutivePar4Birdies",2015
4,4,"Marc Leishman",23,5,"ConsecutivePar4Birdies",2015
4,4,"George McNeill",27,5,"ConsecutivePar4Birdies",2015
4,4,"Troy Merritt",29,5,"ConsecutivePar4Birdies",2015
4,4,"Ryan Palmer",22,5,"ConsecutivePar4Birdies",2015
4,4,"Michael Putnam",28,5,"ConsecutivePar4Birdies",2015
4,4,"Robert Streb",30,5,"ConsecutivePar4Birdies",2015
4,4,"Cameron Tringale",28,5,"ConsecutivePar4Birdies",2015
4,4,"Scott Verplank",13,5,"ConsecutivePar4Birdies",2015
4,4,"Johnson Wagner",23,5,"ConsecutivePar4Birdies",2015
4,4,"Bubba Watson",19,5,"ConsecutivePar4Birdies",2015
20,20,"Kiradech Aphibarnrat",4,4,"ConsecutivePar4Birdies",2015
20,20,"Woody Austin",11,4,"ConsecutivePar4Birdies",2015
20,20,"Sangmoon Bae",30,4,"ConsecutivePar4Birdies",2015
20,20,"Charlie Beljan",27,4,"ConsecutivePar4Birdies",2015
20,20,"Daniel Berger",31,4,"ConsecutivePar4Birdies",2015
20,20,"Paul Casey",24,4,"ConsecutivePar4Birdies",2015
20,20,"Alex Cejka",30,4,"ConsecutivePar4Birdies",2015
20,20,"Stewart Cink",23,4,"ConsecutivePar4Birdies",2015
20,20,"Erik Compton",28,4,"ConsecutivePar4Birdies",2015
20,20,"Jon Curran",28,4,"ConsecutivePar4Birdies",2015
20,20,"Jason Day",20,4,"ConsecutivePar4Birdies",2015
20,20,"Graham DeLaet",22,4,"ConsecutivePar4Birdies",2015
20,20,"Luke Donald",20,4,"ConsecutivePar4Birdies",2015
20,20,"Jamie Donaldson",16,4,"ConsecutivePar4Birdies",2015
20,20,"Victor Dubuisson",10,4,"ConsecutivePar4Birdies",2015
20,20,"Ken Duke",30,4,"ConsecutivePar4Birdies",2015
20,20,"Harris English",29,4,"ConsecutivePar4Birdies",2015
20,20,"Tony Finau",31,4,"ConsecutivePar4Birdies",2015
20,20,"Jim Furyk",19,4,"ConsecutivePar4Birdies",2015
20,20,"Jason Gore",26,4,"ConsecutivePar4Birdies",2015
20,20,"Luke Guthrie",27,4,"ConsecutivePar4Birdies",2015
20,20,"Bill Haas",25,4,"ConsecutivePar4Birdies",2015
20,20,"James Hahn",28,4,"ConsecutivePar4Birdies",2015
20,20,"Padraig Harrington",21,4,"ConsecutivePar4Birdies",2015
20,20,"Russell Henley",24,4,"ConsecutivePar4Birdies",2015
