"AverageDistanceofPuttsmade_RANKTHISWEEK_2012","AverageDistanceofPuttsmade_RANKLASTWEEK_2012","AverageDistanceofPuttsmade_PLAYERNAME_2012","AverageDistanceofPuttsmade_ROUNDS_2012","AverageDistanceofPuttsmade_AVG_2012","AverageDistanceofPuttsmade_TOTALDISTINCHES_2012","AverageDistanceofPuttsmade_TOTALROUNDS_2012","AverageDistanceofPuttsmade_AVGDIST_2012","AverageDistanceofPuttsmade_BESTROUND_2012","stat_name","year"
108,108,"Harris English",98,NA,75981,87,NA,NA,"AverageDistanceofPuttsmade",2012
108,108,"Rory Sabbatini",84,NA,62822,72,NA,NA,"AverageDistanceofPuttsmade",2012
111,111,"Stewart Cink",71,NA,47089,54,NA,NA,"AverageDistanceofPuttsmade",2012
111,111,"Kevin Na",80,NA,56666,65,NA,NA,"AverageDistanceofPuttsmade",2012
111,111,"Geoff Ogilvy",73,NA,47962,55,NA,NA,"AverageDistanceofPuttsmade",2012
111,111,"Steve Stricker",73,NA,47080,54,NA,NA,"AverageDistanceofPuttsmade",2012
115,115,"Garth Mulroy",59,NA,40073,46,NA,NA,"AverageDistanceofPuttsmade",2012
116,116,"Jimmy Walker",101,NA,79144,91,NA,NA,"AverageDistanceofPuttsmade",2012
117,117,"Jason Bohn",81,NA,57372,66,NA,NA,"AverageDistanceofPuttsmade",2012
117,117,"Ryo Ishikawa",54,NA,32147,37,NA,NA,"AverageDistanceofPuttsmade",2012
119,119,"Troy Matteson",100,NA,72055,83,NA,NA,"AverageDistanceofPuttsmade",2012
119,119,"John Rollins",81,NA,61641,71,NA,NA,"AverageDistanceofPuttsmade",2012
119,119,"Camilo Villegas",79,NA,63388,73,NA,NA,"AverageDistanceofPuttsmade",2012
122,122,"Jerry Kelly",84,NA,63288,73,NA,NA,"AverageDistanceofPuttsmade",2012
122,122,"Rory McIlroy",60,NA,34697,40,NA,NA,"AverageDistanceofPuttsmade",2012
122,122,"Scott Stallings",78,NA,58989,68,NA,NA,"AverageDistanceofPuttsmade",2012
122,122,"Brendan Steele",77,NA,55511,64,NA,NA,"AverageDistanceofPuttsmade",2012
126,126,"David Toms",60,NA,38114,44,NA,NA,"AverageDistanceofPuttsmade",2012
127,127,"Will Claxton",99,NA,74404,86,NA,NA,"AverageDistanceofPuttsmade",2012
127,127,"Kyle Reifers",86,NA,64024,74,NA,NA,"AverageDistanceofPuttsmade",2012
129,129,"Spencer Levin",81,NA,57047,66,NA,NA,"AverageDistanceofPuttsmade",2012
130,130,"Padraig Harrington",67,NA,38840,45,NA,NA,"AverageDistanceofPuttsmade",2012
130,130,"Trevor Immelman",76,NA,49172,57,NA,NA,"AverageDistanceofPuttsmade",2012
132,132,"Freddie Jacobson",61,NA,37929,44,NA,NA,"AverageDistanceofPuttsmade",2012
132,132,"Matt Jones",53,NA,37908,44,NA,NA,"AverageDistanceofPuttsmade",2012
134,134,"Vaughn Taylor",81,NA,55097,64,NA,NA,"AverageDistanceofPuttsmade",2012
135,135,"Scott Brown",65,NA,43877,51,NA,NA,"AverageDistanceofPuttsmade",2012
136,136,"Chris Kirk",93,NA,73054,85,NA,NA,"AverageDistanceofPuttsmade",2012
137,137,"JJ Killeen",101,NA,72081,84,NA,NA,"AverageDistanceofPuttsmade",2012
137,137,"Roland Thatcher",55,NA,37758,44,NA,NA,"AverageDistanceofPuttsmade",2012
139,139,"Bill Lunde",83,NA,57406,67,NA,NA,"AverageDistanceofPuttsmade",2012
140,140,"Robert Allenby",76,NA,56500,66,NA,NA,"AverageDistanceofPuttsmade",2012
140,140,"Robert Karlsson",54,NA,35103,41,NA,NA,"AverageDistanceofPuttsmade",2012
140,140,"Josh Teater",97,NA,71038,83,NA,NA,"AverageDistanceofPuttsmade",2012
143,143,"Stephen Ames",54,NA,33320,39,NA,NA,"AverageDistanceofPuttsmade",2012
143,143,"Jason Kokrak",79,NA,58904,69,NA,NA,"AverageDistanceofPuttsmade",2012
145,145,"Hunter Mahan",88,NA,54566,64,NA,NA,"AverageDistanceofPuttsmade",2012
145,145,"John Merrick",83,NA,61403,72,NA,NA,"AverageDistanceofPuttsmade",2012
145,145,"Greg Owen",90,NA,65696,77,NA,NA,"AverageDistanceofPuttsmade",2012
148,148,"Bud Cauley",99,NA,77513,91,NA,NA,"AverageDistanceofPuttsmade",2012
148,148,"John Mallinger",74,NA,53649,63,NA,NA,"AverageDistanceofPuttsmade",2012
148,148,"Daniel Summerhays",81,NA,57943,68,NA,NA,"AverageDistanceofPuttsmade",2012
151,151,"Graham DeLaet",79,NA,60209,71,NA,NA,"AverageDistanceofPuttsmade",2012
151,151,"Jim Furyk",85,NA,55102,65,NA,NA,"AverageDistanceofPuttsmade",2012
151,151,"Bill Haas",79,NA,51737,61,NA,NA,"AverageDistanceofPuttsmade",2012
151,151,"Davis Love III",64,NA,44094,52,NA,NA,"AverageDistanceofPuttsmade",2012
155,155,"Stuart Appleby",75,NA,55045,65,NA,NA,"AverageDistanceofPuttsmade",2012
155,155,"Patrick Sheehan",58,NA,37264,44,NA,NA,"AverageDistanceofPuttsmade",2012
157,157,"Rocco Mediate",70,NA,49096,58,NA,NA,"AverageDistanceofPuttsmade",2012
158,158,"Arjun Atwal",79,NA,55725,66,NA,NA,"AverageDistanceofPuttsmade",2012
158,158,"Tom Pernice Jr",62,NA,43908,52,NA,NA,"AverageDistanceofPuttsmade",2012
160,160,"Tim Herron",88,NA,64068,76,NA,NA,"AverageDistanceofPuttsmade",2012
161,161,"Bobby Gates",87,NA,64011,76,NA,NA,"AverageDistanceofPuttsmade",2012
162,162,"Chris DiMarco",83,NA,60490,72,NA,NA,"AverageDistanceofPuttsmade",2012
162,162,"Stephen Gangluff",57,NA,36115,43,NA,NA,"AverageDistanceofPuttsmade",2012
162,162,"Mark Wilson",84,NA,57111,68,NA,NA,"AverageDistanceofPuttsmade",2012
165,165,"Bob Estes",78,NA,54459,65,NA,NA,"AverageDistanceofPuttsmade",2012
165,165,"Gary Woodland",70,NA,44429,53,NA,NA,"AverageDistanceofPuttsmade",2012
167,167,"Vijay Singh",99,NA,67782,81,NA,NA,"AverageDistanceofPuttsmade",2012
168,168,"Chad Campbell",84,NA,60924,73,NA,NA,"AverageDistanceofPuttsmade",2012
168,168,"DJ Trahan",73,NA,51741,62,NA,NA,"AverageDistanceofPuttsmade",2012
170,170,"Mathew Goggin",65,NA,45789,55,NA,NA,"AverageDistanceofPuttsmade",2012
171,171,"Ernie Els",80,NA,54052,65,NA,NA,"AverageDistanceofPuttsmade",2012
172,172,"Kris Blanks",65,NA,49806,60,NA,NA,"AverageDistanceofPuttsmade",2012
173,173,"Ricky Barnes",92,NA,67900,82,NA,NA,"AverageDistanceofPuttsmade",2012
174,174,"Bubba Watson",68,NA,42129,51,NA,NA,"AverageDistanceofPuttsmade",2012
175,175,"Chez Reavie",83,NA,54476,66,NA,NA,"AverageDistanceofPuttsmade",2012
176,176,"Charley Hoffman",88,NA,62551,76,NA,NA,"AverageDistanceofPuttsmade",2012
177,177,"Hunter Haas",69,NA,42673,52,NA,NA,"AverageDistanceofPuttsmade",2012
177,177,"Nick OHern",78,NA,55830,68,NA,NA,"AverageDistanceofPuttsmade",2012
179,179,"Marco Dawson",60,NA,37725,46,NA,NA,"AverageDistanceofPuttsmade",2012
180,180,"Justin Leonard",79,NA,55524,68,NA,NA,"AverageDistanceofPuttsmade",2012
180,180,"Kevin Streelman",89,NA,62929,77,NA,NA,"AverageDistanceofPuttsmade",2012
182,182,"Boo Weekley",74,NA,47242,58,NA,NA,"AverageDistanceofPuttsmade",2012
183,183,"Scott Dunlap",57,NA,37278,46,NA,NA,"AverageDistanceofPuttsmade",2012
184,184,"Heath Slocum",93,NA,60615,75,NA,NA,"AverageDistanceofPuttsmade",2012
185,185,"Kevin Stadler",85,NA,56454,70,NA,NA,"AverageDistanceofPuttsmade",2012
186,186,"Marc Leishman",84,NA,60945,76,NA,NA,"AverageDistanceofPuttsmade",2012
187,187,"Angel Cabrera",54,NA,29597,37,NA,NA,"AverageDistanceofPuttsmade",2012
188,188,"JJ Henry",93,NA,56432,71,NA,NA,"AverageDistanceofPuttsmade",2012
189,189,"KJ Choi",71,NA,44387,56,NA,NA,"AverageDistanceofPuttsmade",2012
190,190,"Kyle Thompson",51,NA,29104,37,NA,NA,"AverageDistanceofPuttsmade",2012
191,191,"Kyle Stanley",86,NA,54515,70,NA,NA,"AverageDistanceofPuttsmade",2012
