"Front9ScoringAverage_RANKTHISWEEK_2010","Front9ScoringAverage_RANKLASTWEEK_2010","Front9ScoringAverage_PLAYERNAME_2010","Front9ScoringAverage_ROUNDS_2010","Front9ScoringAverage_AVG_2010","Front9ScoringAverage_TOTALSTROKES_2010","Front9ScoringAverage_TOTALHOLES_2010","stat_name","year"
18,NA,"Chris Riley",73,34.84,2543,73,"Front9ScoringAverage",2010
18,NA,"Bo Van Pelt",104,34.84,3623,104,"Front9ScoringAverage",2010
23,NA,"Jeff Overton",89,34.85,3102,89,"Front9ScoringAverage",2010
23,NA,"Kevin Sutherland",86,34.85,2997,86,"Front9ScoringAverage",2010
25,NA,"Chris Couch",66,34.86,2301,66,"Front9ScoringAverage",2010
25,NA,"Justin Rose",78,34.86,2719,78,"Front9ScoringAverage",2010
27,NA,"Spencer Levin",110,34.87,3836,110,"Front9ScoringAverage",2010
27,NA,"David Toms",86,34.87,2964,85,"Front9ScoringAverage",2010
27,NA,"Brett Wetterich",54,34.87,1883,54,"Front9ScoringAverage",2010
30,NA,"Freddie Jacobson",83,34.88,2895,83,"Front9ScoringAverage",2010
31,NA,"Brendon de Jonge",114,34.89,3977,114,"Front9ScoringAverage",2010
31,NA,"Charles Howell III",103,34.89,3594,103,"Front9ScoringAverage",2010
33,NA,"Ben Crane",85,34.91,2863,82,"Front9ScoringAverage",2010
33,NA,"Ernie Els",72,34.91,2444,70,"Front9ScoringAverage",2010
33,NA,"Charley Hoffman",85,34.91,2967,85,"Front9ScoringAverage",2010
33,NA,"Brandt Snedeker",89,34.91,3107,89,"Front9ScoringAverage",2010
37,NA,"Bill Haas",87,34.92,3038,87,"Front9ScoringAverage",2010
37,NA,"Zach Johnson",93,34.92,3178,91,"Front9ScoringAverage",2010
39,NA,"Richard Johnson",90,34.93,3144,90,"Front9ScoringAverage",2010
39,NA,"Scott McCarron",90,34.93,3144,90,"Front9ScoringAverage",2010
39,NA,"Carl Pettersson",99,34.93,3458,99,"Front9ScoringAverage",2010
42,NA,"Tim Clark",88,34.95,2971,85,"Front9ScoringAverage",2010
42,NA,"Steve Marino",81,34.95,2831,81,"Front9ScoringAverage",2010
44,NA,"Jason Bohn",84,34.96,2937,84,"Front9ScoringAverage",2010
44,NA,"Michael Bradley",77,34.96,2692,77,"Front9ScoringAverage",2010
44,NA,"JB Holmes",100,34.96,3496,100,"Front9ScoringAverage",2010
47,NA,"Charles Warren",64,34.97,2238,64,"Front9ScoringAverage",2010
47,NA,"Charlie Wi",95,34.97,3322,95,"Front9ScoringAverage",2010
49,NA,"Brian Gay",101,34.98,3428,98,"Front9ScoringAverage",2010
49,NA,"Michael Sim",64,34.98,2204,63,"Front9ScoringAverage",2010
51,NA,"Matt Jones",89,34.99,3114,89,"Front9ScoringAverage",2010
51,NA,"Hunter Mahan",85,34.99,2939,84,"Front9ScoringAverage",2010
51,NA,"John Senden",103,34.99,3604,103,"Front9ScoringAverage",2010
54,NA,"Stewart Cink",84,35,2800,80,"Front9ScoringAverage",2010
54,NA,"Scott Verplank",74,35,2555,73,"Front9ScoringAverage",2010
56,NA,"Rickie Fowler",98,35.01,3431,98,"Front9ScoringAverage",2010
56,NA,"John Merrick",109,35.01,3816,109,"Front9ScoringAverage",2010
56,NA,"Kenny Perry",69,35.01,2381,68,"Front9ScoringAverage",2010
59,NA,"Chris DiMarco",88,35.02,3082,88,"Front9ScoringAverage",2010
59,NA,"Ryan Palmer",84,35.02,2942,84,"Front9ScoringAverage",2010
61,NA,"Luke Donald",71,35.03,2382,68,"Front9ScoringAverage",2010
61,NA,"Nick Watney",91,35.03,3083,88,"Front9ScoringAverage",2010
61,NA,"Boo Weekley",88,35.03,3083,88,"Front9ScoringAverage",2010
64,NA,"Rory McIlroy",54,35.04,1822,52,"Front9ScoringAverage",2010
64,NA,"Brett Quigley",96,35.04,3364,96,"Front9ScoringAverage",2010
64,NA,"Jeff Quinney",91,35.04,3189,91,"Front9ScoringAverage",2010
64,NA,"DJ Trahan",92,35.04,3224,92,"Front9ScoringAverage",2010
64,NA,"Garrett Willis",82,35.04,2873,82,"Front9ScoringAverage",2010
69,NA,"KJ Choi",82,35.05,2874,82,"Front9ScoringAverage",2010
69,NA,"Bob Estes",79,35.05,2769,79,"Front9ScoringAverage",2010
69,NA,"Davis Love III",79,35.05,2769,79,"Front9ScoringAverage",2010
69,NA,"Webb Simpson",98,35.05,3435,98,"Front9ScoringAverage",2010
69,NA,"Jimmy Walker",82,35.05,2874,82,"Front9ScoringAverage",2010
74,NA,"Bubba Watson",77,35.06,2700,77,"Front9ScoringAverage",2010
75,NA,"Blake Adams",84,35.07,2946,84,"Front9ScoringAverage",2010
75,NA,"Bryce Molder",84,35.07,2946,84,"Front9ScoringAverage",2010
77,NA,"Ricky Barnes",103,35.09,3614,103,"Front9ScoringAverage",2010
77,NA,"Ryuji Imada",90,35.09,3158,90,"Front9ScoringAverage",2010
77,NA,"Justin Leonard",89,35.09,3088,88,"Front9ScoringAverage",2010
77,NA,"John Mallinger",78,35.09,2737,78,"Front9ScoringAverage",2010
77,NA,"Vaughn Taylor",87,35.09,3053,87,"Front9ScoringAverage",2010
82,NA,"Aaron Baddeley",94,35.1,3299,94,"Front9ScoringAverage",2010
82,NA,"YE Yang",72,35.1,2457,70,"Front9ScoringAverage",2010
84,NA,"Marc Leishman",87,35.11,3055,87,"Front9ScoringAverage",2010
84,NA,"DA Points",90,35.11,3160,90,"Front9ScoringAverage",2010
84,NA,"Alex Prugh",88,35.11,3090,88,"Front9ScoringAverage",2010
84,NA,"Chris Stroud",90,35.11,3160,90,"Front9ScoringAverage",2010
88,NA,"Stephen Ames",75,35.12,2599,74,"Front9ScoringAverage",2010
88,NA,"Michael Connell",89,35.12,3126,89,"Front9ScoringAverage",2010
88,NA,"Jason Day",82,35.12,2880,82,"Front9ScoringAverage",2010
88,NA,"James Nitties",92,35.12,3231,92,"Front9ScoringAverage",2010
88,NA,"Heath Slocum",97,35.12,3407,97,"Front9ScoringAverage",2010
88,NA,"Kevin Streelman",90,35.12,3161,90,"Front9ScoringAverage",2010
94,NA,"Tim Petrovic",105,35.13,3689,105,"Front9ScoringAverage",2010
94,NA,"Aron Price",70,35.13,2459,70,"Front9ScoringAverage",2010
94,NA,"Kevin Stadler",86,35.13,3021,86,"Front9ScoringAverage",2010
97,NA,"Woody Austin",93,35.14,3268,93,"Front9ScoringAverage",2010
97,NA,"Chad Campbell",95,35.14,3303,94,"Front9ScoringAverage",2010
97,NA,"Tim Herron",79,35.14,2776,79,"Front9ScoringAverage",2010
100,NA,"Jerry Kelly",99,35.15,3480,99,"Front9ScoringAverage",2010
100,NA,"Michael Letzig",84,35.15,2953,84,"Front9ScoringAverage",2010
100,NA,"Will Ma Kenzie",72,35.15,2531,72,"Front9ScoringAverage",2010
100,NA,"Scott Piercy",88,35.15,3093,88,"Front9ScoringAverage",2010
100,NA,"John Rollins",81,35.15,2847,81,"Front9ScoringAverage",2010
105,NA,"Robert Allenby",76,35.16,2602,74,"Front9ScoringAverage",2010
105,NA,"Padraig Harrington",57,35.16,1969,56,"Front9ScoringAverage",2010
107,NA,"Jim Furyk",76,35.18,2603,74,"Front9ScoringAverage",2010
107,NA,"JP Hayes",79,35.18,2779,79,"Front9ScoringAverage",2010
107,NA,"Adam Scott",70,35.18,2392,68,"Front9ScoringAverage",2010
107,NA,"Mark Wilson",87,35.18,3061,87,"Front9ScoringAverage",2010
111,NA,"Jarrod Lyle",54,35.19,1900,54,"Front9ScoringAverage",2010
112,NA,"Steve Wheatcroft",74,35.2,2605,74,"Front9ScoringAverage",2010
113,NA,"Sean OHair",84,35.21,2887,82,"Front9ScoringAverage",2010
113,NA,"Jay Williamson",76,35.21,2676,76,"Front9ScoringAverage",2010
115,NA,"Vijay Singh",75,35.22,2606,74,"Front9ScoringAverage",2010
116,NA,"Chris Tidland",77,35.23,2713,77,"Front9ScoringAverage",2010
117,NA,"Angel Cabrera",64,35.24,2220,63,"Front9ScoringAverage",2010
117,NA,"Josh Teater",101,35.24,3559,101,"Front9ScoringAverage",2010
119,NA,"Joe Ogilvie",99,35.25,3490,99,"Front9ScoringAverage",2010
119,NA,"Andres Romero",73,35.25,2573,73,"Front9ScoringAverage",2010
121,NA,"Ben Curtis",78,35.26,2750,78,"Front9ScoringAverage",2010
121,NA,"James Driscoll",78,35.26,2750,78,"Front9ScoringAverage",2010
121,NA,"Cameron Percy",73,35.26,2574,73,"Front9ScoringAverage",2010
124,NA,"Martin Laird",91,35.27,3210,91,"Front9ScoringAverage",2010
125,NA,"Brian Davis",101,35.28,3563,101,"Front9ScoringAverage",2010
125,NA,"Mathias Gronberg",61,35.28,2152,61,"Front9ScoringAverage",2010
125,NA,"Ryan Moore",80,35.28,2787,79,"Front9ScoringAverage",2010
125,NA,"Camilo Villegas",78,35.28,2540,72,"Front9ScoringAverage",2010
129,NA,"Lee Janzen",77,35.3,2718,77,"Front9ScoringAverage",2010
129,NA,"Shaun Micheel",70,35.3,2471,70,"Front9ScoringAverage",2010
131,NA,"Cameron Beckman",68,35.31,2401,68,"Front9ScoringAverage",2010
132,NA,"Cliff Kresge",50,35.32,1766,50,"Front9ScoringAverage",2010
133,NA,"Jeff Maggert",76,35.33,2685,76,"Front9ScoringAverage",2010
133,NA,"Ian Poulter",55,35.33,1731,49,"Front9ScoringAverage",2010
135,NA,"Robert Garrigus",71,35.34,2509,71,"Front9ScoringAverage",2010
135,NA,"Bill Lunde",79,35.34,2792,79,"Front9ScoringAverage",2010
137,NA,"Greg Owen",69,35.35,2439,69,"Front9ScoringAverage",2010
137,NA,"Brian Stuard",81,35.35,2863,81,"Front9ScoringAverage",2010
139,NA,"Stuart Appleby",101,35.36,3571,101,"Front9ScoringAverage",2010
139,NA,"Nathan Green",86,35.36,3041,86,"Front9ScoringAverage",2010
141,NA,"Geoff Ogilvy",62,35.37,2122,60,"Front9ScoringAverage",2010
142,NA,"Rod Pampling",77,35.38,2724,77,"Front9ScoringAverage",2010
143,NA,"Rocco Mediate",71,35.39,2513,71,"Front9ScoringAverage",2010
144,NA,"Matt Bettencourt",91,35.4,3221,91,"Front9ScoringAverage",2010
144,NA,"Jeff Gove",57,35.4,2018,57,"Front9ScoringAverage",2010
144,NA,"Rory Sabbatini",79,35.4,2761,78,"Front9ScoringAverage",2010
144,NA,"Roger Tambellini",77,35.4,2726,77,"Front9ScoringAverage",2010
148,NA,"Lucas Glover",75,35.41,2620,74,"Front9ScoringAverage",2010
148,NA,"Billy Mayfair",78,35.41,2762,78,"Front9ScoringAverage",2010
150,NA,"Garth Mulroy",53,35.42,1877,53,"Front9ScoringAverage",2010
151,NA,"Craig Bowden",56,35.43,1984,56,"Front9ScoringAverage",2010
151,NA,"Nicholas Thompson",88,35.43,3118,88,"Front9ScoringAverage",2010
153,NA,"Jason Dufner",87,35.45,3084,87,"Front9ScoringAverage",2010
153,NA,"Troy Merritt",86,35.45,3049,86,"Front9ScoringAverage",2010
153,NA,"Omar Uresti",74,35.45,2623,74,"Front9ScoringAverage",2010
156,NA,"Dustin Johnson",83,35.46,2908,82,"Front9ScoringAverage",2010
156,NA,"Roland Thatcher",72,35.46,2553,72,"Front9ScoringAverage",2010
158,NA,"Martin Flores",75,35.47,2660,75,"Front9ScoringAverage",2010
158,NA,"Skip Kendall",58,35.47,2057,58,"Front9ScoringAverage",2010
160,NA,"John Daly",63,35.48,2235,63,"Front9ScoringAverage",2010
161,NA,"Henrik Bjornstad",72,35.49,2555,72,"Front9ScoringAverage",2010
161,NA,"Steve Flesch",78,35.49,2768,78,"Front9ScoringAverage",2010
161,NA,"Johnson Wagner",85,35.49,3017,85,"Front9ScoringAverage",2010
164,NA,"Sergio Garcia",58,35.5,1846,52,"Front9ScoringAverage",2010
165,NA,"Rich Barcelo",70,35.51,2486,70,"Front9ScoringAverage",2010
165,NA,"Brent Delahoussaye",57,35.51,2024,57,"Front9ScoringAverage",2010
165,NA,"Derek Lamely",81,35.51,2876,81,"Front9ScoringAverage",2010
168,NA,"Matt Every",60,35.53,2132,60,"Front9ScoringAverage",2010
168,NA,"Brenden Pappas",66,35.53,2345,66,"Front9ScoringAverage",2010
168,NA,"Cameron Tringale",55,35.53,1954,55,"Front9ScoringAverage",2010
171,NA,"Mathew Goggin",85,35.54,3021,85,"Front9ScoringAverage",2010
171,NA,"Paul Goydos",78,35.54,2772,78,"Front9ScoringAverage",2010
171,NA,"Troy Matteson",84,35.54,2985,84,"Front9ScoringAverage",2010
174,NA,"Kris Blanks",91,35.55,3235,91,"Front9ScoringAverage",2010
174,NA,"Daniel Chopra",74,35.55,2631,74,"Front9ScoringAverage",2010
176,NA,"George McNeill",79,35.57,2810,79,"Front9ScoringAverage",2010
177,NA,"Mike Weir",59,35.61,2030,57,"Front9ScoringAverage",2010
178,NA,"David Duval",71,35.65,2531,71,"Front9ScoringAverage",2010
178,NA,"Ted Purdy",86,35.65,3066,86,"Front9ScoringAverage",2010
180,NA,"Alex Cejka",81,35.7,2892,81,"Front9ScoringAverage",2010
181,NA,"Trevor Immelman",55,35.71,1964,55,"Front9ScoringAverage",2010
182,NA,"Steve Lowery",67,35.79,2398,67,"Front9ScoringAverage",2010
182,NA,"Andrew McLardy",52,35.79,1861,52,"Front9ScoringAverage",2010
184,NA,"Jerod Turner",54,35.83,1935,54,"Front9ScoringAverage",2010
185,NA,"Kevin Johnson",62,35.85,2223,62,"Front9ScoringAverage",2010
186,NA,"David Lutterus",69,35.88,2476,69,"Front9ScoringAverage",2010
187,NA,"Justin Bolli",55,35.95,1977,55,"Front9ScoringAverage",2010
187,NA,"Chris Wilson",65,35.95,2337,65,"Front9ScoringAverage",2010
189,NA,"Mark Calcavecchia",50,36.04,1802,50,"Front9ScoringAverage",2010
190,NA,"Brad Faxon",58,36.07,2092,58,"Front9ScoringAverage",2010
191,NA,"Vance Veazey",58,36.16,2097,58,"Front9ScoringAverage",2010
192,NA,"Greg Kraft",52,36.31,1888,52,"Front9ScoringAverage",2010
