"Approachesfrom125150yards_RANKTHISWEEK_2008","Approachesfrom125150yards_RANKLASTWEEK_2008","Approachesfrom125150yards_PLAYERNAME_2008","Approachesfrom125150yards_ROUNDS_2008","Approachesfrom125150yards_AVG_2008","Approachesfrom125150yards_TOTALDISTANCEFEET_2008","Approachesfrom125150yards_OFATTEMPTS_2008","Approachesfrom125150yards_RELATIVETOPAR_2008","stat_name","year"
1,1,"Scott Verplank",82,NA,2539.167,131,-28,"Approachesfrom125150yards",2008
2,2,"Justin Leonard",101,NA,3253.167,167,-22,"Approachesfrom125150yards",2008
2,2,"Chris Riley",51,NA,1698.167,87,-3,"Approachesfrom125150yards",2008
4,4,"Gavin Coles",54,NA,2223.583,112,-23,"Approachesfrom125150yards",2008
4,4,"Corey Pavin",69,NA,1747.167,88,-21,"Approachesfrom125150yards",2008
6,6,"YE Yang",89,NA,3850.917,193,-29,"Approachesfrom125150yards",2008
7,7,"Tommy Gainey",60,NA,1771.333,88,-3,"Approachesfrom125150yards",2008
7,7,"Boo Weekley",86,NA,2282.917,113,-13,"Approachesfrom125150yards",2008
7,7,"Tim Wilkinson",95,NA,3225.25,160,-35,"Approachesfrom125150yards",2008
10,10,"Chad Campbell",94,NA,3913.75,193,-25,"Approachesfrom125150yards",2008
11,11,"Tom Scherrer",56,NA,2238.833,110,-12,"Approachesfrom125150yards",2008
12,12,"Cliff Kresge",84,NA,2775.417,136,-14,"Approachesfrom125150yards",2008
12,12,"David Toms",70,NA,2669.75,131,-15,"Approachesfrom125150yards",2008
14,14,"Shane Bertsch",96,NA,3908.917,190,-24,"Approachesfrom125150yards",2008
14,14,"Fred Couples",60,NA,1955.75,95,-13,"Approachesfrom125150yards",2008
14,14,"Jeff Quinney",87,NA,2876.25,140,-16,"Approachesfrom125150yards",2008
17,17,"Vijay Singh",82,NA,2160,104,-10,"Approachesfrom125150yards",2008
17,17,"Brandt Snedeker",85,NA,2489.25,120,-19,"Approachesfrom125150yards",2008
19,19,"Rod Pampling",83,NA,2816.917,135,-18,"Approachesfrom125150yards",2008
19,19,"John Riegger",73,NA,2816.917,135,-15,"Approachesfrom125150yards",2008
19,19,"Camilo Villegas",79,NA,3208.833,154,-24,"Approachesfrom125150yards",2008
22,22,"Ernie Els",51,NA,1677.583,80,-17,"Approachesfrom125150yards",2008
22,22,"Robert Gamez",79,NA,3173.167,151,-20,"Approachesfrom125150yards",2008
22,22,"Brian Gay",102,NA,3863.25,184,-32,"Approachesfrom125150yards",2008
25,25,"Shigeki Maruyama",50,NA,1202.25,57,-4,"Approachesfrom125150yards",2008
26,26,"Ben Crane",86,NA,3341.75,157,-37,"Approachesfrom125150yards",2008
27,27,"Tim Clark",90,NA,2948.083,138,-30,"Approachesfrom125150yards",2008
27,27,"Ken Duke",116,NA,4258.833,200,-32,"Approachesfrom125150yards",2008
27,27,"Zach Johnson",85,NA,3345,157,-23,"Approachesfrom125150yards",2008
27,27,"Bob Tway",70,NA,3049,143,-22,"Approachesfrom125150yards",2008
27,27,"Ron Whittaker",54,NA,2240.833,105,-7,"Approachesfrom125150yards",2008
32,32,"Rocco Mediate",87,NA,2782.5,130,-16,"Approachesfrom125150yards",2008
33,33,"David Duval",51,NA,1675.833,78,-5,"Approachesfrom125150yards",2008
34,34,"Todd Hamilton",92,NA,3712.833,172,-30,"Approachesfrom125150yards",2008
34,34,"Ryuji Imada",80,NA,2628.417,122,-22,"Approachesfrom125150yards",2008
34,34,"Trevor Immelman",70,NA,2329.25,108,-12,"Approachesfrom125150yards",2008
34,34,"Geoff Ogilvy",65,NA,1792.083,83,-17,"Approachesfrom125150yards",2008
34,34,"Chez Reavie",102,NA,4657.917,216,-19,"Approachesfrom125150yards",2008
34,34,"Mike Weir",88,NA,3069.583,142,-17,"Approachesfrom125150yards",2008
34,34,"Dean Wilson",109,NA,4548.667,211,-30,"Approachesfrom125150yards",2008
41,41,"Sergio Garcia",72,NA,2423.583,112,-24,"Approachesfrom125150yards",2008
41,41,"Carl Pettersson",110,NA,4189.5,193,-27,"Approachesfrom125150yards",2008
41,41,"Scott Sterling",89,NA,3898.167,180,-14,"Approachesfrom125150yards",2008
41,41,"Vaughn Taylor",103,NA,4659.333,215,-32,"Approachesfrom125150yards",2008
41,41,"Jay Williamson",96,NA,3961.583,183,-23,"Approachesfrom125150yards",2008
46,46,"DJ Trahan",94,NA,3208.5,147,-11,"Approachesfrom125150yards",2008
47,47,"Mark Calcavecchia",67,NA,2787.667,127,-15,"Approachesfrom125150yards",2008
47,47,"Stewart Cink",87,NA,2736.417,125,-22,"Approachesfrom125150yards",2008
47,47,"Jeff Maggert",86,NA,3506,160,-29,"Approachesfrom125150yards",2008
47,47,"Tom Pernice Jr",104,NA,4410.833,201,-26,"Approachesfrom125150yards",2008
47,47,"Kenny Perry",97,NA,3940,180,-23,"Approachesfrom125150yards",2008
47,47,"Brett Quigley",80,NA,3161.083,144,-26,"Approachesfrom125150yards",2008
53,53,"Charles Howell III",101,NA,3650.833,166,-20,"Approachesfrom125150yards",2008
53,53,"Kent Jones",68,NA,3082.417,140,-17,"Approachesfrom125150yards",2008
53,53,"Tim Petrovic",97,NA,3762.333,171,-15,"Approachesfrom125150yards",2008
53,53,"Patrick Sheehan",124,NA,5133.917,233,-28,"Approachesfrom125150yards",2008
57,57,"Michael Allen",91,NA,3882.917,176,-36,"Approachesfrom125150yards",2008
57,57,"Billy Andrade",71,NA,2896.917,131,-10,"Approachesfrom125150yards",2008
57,57,"Ted Purdy",68,NA,3002.5,136,-5,"Approachesfrom125150yards",2008
60,60,"Aaron Baddeley",76,NA,2877.417,130,-20,"Approachesfrom125150yards",2008
60,60,"Lee Janzen",89,NA,3458.167,156,-17,"Approachesfrom125150yards",2008
60,60,"Steve Stricker",75,NA,2190.833,99,-13,"Approachesfrom125150yards",2008
63,63,"Woody Austin",109,NA,3849.583,173,-22,"Approachesfrom125150yards",2008
63,63,"Marco Dawson",64,NA,2933.75,132,-5,"Approachesfrom125150yards",2008
63,63,"Bob Estes",90,NA,4118.583,185,-21,"Approachesfrom125150yards",2008
63,63,"Jeff Gove",50,NA,2651.667,119,0,"Approachesfrom125150yards",2008
67,67,"Robert Allenby",108,NA,4175.333,187,-23,"Approachesfrom125150yards",2008
67,67,"Stuart Appleby",87,NA,2794.083,125,-13,"Approachesfrom125150yards",2008
67,67,"JB Holmes",86,NA,2277.167,102,-11,"Approachesfrom125150yards",2008
67,67,"John Huston",56,NA,2901.333,130,-14,"Approachesfrom125150yards",2008
67,67,"George McNeill",97,NA,3706.25,166,-23,"Approachesfrom125150yards",2008
67,67,"John Senden",93,NA,3889.583,174,-15,"Approachesfrom125150yards",2008
73,73,"Eric Axley",113,NA,4873.083,217,-21,"Approachesfrom125150yards",2008
73,73,"Steve Marino",119,NA,4880.667,218,-23,"Approachesfrom125150yards",2008
