"Scramblingfrom_RANKTHISWEEK_2015","Scramblingfrom_RANKLASTWEEK_2015","Scramblingfrom_PLAYERNAME_2015","Scramblingfrom_ROUNDS_2015","Scramblingfrom_Pct_2015","Scramblingfrom_SUCCESSES_2015","Scramblingfrom_ATTEMPTS_2015","stat_name","year"
67,67,"Hudson Swafford",97,86.96,80,92,"Scramblingfrom",2015
68,68,"Robert Streb",110,86.92,93,107,"Scramblingfrom",2015
69,69,"Jonas Blixt",78,86.89,53,61,"Scramblingfrom",2015
70,70,"Camilo Villegas",83,86.84,99,114,"Scramblingfrom",2015
71,71,"Russell Knox",96,86.73,98,113,"Scramblingfrom",2015
72,72,"Gonzalo Fdez Castano",81,86.67,91,105,"Scramblingfrom",2015
72,72,"Bryce Molder",91,86.67,78,90,"Scramblingfrom",2015
74,74,"Sean OHair",86,86.61,97,112,"Scramblingfrom",2015
75,75,"Brian Davis",86,86.52,77,89,"Scramblingfrom",2015
76,76,"Zac Blair",108,86.49,96,111,"Scramblingfrom",2015
76,76,"Heath Slocum",57,86.49,32,37,"Scramblingfrom",2015
78,78,"Nick Watney",91,86.41,89,103,"Scramblingfrom",2015
79,79,"Justin Leonard",61,86.36,57,66,"Scramblingfrom",2015
80,80,"George McNeill",93,86.29,107,124,"Scramblingfrom",2015
81,81,"Jordan Spieth",91,86.27,88,102,"Scramblingfrom",2015
82,82,"Scott Langley",94,86.24,94,109,"Scramblingfrom",2015
83,83,"David Lingmerth",90,86.23,119,138,"Scramblingfrom",2015
84,84,"Jeff Overton",94,86.17,81,94,"Scramblingfrom",2015
85,85,"Lucas Glover",79,86.05,74,86,"Scramblingfrom",2015
85,85,"Martin Laird",77,86.05,74,86,"Scramblingfrom",2015
87,87,"Brendon de Jonge",106,85.96,98,114,"Scramblingfrom",2015
88,88,"Justin Rose",69,85.94,55,64,"Scramblingfrom",2015
89,89,"Danny Lee",120,85.92,122,142,"Scramblingfrom",2015
90,90,"Jason Kokrak",88,85.86,85,99,"Scramblingfrom",2015
91,91,"Chad Campbell",97,85.71,96,112,"Scramblingfrom",2015
92,92,"Andres Romero",69,85.54,71,83,"Scramblingfrom",2015
93,93,"Brooks Koepka",84,85.53,65,76,"Scramblingfrom",2015
94,94,"Matt Kuchar",97,85.37,70,82,"Scramblingfrom",2015
94,94,"Adam Scott",51,85.37,35,41,"Scramblingfrom",2015
96,96,"Mark Hubbard",79,85.33,64,75,"Scramblingfrom",2015
97,97,"Vijay Singh",78,85.32,93,109,"Scramblingfrom",2015
98,98,"Jonathan Randolph",72,85.25,52,61,"Scramblingfrom",2015
99,99,"Sangmoon Bae",98,85.16,109,128,"Scramblingfrom",2015
100,100,"Byron Smith",59,85.11,40,47,"Scramblingfrom",2015
101,101,"Carl Pettersson",106,85,119,140,"Scramblingfrom",2015
101,101,"Kevin Streelman",95,85,85,100,"Scramblingfrom",2015
103,103,"Graham DeLaet",65,84.85,56,66,"Scramblingfrom",2015
104,104,"John Huh",102,84.8,106,125,"Scramblingfrom",2015
105,105,"Erik Compton",86,84.54,82,97,"Scramblingfrom",2015
106,106,"Martin Flores",95,84.52,71,84,"Scramblingfrom",2015
107,107,"DA Points",72,84.51,60,71,"Scramblingfrom",2015
108,108,"Matt Every",73,84.42,65,77,"Scramblingfrom",2015
108,108,"Ryan Moore",81,84.42,65,77,"Scramblingfrom",2015
110,110,"Sergio Garcia",59,84.31,43,51,"Scramblingfrom",2015
111,111,"Whee Kim",71,84.29,59,70,"Scramblingfrom",2015
111,111,"Johnson Wagner",68,84.29,59,70,"Scramblingfrom",2015
113,113,"Charles Howell III",105,84.26,91,108,"Scramblingfrom",2015
114,114,"Tim Wilkinson",73,84.21,64,76,"Scramblingfrom",2015
115,115,"Russell Henley",87,84.13,53,63,"Scramblingfrom",2015
116,116,"Blayne Barber",76,84.09,74,88,"Scramblingfrom",2015
117,117,"Scott Pinckney",88,83.95,68,81,"Scramblingfrom",2015
118,118,"Luke Guthrie",84,83.87,78,93,"Scramblingfrom",2015
119,119,"Chad Collins",79,83.84,83,99,"Scramblingfrom",2015
120,120,"James Hahn",94,83.67,82,98,"Scramblingfrom",2015
121,121,"Jason Bohn",95,83.61,102,122,"Scramblingfrom",2015
122,122,"Mark Wilson",89,83.54,66,79,"Scramblingfrom",2015
123,123,"Matt Jones",89,83.52,76,91,"Scramblingfrom",2015
124,124,"Ben Crane",62,83.33,55,66,"Scramblingfrom",2015
124,124,"Marc Leishman",74,83.33,60,72,"Scramblingfrom",2015
124,124,"Sam Saunders",83,83.33,85,102,"Scramblingfrom",2015
124,124,"Cameron Tringale",96,83.33,90,108,"Scramblingfrom",2015
128,128,"Colt Knost",90,83.18,89,107,"Scramblingfrom",2015
128,128,"Shawn Stefani",94,83.18,89,107,"Scramblingfrom",2015
130,130,"Cameron Percy",72,83.13,69,83,"Scramblingfrom",2015
131,131,"Paul Casey",87,83.08,54,65,"Scramblingfrom",2015
132,132,"Jason Dufner",76,83.05,49,59,"Scramblingfrom",2015
133,133,"Kevin Na",98,82.98,78,94,"Scramblingfrom",2015
134,134,"Alex Prugh",84,82.86,58,70,"Scramblingfrom",2015
134,134,"Bubba Watson",71,82.86,58,70,"Scramblingfrom",2015
136,136,"John Senden",80,82.81,53,64,"Scramblingfrom",2015
137,137,"Michael Thompson",83,82.76,72,87,"Scramblingfrom",2015
138,138,"Seung Yul Noh",65,82.69,43,52,"Scramblingfrom",2015
139,139,"Robert Allenby",63,82.61,57,69,"Scramblingfrom",2015
140,140,"Phil Mickelson",70,82.35,70,85,"Scramblingfrom",2015
140,140,"Jhonattan Vegas",90,82.35,70,85,"Scramblingfrom",2015
142,142,"William McGirt",103,82.17,106,129,"Scramblingfrom",2015
143,143,"Nick Taylor",91,82.08,87,106,"Scramblingfrom",2015
144,144,"Billy Horschel",99,81.93,68,83,"Scramblingfrom",2015
145,145,"Kevin Chappell",86,81.82,81,99,"Scramblingfrom",2015
146,146,"Brian Stuard",97,81.75,103,126,"Scramblingfrom",2015
147,147,"Alex Cejka",94,81.74,94,115,"Scramblingfrom",2015
147,147,"Tony Finau",106,81.74,94,115,"Scramblingfrom",2015
149,149,"Jim Herman",88,81.69,58,71,"Scramblingfrom",2015
150,150,"JJ Henry",94,81.58,62,76,"Scramblingfrom",2015
151,151,"Jonathan Byrd",69,81.48,44,54,"Scramblingfrom",2015
151,151,"Roberto Castro",54,81.48,44,54,"Scramblingfrom",2015
151,151,"Scott Piercy",90,81.48,88,108,"Scramblingfrom",2015
154,154,"Derek Ernst",75,81.33,61,75,"Scramblingfrom",2015
155,155,"Ernie Els",57,81.03,47,58,"Scramblingfrom",2015
156,156,"Carlos Ortiz",100,80.95,68,84,"Scramblingfrom",2015
157,157,"Derek Fathauer",81,80.9,72,89,"Scramblingfrom",2015
158,158,"Ben Martin",93,80.68,71,88,"Scramblingfrom",2015
158,158,"SJ Park",79,80.68,71,88,"Scramblingfrom",2015
160,160,"Angel Cabrera",53,80.39,41,51,"Scramblingfrom",2015
161,161,"Michael Putnam",87,80.28,57,71,"Scramblingfrom",2015
162,162,"Pat Perez",96,80.17,93,116,"Scramblingfrom",2015
163,163,"Ken Duke",93,80,84,105,"Scramblingfrom",2015
163,163,"Oscar Fraustro",58,80,36,45,"Scramblingfrom",2015
163,163,"Jason Gore",76,80,60,75,"Scramblingfrom",2015
166,166,"Brian Harman",90,79.57,74,93,"Scramblingfrom",2015
167,167,"Dustin Johnson",75,79.49,62,78,"Scramblingfrom",2015
168,168,"Charley Hoffman",97,79.38,77,97,"Scramblingfrom",2015
169,169,"Robert Garrigus",70,79.27,65,82,"Scramblingfrom",2015
170,170,"Hideki Matsuyama",95,78.57,77,98,"Scramblingfrom",2015
171,171,"Fabian Gomez",83,78.49,73,93,"Scramblingfrom",2015
172,172,"Stewart Cink",77,78.13,50,64,"Scramblingfrom",2015
173,173,"Bill Lunde",50,77.78,35,45,"Scramblingfrom",2015
174,174,"Nicholas Thompson",90,77.66,73,94,"Scramblingfrom",2015
175,175,"Davis Love III",51,77.59,45,58,"Scramblingfrom",2015
176,176,"Charlie Beljan",76,77.27,68,88,"Scramblingfrom",2015
177,177,"Jim Renner",68,77.11,64,83,"Scramblingfrom",2015
178,178,"Scott Stallings",60,76.92,50,65,"Scramblingfrom",2015
179,179,"Daniel Summerhays",101,76.7,79,103,"Scramblingfrom",2015
180,180,"John Merrick",78,75,60,80,"Scramblingfrom",2015
181,181,"Greg Owen",58,74.58,44,59,"Scramblingfrom",2015
182,182,"Lee Westwood",56,73.91,34,46,"Scramblingfrom",2015
183,183,"Patrick Rodgers",57,73.17,30,41,"Scramblingfrom",2015
184,184,"Andrew Svoboda",80,71.43,60,84,"Scramblingfrom",2015
