"Back9Round1ScoringAverage_RANKTHISWEEK_2008","Back9Round1ScoringAverage_RANKLASTWEEK_2008","Back9Round1ScoringAverage_PLAYERNAME_2008","Back9Round1ScoringAverage__2008","Back9Round1ScoringAverage_AVG_2008","Back9Round1ScoringAverage_TOTALSTROKES_2008","Back9Round1ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Briny Baird",NA,34.53,1036,30,"Back9Round1ScoringAverage",2008
2,2,"Kenny Perry",NA,34.69,902,26,"Back9Round1ScoringAverage",2008
3,3,"Kevin Streelman",NA,34.75,1112,32,"Back9Round1ScoringAverage",2008
4,4,"Ken Duke",NA,34.82,1149,33,"Back9Round1ScoringAverage",2008
5,5,"Kent Jones",NA,34.83,801,23,"Back9Round1ScoringAverage",2008
6,6,"Sergio Garcia",NA,34.89,628,18,"Back9Round1ScoringAverage",2008
7,7,"Scott Sterling",NA,34.96,979,28,"Back9Round1ScoringAverage",2008
8,8,"John Mallinger",NA,34.97,1014,29,"Back9Round1ScoringAverage",2008
9,9,"Robert Allenby",NA,35,945,27,"Back9Round1ScoringAverage",2008
9,9,"Steve Marino",NA,35,1120,32,"Back9Round1ScoringAverage",2008
11,11,"Dudley Hart",NA,35.05,771,22,"Back9Round1ScoringAverage",2008
12,12,"Paul Claxton",NA,35.09,807,23,"Back9Round1ScoringAverage",2008
12,12,"Dean Wilson",NA,35.09,1123,32,"Back9Round1ScoringAverage",2008
14,14,"Johnson Wagner",NA,35.12,913,26,"Back9Round1ScoringAverage",2008
15,15,"Jeff Gove",NA,35.17,633,18,"Back9Round1ScoringAverage",2008
15,15,"John Huston",NA,35.17,633,18,"Back9Round1ScoringAverage",2008
17,17,"Vijay Singh",NA,35.18,774,22,"Back9Round1ScoringAverage",2008
18,18,"Gavin Coles",NA,35.19,563,16,"Back9Round1ScoringAverage",2008
18,18,"Robert Gamez",NA,35.19,915,26,"Back9Round1ScoringAverage",2008
18,18,"Frank Lickliter II",NA,35.19,1126,32,"Back9Round1ScoringAverage",2008
21,21,"Phil Mickelson",NA,35.2,704,20,"Back9Round1ScoringAverage",2008
22,22,"Tim Herron",NA,35.21,986,28,"Back9Round1ScoringAverage",2008
23,23,"Mathew Goggin",NA,35.22,951,27,"Back9Round1ScoringAverage",2008
23,23,"Bo Van Pelt",NA,35.22,1127,32,"Back9Round1ScoringAverage",2008
25,25,"Chez Reavie",NA,35.23,1057,30,"Back9Round1ScoringAverage",2008
26,26,"Greg Kraft",NA,35.24,740,21,"Back9Round1ScoringAverage",2008
26,26,"Tim Wilkinson",NA,35.24,1022,29,"Back9Round1ScoringAverage",2008
28,28,"Stephen Ames",NA,35.26,811,23,"Back9Round1ScoringAverage",2008
28,28,"Eric Axley",NA,35.26,1234,35,"Back9Round1ScoringAverage",2008
28,28,"Glen Day",NA,35.26,670,19,"Back9Round1ScoringAverage",2008
31,31,"Stuart Appleby",NA,35.27,776,22,"Back9Round1ScoringAverage",2008
31,31,"Tom Pernice Jr",NA,35.27,1058,30,"Back9Round1ScoringAverage",2008
33,33,"John Merrick",NA,35.29,988,28,"Back9Round1ScoringAverage",2008
33,33,"Camilo Villegas",NA,35.29,741,21,"Back9Round1ScoringAverage",2008
35,35,"Kevin Sutherland",NA,35.31,918,26,"Back9Round1ScoringAverage",2008
36,36,"Brian Gay",NA,35.32,1095,31,"Back9Round1ScoringAverage",2008
36,36,"Lee Janzen",NA,35.32,989,28,"Back9Round1ScoringAverage",2008
38,38,"Brian Davis",NA,35.33,1166,33,"Back9Round1ScoringAverage",2008
38,38,"Peter Lonard",NA,35.33,1060,30,"Back9Round1ScoringAverage",2008
40,40,"Jim Furyk",NA,35.36,884,25,"Back9Round1ScoringAverage",2008
41,41,"Nick OHern",NA,35.38,849,24,"Back9Round1ScoringAverage",2008
41,41,"Tag Ridings",NA,35.38,1026,29,"Back9Round1ScoringAverage",2008
41,41,"Mark Wilson",NA,35.38,1026,29,"Back9Round1ScoringAverage",2008
44,44,"Shane Bertsch",NA,35.39,991,28,"Back9Round1ScoringAverage",2008
45,45,"Ben Crane",NA,35.4,885,25,"Back9Round1ScoringAverage",2008
45,45,"Carlos Franco",NA,35.4,885,25,"Back9Round1ScoringAverage",2008
45,45,"Patrick Sheehan",NA,35.4,1239,35,"Back9Round1ScoringAverage",2008
48,48,"Jeff Overton",NA,35.41,1133,32,"Back9Round1ScoringAverage",2008
48,48,"Rory Sabbatini",NA,35.41,779,22,"Back9Round1ScoringAverage",2008
48,48,"Charlie Wi",NA,35.41,956,27,"Back9Round1ScoringAverage",2008
51,51,"Lucas Glover",NA,35.42,921,26,"Back9Round1ScoringAverage",2008
52,52,"Rich Beem",NA,35.43,992,28,"Back9Round1ScoringAverage",2008
53,53,"Fred Couples",NA,35.44,638,18,"Back9Round1ScoringAverage",2008
54,54,"Stewart Cink",NA,35.45,780,22,"Back9Round1ScoringAverage",2008
54,54,"Jesper Parnevik",NA,35.45,1028,29,"Back9Round1ScoringAverage",2008
56,56,"Marc Turnesa",NA,35.48,1029,29,"Back9Round1ScoringAverage",2008
57,57,"Zach Johnson",NA,35.5,852,24,"Back9Round1ScoringAverage",2008
57,57,"John Riegger",NA,35.5,852,24,"Back9Round1ScoringAverage",2008
59,59,"Will Ma Kenzie",NA,35.52,746,21,"Back9Round1ScoringAverage",2008
59,59,"Brandt Snedeker",NA,35.52,888,25,"Back9Round1ScoringAverage",2008
61,61,"Stephen Leaney",NA,35.53,604,17,"Back9Round1ScoringAverage",2008
62,62,"Woody Austin",NA,35.55,1031,29,"Back9Round1ScoringAverage",2008
62,62,"Bubba Watson",NA,35.55,1031,29,"Back9Round1ScoringAverage",2008
64,64,"Michael Allen",NA,35.56,960,27,"Back9Round1ScoringAverage",2008
64,64,"Olin Browne",NA,35.56,960,27,"Back9Round1ScoringAverage",2008
66,66,"Ben Curtis",NA,35.59,783,22,"Back9Round1ScoringAverage",2008
66,66,"Anthony Kim",NA,35.59,783,22,"Back9Round1ScoringAverage",2008
66,66,"George McNeill",NA,35.59,1032,29,"Back9Round1ScoringAverage",2008
69,69,"Corey Pavin",NA,35.6,712,20,"Back9Round1ScoringAverage",2008
70,70,"Jason Gore",NA,35.61,1104,31,"Back9Round1ScoringAverage",2008
70,70,"Craig Kanada",NA,35.61,819,23,"Back9Round1ScoringAverage",2008
72,72,"Marco Dawson",NA,35.62,748,21,"Back9Round1ScoringAverage",2008
72,72,"Nick Flanagan",NA,35.62,1033,29,"Back9Round1ScoringAverage",2008
74,74,"Mark Calcavecchia",NA,35.64,784,22,"Back9Round1ScoringAverage",2008
74,74,"Todd Demsey",NA,35.64,891,25,"Back9Round1ScoringAverage",2008
74,74,"Adam Scott",NA,35.64,499,14,"Back9Round1ScoringAverage",2008
77,77,"Jonathan Byrd",NA,35.65,927,26,"Back9Round1ScoringAverage",2008
77,77,"JJ Henry",NA,35.65,1212,34,"Back9Round1ScoringAverage",2008
77,77,"Bob Tway",NA,35.65,713,20,"Back9Round1ScoringAverage",2008
