"Par4Performance_RANKTHISWEEK_2008","Par4Performance_RANKLASTWEEK_2008","Par4Performance_PLAYERNAME_2008","Par4Performance_ROUNDS_2008","Par4Performance_STATUS_2008","Par4Performance_PAR4AVG_2008","Par4Performance_TOTALPAR_2008","stat_name","year"
1,1,"John Huston",56,-4,3.99,2352,"Par4Performance",2008
2,2,"Justin Leonard",101,9,4.01,4200,"Par4Performance",2008
3,3,"Kenny Perry",97,10,4.01,4244,"Par4Performance",2008
4,4,"Jim Furyk",95,11,4.01,4128,"Par4Performance",2008
4,4,"Bob Tway",70,11,4.01,3016,"Par4Performance",2008
6,6,"Phil Mickelson",80,12,4.01,3412,"Par4Performance",2008
7,7,"Ben Crane",86,13,4.01,3744,"Par4Performance",2008
7,7,"Mark Wilson",107,13,4.01,4664,"Par4Performance",2008
9,9,"Padraig Harrington",52,14,4.03,2200,"Par4Performance",2008
10,10,"Briny Baird",113,15,4.01,4920,"Par4Performance",2008
11,11,"Charlie Wi",97,16,4.02,4248,"Par4Performance",2008
12,12,"Steve Elkington",84,17,4.02,3596,"Par4Performance",2008
13,13,"Gavin Coles",54,18,4.03,2316,"Par4Performance",2008
14,14,"Glen Day",64,21,4.03,2808,"Par4Performance",2008
15,15,"Vijay Singh",82,22,4.03,3472,"Par4Performance",2008
16,16,"Kent Jones",68,27,4.04,2888,"Par4Performance",2008
16,16,"Scott McCarron",63,27,4.04,2736,"Par4Performance",2008
18,18,"Greg Kraft",63,28,4.04,2696,"Par4Performance",2008
18,18,"Ryan Palmer",69,28,4.04,2984,"Par4Performance",2008
20,20,"Chad Campbell",94,29,4.03,4144,"Par4Performance",2008
21,21,"Brian Gay",102,30,4.03,4508,"Par4Performance",2008
21,21,"Tim Herron",97,30,4.03,4268,"Par4Performance",2008
21,21,"Michael Letzig",88,30,4.03,3832,"Par4Performance",2008
21,21,"Kevin Streelman",114,30,4.02,4956,"Par4Performance",2008
21,21,"Mike Weir",88,30,4.03,3792,"Par4Performance",2008
26,26,"Ben Curtis",80,31,4.03,3544,"Par4Performance",2008
26,26,"Anthony Kim",81,31,4.03,3624,"Par4Performance",2008
28,28,"Stuart Appleby",87,32,4.03,3696,"Par4Performance",2008
28,28,"Bob Estes",90,32,4.03,3880,"Par4Performance",2008
30,30,"Michael Allen",91,33,4.03,3840,"Par4Performance",2008
30,30,"Shane Bertsch",96,33,4.03,4136,"Par4Performance",2008
30,30,"Alejandro Canizares",52,33,4.06,2256,"Par4Performance",2008
30,30,"Scott Verplank",82,33,4.04,3592,"Par4Performance",2008
34,34,"Chris Riley",51,34,4.06,2168,"Par4Performance",2008
34,34,"Kevin Sutherland",98,34,4.03,4288,"Par4Performance",2008
36,36,"KJ Choi",74,35,4.04,3112,"Par4Performance",2008
36,36,"Pat Perez",93,35,4.03,4016,"Par4Performance",2008
36,36,"David Toms",70,35,4.05,3016,"Par4Performance",2008
39,39,"Sergio Garcia",72,36,4.05,3152,"Par4Performance",2008
39,39,"Dudley Hart",74,36,4.04,3232,"Par4Performance",2008
39,39,"John Mallinger",95,36,4.03,4164,"Par4Performance",2008
39,39,"Nick OHern",82,36,4.04,3464,"Par4Performance",2008
43,43,"Joe Durant",92,37,4.04,3960,"Par4Performance",2008
43,43,"John Riegger",73,37,4.05,3144,"Par4Performance",2008
45,45,"Stewart Cink",87,38,4.04,3448,"Par4Performance",2008
45,45,"Brandt Jobe",52,38,4.07,2256,"Par4Performance",2008
45,45,"John Senden",93,38,4.04,4012,"Par4Performance",2008
48,48,"Robert Allenby",108,39,4.03,4624,"Par4Performance",2008
49,49,"Harrison Frazar",73,40,4.05,3136,"Par4Performance",2008
49,49,"Charley Hoffman",94,40,4.04,4080,"Par4Performance",2008
49,49,"Joe Ogilvie",100,40,4.04,4336,"Par4Performance",2008
52,52,"Carlos Franco",73,41,4.05,3088,"Par4Performance",2008
52,52,"Tim Wilkinson",95,41,4.04,4056,"Par4Performance",2008
54,54,"Aaron Baddeley",76,42,4.05,3188,"Par4Performance",2008
54,54,"Scott Sterling",89,42,4.04,3808,"Par4Performance",2008
54,54,"Vaughn Taylor",103,42,4.04,4512,"Par4Performance",2008
57,57,"Tim Clark",90,43,4.04,3976,"Par4Performance",2008
57,57,"Mathew Goggin",91,43,4.04,3920,"Par4Performance",2008
57,57,"Bill Haas",99,43,4.04,4256,"Par4Performance",2008
57,57,"Steve Marino",119,43,4.03,5216,"Par4Performance",2008
57,57,"Geoff Ogilvy",65,43,4.06,2776,"Par4Performance",2008
62,62,"Stephen Ames",83,44,4.05,3616,"Par4Performance",2008
62,62,"Rory Sabbatini",77,44,4.05,3368,"Par4Performance",2008
64,64,"Fred Couples",60,45,4.07,2512,"Par4Performance",2008
64,64,"Brad Elder",67,45,4.06,2888,"Par4Performance",2008
66,66,"Jeff Overton",103,47,4.04,4408,"Par4Performance",2008
67,67,"Jeff Gove",50,48,4.09,2176,"Par4Performance",2008
67,67,"Matt Kuchar",88,48,4.05,3824,"Par4Performance",2008
67,67,"Will Ma Kenzie",62,48,4.07,2636,"Par4Performance",2008
67,67,"Billy Mayfair",103,48,4.04,4556,"Par4Performance",2008
71,71,"Hunter Mahan",87,49,4.05,3736,"Par4Performance",2008
71,71,"Kevin Na",97,49,4.05,4132,"Par4Performance",2008
71,71,"Corey Pavin",69,49,4.06,3028,"Par4Performance",2008
71,71,"Steve Stricker",75,49,4.06,3192,"Par4Performance",2008
71,71,"Camilo Villegas",79,49,4.06,3472,"Par4Performance",2008
76,76,"Richard Johnson",60,50,4.08,2660,"Par4Performance",2008
76,76,"Craig Kanada",65,50,4.07,2832,"Par4Performance",2008
76,76,"Brett Quigley",80,50,4.06,3416,"Par4Performance",2008
79,79,"Jeff Maggert",86,51,4.06,3680,"Par4Performance",2008
79,79,"Bo Van Pelt",101,51,4.05,4364,"Par4Performance",2008
81,81,"Kenneth Ferrie",72,52,4.07,3040,"Par4Performance",2008
81,81,"Davis Love III",78,52,4.06,3400,"Par4Performance",2008
81,81,"Parker McLachlin",88,52,4.05,3792,"Par4Performance",2008
81,81,"Nick Watney",96,52,4.05,4088,"Par4Performance",2008
85,85,"Steve Allan",58,53,4.08,2504,"Par4Performance",2008
85,85,"Brian Davis",108,53,4.05,4664,"Par4Performance",2008
85,85,"Ken Duke",116,53,4.04,5008,"Par4Performance",2008
88,88,"Brad Adamonis",87,54,4.06,3756,"Par4Performance",2008
88,88,"Woody Austin",109,54,4.05,4552,"Par4Performance",2008
88,88,"Ernie Els",51,54,4.1,2232,"Par4Performance",2008
88,88,"Brenden Pappas",66,54,4.08,2840,"Par4Performance",2008
88,88,"Ian Poulter",51,54,4.1,2172,"Par4Performance",2008
88,88,"Boo Weekley",86,54,4.06,3616,"Par4Performance",2008
94,94,"Cameron Beckman",87,56,4.06,3712,"Par4Performance",2008
94,94,"Peter Lonard",92,56,4.06,4036,"Par4Performance",2008
96,96,"JJ Henry",108,57,4.05,4688,"Par4Performance",2008
96,96,"Doug LaBelle II",65,57,4.08,2880,"Par4Performance",2008
96,96,"Rod Pampling",83,57,4.07,3456,"Par4Performance",2008
96,96,"Omar Uresti",74,57,4.07,3144,"Par4Performance",2008
96,96,"Ron Whittaker",54,57,4.1,2308,"Par4Performance",2008
101,101,"Paul Claxton",63,58,4.09,2676,"Par4Performance",2008
101,101,"Marco Dawson",64,58,4.09,2712,"Par4Performance",2008
101,101,"Tom Lehman",51,58,4.1,2224,"Par4Performance",2008
101,101,"Shigeki Maruyama",50,58,4.11,2144,"Par4Performance",2008
101,101,"Jimmy Walker",73,58,4.07,3172,"Par4Performance",2008
106,106,"Zach Johnson",85,59,4.06,3672,"Par4Performance",2008
106,106,"John Merrick",98,59,4.06,4256,"Par4Performance",2008
106,106,"Chez Reavie",102,59,4.05,4456,"Par4Performance",2008
109,109,"Jonathan Byrd",88,60,4.07,3656,"Par4Performance",2008
109,109,"Ryan Moore",72,60,4.08,3068,"Par4Performance",2008
109,109,"Brandt Snedeker",85,60,4.07,3680,"Par4Performance",2008
109,109,"Jay Williamson",96,60,4.06,4164,"Par4Performance",2008
109,109,"Dean Wilson",109,60,4.05,4732,"Par4Performance",2008
114,114,"Mark Calcavecchia",67,61,4.09,2868,"Par4Performance",2008
114,114,"Daniel Chopra",84,61,4.07,3536,"Par4Performance",2008
114,114,"Jason Day",81,61,4.07,3472,"Par4Performance",2008
114,114,"Jim McGovern",75,61,4.07,3280,"Par4Performance",2008
118,118,"Tommy Armour III",77,62,4.07,3356,"Par4Performance",2008
118,118,"Rich Beem",90,62,4.06,3856,"Par4Performance",2008
118,118,"Paul Casey",55,62,4.11,2264,"Par4Performance",2008
118,118,"Lee Janzen",89,62,4.07,3752,"Par4Performance",2008
118,118,"Carl Pettersson",110,62,4.05,4800,"Par4Performance",2008
123,123,"Ryuji Imada",80,63,4.07,3420,"Par4Performance",2008
123,123,"Freddie Jacobson",78,63,4.07,3448,"Par4Performance",2008
125,125,"Jason Gore",94,64,4.06,3992,"Par4Performance",2008
125,125,"Nathan Green",95,64,4.06,4056,"Par4Performance",2008
125,125,"Mathias Gronberg",87,64,4.07,3704,"Par4Performance",2008
128,128,"Robert Garrigus",90,65,4.07,3856,"Par4Performance",2008
128,128,"Charles Howell III",101,65,4.06,4228,"Par4Performance",2008
128,128,"Tom Pernice Jr",104,65,4.06,4552,"Par4Performance",2008
131,131,"Steve Flesch",95,66,4.06,4064,"Par4Performance",2008
131,131,"Mark Hensby",71,66,4.09,3012,"Par4Performance",2008
131,131,"Tim Petrovic",97,66,4.06,4152,"Par4Performance",2008
134,134,"Bart Bryant",81,67,4.08,3568,"Par4Performance",2008
134,134,"Chad Collins",72,67,4.09,3112,"Par4Performance",2008
134,134,"Jerry Kelly",89,67,4.07,3848,"Par4Performance",2008
134,134,"Chris Stroud",81,67,4.08,3444,"Par4Performance",2008
138,138,"Sean OHair",81,68,4.08,3608,"Par4Performance",2008
138,138,"Adam Scott",51,68,4.13,2156,"Par4Performance",2008
138,138,"Nicholas Thompson",113,68,4.06,4876,"Par4Performance",2008
141,141,"Retief Goosen",59,69,4.11,2544,"Par4Performance",2008
141,141,"Matt Jones",95,69,4.07,4072,"Par4Performance",2008
141,141,"Stephen Leaney",53,69,4.12,2256,"Par4Performance",2008
141,141,"Steve Lowery",74,69,4.09,3208,"Par4Performance",2008
141,141,"Tom Scherrer",56,69,4.12,2344,"Par4Performance",2008
141,141,"Patrick Sheehan",124,69,4.05,5368,"Par4Performance",2008
147,147,"Todd Demsey",80,71,4.08,3440,"Par4Performance",2008
147,147,"Dustin Johnson",92,71,4.07,3940,"Par4Performance",2008
147,147,"Marc Turnesa",87,71,4.08,3728,"Par4Performance",2008
147,147,"Bubba Watson",97,71,4.07,4240,"Par4Performance",2008
151,151,"Tommy Gainey",60,73,4.11,2584,"Par4Performance",2008
152,152,"Lucas Glover",91,74,4.07,4008,"Par4Performance",2008
152,152,"Trevor Immelman",70,74,4.1,3024,"Par4Performance",2008
152,152,"David Lutterus",59,74,4.12,2560,"Par4Performance",2008
156,156,"Paul Goydos",78,75,4.09,3404,"Par4Performance",2008
156,156,"Ted Purdy",68,75,4.1,2908,"Par4Performance",2008
156,156,"Bob Sowards",61,75,4.11,2632,"Par4Performance",2008
159,159,"Jason Allred",63,76,4.11,2704,"Par4Performance",2008
159,159,"Angel Cabrera",55,76,4.13,2256,"Par4Performance",2008
159,159,"Chris DiMarco",87,76,4.08,3736,"Par4Performance",2008
162,162,"Martin Laird",98,77,4.07,4240,"Par4Performance",2008
162,162,"John Rollins",94,77,4.08,4024,"Par4Performance",2008
164,164,"Frank Lickliter II",107,78,4.07,4612,"Par4Performance",2008
164,164,"DJ Trahan",94,78,4.08,4072,"Par4Performance",2008
166,166,"Robert Gamez",79,79,4.09,3400,"Par4Performance",2008
166,166,"Troy Matteson",94,79,4.08,3992,"Par4Performance",2008
166,166,"George McNeill",97,79,4.08,4200,"Par4Performance",2008
169,169,"JB Holmes",86,80,4.09,3688,"Par4Performance",2008
170,170,"JP Hayes",67,81,4.11,2896,"Par4Performance",2008
170,170,"Jeff Quinney",87,81,4.09,3740,"Par4Performance",2008
172,172,"Alex Cejka",75,82,4.1,3232,"Par4Performance",2008
172,172,"Nick Flanagan",89,82,4.09,3808,"Par4Performance",2008
172,172,"Kevin Stadler",90,82,4.08,3860,"Par4Performance",2008
175,175,"Travis Perkins",53,85,4.15,2240,"Par4Performance",2008
175,175,"YE Yang",89,85,4.09,3820,"Par4Performance",2008
177,177,"Cody Freeman",66,86,4.12,2820,"Par4Performance",2008
177,177,"Todd Hamilton",92,86,4.09,3944,"Par4Performance",2008
177,177,"Rocco Mediate",87,86,4.09,3800,"Par4Performance",2008
177,177,"Jin Park",85,86,4.1,3592,"Par4Performance",2008
177,177,"Heath Slocum",104,86,4.08,4512,"Par4Performance",2008
182,182,"Billy Andrade",71,88,4.12,3048,"Par4Performance",2008
182,182,"Johnson Wagner",83,88,4.1,3568,"Par4Performance",2008
184,184,"Tag Ridings",88,89,4.09,3768,"Par4Performance",2008
185,185,"Ryan Armour",87,90,4.1,3680,"Par4Performance",2008
186,186,"Olin Browne",77,92,4.11,3352,"Par4Performance",2008
186,186,"Jon Mills",95,92,4.09,4084,"Par4Performance",2008
188,188,"Jesper Parnevik",88,93,4.1,3812,"Par4Performance",2008
189,189,"Cliff Kresge",84,95,4.1,3656,"Par4Performance",2008
190,190,"Charles Warren",79,98,4.12,3348,"Par4Performance",2008
191,191,"Kyle Thompson",70,99,4.13,2984,"Par4Performance",2008
192,192,"Eric Axley",113,103,4.08,4876,"Par4Performance",2008
192,192,"Andres Romero",69,103,4.14,2960,"Par4Performance",2008
194,194,"Brett Rumford",72,107,4.14,3080,"Par4Performance",2008
195,195,"Justin Bolli",87,108,4.12,3708,"Par4Performance",2008
195,195,"David Duval",51,108,4.2,2136,"Par4Performance",2008
197,197,"James Driscoll",85,117,4.13,3600,"Par4Performance",2008
