"Puttingfrom6_RANKTHISWEEK_2010","Puttingfrom6_RANKLASTWEEK_2010","Puttingfrom6_PLAYERNAME_2010","Puttingfrom6_ROUNDS_2010","Puttingfrom6_PctMADE_2010","Puttingfrom6_ATTEMPTS_2010","Puttingfrom6_PUTTSMADE_2010","stat_name","year"
1,1,"Brian Gay",101,89.16,83,74,"Puttingfrom6",2010
2,2,"Charles Howell III",103,85.37,82,70,"Puttingfrom6",2010
3,3,"Daniel Chopra",74,85.07,67,57,"Puttingfrom6",2010
4,4,"Retief Goosen",75,83.33,60,50,"Puttingfrom6",2010
5,5,"Dean Wilson",54,82.98,47,39,"Puttingfrom6",2010
6,6,"Skip Kendall",58,82.61,46,38,"Puttingfrom6",2010
7,7,"Jim Furyk",76,81.36,59,48,"Puttingfrom6",2010
8,8,"Kevin Johnson",62,81.25,48,39,"Puttingfrom6",2010
9,9,"Matt Bettencourt",91,80.52,77,62,"Puttingfrom6",2010
10,10,"Matt Kuchar",97,80,65,52,"Puttingfrom6",2010
11,11,"Aaron Baddeley",94,79.52,83,66,"Puttingfrom6",2010
12,12,"Tim Clark",88,79.45,73,58,"Puttingfrom6",2010
13,13,"JJ Henry",92,79.31,87,69,"Puttingfrom6",2010
13,13,"John Senden",103,79.31,87,69,"Puttingfrom6",2010
15,15,"JB Holmes",100,78.79,99,78,"Puttingfrom6",2010
16,16,"Greg Chalmers",93,78.5,107,84,"Puttingfrom6",2010
17,17,"Brett Quigley",96,78.31,83,65,"Puttingfrom6",2010
18,18,"Robert Garrigus",71,78.26,69,54,"Puttingfrom6",2010
19,19,"Ernie Els",72,77.78,45,35,"Puttingfrom6",2010
19,19,"Brenden Pappas",66,77.78,45,35,"Puttingfrom6",2010
19,19,"YE Yang",72,77.78,63,49,"Puttingfrom6",2010
22,22,"Cliff Kresge",50,77.55,49,38,"Puttingfrom6",2010
23,23,"Mathias Gronberg",61,77.5,40,31,"Puttingfrom6",2010
23,23,"Rory Sabbatini",79,77.5,80,62,"Puttingfrom6",2010
25,25,"Sergio Garcia",58,77.42,31,24,"Puttingfrom6",2010
26,26,"Chad Collins",87,77.38,84,65,"Puttingfrom6",2010
27,27,"Trevor Immelman",55,76.92,39,30,"Puttingfrom6",2010
27,27,"Sean OHair",84,76.92,78,60,"Puttingfrom6",2010
29,29,"Matt Jones",89,76.6,94,72,"Puttingfrom6",2010
29,29,"Tom Pernice Jr",74,76.6,47,36,"Puttingfrom6",2010
31,31,"Michael Sim",64,76.47,68,52,"Puttingfrom6",2010
32,32,"Ricky Barnes",103,76.34,93,71,"Puttingfrom6",2010
33,33,"Steve Stricker",73,76.27,59,45,"Puttingfrom6",2010
34,34,"George McNeill",79,76.25,80,61,"Puttingfrom6",2010
35,35,"Blake Adams",84,76.19,63,48,"Puttingfrom6",2010
36,36,"Bryce Molder",84,76.06,71,54,"Puttingfrom6",2010
37,37,"Scott Piercy",88,75.76,99,75,"Puttingfrom6",2010
38,38,"Spencer Levin",110,75.7,107,81,"Puttingfrom6",2010
39,39,"Heath Slocum",97,75.68,74,56,"Puttingfrom6",2010
40,40,"Luke Donald",71,75.51,49,37,"Puttingfrom6",2010
40,40,"Nathan Green",86,75.51,98,74,"Puttingfrom6",2010
42,42,"Justin Bolli",55,75,56,42,"Puttingfrom6",2010
42,42,"Brent Delahoussaye",57,75,48,36,"Puttingfrom6",2010
42,42,"Carl Pettersson",99,75,68,51,"Puttingfrom6",2010
42,42,"Alex Prugh",88,75,92,69,"Puttingfrom6",2010
46,46,"Chris Couch",66,74.55,55,41,"Puttingfrom6",2010
47,47,"Jason Bohn",84,74.32,74,55,"Puttingfrom6",2010
47,47,"Chris DiMarco",88,74.32,74,55,"Puttingfrom6",2010
49,49,"Roland Thatcher",72,74.12,85,63,"Puttingfrom6",2010
50,50,"Matt Every",60,74.07,54,40,"Puttingfrom6",2010
51,51,"John Rollins",81,73.86,88,65,"Puttingfrom6",2010
51,51,"Kevin Streelman",90,73.86,88,65,"Puttingfrom6",2010
53,53,"Paul Casey",64,73.81,42,31,"Puttingfrom6",2010
54,54,"James Driscoll",78,73.68,76,56,"Puttingfrom6",2010
55,55,"Jeff Quinney",91,73.33,90,66,"Puttingfrom6",2010
56,56,"Paul Stankowski",62,73.21,56,41,"Puttingfrom6",2010
56,56,"Scott Verplank",74,73.21,56,41,"Puttingfrom6",2010
58,58,"Andrew McLardy",52,73.17,41,30,"Puttingfrom6",2010
59,59,"Garrett Willis",82,72.97,74,54,"Puttingfrom6",2010
60,60,"Padraig Harrington",57,72.92,48,35,"Puttingfrom6",2010
61,61,"Brandt Snedeker",89,72.82,103,75,"Puttingfrom6",2010
62,62,"Ian Poulter",55,72.73,44,32,"Puttingfrom6",2010
62,62,"Chris Stroud",90,72.73,77,56,"Puttingfrom6",2010
62,62,"Brett Wetterich",54,72.73,55,40,"Puttingfrom6",2010
65,65,"Pat Perez",90,72.63,95,69,"Puttingfrom6",2010
66,66,"Jason Dufner",87,72.58,62,45,"Puttingfrom6",2010
67,67,"Johnson Wagner",85,72.5,80,58,"Puttingfrom6",2010
68,68,"Kevin Stadler",86,72.37,76,55,"Puttingfrom6",2010
69,69,"Freddie Jacobson",83,72.34,94,68,"Puttingfrom6",2010
70,70,"Steve Wheatcroft",74,72.29,83,60,"Puttingfrom6",2010
71,71,"Mathew Goggin",85,72.09,86,62,"Puttingfrom6",2010
72,72,"Troy Merritt",86,72.04,93,67,"Puttingfrom6",2010
73,73,"Kenny Perry",69,72,75,54,"Puttingfrom6",2010
73,73,"Andres Romero",73,72,75,54,"Puttingfrom6",2010
75,75,"Zach Johnson",93,71.95,82,59,"Puttingfrom6",2010
76,76,"Steve Flesch",78,71.79,78,56,"Puttingfrom6",2010
76,76,"Mike Weir",59,71.79,39,28,"Puttingfrom6",2010
78,78,"Tim Petrovic",105,71.74,92,66,"Puttingfrom6",2010
79,79,"Phil Mickelson",76,71.67,60,43,"Puttingfrom6",2010
80,80,"David Toms",86,71.64,67,48,"Puttingfrom6",2010
81,81,"Jeff Overton",89,71.62,74,53,"Puttingfrom6",2010
82,82,"Martin Laird",91,71.43,112,80,"Puttingfrom6",2010
82,82,"Justin Leonard",89,71.43,56,40,"Puttingfrom6",2010
84,84,"Troy Matteson",84,71.23,73,52,"Puttingfrom6",2010
85,85,"Jeff Gove",57,71.11,45,32,"Puttingfrom6",2010
86,86,"Michael Letzig",84,70.93,86,61,"Puttingfrom6",2010
87,87,"Chris Wilson",65,70.91,55,39,"Puttingfrom6",2010
88,88,"Brad Faxon",58,70.83,48,34,"Puttingfrom6",2010
88,88,"Chris Tidland",77,70.83,72,51,"Puttingfrom6",2010
90,90,"Lee Janzen",77,70.77,65,46,"Puttingfrom6",2010
91,91,"Vaughn Taylor",87,70.71,99,70,"Puttingfrom6",2010
92,92,"Brian Stuard",81,70.67,75,53,"Puttingfrom6",2010
93,93,"Ted Purdy",86,70.51,78,55,"Puttingfrom6",2010
94,94,"Ryan Moore",80,70.49,61,43,"Puttingfrom6",2010
94,94,"Kevin Na",94,70.49,61,43,"Puttingfrom6",2010
96,96,"Marc Leishman",87,70.37,81,57,"Puttingfrom6",2010
96,96,"Jay Williamson",76,70.37,54,38,"Puttingfrom6",2010
98,98,"Rory McIlroy",54,70.21,47,33,"Puttingfrom6",2010
99,99,"Cameron Percy",73,70,50,35,"Puttingfrom6",2010
100,100,"Chris Riley",73,69.86,73,51,"Puttingfrom6",2010
101,101,"Tim Herron",79,69.74,76,53,"Puttingfrom6",2010
101,101,"Ryan Palmer",84,69.74,76,53,"Puttingfrom6",2010
103,103,"Steve Elkington",74,69.57,46,32,"Puttingfrom6",2010
104,104,"Garth Mulroy",53,69.44,36,25,"Puttingfrom6",2010
105,105,"Shaun Micheel",70,69.39,49,34,"Puttingfrom6",2010
106,106,"Bo Van Pelt",104,69.31,101,70,"Puttingfrom6",2010
107,107,"Bill Lunde",79,69.23,65,45,"Puttingfrom6",2010
108,108,"Josh Teater",101,69.15,94,65,"Puttingfrom6",2010
109,109,"John Mallinger",78,69.12,68,47,"Puttingfrom6",2010
110,110,"Webb Simpson",98,69.07,97,67,"Puttingfrom6",2010
111,111,"Bob Estes",79,68.92,74,51,"Puttingfrom6",2010
111,111,"JP Hayes",79,68.92,74,51,"Puttingfrom6",2010
113,113,"Ryuji Imada",90,68.89,90,62,"Puttingfrom6",2010
