"FirstTeeEarlyLowestRound_RANKTHISWEEK_2016","FirstTeeEarlyLowestRound_RANKLASTWEEK_2016","FirstTeeEarlyLowestRound_PLAYERNAME_2016","FirstTeeEarlyLowestRound_ROUNDS_2016","FirstTeeEarlyLowestRound_LOWRND_2016","stat_name","year"
22,22,"Patrick Reed",53,65,"FirstTeeEarlyLowestRound",2016
22,22,"Kyle Reifers",63,65,"FirstTeeEarlyLowestRound",2016
22,22,"Patrick Rodgers",49,65,"FirstTeeEarlyLowestRound",2016
22,22,"John Senden",48,65,"FirstTeeEarlyLowestRound",2016
22,22,"Webb Simpson",34,65,"FirstTeeEarlyLowestRound",2016
22,22,"Hudson Swafford",52,65,"FirstTeeEarlyLowestRound",2016
22,22,"Cameron Tringale",47,65,"FirstTeeEarlyLowestRound",2016
22,22,"Harold Varner III",58,65,"FirstTeeEarlyLowestRound",2016
22,22,"Camilo Villegas",50,65,"FirstTeeEarlyLowestRound",2016
22,22,"Johnson Wagner",44,65,"FirstTeeEarlyLowestRound",2016
22,22,"Boo Weekley",53,65,"FirstTeeEarlyLowestRound",2016
22,22,"Will Wilcox",47,65,"FirstTeeEarlyLowestRound",2016
22,22,"Tim Wilkinson",40,65,"FirstTeeEarlyLowestRound",2016
64,63,"Aaron Baddeley",51,66,"FirstTeeEarlyLowestRound",2016
64,63,"Daniel Berger",52,66,"FirstTeeEarlyLowestRound",2016
64,63,"Zac Blair",56,66,"FirstTeeEarlyLowestRound",2016
64,63,"Gregory Bourdy",4,66,"FirstTeeEarlyLowestRound",2016
64,63,"Keegan Bradley",40,66,"FirstTeeEarlyLowestRound",2016
64,63,"Angel Cabrera",42,66,"FirstTeeEarlyLowestRound",2016
64,63,"Alex Cejka",47,66,"FirstTeeEarlyLowestRound",2016
64,63,"Jon Curran",55,66,"FirstTeeEarlyLowestRound",2016
64,63,"Brendon de Jonge",55,66,"FirstTeeEarlyLowestRound",2016
64,63,"Bryson DeChambeau",16,66,"FirstTeeEarlyLowestRound",2016
64,63,"Luke Donald",49,66,"FirstTeeEarlyLowestRound",2016
64,63,"Ernie Els",34,66,"FirstTeeEarlyLowestRound",2016
64,63,"Gonzalo Fdez Castano",6,66,"FirstTeeEarlyLowestRound",2016
64,63,"Tony Finau",49,66,"FirstTeeEarlyLowestRound",2016
64,63,"Robert Garrigus",34,66,"FirstTeeEarlyLowestRound",2016
64,63,"Lucas Glover",53,66,"FirstTeeEarlyLowestRound",2016
64,63,"Andres Gonzales",46,66,"FirstTeeEarlyLowestRound",2016
64,63,"Bill Haas",42,66,"FirstTeeEarlyLowestRound",2016
64,63,"Adam Hadwin",53,66,"FirstTeeEarlyLowestRound",2016
64,63,"Padraig Harrington",38,66,"FirstTeeEarlyLowestRound",2016
64,63,"Jim Herman",55,66,"FirstTeeEarlyLowestRound",2016
64,63,"Tim Herron",21,66,"FirstTeeEarlyLowestRound",2016
64,63,"Justin Hicks",26,66,"FirstTeeEarlyLowestRound",2016
64,63,"Charley Hoffman",49,66,"FirstTeeEarlyLowestRound",2016
64,63,"Morgan Hoffmann",43,66,"FirstTeeEarlyLowestRound",2016
64,63,"Tom Hoge",47,66,"FirstTeeEarlyLowestRound",2016
64,63,"JB Holmes",39,66,"FirstTeeEarlyLowestRound",2016
64,63,"Billy Horschel",45,66,"FirstTeeEarlyLowestRound",2016
64,63,"Charles Howell III",63,66,"FirstTeeEarlyLowestRound",2016
64,63,"John Huh",51,66,"FirstTeeEarlyLowestRound",2016
64,63,"Thongchai Jaidee",19,66,"FirstTeeEarlyLowestRound",2016
64,63,"Sung Kang",51,66,"FirstTeeEarlyLowestRound",2016
64,63,"Daisuke Kataoka",4,66,"FirstTeeEarlyLowestRound",2016
64,63,"Smylie Kaufman",57,66,"FirstTeeEarlyLowestRound",2016
64,63,"Colt Knost",56,66,"FirstTeeEarlyLowestRound",2016
64,63,"Russell Knox",48,66,"FirstTeeEarlyLowestRound",2016
64,63,"Brooks Koepka",39,66,"FirstTeeEarlyLowestRound",2016
64,63,"Danny Lee",53,66,"FirstTeeEarlyLowestRound",2016
64,63,"Frank Lickliter II",12,66,"FirstTeeEarlyLowestRound",2016
64,63,"Jarrod Lyle",18,66,"FirstTeeEarlyLowestRound",2016
64,63,"Peter Malnati",53,66,"FirstTeeEarlyLowestRound",2016
64,63,"Lee McCoy",4,66,"FirstTeeEarlyLowestRound",2016
64,63,"George McNeill",33,66,"FirstTeeEarlyLowestRound",2016
64,63,"Troy Merritt",41,66,"FirstTeeEarlyLowestRound",2016
64,63,"Ryan Palmer",46,66,"FirstTeeEarlyLowestRound",2016
64,63,"Pat Perez",28,66,"FirstTeeEarlyLowestRound",2016
64,63,"Ian Poulter",37,66,"FirstTeeEarlyLowestRound",2016
64,63,"Jon Rahm",4,66,"FirstTeeEarlyLowestRound",2016
64,63,"Wes Roach",33,66,"FirstTeeEarlyLowestRound",2016
64,63,"Andres Romero",22,66,"FirstTeeEarlyLowestRound",2016
64,63,"Justin Rose",35,66,"FirstTeeEarlyLowestRound",2016
64,63,"Rory Sabbatini",40,66,"FirstTeeEarlyLowestRound",2016
64,63,"Brandt Snedeker",47,66,"FirstTeeEarlyLowestRound",2016
64,63,"Brett Stegmaier",57,66,"FirstTeeEarlyLowestRound",2016
64,63,"Daniel Summerhays",55,66,"FirstTeeEarlyLowestRound",2016
64,63,"Nick Taylor",57,66,"FirstTeeEarlyLowestRound",2016
64,63,"Justin Thomas",53,66,"FirstTeeEarlyLowestRound",2016
64,63,"DJ Trahan",23,66,"FirstTeeEarlyLowestRound",2016
64,63,"Nick Watney",17,66,"FirstTeeEarlyLowestRound",2016
64,63,"Bernd Wiesberger",23,66,"FirstTeeEarlyLowestRound",2016
64,63,"Mark Wilson",42,66,"FirstTeeEarlyLowestRound",2016
64,63,"Gary Woodland",45,66,"FirstTeeEarlyLowestRound",2016
126,126,"Tyler Aldridge",53,67,"FirstTeeEarlyLowestRound",2016
126,126,"Stuart Appleby",39,67,"FirstTeeEarlyLowestRound",2016
126,126,"Blayne Barber",44,67,"FirstTeeEarlyLowestRound",2016
126,126,"Shane Bertsch",30,67,"FirstTeeEarlyLowestRound",2016
126,126,"Jonas Blixt",46,67,"FirstTeeEarlyLowestRound",2016
126,126,"Michael Bradley",16,67,"FirstTeeEarlyLowestRound",2016
126,126,"Bronson Burgoon",53,67,"FirstTeeEarlyLowestRound",2016
126,126,"Rafa Cabrera Bello",19,67,"FirstTeeEarlyLowestRound",2016
126,126,"Chad Campbell",54,67,"FirstTeeEarlyLowestRound",2016
126,126,"Roberto Castro",55,67,"FirstTeeEarlyLowestRound",2016
126,126,"Chad Collins",45,67,"FirstTeeEarlyLowestRound",2016
126,126,"Ben Crane",48,67,"FirstTeeEarlyLowestRound",2016
126,126,"Brian Davis",17,67,"FirstTeeEarlyLowestRound",2016
126,126,"Harris English",51,67,"FirstTeeEarlyLowestRound",2016
126,126,"Derek Ernst",36,67,"FirstTeeEarlyLowestRound",2016
126,126,"Martin Flores",4,67,"FirstTeeEarlyLowestRound",2016
126,126,"Rickie Fowler",42,67,"FirstTeeEarlyLowestRound",2016
126,126,"Sergio Garcia",28,67,"FirstTeeEarlyLowestRound",2016
126,126,"Brice Garnett",29,67,"FirstTeeEarlyLowestRound",2016
126,126,"Rhein Gibson",36,67,"FirstTeeEarlyLowestRound",2016
126,126,"Tom Gillis",16,67,"FirstTeeEarlyLowestRound",2016
126,126,"Branden Grace",31,67,"FirstTeeEarlyLowestRound",2016
126,177,"Chesson Hadley",51,67,"FirstTeeEarlyLowestRound",2016
126,126,"JJ Henry",44,67,"FirstTeeEarlyLowestRound",2016
126,126,"Hiroshi Iwata",51,67,"FirstTeeEarlyLowestRound",2016
126,126,"Zach Johnson",42,67,"FirstTeeEarlyLowestRound",2016
126,126,"Dustin Johnson",37,67,"FirstTeeEarlyLowestRound",2016
126,126,"Matt Jones",45,67,"FirstTeeEarlyLowestRound",2016
126,126,"Hyung Sung Kim",2,67,"FirstTeeEarlyLowestRound",2016
126,126,"Matt Kuchar",46,67,"FirstTeeEarlyLowestRound",2016
126,126,"Martin Laird",46,67,"FirstTeeEarlyLowestRound",2016
126,126,"Shane Lowry",35,67,"FirstTeeEarlyLowestRound",2016
126,126,"Will Ma Kenzie",54,67,"FirstTeeEarlyLowestRound",2016
126,126,"Billy Mayfair",10,67,"FirstTeeEarlyLowestRound",2016
126,126,"Bryce Molder",50,67,"FirstTeeEarlyLowestRound",2016
126,126,"Seung Yul Noh",54,67,"FirstTeeEarlyLowestRound",2016
126,126,"Geoff Ogilvy",37,67,"FirstTeeEarlyLowestRound",2016
126,126,"Cameron Percy",22,67,"FirstTeeEarlyLowestRound",2016
126,126,"Thomas Pieters",11,67,"FirstTeeEarlyLowestRound",2016
126,126,"Sam Saunders",40,67,"FirstTeeEarlyLowestRound",2016
126,126,"Ollie Schniederjans",23,67,"FirstTeeEarlyLowestRound",2016
126,126,"Cameron Smith",45,67,"FirstTeeEarlyLowestRound",2016
126,126,"Scott Stallings",46,67,"FirstTeeEarlyLowestRound",2016
126,126,"Kyle Stanley",57,67,"FirstTeeEarlyLowestRound",2016
126,126,"Brendan Steele",48,67,"FirstTeeEarlyLowestRound",2016
126,126,"Shawn Stefani",45,67,"FirstTeeEarlyLowestRound",2016
126,126,"Robert Streb",51,67,"FirstTeeEarlyLowestRound",2016
126,126,"Kevin Streelman",46,67,"FirstTeeEarlyLowestRound",2016
126,126,"Steve Stricker",25,67,"FirstTeeEarlyLowestRound",2016
126,126,"Michael Thompson",46,67,"FirstTeeEarlyLowestRound",2016
126,126,"Bubba Watson",30,67,"FirstTeeEarlyLowestRound",2016
126,126,"Xinjun Zhang",4,67,"FirstTeeEarlyLowestRound",2016
178,177,"Mark Anderson",2,68,"FirstTeeEarlyLowestRound",2016
178,177,"Scott Brown",59,68,"FirstTeeEarlyLowestRound",2016
178,177,"Jonathan Byrd",20,68,"FirstTeeEarlyLowestRound",2016
178,177,"Paul Casey",39,68,"FirstTeeEarlyLowestRound",2016
178,177,"Bud Cauley",17,68,"FirstTeeEarlyLowestRound",2016
178,177,"Greg Chalmers",13,68,"FirstTeeEarlyLowestRound",2016
178,177,"KJ Choi",47,68,"FirstTeeEarlyLowestRound",2016
178,177,"Erik Compton",45,68,"FirstTeeEarlyLowestRound",2016
178,177,"James Driscoll",4,68,"FirstTeeEarlyLowestRound",2016
178,177,"Matt Every",34,68,"FirstTeeEarlyLowestRound",2016
178,177,"Matthew Fitzpatrick",23,68,"FirstTeeEarlyLowestRound",2016
178,177,"Steve Flesch",10,68,"FirstTeeEarlyLowestRound",2016
178,177,"Brian Gay",22,68,"FirstTeeEarlyLowestRound",2016
178,177,"Ben Geyer",2,68,"FirstTeeEarlyLowestRound",2016
178,177,"Whee Kim",54,68,"FirstTeeEarlyLowestRound",2016
178,177,"Patton Kizzire",57,68,"FirstTeeEarlyLowestRound",2016
178,177,"Satoshi Kodaira",7,68,"FirstTeeEarlyLowestRound",2016
178,177,"Jason Kokrak",52,68,"FirstTeeEarlyLowestRound",2016
178,177,"Romain Langasque",4,68,"FirstTeeEarlyLowestRound",2016
178,177,"Scott Langley",41,68,"FirstTeeEarlyLowestRound",2016
178,177,"Luke List",51,68,"FirstTeeEarlyLowestRound",2016
178,177,"Steve Marino",40,68,"FirstTeeEarlyLowestRound",2016
178,177,"Hideki Matsuyama",40,68,"FirstTeeEarlyLowestRound",2016
178,177,"Byron Meth",2,68,"FirstTeeEarlyLowestRound",2016
178,177,"Ryan Moore",40,68,"FirstTeeEarlyLowestRound",2016
178,177,"James Morrison",4,68,"FirstTeeEarlyLowestRound",2016
178,177,"Trey Mullinax",8,68,"FirstTeeEarlyLowestRound",2016
178,177,"Henrik Norlander",41,68,"FirstTeeEarlyLowestRound",2016
178,177,"Paul Peterson",4,68,"FirstTeeEarlyLowestRound",2016
178,177,"Martin Piller",37,68,"FirstTeeEarlyLowestRound",2016
178,177,"Scott Pinckney",53,68,"FirstTeeEarlyLowestRound",2016
178,177,"Dicky Pride",33,68,"FirstTeeEarlyLowestRound",2016
178,177,"Chris Riley",4,68,"FirstTeeEarlyLowestRound",2016
178,177,"Charl Schwartzel",29,68,"FirstTeeEarlyLowestRound",2016
178,177,"Vijay Singh",42,68,"FirstTeeEarlyLowestRound",2016
178,177,"Hunter Stewart",19,68,"FirstTeeEarlyLowestRound",2016
178,177,"Chris Stroud",52,68,"FirstTeeEarlyLowestRound",2016
178,177,"Brendon Todd",43,68,"FirstTeeEarlyLowestRound",2016
178,177,"Marc Turnesa",14,68,"FirstTeeEarlyLowestRound",2016
178,177,"Tyrone Van Aswegen",67,68,"FirstTeeEarlyLowestRound",2016
178,177,"Jhonattan Vegas",49,68,"FirstTeeEarlyLowestRound",2016
178,177,"Steve Wheatcroft",53,68,"FirstTeeEarlyLowestRound",2016
178,177,"Chris Wood",19,68,"FirstTeeEarlyLowestRound",2016
221,221,"Thomas Aiken",42,69,"FirstTeeEarlyLowestRound",2016
221,221,"Robert Allenby",35,69,"FirstTeeEarlyLowestRound",2016
221,221,"Kiradech Aphibarnrat",19,69,"FirstTeeEarlyLowestRound",2016
221,221,"Wu Ashun",4,69,"FirstTeeEarlyLowestRound",2016
221,221,"Cameron Beckman",17,69,"FirstTeeEarlyLowestRound",2016
221,221,"Matt Dobyns",13,69,"FirstTeeEarlyLowestRound",2016
221,221,"Jamie Donaldson",28,69,"FirstTeeEarlyLowestRound",2016
221,221,"Jorge Fernandez Valdes",4,69,"FirstTeeEarlyLowestRound",2016
221,221,"Mark Hensby",6,69,"FirstTeeEarlyLowestRound",2016
221,221,"Billy Hurley III",22,69,"FirstTeeEarlyLowestRound",2016
221,221,"Freddie Jacobson",54,69,"FirstTeeEarlyLowestRound",2016
221,279,"Martin Kaymer",21,69,"FirstTeeEarlyLowestRound",2016
221,221,"Lucas Lee",22,69,"FirstTeeEarlyLowestRound",2016
221,221,"Davis Love III",40,69,"FirstTeeEarlyLowestRound",2016
221,221,"Ben Martin",48,69,"FirstTeeEarlyLowestRound",2016
221,221,"Nick Mason",4,69,"FirstTeeEarlyLowestRound",2016
221,221,"Graeme McDowell",33,69,"FirstTeeEarlyLowestRound",2016
221,221,"John Merrick",17,69,"FirstTeeEarlyLowestRound",2016
221,221,"Carlos Ortiz",47,69,"FirstTeeEarlyLowestRound",2016
221,221,"Carl Pettersson",31,69,"FirstTeeEarlyLowestRound",2016
221,221,"DA Points",32,69,"FirstTeeEarlyLowestRound",2016
221,221,"Ted Purdy",13,69,"FirstTeeEarlyLowestRound",2016
221,221,"Michael Putnam",17,69,"FirstTeeEarlyLowestRound",2016
221,221,"Jonathan Randolph",2,69,"FirstTeeEarlyLowestRound",2016
221,221,"Henrik Stenson",30,69,"FirstTeeEarlyLowestRound",2016
221,221,"Darron Stiles",28,69,"FirstTeeEarlyLowestRound",2016
221,221,"David Toms",38,69,"FirstTeeEarlyLowestRound",2016
221,249,"Dawie van der Walt",48,69,"FirstTeeEarlyLowestRound",2016
221,221,"Lee Westwood",13,69,"FirstTeeEarlyLowestRound",2016
221,221,"Greg Yates",4,69,"FirstTeeEarlyLowestRound",2016
251,249,"Blake Adams",12,70,"FirstTeeEarlyLowestRound",2016
251,249,"Charlie Beljan",26,70,"FirstTeeEarlyLowestRound",2016
251,249,"Dean Burmester",4,70,"FirstTeeEarlyLowestRound",2016
251,249,"Rodolfo Cazaubon",10,70,"FirstTeeEarlyLowestRound",2016
251,249,"Andrew Dodt",8,70,"FirstTeeEarlyLowestRound",2016
251,249,"Nacho Elvira",2,70,"FirstTeeEarlyLowestRound",2016
251,249,"Ross Fisher",8,70,"FirstTeeEarlyLowestRound",2016
251,249,"Tommy Fleetwood",4,70,"FirstTeeEarlyLowestRound",2016
251,249,"Tommy Gainey",9,70,"FirstTeeEarlyLowestRound",2016
251,249,"Brandon Hagy",8,70,"FirstTeeEarlyLowestRound",2016
251,249,"Tyrrell Hatton",4,70,"FirstTeeEarlyLowestRound",2016
251,249,"Scott Hend",12,70,"FirstTeeEarlyLowestRound",2016
251,249,"David Howell",4,70,"FirstTeeEarlyLowestRound",2016
251,249,"Trevor Immelman",17,70,"FirstTeeEarlyLowestRound",2016
251,249,"Nick Killpack",2,70,"FirstTeeEarlyLowestRound",2016
251,249,"Soren Kjeldsen",17,70,"FirstTeeEarlyLowestRound",2016
251,249,"Kelly Kraft",35,70,"FirstTeeEarlyLowestRound",2016
251,249,"Andrew Landry",24,70,"FirstTeeEarlyLowestRound",2016
251,249,"Hunter Mahan",43,70,"FirstTeeEarlyLowestRound",2016
251,249,"Rob Oppenheim",37,70,"FirstTeeEarlyLowestRound",2016
251,249,"Renato Paratore",2,70,"FirstTeeEarlyLowestRound",2016
251,249,"Alex Prugh",17,70,"FirstTeeEarlyLowestRound",2016
251,249,"John Rollins",14,70,"FirstTeeEarlyLowestRound",2016
251,249,"Ryan Ruffels",17,70,"FirstTeeEarlyLowestRound",2016
251,249,"Adam Scott",39,70,"FirstTeeEarlyLowestRound",2016
251,249,"Heath Slocum",4,70,"FirstTeeEarlyLowestRound",2016
251,249,"Andy Sullivan",25,70,"FirstTeeEarlyLowestRound",2016
251,249,"Adam Svensson",6,70,"FirstTeeEarlyLowestRound",2016
251,249,"Scott Wolfes",2,70,"FirstTeeEarlyLowestRound",2016
280,279,"Abraham Ancer",26,71,"FirstTeeEarlyLowestRound",2016
280,279,"Craig Barlow",2,71,"FirstTeeEarlyLowestRound",2016
280,279,"Frankie Capan",2,71,"FirstTeeEarlyLowestRound",2016
280,279,"Miguel Angel Carballo",24,71,"FirstTeeEarlyLowestRound",2016
280,279,"SSP Chawrasia",8,71,"FirstTeeEarlyLowestRound",2016
280,279,"George Coetzee",8,71,"FirstTeeEarlyLowestRound",2016
280,279,"Austin Connelly",8,71,"FirstTeeEarlyLowestRound",2016
280,279,"Chris DiMarco",4,71,"FirstTeeEarlyLowestRound",2016
280,279,"Paul Dunne",9,71,"FirstTeeEarlyLowestRound",2016
280,279,"Fred Funk",10,71,"FirstTeeEarlyLowestRound",2016
280,279,"KT Kim",8,71,"FirstTeeEarlyLowestRound",2016
280,279,"Richard Lee",13,71,"FirstTeeEarlyLowestRound",2016
280,279,"WC Liang",4,71,"FirstTeeEarlyLowestRound",2016
280,279,"Jack Maguire",4,71,"FirstTeeEarlyLowestRound",2016
280,279,"Maverick McNealy",4,71,"FirstTeeEarlyLowestRound",2016
280,279,"Louis Oosthuizen",25,71,"FirstTeeEarlyLowestRound",2016
280,279,"Rod Pampling",20,71,"FirstTeeEarlyLowestRound",2016
280,279,"John Peterson",8,71,"FirstTeeEarlyLowestRound",2016
280,279,"Xander Schauffele",5,71,"FirstTeeEarlyLowestRound",2016
280,279,"Vaughn Taylor",30,71,"FirstTeeEarlyLowestRound",2016
280,279,"Bobby Wyatt",8,71,"FirstTeeEarlyLowestRound",2016
301,301,"Arjun Atwal",2,72,"FirstTeeEarlyLowestRound",2016
301,301,"Rafael Campos",8,72,"FirstTeeEarlyLowestRound",2016
301,301,"Glen Day",4,72,"FirstTeeEarlyLowestRound",2016
301,301,"Victor Dubuisson",11,72,"FirstTeeEarlyLowestRound",2016
301,301,"Prayad Marksaeng",4,72,"FirstTeeEarlyLowestRound",2016
301,301,"Brian Maurer",2,72,"FirstTeeEarlyLowestRound",2016
301,301,"Jon McLean",2,72,"FirstTeeEarlyLowestRound",2016
301,301,"Tim Petrovic",8,72,"FirstTeeEarlyLowestRound",2016
301,301,"Benjamin Taylor",3,72,"FirstTeeEarlyLowestRound",2016
301,301,"Nicholas Thompson",11,72,"FirstTeeEarlyLowestRound",2016
311,311,"Austin Cook",2,73,"FirstTeeEarlyLowestRound",2016
311,311,"Charlie Danielson",4,73,"FirstTeeEarlyLowestRound",2016
311,311,"Zecheng Dou",4,73,"FirstTeeEarlyLowestRound",2016
311,311,"Kramer Hickok",2,73,"FirstTeeEarlyLowestRound",2016
311,311,"Nathan Holman",4,73,"FirstTeeEarlyLowestRound",2016
311,311,"Miguel Angel Jimenez",4,73,"FirstTeeEarlyLowestRound",2016
311,311,"Bernhard Langer",4,73,"FirstTeeEarlyLowestRound",2016
311,311,"Jeff Maggert",2,73,"FirstTeeEarlyLowestRound",2016
311,NA,"Kelly Mitchum",4,73,"FirstTeeEarlyLowestRound",2016
311,311,"Yusaku Miyazato",8,73,"FirstTeeEarlyLowestRound",2016
311,311,"Clayton Rask",2,73,"FirstTeeEarlyLowestRound",2016
311,311,"Curtis Reed",4,73,"FirstTeeEarlyLowestRound",2016
311,311,"Chris Smith",4,73,"FirstTeeEarlyLowestRound",2016
311,311,"Omar Uresti",4,73,"FirstTeeEarlyLowestRound",2016
311,311,"Bo Van Pelt",14,73,"FirstTeeEarlyLowestRound",2016
311,311,"Mike Weir",14,73,"FirstTeeEarlyLowestRound",2016
311,311,"Tim Yelverton",2,73,"FirstTeeEarlyLowestRound",2016
329,328,"Matt Bettencourt",5,74,"FirstTeeEarlyLowestRound",2016
329,328,"Mark Brooks",3,74,"FirstTeeEarlyLowestRound",2016
329,328,"Bob Estes",2,74,"FirstTeeEarlyLowestRound",2016
329,328,"Oscar Fraustro",2,74,"FirstTeeEarlyLowestRound",2016
329,328,"Arie Ahmad Irawan",4,74,"FirstTeeEarlyLowestRound",2016
329,328,"Mardan Mamat",4,74,"FirstTeeEarlyLowestRound",2016
329,328,"Larry Mize",4,74,"FirstTeeEarlyLowestRound",2016
329,328,"Alan Morin",4,74,"FirstTeeEarlyLowestRound",2016
329,328,"Rod Perry",2,74,"FirstTeeEarlyLowestRound",2016
329,328,"Brett Quigley",3,74,"FirstTeeEarlyLowestRound",2016
329,328,"Tom Watson",2,74,"FirstTeeEarlyLowestRound",2016
329,328,"Jordan Zunic",4,74,"FirstTeeEarlyLowestRound",2016
341,340,"Mark Blakefield",2,75,"FirstTeeEarlyLowestRound",2016
341,340,"David Bradshaw",2,75,"FirstTeeEarlyLowestRound",2016
341,340,"Kristoffer Broberg",4,75,"FirstTeeEarlyLowestRound",2016
341,340,"David Duval",3,75,"FirstTeeEarlyLowestRound",2016
341,340,"Robert Gamez",2,75,"FirstTeeEarlyLowestRound",2016
341,340,"Domenico Geminiani",2,75,"FirstTeeEarlyLowestRound",2016
341,340,"David Mathis",2,75,"FirstTeeEarlyLowestRound",2016
341,340,"Denny McCarthy",2,75,"FirstTeeEarlyLowestRound",2016
341,340,"Paul McConnell",4,75,"FirstTeeEarlyLowestRound",2016
341,340,"Sammy Schmitz",2,75,"FirstTeeEarlyLowestRound",2016
351,350,"Derek Bard",2,76,"FirstTeeEarlyLowestRound",2016
351,350,"Bo Hoag",2,76,"FirstTeeEarlyLowestRound",2016
351,350,"Hao Tong Li",8,76,"FirstTeeEarlyLowestRound",2016
351,350,"Sandy Lyle",2,76,"FirstTeeEarlyLowestRound",2016
351,350,"Brian Smock",4,76,"FirstTeeEarlyLowestRound",2016
356,355,"Darren Clarke",4,77,"FirstTeeEarlyLowestRound",2016
356,355,"Dennis Downs",2,77,"FirstTeeEarlyLowestRound",2016
356,355,"Marcus Fraser",7,77,"FirstTeeEarlyLowestRound",2016
356,355,"Marty Jertson",2,77,"FirstTeeEarlyLowestRound",2016
356,355,"Casey Wittenberg",2,77,"FirstTeeEarlyLowestRound",2016
356,355,"Zach Wright",2,77,"FirstTeeEarlyLowestRound",2016
362,361,"Connor Arendell",2,78,"FirstTeeEarlyLowestRound",2016
362,NA,"Blake Olson",2,78,"FirstTeeEarlyLowestRound",2016
362,361,"David Solomon",2,78,"FirstTeeEarlyLowestRound",2016
365,363,"David Hronek",2,79,"FirstTeeEarlyLowestRound",2016
365,363,"Cheng Jin",2,79,"FirstTeeEarlyLowestRound",2016
367,365,"Mark OMeara",2,80,"FirstTeeEarlyLowestRound",2016
