"Approachesfrom175200yardsRgh_RANKTHISWEEK_2005","Approachesfrom175200yardsRgh_RANKLASTWEEK_2005","Approachesfrom175200yardsRgh_PLAYERNAME_2005","Approachesfrom175200yardsRgh_ROUNDS_2005","Approachesfrom175200yardsRgh_AVG_2005","Approachesfrom175200yardsRgh_TOTALDISTANCEFEET_2005","Approachesfrom175200yardsRgh_OFATTEMPTS_2005","Approachesfrom175200yardsRgh_RELATIVETOPAR_2005","stat_name","year"
1,1,"Lucas Glover",88,NA,1471,36,7,"Approachesfrom175200yardsRgh",2005
2,2,"Frank Lickliter II",100,NA,1641,39,8,"Approachesfrom175200yardsRgh",2005
3,3,"Brenden Pappas",51,NA,1145.417,27,8,"Approachesfrom175200yardsRgh",2005
4,4,"Jose Maria Olazabal",55,NA,1213.833,28,1,"Approachesfrom175200yardsRgh",2005
5,5,"Fred Couples",72,NA,1086.833,25,3,"Approachesfrom175200yardsRgh",2005
6,6,"Ian Poulter",62,NA,960.083,22,8,"Approachesfrom175200yardsRgh",2005
7,7,"Tiger Woods",76,NA,1303.583,29,-2,"Approachesfrom175200yardsRgh",2005
8,8,"Scott Hend",75,NA,1890,41,9,"Approachesfrom175200yardsRgh",2005
9,9,"Jay Haas",54,NA,972.333,21,6,"Approachesfrom175200yardsRgh",2005
10,10,"Michael Long",72,NA,1254.583,27,0,"Approachesfrom175200yardsRgh",2005
11,11,"Justin Rose",99,NA,1864.333,40,7,"Approachesfrom175200yardsRgh",2005
12,12,"Bernhard Langer",67,NA,1358.417,29,1,"Approachesfrom175200yardsRgh",2005
12,12,"Ryan Palmer",101,NA,1966.25,42,10,"Approachesfrom175200yardsRgh",2005
12,12,"Jay Williamson",53,NA,1263.667,27,9,"Approachesfrom175200yardsRgh",2005
15,15,"Richard Johnson",50,NA,1313.333,28,6,"Approachesfrom175200yardsRgh",2005
15,15,"Brendan Jones",81,NA,1547.5,33,7,"Approachesfrom175200yardsRgh",2005
17,17,"Mark OMeara",66,NA,1600.583,34,9,"Approachesfrom175200yardsRgh",2005
18,18,"Zach Johnson",96,NA,1321.167,28,1,"Approachesfrom175200yardsRgh",2005
19,19,"Arron Oberholser",65,NA,1619.333,34,8,"Approachesfrom175200yardsRgh",2005
20,20,"Charles Howell III",95,NA,2059.75,43,1,"Approachesfrom175200yardsRgh",2005
21,21,"Chad Campbell",95,NA,2358.833,49,13,"Approachesfrom175200yardsRgh",2005
22,22,"Kirk Triplett",55,NA,1157.167,24,3,"Approachesfrom175200yardsRgh",2005
23,23,"Paul Claxton",79,NA,1063.417,22,7,"Approachesfrom175200yardsRgh",2005
24,24,"Jonathan Byrd",103,NA,2181.417,45,9,"Approachesfrom175200yardsRgh",2005
24,24,"Daniel Chopra",108,NA,2182.833,45,1,"Approachesfrom175200yardsRgh",2005
26,26,"Tjaart van der Walt",56,NA,1121.25,23,4,"Approachesfrom175200yardsRgh",2005
27,27,"Craig Perks",67,NA,2101.417,43,10,"Approachesfrom175200yardsRgh",2005
27,27,"Mario Tiziani",67,NA,1561.833,32,5,"Approachesfrom175200yardsRgh",2005
29,29,"Matt Gogel",78,NA,1771.25,36,10,"Approachesfrom175200yardsRgh",2005
30,30,"Vaughn Taylor",99,NA,1983,40,0,"Approachesfrom175200yardsRgh",2005
30,30,"Bo Van Pelt",112,NA,2676.167,54,13,"Approachesfrom175200yardsRgh",2005
32,32,"Jason Allred",75,NA,1935.667,39,18,"Approachesfrom175200yardsRgh",2005
32,32,"Danny Briggs",70,NA,1292.083,26,3,"Approachesfrom175200yardsRgh",2005
