"Total1Putts1520_RANKTHISWEEK_2016","Total1Putts1520_RANKLASTWEEK_2016","Total1Putts1520_PLAYERNAME_2016","Total1Putts1520_ROUNDS_2016","Total1Putts1520_TOTAL_2016","Total1Putts1520_TOTALFORALLDISTANCES_2016","Total1Putts1520_PCTOFALL1PUTTS_2016","stat_name","year"
31,38,"Colt Knost",56,16,314,5.1,"Total1Putts1520",2016
31,24,"Ben Martin",48,16,281,5.7,"Total1Putts1520",2016
31,38,"John Senden",48,16,283,5.7,"Total1Putts1520",2016
31,24,"Will Wilcox",47,16,290,5.5,"Total1Putts1520",2016
39,52,"Tyler Aldridge",53,15,282,5.3,"Total1Putts1520",2016
39,32,"Jonas Blixt",46,15,292,5.1,"Total1Putts1520",2016
39,32,"Ben Crane",48,15,277,5.4,"Total1Putts1520",2016
39,52,"Jamie Donaldson",28,15,166,9,"Total1Putts1520",2016
39,32,"Zach Johnson",42,15,237,6.3,"Total1Putts1520",2016
39,32,"Chris Kirk",51,15,282,5.3,"Total1Putts1520",2016
39,52,"Henrik Norlander",41,15,176,8.5,"Total1Putts1520",2016
39,38,"Kyle Reifers",63,15,321,4.7,"Total1Putts1520",2016
39,38,"Kyle Stanley",57,15,322,4.7,"Total1Putts1520",2016
39,38,"Boo Weekley",53,15,278,5.4,"Total1Putts1520",2016
49,38,"Jason Bohn",37,14,205,6.8,"Total1Putts1520",2016
49,52,"Lucas Glover",53,14,306,4.6,"Total1Putts1520",2016
49,52,"Bill Haas",42,14,181,7.7,"Total1Putts1520",2016
49,38,"Russell Henley",42,14,264,5.3,"Total1Putts1520",2016
49,38,"Charles Howell III",63,14,348,4,"Total1Putts1520",2016
49,72,"Whee Kim",54,14,285,4.9,"Total1Putts1520",2016
49,72,"Martin Laird",46,14,276,5.1,"Total1Putts1520",2016
49,72,"Andrew Loupe",50,14,316,4.4,"Total1Putts1520",2016
49,52,"Hideki Matsuyama",40,14,187,7.5,"Total1Putts1520",2016
49,101,"Rory McIlroy",37,14,165,8.5,"Total1Putts1520",2016
49,52,"Carlos Ortiz",47,14,235,6,"Total1Putts1520",2016
49,52,"Jeff Overton",51,14,312,4.5,"Total1Putts1520",2016
49,38,"Chez Reavie",56,14,343,4.1,"Total1Putts1520",2016
49,38,"Nick Taylor",57,14,314,4.5,"Total1Putts1520",2016
49,38,"Jimmy Walker",43,14,242,5.8,"Total1Putts1520",2016
64,52,"Ricky Barnes",57,13,336,3.9,"Total1Putts1520",2016
64,52,"Zac Blair",56,13,313,4.2,"Total1Putts1520",2016
64,87,"Angel Cabrera",42,13,237,5.5,"Total1Putts1520",2016
64,52,"Kevin Chappell",49,13,291,4.5,"Total1Putts1520",2016
64,52,"KJ Choi",47,13,298,4.4,"Total1Putts1520",2016
64,52,"Jon Curran",55,13,298,4.4,"Total1Putts1520",2016
64,52,"Luke Donald",49,13,234,5.6,"Total1Putts1520",2016
64,72,"Tony Finau",49,13,261,5,"Total1Putts1520",2016
64,87,"JB Holmes",39,13,214,6.1,"Total1Putts1520",2016
64,52,"Freddie Jacobson",54,13,300,4.3,"Total1Putts1520",2016
64,52,"Jamie Lovemark",57,13,367,3.5,"Total1Putts1520",2016
64,52,"Will Ma Kenzie",54,13,262,5,"Total1Putts1520",2016
64,52,"Hunter Mahan",43,13,239,5.4,"Total1Putts1520",2016
64,52,"Sean OHair",45,13,297,4.4,"Total1Putts1520",2016
64,72,"Patrick Rodgers",49,13,253,5.1,"Total1Putts1520",2016
64,52,"Scott Stallings",46,13,267,4.9,"Total1Putts1520",2016
64,72,"Brendon Todd",43,13,272,4.8,"Total1Putts1520",2016
64,72,"Jhonattan Vegas",49,13,245,5.3,"Total1Putts1520",2016
82,72,"Stewart Cink",45,12,201,6,"Total1Putts1520",2016
82,87,"Chad Collins",45,12,267,4.5,"Total1Putts1520",2016
82,87,"Jason Gore",51,12,261,4.6,"Total1Putts1520",2016
82,72,"Charley Hoffman",49,12,273,4.4,"Total1Putts1520",2016
82,101,"Tom Hoge",47,12,273,4.4,"Total1Putts1520",2016
82,72,"John Huh",51,12,311,3.9,"Total1Putts1520",2016
82,72,"Kevin Kisner",49,12,237,5.1,"Total1Putts1520",2016
82,72,"Russell Knox",48,12,191,6.3,"Total1Putts1520",2016
82,136,"Anirban Lahiri",44,12,196,6.1,"Total1Putts1520",2016
82,87,"Scott Langley",41,12,222,5.4,"Total1Putts1520",2016
82,72,"George McNeill",33,12,207,5.8,"Total1Putts1520",2016
82,72,"Kevin Na",52,12,238,5,"Total1Putts1520",2016
82,87,"Patrick Reed",53,12,247,4.9,"Total1Putts1520",2016
82,72,"Webb Simpson",34,12,207,5.8,"Total1Putts1520",2016
82,101,"Vijay Singh",42,12,273,4.4,"Total1Putts1520",2016
82,87,"Robert Streb",51,12,214,5.6,"Total1Putts1520",2016
82,101,"Tim Wilkinson",40,12,210,5.7,"Total1Putts1520",2016
82,87,"Mark Wilson",42,12,230,5.2,"Total1Putts1520",2016
100,119,"Roberto Castro",55,11,304,3.6,"Total1Putts1520",2016
100,101,"Harris English",51,11,246,4.5,"Total1Putts1520",2016
100,101,"Derek Fathauer",58,11,333,3.3,"Total1Putts1520",2016
100,87,"Andres Gonzales",46,11,222,5,"Total1Putts1520",2016
100,148,"Emiliano Grillo",47,11,233,4.7,"Total1Putts1520",2016
100,87,"Sung Kang",51,11,301,3.7,"Total1Putts1520",2016
100,101,"David Lingmerth",54,11,259,4.2,"Total1Putts1520",2016
100,101,"Davis Love III",40,11,216,5.1,"Total1Putts1520",2016
100,119,"Rob Oppenheim",37,11,201,5.5,"Total1Putts1520",2016
100,87,"Ryan Palmer",46,11,295,3.7,"Total1Putts1520",2016
100,87,"Carl Pettersson",31,11,214,5.1,"Total1Putts1520",2016
100,87,"Brandt Snedeker",47,11,268,4.1,"Total1Putts1520",2016
100,87,"Brendan Steele",48,11,255,4.3,"Total1Putts1520",2016
100,119,"David Toms",38,11,233,4.7,"Total1Putts1520",2016
100,101,"Dawie van der Walt",48,11,223,4.9,"Total1Putts1520",2016
115,101,"Robert Allenby",35,10,165,6.1,"Total1Putts1520",2016
115,101,"Keegan Bradley",40,10,174,5.7,"Total1Putts1520",2016
115,119,"Erik Compton",45,10,230,4.3,"Total1Putts1520",2016
115,136,"Rickie Fowler",42,10,231,4.3,"Total1Putts1520",2016
115,101,"Justin Hicks",26,10,153,6.5,"Total1Putts1520",2016
115,119,"Hiroshi Iwata",51,10,256,3.9,"Total1Putts1520",2016
115,119,"Matt Jones",45,10,189,5.3,"Total1Putts1520",2016
115,101,"Michael Kim",62,10,380,2.6,"Total1Putts1520",2016
115,101,"Brooks Koepka",39,10,204,4.9,"Total1Putts1520",2016
115,101,"Matt Kuchar",46,10,226,4.4,"Total1Putts1520",2016
115,101,"Luke List",51,10,288,3.5,"Total1Putts1520",2016
115,101,"Sam Saunders",40,10,188,5.3,"Total1Putts1520",2016
115,119,"Cameron Smith",45,10,189,5.3,"Total1Putts1520",2016
115,101,"Steve Stricker",25,10,174,5.7,"Total1Putts1520",2016
115,119,"Michael Thompson",46,10,201,5,"Total1Putts1520",2016
130,136,"Stuart Appleby",39,9,277,3.2,"Total1Putts1520",2016
130,119,"Shane Bertsch",30,9,129,7,"Total1Putts1520",2016
130,119,"Bronson Burgoon",53,9,267,3.4,"Total1Putts1520",2016
130,136,"Brendon de Jonge",55,9,248,3.6,"Total1Putts1520",2016
130,148,"Matt Every",34,9,192,4.7,"Total1Putts1520",2016
130,119,"Rhein Gibson",36,9,174,5.2,"Total1Putts1520",2016
130,119,"Kelly Kraft",35,9,138,6.5,"Total1Putts1520",2016
130,136,"DH Lee",35,9,177,5.1,"Total1Putts1520",2016
130,119,"Troy Merritt",41,9,221,4.1,"Total1Putts1520",2016
130,136,"Phil Mickelson",37,9,225,4,"Total1Putts1520",2016
130,119,"Francesco Molinari",36,9,234,3.8,"Total1Putts1520",2016
130,148,"Adam Scott",39,9,175,5.1,"Total1Putts1520",2016
130,119,"Justin Thomas",53,9,247,3.6,"Total1Putts1520",2016
130,119,"Tyrone Van Aswegen",67,9,367,2.5,"Total1Putts1520",2016
130,119,"Camilo Villegas",50,9,301,3,"Total1Putts1520",2016
145,136,"Retief Goosen",37,8,242,3.3,"Total1Putts1520",2016
145,136,"Luke Guthrie",31,8,153,5.2,"Total1Putts1520",2016
145,136,"Billy Horschel",45,8,250,3.2,"Total1Putts1520",2016
145,136,"Dustin Johnson",37,8,153,5.2,"Total1Putts1520",2016
145,136,"Marc Leishman",41,8,189,4.2,"Total1Putts1520",2016
145,148,"Ryan Moore",40,8,206,3.9,"Total1Putts1520",2016
145,166,"Geoff Ogilvy",37,8,196,4.1,"Total1Putts1520",2016
145,136,"Scott Piercy",45,8,191,4.2,"Total1Putts1520",2016
145,179,"Martin Piller",37,8,188,4.3,"Total1Putts1520",2016
154,148,"Thomas Aiken",42,7,167,4.2,"Total1Putts1520",2016
154,148,"Charlie Beljan",26,7,110,6.4,"Total1Putts1520",2016
154,166,"Steven Bowditch",40,7,200,3.5,"Total1Putts1520",2016
154,148,"Alex Cejka",47,7,215,3.3,"Total1Putts1520",2016
154,148,"Ken Duke",26,7,135,5.2,"Total1Putts1520",2016
154,148,"Brian Gay",22,7,161,4.3,"Total1Putts1520",2016
154,166,"James Hahn",45,7,248,2.8,"Total1Putts1520",2016
154,148,"Padraig Harrington",38,7,224,3.1,"Total1Putts1520",2016
154,148,"Jerry Kelly",44,7,200,3.5,"Total1Putts1520",2016
154,148,"Justin Leonard",28,7,170,4.1,"Total1Putts1520",2016
154,148,"Steve Marino",40,7,182,3.8,"Total1Putts1520",2016
154,148,"Dicky Pride",33,7,175,4,"Total1Putts1520",2016
154,148,"Charl Schwartzel",29,7,156,4.5,"Total1Putts1520",2016
154,148,"Jordan Spieth",34,7,159,4.4,"Total1Putts1520",2016
154,148,"Brett Stegmaier",57,7,317,2.2,"Total1Putts1520",2016
154,148,"Brian Stuard",24,7,146,4.8,"Total1Putts1520",2016
154,166,"Gary Woodland",45,7,229,3.1,"Total1Putts1520",2016
171,166,"Paul Casey",39,6,160,3.8,"Total1Putts1520",2016
171,166,"Matthew Fitzpatrick",23,6,89,6.7,"Total1Putts1520",2016
171,166,"Jim Herman",55,6,247,2.4,"Total1Putts1520",2016
171,166,"Billy Hurley III",22,6,131,4.6,"Total1Putts1520",2016
171,166,"Pat Perez",28,6,108,5.6,"Total1Putts1520",2016
171,166,"DA Points",32,6,137,4.4,"Total1Putts1520",2016
171,166,"Ian Poulter",37,6,176,3.4,"Total1Putts1520",2016
171,179,"Justin Rose",35,6,178,3.4,"Total1Putts1520",2016
171,188,"Ollie Schniederjans",23,6,127,4.7,"Total1Putts1520",2016
171,166,"Shawn Stefani",45,6,224,2.7,"Total1Putts1520",2016
181,179,"Jason Day",36,5,176,2.8,"Total1Putts1520",2016
181,188,"Derek Ernst",36,5,155,3.2,"Total1Putts1520",2016
181,179,"Brice Garnett",29,5,105,4.8,"Total1Putts1520",2016
181,188,"Shane Lowry",35,5,143,3.5,"Total1Putts1520",2016
181,179,"Graeme McDowell",33,5,150,3.3,"Total1Putts1520",2016
181,179,"Henrik Stenson",30,5,123,4.1,"Total1Putts1520",2016
181,179,"Darron Stiles",28,5,103,4.9,"Total1Putts1520",2016
181,188,"Kevin Streelman",46,5,203,2.5,"Total1Putts1520",2016
181,179,"Vaughn Taylor",30,5,180,2.8,"Total1Putts1520",2016
181,179,"Bubba Watson",30,5,108,4.6,"Total1Putts1520",2016
191,199,"Byeong Hun An",23,4,94,4.3,"Total1Putts1520",2016
191,204,"Robert Garrigus",34,4,143,2.8,"Total1Putts1520",2016
191,188,"Jason Kokrak",52,4,266,1.5,"Total1Putts1520",2016
191,188,"Andrew Landry",24,4,93,4.3,"Total1Putts1520",2016
191,188,"Louis Oosthuizen",25,4,59,6.8,"Total1Putts1520",2016
191,188,"Cameron Percy",22,4,79,5.1,"Total1Putts1520",2016
191,188,"Wes Roach",33,4,146,2.7,"Total1Putts1520",2016
191,188,"Rory Sabbatini",40,4,172,2.3,"Total1Putts1520",2016
191,188,"Bernd Wiesberger",23,4,71,5.6,"Total1Putts1520",2016
200,199,"Sergio Garcia",28,3,80,3.8,"Total1Putts1520",2016
200,199,"Lucas Lee",22,3,104,2.9,"Total1Putts1520",2016
200,199,"Andres Romero",22,3,102,2.9,"Total1Putts1520",2016
200,199,"Andy Sullivan",25,3,112,2.7,"Total1Putts1520",2016
204,204,"Abraham Ancer",26,2,106,1.9,"Total1Putts1520",2016
204,204,"Miguel Angel Carballo",24,2,93,2.2,"Total1Putts1520",2016
204,204,"Branden Grace",31,2,130,1.5,"Total1Putts1520",2016
207,208,"DJ Trahan",23,1,86,1.2,"Total1Putts1520",2016
