"Round1ScoringAverage_RANKTHISWEEK_2006","Round1ScoringAverage_RANKLASTWEEK_2006","Round1ScoringAverage_PLAYERNAME_2006","Round1ScoringAverage__2006","Round1ScoringAverage_AVG_2006","Round1ScoringAverage_TOTALSTROKES_2006","Round1ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Jim Furyk",NA,68.65,1579,23,"Round1ScoringAverage",2006
2,2,"Phil Mickelson",NA,68.71,1168,17,"Round1ScoringAverage",2006
3,3,"Tiger Woods",NA,68.86,964,14,"Round1ScoringAverage",2006
4,4,"David Howell",NA,69.25,831,12,"Round1ScoringAverage",2006
5,5,"Jonathan Byrd",NA,69.35,1387,20,"Round1ScoringAverage",2006
6,6,"Adam Scott",NA,69.39,1249,18,"Round1ScoringAverage",2006
7,7,"Steve Stricker",NA,69.56,1113,16,"Round1ScoringAverage",2006
8,8,"Mike Weir",NA,69.61,1601,23,"Round1ScoringAverage",2006
9,9,"Vijay Singh",NA,69.65,1811,26,"Round1ScoringAverage",2006
10,10,"Arron Oberholser",NA,69.67,1463,21,"Round1ScoringAverage",2006
11,11,"Lucas Glover",NA,69.93,2028,29,"Round1ScoringAverage",2006
12,12,"Charley Hoffman",NA,70.07,1962,28,"Round1ScoringAverage",2006
13,13,"Charles Warren",NA,70.08,1822,26,"Round1ScoringAverage",2006
14,14,"Ernie Els",NA,70.13,1122,16,"Round1ScoringAverage",2006
14,14,"Steve Flesch",NA,70.13,2244,32,"Round1ScoringAverage",2006
16,16,"Skip Kendall",NA,70.14,1543,22,"Round1ScoringAverage",2006
17,17,"Justin Rose",NA,70.15,1894,27,"Round1ScoringAverage",2006
18,18,"Mark Wilson",NA,70.17,1614,23,"Round1ScoringAverage",2006
19,19,"Robert Allenby",NA,70.24,1475,21,"Round1ScoringAverage",2006
20,20,"Brian Gay",NA,70.26,2178,31,"Round1ScoringAverage",2006
21,21,"Bubba Watson",NA,70.28,1757,25,"Round1ScoringAverage",2006
22,22,"Stuart Appleby",NA,70.29,1476,21,"Round1ScoringAverage",2006
22,22,"Chad Campbell",NA,70.29,1687,24,"Round1ScoringAverage",2006
22,22,"Fred Funk",NA,70.29,1968,28,"Round1ScoringAverage",2006
22,22,"Scott Verplank",NA,70.29,1687,24,"Round1ScoringAverage",2006
26,26,"Billy Mayfair",NA,70.34,2040,29,"Round1ScoringAverage",2006
27,27,"Bo Van Pelt",NA,70.36,1970,28,"Round1ScoringAverage",2006
28,28,"Jerry Kelly",NA,70.39,2182,31,"Round1ScoringAverage",2006
28,28,"Dean Wilson",NA,70.39,2323,33,"Round1ScoringAverage",2006
30,30,"Zach Johnson",NA,70.4,1760,25,"Round1ScoringAverage",2006
31,31,"Will Ma Kenzie",NA,70.43,1972,28,"Round1ScoringAverage",2006
32,32,"Retief Goosen",NA,70.44,1127,16,"Round1ScoringAverage",2006
33,33,"Stewart Cink",NA,70.46,1691,24,"Round1ScoringAverage",2006
33,33,"Nick Watney",NA,70.46,1973,28,"Round1ScoringAverage",2006
35,35,"Olin Browne",NA,70.52,2045,29,"Round1ScoringAverage",2006
35,35,"Davis Love III",NA,70.52,1481,21,"Round1ScoringAverage",2006
37,37,"Joe Durant",NA,70.54,1975,28,"Round1ScoringAverage",2006
37,37,"Jesper Parnevik",NA,70.54,1693,24,"Round1ScoringAverage",2006
39,39,"Ryan Palmer",NA,70.55,2046,29,"Round1ScoringAverage",2006
39,39,"David Toms",NA,70.55,1411,20,"Round1ScoringAverage",2006
41,41,"Billy Andrade",NA,70.57,1623,23,"Round1ScoringAverage",2006
41,41,"Tim Clark",NA,70.57,1482,21,"Round1ScoringAverage",2006
41,41,"Robert Gamez",NA,70.57,2117,30,"Round1ScoringAverage",2006
44,44,"Trevor Immelman",NA,70.58,1694,24,"Round1ScoringAverage",2006
45,45,"DA Points",NA,70.59,1906,27,"Round1ScoringAverage",2006
45,45,"Duffy Waldorf",NA,70.59,1906,27,"Round1ScoringAverage",2006
47,47,"Fred Couples",NA,70.6,1059,15,"Round1ScoringAverage",2006
48,48,"Frank Lickliter II",NA,70.61,1977,28,"Round1ScoringAverage",2006
49,49,"Brent Geiberger",NA,70.62,2048,29,"Round1ScoringAverage",2006
49,49,"Chris Riley",NA,70.62,1836,26,"Round1ScoringAverage",2006
51,51,"Bart Bryant",NA,70.64,1766,25,"Round1ScoringAverage",2006
51,51,"KJ Choi",NA,70.64,1766,25,"Round1ScoringAverage",2006
51,51,"Jerry Smith",NA,70.64,1978,28,"Round1ScoringAverage",2006
54,54,"John Huston",NA,70.67,1696,24,"Round1ScoringAverage",2006
55,55,"Harrison Frazar",NA,70.68,1979,28,"Round1ScoringAverage",2006
56,56,"Greg Owen",NA,70.7,1626,23,"Round1ScoringAverage",2006
57,57,"Peter Lonard",NA,70.71,1485,21,"Round1ScoringAverage",2006
58,58,"Luke Donald",NA,70.76,1203,17,"Round1ScoringAverage",2006
