"Par3Performance_RANKTHISWEEK_2011","Par3Performance_RANKLASTWEEK_2011","Par3Performance_PLAYERNAME_2011","Par3Performance_ROUNDS_2011","Par3Performance_STATUS_2011","Par3Performance_PAR3AVG_2011","Par3Performance_TOTALPAR_2011","stat_name","year"
1,1,"Jason Day",76,-21,2.93,876,"Par3Performance",2011
2,2,"Luke Donald",73,-7,2.97,804,"Par3Performance",2011
2,2,"David Toms",78,-7,2.98,957,"Par3Performance",2011
4,4,"Jim Furyk",87,-6,2.98,1035,"Par3Performance",2011
5,5,"Michael Thompson",79,0,3,951,"Par3Performance",2011
5,5,"Nick Watney",80,0,3,939,"Par3Performance",2011
7,7,"Robert Allenby",84,1,3,996,"Par3Performance",2011
8,8,"Briny Baird",60,2,3.01,723,"Par3Performance",2011
9,9,"Michael Bradley",74,3,3.01,903,"Par3Performance",2011
9,9,"Ian Poulter",52,3,3.02,600,"Par3Performance",2011
11,11,"Brian Gay",90,4,3.01,1101,"Par3Performance",2011
12,12,"DJ Brigman",67,5,3.02,807,"Par3Performance",2011
12,12,"Matt McQuillan",59,5,3.02,714,"Par3Performance",2011
12,12,"Kevin Na",84,5,3.01,1029,"Par3Performance",2011
12,12,"Gary Woodland",93,5,3.01,1137,"Par3Performance",2011
16,16,"Martin Laird",77,6,3.02,930,"Par3Performance",2011
16,16,"Chris Riley",76,6,3.02,927,"Par3Performance",2011
16,16,"Webb Simpson",98,6,3.02,1194,"Par3Performance",2011
16,16,"Heath Slocum",89,6,3.02,1056,"Par3Performance",2011
20,20,"Jerry Kelly",85,7,3.02,1032,"Par3Performance",2011
20,20,"Aron Price",58,7,3.03,699,"Par3Performance",2011
20,20,"Steve Stricker",70,7,3.03,816,"Par3Performance",2011
20,20,"YE Yang",63,7,3.03,708,"Par3Performance",2011
24,24,"Shane Bertsch",62,8,3.03,747,"Par3Performance",2011
24,24,"Michael Putnam",67,8,3.03,813,"Par3Performance",2011
24,24,"Jimmy Walker",79,8,3.03,957,"Par3Performance",2011
24,24,"Mark Wilson",89,8,3.02,1065,"Par3Performance",2011
28,28,"Jason Bohn",74,9,3.03,876,"Par3Performance",2011
28,28,"Richard Johnson",64,9,3.03,774,"Par3Performance",2011
28,28,"Alexandre Rocha",65,9,3.03,783,"Par3Performance",2011
31,31,"Steve Elkington",50,10,3.05,609,"Par3Performance",2011
31,31,"Scott Gutschewski",67,10,3.04,807,"Par3Performance",2011
31,31,"Freddie Jacobson",92,10,3.03,1110,"Par3Performance",2011
31,31,"Charl Schwartzel",58,10,3.04,672,"Par3Performance",2011
31,31,"John Senden",94,10,3.03,1143,"Par3Performance",2011
36,36,"KJ Choi",77,11,3.04,909,"Par3Performance",2011
36,36,"Brandt Jobe",100,11,3.03,1215,"Par3Performance",2011
36,36,"Bryce Molder",82,11,3.03,999,"Par3Performance",2011
39,39,"Retief Goosen",50,12,3.06,600,"Par3Performance",2011
39,39,"Shaun Micheel",77,12,3.04,942,"Par3Performance",2011
39,39,"Scott Piercy",78,12,3.04,939,"Par3Performance",2011
39,39,"Chez Reavie",92,12,3.03,1122,"Par3Performance",2011
39,39,"Jim Renner",65,12,3.05,783,"Par3Performance",2011
44,44,"Stewart Cink",72,13,3.05,855,"Par3Performance",2011
44,44,"Colt Knost",80,13,3.04,969,"Par3Performance",2011
44,44,"Matt Kuchar",94,13,3.04,1050,"Par3Performance",2011
44,44,"John Merrick",71,13,3.05,855,"Par3Performance",2011
44,44,"Ryan Moore",79,13,3.04,912,"Par3Performance",2011
44,44,"Scott Stallings",84,13,3.04,1026,"Par3Performance",2011
44,44,"Boo Weekley",66,13,3.05,798,"Par3Performance",2011
51,51,"James Driscoll",71,14,3.05,861,"Par3Performance",2011
51,51,"Andres Gonzales",60,14,3.06,723,"Par3Performance",2011
51,51,"Billy Horschel",75,14,3.05,912,"Par3Performance",2011
51,51,"Zach Johnson",79,14,3.04,936,"Par3Performance",2011
51,51,"Chris Kirk",87,14,3.04,1059,"Par3Performance",2011
51,51,"Vaughn Taylor",89,14,3.04,1083,"Par3Performance",2011
57,57,"Chad Campbell",99,15,3.04,1206,"Par3Performance",2011
57,57,"Tom Gillis",55,15,3.07,663,"Par3Performance",2011
57,57,"Charles Howell III",108,15,3.03,1308,"Par3Performance",2011
57,57,"Trevor Immelman",84,15,3.04,1023,"Par3Performance",2011
