"Scrambling30ydsRTPScore_RANKTHISWEEK_2012","Scrambling30ydsRTPScore_RANKLASTWEEK_2012","Scrambling30ydsRTPScore_PLAYERNAME_2012","Scrambling30ydsRTPScore_ROUNDS_2012","Scrambling30ydsRTPScore_AVGRTP_2012","Scrambling30ydsRTPScore_TOTALHOLES_2012","Scrambling30ydsRTPScore_TOTALRTP_2012","stat_name","year"
1,1,"Luke Donald",63,0.628,43,27,"Scrambling30ydsRTPScore",2012
2,2,"Bill Haas",79,0.667,57,38,"Scrambling30ydsRTPScore",2012
3,3,"Bryce Molder",83,0.695,95,66,"Scrambling30ydsRTPScore",2012
4,4,"Henrik Stenson",51,0.712,52,37,"Scrambling30ydsRTPScore",2012
5,5,"Jason Dufner",83,0.717,46,33,"Scrambling30ydsRTPScore",2012
6,6,"Matt Kuchar",86,0.721,61,44,"Scrambling30ydsRTPScore",2012
6,6,"Tiger Woods",69,0.721,43,31,"Scrambling30ydsRTPScore",2012
8,8,"Padraig Harrington",67,0.723,47,34,"Scrambling30ydsRTPScore",2012
9,9,"Justin Rose",69,0.739,46,34,"Scrambling30ydsRTPScore",2012
9,9,"John Senden",81,0.739,46,34,"Scrambling30ydsRTPScore",2012
11,11,"Rod Pampling",88,0.74,73,54,"Scrambling30ydsRTPScore",2012
12,12,"Rory McIlroy",60,0.743,35,26,"Scrambling30ydsRTPScore",2012
13,13,"Tim Clark",60,0.744,39,29,"Scrambling30ydsRTPScore",2012
14,14,"Dicky Pride",62,0.75,68,51,"Scrambling30ydsRTPScore",2012
15,15,"Ernie Els",80,0.754,61,46,"Scrambling30ydsRTPScore",2012
16,16,"DA Points",88,0.756,78,59,"Scrambling30ydsRTPScore",2012
17,17,"David Hearn",95,0.761,92,70,"Scrambling30ydsRTPScore",2012
18,18,"Zach Johnson",95,0.762,63,48,"Scrambling30ydsRTPScore",2012
19,19,"Jeff Maggert",83,0.763,80,61,"Scrambling30ydsRTPScore",2012
20,20,"Heath Slocum",93,0.768,56,43,"Scrambling30ydsRTPScore",2012
21,21,"Boo Weekley",74,0.773,44,34,"Scrambling30ydsRTPScore",2012
22,22,"Gary Christian",91,0.779,77,60,"Scrambling30ydsRTPScore",2012
22,22,"Charles Howell III",98,0.779,77,60,"Scrambling30ydsRTPScore",2012
24,24,"John Rollins",81,0.783,69,54,"Scrambling30ydsRTPScore",2012
25,25,"Brandt Snedeker",81,0.789,71,56,"Scrambling30ydsRTPScore",2012
25,25,"Steve Stricker",73,0.789,57,45,"Scrambling30ydsRTPScore",2012
27,27,"Troy Kelly",68,0.792,72,57,"Scrambling30ydsRTPScore",2012
28,28,"Chris DiMarco",83,0.793,87,69,"Scrambling30ydsRTPScore",2012
29,29,"Ben Crane",73,0.795,73,58,"Scrambling30ydsRTPScore",2012
30,30,"Justin Leonard",79,0.796,103,82,"Scrambling30ydsRTPScore",2012
31,31,"Ben Curtis",62,0.8,50,40,"Scrambling30ydsRTPScore",2012
32,32,"Chris Stroud",86,0.802,91,73,"Scrambling30ydsRTPScore",2012
33,33,"John Mallinger",74,0.804,56,45,"Scrambling30ydsRTPScore",2012
34,34,"Stuart Appleby",75,0.806,67,54,"Scrambling30ydsRTPScore",2012
34,34,"Rickie Fowler",84,0.806,72,58,"Scrambling30ydsRTPScore",2012
34,34,"John Merrick",83,0.806,72,58,"Scrambling30ydsRTPScore",2012
37,37,"William McGirt",96,0.808,78,63,"Scrambling30ydsRTPScore",2012
37,37,"Ryan Moore",89,0.808,78,63,"Scrambling30ydsRTPScore",2012
37,37,"Johnson Wagner",88,0.808,78,63,"Scrambling30ydsRTPScore",2012
40,40,"Brendon de Jonge",115,0.812,85,69,"Scrambling30ydsRTPScore",2012
41,41,"Brendon Todd",78,0.814,97,79,"Scrambling30ydsRTPScore",2012
42,42,"Nick Watney",97,0.816,87,71,"Scrambling30ydsRTPScore",2012
43,43,"Brian Gay",91,0.817,109,89,"Scrambling30ydsRTPScore",2012
44,44,"Bubba Watson",68,0.818,33,27,"Scrambling30ydsRTPScore",2012
45,45,"Jim Furyk",85,0.82,50,41,"Scrambling30ydsRTPScore",2012
46,46,"Scott Dunlap",57,0.821,39,32,"Scrambling30ydsRTPScore",2012
47,47,"Jimmy Walker",101,0.822,107,88,"Scrambling30ydsRTPScore",2012
48,48,"Greg Chalmers",88,0.823,96,79,"Scrambling30ydsRTPScore",2012
48,48,"Daniel Summerhays",81,0.823,62,51,"Scrambling30ydsRTPScore",2012
50,50,"Marc Leishman",84,0.825,80,66,"Scrambling30ydsRTPScore",2012
51,51,"Roberto Castro",92,0.829,82,68,"Scrambling30ydsRTPScore",2012
51,51,"David Toms",60,0.829,41,34,"Scrambling30ydsRTPScore",2012
53,53,"Billy Mayfair",90,0.83,94,78,"Scrambling30ydsRTPScore",2012
54,54,"JJ Henry",93,0.835,91,76,"Scrambling30ydsRTPScore",2012
55,55,"Ryan Palmer",81,0.836,73,61,"Scrambling30ydsRTPScore",2012
56,56,"Ryuji Imada",78,0.838,111,93,"Scrambling30ydsRTPScore",2012
57,57,"Ryo Ishikawa",54,0.839,62,52,"Scrambling30ydsRTPScore",2012
58,58,"Will Claxton",99,0.84,81,68,"Scrambling30ydsRTPScore",2012
59,59,"Angel Cabrera",54,0.841,44,37,"Scrambling30ydsRTPScore",2012
60,60,"Carl Pettersson",92,0.843,108,91,"Scrambling30ydsRTPScore",2012
61,61,"Colt Knost",79,0.844,109,92,"Scrambling30ydsRTPScore",2012
62,62,"Bob Estes",78,0.845,84,71,"Scrambling30ydsRTPScore",2012
63,63,"Bo Van Pelt",84,0.846,52,44,"Scrambling30ydsRTPScore",2012
64,64,"KJ Choi",71,0.848,46,39,"Scrambling30ydsRTPScore",2012
64,64,"Bobby Gates",87,0.848,79,67,"Scrambling30ydsRTPScore",2012
66,66,"Jeff Overton",101,0.852,81,69,"Scrambling30ydsRTPScore",2012
67,67,"Nick OHern",78,0.853,102,87,"Scrambling30ydsRTPScore",2012
68,68,"Russell Knox",72,0.854,48,41,"Scrambling30ydsRTPScore",2012
69,69,"Chad Campbell",84,0.855,62,53,"Scrambling30ydsRTPScore",2012
70,70,"Kevin Kisner",69,0.857,56,48,"Scrambling30ydsRTPScore",2012
71,71,"Spencer Levin",81,0.86,86,74,"Scrambling30ydsRTPScore",2012
71,71,"Alexandre Rocha",62,0.86,43,37,"Scrambling30ydsRTPScore",2012
73,73,"Stewart Cink",71,0.868,76,66,"Scrambling30ydsRTPScore",2012
73,73,"Kyle Reifers",86,0.868,76,66,"Scrambling30ydsRTPScore",2012
75,75,"Seung Yul Noh",105,0.869,84,73,"Scrambling30ydsRTPScore",2012
