"Approaches225250yardsRghRTP_RANKTHISWEEK_2016","Approaches225250yardsRghRTP_RANKLASTWEEK_2016","Approaches225250yardsRghRTP_PLAYERNAME_2016","Approaches225250yardsRghRTP_ROUNDS_2016","Approaches225250yardsRghRTP_AVGRTP_2016","stat_name","year"
1,1,"Miguel Angel Carballo",24,-1,"Approaches225250yardsRghRTP",2016
1,1,"Billy Horschel",45,-1,"Approaches225250yardsRghRTP",2016
1,1,"John Huh",51,-1,"Approaches225250yardsRghRTP",2016
1,NA,"Scott Langley",41,-1,"Approaches225250yardsRghRTP",2016
1,1,"Justin Leonard",28,-1,"Approaches225250yardsRghRTP",2016
1,1,"Cameron Percy",22,-1,"Approaches225250yardsRghRTP",2016
1,1,"DA Points",32,-1,"Approaches225250yardsRghRTP",2016
1,1,"Henrik Stenson",30,-1,"Approaches225250yardsRghRTP",2016
1,1,"Jhonattan Vegas",49,-1,"Approaches225250yardsRghRTP",2016
10,1,"Webb Simpson",34,-0.8,"Approaches225250yardsRghRTP",2016
11,16,"Bronson Burgoon",53,-0.75,"Approaches225250yardsRghRTP",2016
11,16,"Rory McIlroy",37,-0.75,"Approaches225250yardsRghRTP",2016
11,14,"Rory Sabbatini",40,-0.75,"Approaches225250yardsRghRTP",2016
14,16,"Kevin Chappell",49,-0.667,"Approaches225250yardsRghRTP",2016
14,16,"Jason Day",36,-0.667,"Approaches225250yardsRghRTP",2016
14,1,"Lucas Glover",53,-0.667,"Approaches225250yardsRghRTP",2016
14,16,"Branden Grace",31,-0.667,"Approaches225250yardsRghRTP",2016
14,16,"William McGirt",54,-0.667,"Approaches225250yardsRghRTP",2016
14,16,"Scott Piercy",45,-0.667,"Approaches225250yardsRghRTP",2016
14,16,"Jimmy Walker",43,-0.667,"Approaches225250yardsRghRTP",2016
14,36,"Boo Weekley",53,-0.667,"Approaches225250yardsRghRTP",2016
22,25,"Tony Finau",49,-0.632,"Approaches225250yardsRghRTP",2016
23,15,"Patrick Rodgers",49,-0.625,"Approaches225250yardsRghRTP",2016
24,27,"Jamie Lovemark",57,-0.615,"Approaches225250yardsRghRTP",2016
25,28,"Jonas Blixt",46,-0.6,"Approaches225250yardsRghRTP",2016
25,35,"Jason Kokrak",52,-0.6,"Approaches225250yardsRghRTP",2016
25,28,"Troy Merritt",41,-0.6,"Approaches225250yardsRghRTP",2016
25,26,"John Senden",48,-0.6,"Approaches225250yardsRghRTP",2016
29,33,"Stewart Cink",45,-0.571,"Approaches225250yardsRghRTP",2016
29,16,"David Lingmerth",54,-0.571,"Approaches225250yardsRghRTP",2016
29,57,"Daniel Summerhays",55,-0.571,"Approaches225250yardsRghRTP",2016
29,33,"Gary Woodland",45,-0.571,"Approaches225250yardsRghRTP",2016
33,36,"Keegan Bradley",40,-0.5,"Approaches225250yardsRghRTP",2016
33,52,"JB Holmes",39,-0.5,"Approaches225250yardsRghRTP",2016
33,36,"Brooks Koepka",39,-0.5,"Approaches225250yardsRghRTP",2016
33,36,"Anirban Lahiri",44,-0.5,"Approaches225250yardsRghRTP",2016
33,28,"Hideki Matsuyama",40,-0.5,"Approaches225250yardsRghRTP",2016
33,36,"Ryan Palmer",46,-0.5,"Approaches225250yardsRghRTP",2016
33,36,"Patrick Reed",53,-0.5,"Approaches225250yardsRghRTP",2016
33,36,"Charl Schwartzel",29,-0.5,"Approaches225250yardsRghRTP",2016
33,36,"Shawn Stefani",45,-0.5,"Approaches225250yardsRghRTP",2016
42,52,"Fabian Gomez",49,-0.444,"Approaches225250yardsRghRTP",2016
42,51,"Smylie Kaufman",57,-0.444,"Approaches225250yardsRghRTP",2016
42,36,"Brendan Steele",48,-0.444,"Approaches225250yardsRghRTP",2016
45,52,"Aaron Baddeley",51,-0.429,"Approaches225250yardsRghRTP",2016
45,28,"Francesco Molinari",36,-0.429,"Approaches225250yardsRghRTP",2016
47,57,"Stuart Appleby",39,-0.4,"Approaches225250yardsRghRTP",2016
47,63,"Jason Gore",51,-0.4,"Approaches225250yardsRghRTP",2016
47,57,"Marc Leishman",41,-0.4,"Approaches225250yardsRghRTP",2016
47,77,"George McNeill",33,-0.4,"Approaches225250yardsRghRTP",2016
47,36,"Justin Thomas",53,-0.4,"Approaches225250yardsRghRTP",2016
52,63,"Charles Howell III",63,-0.385,"Approaches225250yardsRghRTP",2016
53,52,"Hiroshi Iwata",51,-0.375,"Approaches225250yardsRghRTP",2016
54,62,"Sean OHair",45,-0.364,"Approaches225250yardsRghRTP",2016
55,63,"Blayne Barber",44,-0.333,"Approaches225250yardsRghRTP",2016
55,63,"Shane Bertsch",30,-0.333,"Approaches225250yardsRghRTP",2016
55,36,"Jason Bohn",37,-0.333,"Approaches225250yardsRghRTP",2016
55,90,"Rickie Fowler",42,-0.333,"Approaches225250yardsRghRTP",2016
55,63,"Robert Garrigus",34,-0.333,"Approaches225250yardsRghRTP",2016
55,77,"Emiliano Grillo",47,-0.333,"Approaches225250yardsRghRTP",2016
55,28,"Brian Harman",60,-0.333,"Approaches225250yardsRghRTP",2016
55,77,"Si Woo Kim",63,-0.333,"Approaches225250yardsRghRTP",2016
55,90,"Martin Laird",46,-0.333,"Approaches225250yardsRghRTP",2016
55,90,"Hunter Mahan",43,-0.333,"Approaches225250yardsRghRTP",2016
55,63,"Carlos Ortiz",47,-0.333,"Approaches225250yardsRghRTP",2016
55,63,"Chez Reavie",56,-0.333,"Approaches225250yardsRghRTP",2016
55,63,"Wes Roach",33,-0.333,"Approaches225250yardsRghRTP",2016
55,1,"Vaughn Taylor",30,-0.333,"Approaches225250yardsRghRTP",2016
69,73,"Kevin Na",52,-0.3,"Approaches225250yardsRghRTP",2016
70,74,"Jason Dufner",53,-0.286,"Approaches225250yardsRghRTP",2016
70,74,"Pat Perez",28,-0.286,"Approaches225250yardsRghRTP",2016
70,57,"Chris Stroud",52,-0.286,"Approaches225250yardsRghRTP",2016
70,74,"Nick Taylor",57,-0.286,"Approaches225250yardsRghRTP",2016
74,77,"Zac Blair",56,-0.25,"Approaches225250yardsRghRTP",2016
74,77,"Scott Brown",59,-0.25,"Approaches225250yardsRghRTP",2016
74,63,"Jamie Donaldson",28,-0.25,"Approaches225250yardsRghRTP",2016
74,77,"Matt Jones",45,-0.25,"Approaches225250yardsRghRTP",2016
74,36,"Henrik Norlander",41,-0.25,"Approaches225250yardsRghRTP",2016
74,77,"Brett Stegmaier",57,-0.25,"Approaches225250yardsRghRTP",2016
74,77,"Harold Varner III",58,-0.25,"Approaches225250yardsRghRTP",2016
74,77,"Will Wilcox",47,-0.25,"Approaches225250yardsRghRTP",2016
82,88,"James Hahn",45,-0.222,"Approaches225250yardsRghRTP",2016
