"3PuttAvoidanceRound2_RANKTHISWEEK_2011","3PuttAvoidanceRound2_RANKLASTWEEK_2011","3PuttAvoidanceRound2_PLAYERNAME_2011","3PuttAvoidanceRound2__2011","3PuttAvoidanceRound2_Pct_2011","3PuttAvoidanceRound2_TOTAL3PUTTS_2011","3PuttAvoidanceRound2_TOTALHOLES_2011","stat_name","year"
1,1,"Ian Poulter",NA,0.74,2,270,"3PuttAvoidanceRound2",2011
2,2,"Greg Chalmers",NA,0.82,4,486,"3PuttAvoidanceRound2",2011
3,3,"Richard Johnson",NA,1.06,4,378,"3PuttAvoidanceRound2",2011
4,4,"Freddie Jacobson",NA,1.11,5,450,"3PuttAvoidanceRound2",2011
5,5,"Chris Couch",NA,1.17,4,342,"3PuttAvoidanceRound2",2011
6,6,"Luke Donald",NA,1.23,4,324,"3PuttAvoidanceRound2",2011
7,7,"Steve Elkington",NA,1.63,5,306,"3PuttAvoidanceRound2",2011
8,8,"Tag Ridings",NA,1.65,8,486,"3PuttAvoidanceRound2",2011
9,9,"Ryan Moore",NA,1.67,6,360,"3PuttAvoidanceRound2",2011
10,10,"Matt Kuchar",NA,1.69,7,414,"3PuttAvoidanceRound2",2011
11,11,"Jason Bohn",NA,1.77,7,396,"3PuttAvoidanceRound2",2011
12,12,"Colt Knost",NA,1.85,9,486,"3PuttAvoidanceRound2",2011
12,12,"Paul Stankowski",NA,1.85,8,432,"3PuttAvoidanceRound2",2011
12,12,"Brendan Steele",NA,1.85,9,486,"3PuttAvoidanceRound2",2011
15,15,"Steve Flesch",NA,1.92,9,468,"3PuttAvoidanceRound2",2011
15,15,"Justin Leonard",NA,1.92,9,468,"3PuttAvoidanceRound2",2011
17,17,"Shane Bertsch",NA,1.94,7,360,"3PuttAvoidanceRound2",2011
17,17,"Jason Day",NA,1.94,7,360,"3PuttAvoidanceRound2",2011
17,17,"Michael Putnam",NA,1.94,7,360,"3PuttAvoidanceRound2",2011
17,17,"Bubba Watson",NA,1.94,7,360,"3PuttAvoidanceRound2",2011
17,17,"Dean Wilson",NA,1.94,7,360,"3PuttAvoidanceRound2",2011
22,22,"Charl Schwartzel",NA,1.98,5,252,"3PuttAvoidanceRound2",2011
23,23,"Jim Furyk",NA,2,9,450,"3PuttAvoidanceRound2",2011
23,23,"Bio Kim",NA,2,9,450,"3PuttAvoidanceRound2",2011
23,23,"Brandt Snedeker",NA,2,9,450,"3PuttAvoidanceRound2",2011
26,26,"Jim Renner",NA,2.02,8,396,"3PuttAvoidanceRound2",2011
27,27,"Tim Petrovic",NA,2.06,10,486,"3PuttAvoidanceRound2",2011
27,27,"Carl Pettersson",NA,2.06,10,486,"3PuttAvoidanceRound2",2011
29,29,"Sergio Garcia",NA,2.08,6,288,"3PuttAvoidanceRound2",2011
29,29,"Kevin Kisner",NA,2.08,9,432,"3PuttAvoidanceRound2",2011
31,31,"Nick Watney",NA,2.12,8,378,"3PuttAvoidanceRound2",2011
32,32,"Michael Connell",NA,2.14,10,468,"3PuttAvoidanceRound2",2011
33,33,"Spencer Levin",NA,2.15,12,558,"3PuttAvoidanceRound2",2011
34,34,"Steve Stricker",NA,2.16,7,324,"3PuttAvoidanceRound2",2011
35,35,"Ricky Barnes",NA,2.17,9,414,"3PuttAvoidanceRound2",2011
36,36,"Phil Mickelson",NA,2.22,8,360,"3PuttAvoidanceRound2",2011
37,37,"Blake Adams",NA,2.29,14,612,"3PuttAvoidanceRound2",2011
37,37,"Robert Karlsson",NA,2.29,7,306,"3PuttAvoidanceRound2",2011
39,39,"Alex Prugh",NA,2.3,12,522,"3PuttAvoidanceRound2",2011
40,40,"Trevor Immelman",NA,2.31,10,432,"3PuttAvoidanceRound2",2011
41,41,"Fabian Gomez",NA,2.35,11,468,"3PuttAvoidanceRound2",2011
42,42,"Sung Kang",NA,2.38,9,378,"3PuttAvoidanceRound2",2011
42,42,"Matt McQuillan",NA,2.38,9,378,"3PuttAvoidanceRound2",2011
44,44,"Garrett Willis",NA,2.42,10,414,"3PuttAvoidanceRound2",2011
45,45,"William McGirt",NA,2.43,14,576,"3PuttAvoidanceRound2",2011
45,45,"Cameron Tringale",NA,2.43,14,576,"3PuttAvoidanceRound2",2011
47,47,"Jonathan Byrd",NA,2.44,11,450,"3PuttAvoidanceRound2",2011
47,47,"Charlie Wi",NA,2.44,11,450,"3PuttAvoidanceRound2",2011
47,47,"Mark Wilson",NA,2.44,11,450,"3PuttAvoidanceRound2",2011
50,50,"Briny Baird",NA,2.47,8,324,"3PuttAvoidanceRound2",2011
51,51,"Aaron Baddeley",NA,2.53,10,396,"3PuttAvoidanceRound2",2011
51,51,"Lucas Glover",NA,2.53,10,396,"3PuttAvoidanceRound2",2011
53,53,"Nate Smith",NA,2.55,11,432,"3PuttAvoidanceRound2",2011
54,54,"Kevin Na",NA,2.56,12,468,"3PuttAvoidanceRound2",2011
54,54,"John Senden",NA,2.56,12,468,"3PuttAvoidanceRound2",2011
54,54,"Webb Simpson",NA,2.56,12,468,"3PuttAvoidanceRound2",2011
57,57,"JJ Henry",NA,2.58,13,504,"3PuttAvoidanceRound2",2011
57,57,"Nick OHern",NA,2.58,13,504,"3PuttAvoidanceRound2",2011
59,59,"Brendon de Jonge",NA,2.59,14,540,"3PuttAvoidanceRound2",2011
60,60,"Lee Janzen",NA,2.63,9,342,"3PuttAvoidanceRound2",2011
61,61,"Stuart Appleby",NA,2.65,10,378,"3PuttAvoidanceRound2",2011
62,62,"Rickie Fowler",NA,2.66,11,414,"3PuttAvoidanceRound2",2011
63,63,"Chris Kirk",NA,2.67,13,486,"3PuttAvoidanceRound2",2011
63,63,"Vaughn Taylor",NA,2.67,13,486,"3PuttAvoidanceRound2",2011
65,65,"Josh Teater",NA,2.69,15,558,"3PuttAvoidanceRound2",2011
66,66,"Woody Austin",NA,2.78,9,324,"3PuttAvoidanceRound2",2011
66,66,"James Driscoll",NA,2.78,12,432,"3PuttAvoidanceRound2",2011
66,66,"JB Holmes",NA,2.78,7,252,"3PuttAvoidanceRound2",2011
66,66,"Martin Laird",NA,2.78,11,396,"3PuttAvoidanceRound2",2011
66,66,"Davis Love III",NA,2.78,11,396,"3PuttAvoidanceRound2",2011
66,66,"Troy Matteson",NA,2.78,14,504,"3PuttAvoidanceRound2",2011
66,66,"George McNeill",NA,2.78,10,360,"3PuttAvoidanceRound2",2011
66,66,"Rory Sabbatini",NA,2.78,12,432,"3PuttAvoidanceRound2",2011
66,66,"David Toms",NA,2.78,11,396,"3PuttAvoidanceRound2",2011
75,75,"Matt Bettencourt",NA,2.88,14,486,"3PuttAvoidanceRound2",2011
76,76,"Bill Haas",NA,2.89,13,450,"3PuttAvoidanceRound2",2011
76,76,"Billy Horschel",NA,2.89,13,450,"3PuttAvoidanceRound2",2011
76,76,"Michael Thompson",NA,2.89,13,450,"3PuttAvoidanceRound2",2011
76,76,"Johnson Wagner",NA,2.89,13,450,"3PuttAvoidanceRound2",2011
80,80,"Sean OHair",NA,2.9,12,414,"3PuttAvoidanceRound2",2011
80,80,"Scott Piercy",NA,2.9,12,414,"3PuttAvoidanceRound2",2011
82,82,"John Merrick",NA,2.91,11,378,"3PuttAvoidanceRound2",2011
83,83,"Geoff Ogilvy",NA,2.92,10,342,"3PuttAvoidanceRound2",2011
84,84,"Hunter Haas",NA,2.96,16,540,"3PuttAvoidanceRound2",2011
84,84,"Charles Howell III",NA,2.96,16,540,"3PuttAvoidanceRound2",2011
86,86,"Bryce Molder",NA,2.99,14,468,"3PuttAvoidanceRound2",2011
86,86,"DA Points",NA,2.99,14,468,"3PuttAvoidanceRound2",2011
88,88,"Michael Bradley",NA,3.01,13,432,"3PuttAvoidanceRound2",2011
89,89,"Stephen Ames",NA,3.03,12,396,"3PuttAvoidanceRound2",2011
89,89,"Zach Johnson",NA,3.03,12,396,"3PuttAvoidanceRound2",2011
89,89,"Scott McCarron",NA,3.03,12,396,"3PuttAvoidanceRound2",2011
92,92,"Ernie Els",NA,3.06,11,360,"3PuttAvoidanceRound2",2011
93,93,"Chris DiMarco",NA,3.07,16,522,"3PuttAvoidanceRound2",2011
94,94,"Aron Price",NA,3.09,10,324,"3PuttAvoidanceRound2",2011
95,95,"Robert Garrigus",NA,3.11,14,450,"3PuttAvoidanceRound2",2011
95,95,"Matt Jones",NA,3.11,14,450,"3PuttAvoidanceRound2",2011
95,95,"Ben Martin",NA,3.11,14,450,"3PuttAvoidanceRound2",2011
95,95,"Chris Riley",NA,3.11,14,450,"3PuttAvoidanceRound2",2011
95,95,"Gary Woodland",NA,3.11,14,450,"3PuttAvoidanceRound2",2011
100,100,"Troy Merritt",NA,3.14,13,414,"3PuttAvoidanceRound2",2011
100,100,"Martin Piller",NA,3.14,13,414,"3PuttAvoidanceRound2",2011
102,102,"Brian Davis",NA,3.15,17,540,"3PuttAvoidanceRound2",2011
103,103,"Andres Gonzales",NA,3.17,12,378,"3PuttAvoidanceRound2",2011
103,103,"Tim Herron",NA,3.17,16,504,"3PuttAvoidanceRound2",2011
103,103,"Rod Pampling",NA,3.17,12,378,"3PuttAvoidanceRound2",2011
106,106,"Brian Gay",NA,3.21,15,468,"3PuttAvoidanceRound2",2011
106,106,"Bill Lunde",NA,3.21,15,468,"3PuttAvoidanceRound2",2011
108,108,"Anthony Kim",NA,3.24,14,432,"3PuttAvoidanceRound2",2011
108,108,"Joe Ogilvie",NA,3.24,14,432,"3PuttAvoidanceRound2",2011
110,110,"Arjun Atwal",NA,3.26,17,522,"3PuttAvoidanceRound2",2011
110,110,"Daniel Summerhays",NA,3.26,17,522,"3PuttAvoidanceRound2",2011
112,112,"Alex Cejka",NA,3.27,10,306,"3PuttAvoidanceRound2",2011
112,112,"Adam Scott",NA,3.27,10,306,"3PuttAvoidanceRound2",2011
114,114,"Roland Thatcher",NA,3.28,13,396,"3PuttAvoidanceRound2",2011
115,115,"Chris Stroud",NA,3.29,16,486,"3PuttAvoidanceRound2",2011
116,116,"Rich Beem",NA,3.33,12,360,"3PuttAvoidanceRound2",2011
116,116,"Jerry Kelly",NA,3.33,15,450,"3PuttAvoidanceRound2",2011
116,116,"Jeff Overton",NA,3.33,15,450,"3PuttAvoidanceRound2",2011
119,119,"Keegan Bradley",NA,3.37,17,504,"3PuttAvoidanceRound2",2011
