"Puttingfrom510_RANKTHISWEEK_2016","Puttingfrom510_RANKLASTWEEK_2016","Puttingfrom510_PLAYERNAME_2016","Puttingfrom510_ROUNDS_2016","Puttingfrom510_Pct_2016","Puttingfrom510_ATTEMPTS_2016","Puttingfrom510_PUTTSMADE_2016","stat_name","year"
1,1,"Aaron Baddeley",51,72.86,140,102,"Puttingfrom510",2016
2,18,"Phil Mickelson",37,69.16,107,74,"Puttingfrom510",2016
3,4,"Chad Collins",45,65.81,155,102,"Puttingfrom510",2016
4,10,"Freddie Jacobson",54,65.63,160,105,"Puttingfrom510",2016
5,32,"Steve Wheatcroft",53,65.61,189,124,"Puttingfrom510",2016
6,11,"Ben Martin",48,65.56,151,99,"Puttingfrom510",2016
7,12,"Jimmy Walker",43,64.86,148,96,"Puttingfrom510",2016
8,21,"Emiliano Grillo",47,64.79,142,92,"Puttingfrom510",2016
8,2,"Ollie Schniederjans",23,64.79,71,46,"Puttingfrom510",2016
10,15,"Brian Harman",60,64.59,209,135,"Puttingfrom510",2016
11,16,"Andy Sullivan",25,64.52,62,40,"Puttingfrom510",2016
12,17,"Steve Stricker",25,64.44,90,58,"Puttingfrom510",2016
13,7,"Martin Piller",37,64.22,109,70,"Puttingfrom510",2016
14,20,"Andrew Landry",24,64.15,53,34,"Puttingfrom510",2016
15,6,"Morgan Hoffmann",43,63.95,147,94,"Puttingfrom510",2016
15,22,"Daniel Summerhays",55,63.95,172,110,"Puttingfrom510",2016
17,13,"Rickie Fowler",42,63.93,122,78,"Puttingfrom510",2016
18,3,"Alex Cejka",47,63.56,118,75,"Puttingfrom510",2016
19,5,"Jamie Lovemark",57,63.48,230,146,"Puttingfrom510",2016
20,24,"Graeme McDowell",33,63.27,98,62,"Puttingfrom510",2016
21,27,"Russell Henley",42,63.06,157,99,"Puttingfrom510",2016
22,19,"Patrick Rodgers",49,63.03,165,104,"Puttingfrom510",2016
23,9,"Adam Scott",39,63,100,63,"Puttingfrom510",2016
24,29,"Scott Piercy",45,62.96,108,68,"Puttingfrom510",2016
25,13,"Colt Knost",56,62.82,156,98,"Puttingfrom510",2016
26,42,"Adam Hadwin",53,62.73,220,138,"Puttingfrom510",2016
27,24,"Ben Crane",48,62.5,160,100,"Puttingfrom510",2016
27,34,"Matthew Fitzpatrick",23,62.5,56,35,"Puttingfrom510",2016
29,35,"Wes Roach",33,62.37,93,58,"Puttingfrom510",2016
30,38,"Kelly Kraft",35,62.35,85,53,"Puttingfrom510",2016
31,37,"Troy Merritt",41,62.31,130,81,"Puttingfrom510",2016
32,23,"Stuart Appleby",39,62.13,169,105,"Puttingfrom510",2016
33,8,"Byeong Hun An",23,62.07,58,36,"Puttingfrom510",2016
34,30,"Jamie Donaldson",28,62.03,79,49,"Puttingfrom510",2016
35,43,"Thomas Aiken",42,61.9,105,65,"Puttingfrom510",2016
36,39,"Jonas Blixt",46,61.84,152,94,"Puttingfrom510",2016
37,28,"Tyler Aldridge",53,61.75,183,113,"Puttingfrom510",2016
37,59,"Fabian Gomez",49,61.75,183,113,"Puttingfrom510",2016
39,57,"Kevin Kisner",49,61.59,138,85,"Puttingfrom510",2016
40,45,"Cameron Tringale",47,61.45,179,110,"Puttingfrom510",2016
41,44,"Brice Garnett",29,61.4,57,35,"Puttingfrom510",2016
41,48,"Brendan Steele",48,61.4,171,105,"Puttingfrom510",2016
43,26,"Mark Wilson",42,61.36,132,81,"Puttingfrom510",2016
44,33,"Derek Fathauer",58,61.18,152,93,"Puttingfrom510",2016
45,46,"Chris Kirk",51,61.15,157,96,"Puttingfrom510",2016
45,48,"Brendon Todd",43,61.15,157,96,"Puttingfrom510",2016
47,36,"Patton Kizzire",57,61.08,167,102,"Puttingfrom510",2016
48,47,"Brandt Snedeker",47,61.03,136,83,"Puttingfrom510",2016
49,31,"David Toms",38,60.99,141,86,"Puttingfrom510",2016
50,51,"Johnson Wagner",44,60.98,123,75,"Puttingfrom510",2016
51,41,"Sung Kang",51,60.84,166,101,"Puttingfrom510",2016
52,58,"Tom Hoge",47,60.59,170,103,"Puttingfrom510",2016
53,77,"William McGirt",54,60.56,180,109,"Puttingfrom510",2016
54,67,"Zac Blair",56,60.48,167,101,"Puttingfrom510",2016
55,56,"Andrew Loupe",50,60.44,182,110,"Puttingfrom510",2016
56,54,"Jason Day",36,60.4,101,61,"Puttingfrom510",2016
57,55,"Billy Horschel",45,60.27,146,88,"Puttingfrom510",2016
58,80,"Steven Bowditch",40,60.14,138,83,"Puttingfrom510",2016
59,60,"Sergio Garcia",28,60,60,36,"Puttingfrom510",2016
59,53,"Mark Hubbard",73,60,250,150,"Puttingfrom510",2016
61,82,"Hunter Mahan",43,59.86,147,88,"Puttingfrom510",2016
62,64,"Brooks Koepka",39,59.84,127,76,"Puttingfrom510",2016
63,75,"Tyrone Van Aswegen",67,59.82,224,134,"Puttingfrom510",2016
64,66,"Charl Schwartzel",29,59.77,87,52,"Puttingfrom510",2016
65,68,"Jhonattan Vegas",49,59.76,164,98,"Puttingfrom510",2016
65,91,"Camilo Villegas",50,59.76,164,98,"Puttingfrom510",2016
67,60,"Ryan Moore",40,59.62,104,62,"Puttingfrom510",2016
68,52,"Retief Goosen",37,59.52,126,75,"Puttingfrom510",2016
69,109,"DH Lee",35,59.41,101,60,"Puttingfrom510",2016
70,73,"Jon Curran",55,59.39,165,98,"Puttingfrom510",2016
71,40,"Anirban Lahiri",44,59.17,120,71,"Puttingfrom510",2016
72,95,"John Senden",48,59.04,166,98,"Puttingfrom510",2016
73,89,"Danny Lee",53,59.01,161,95,"Puttingfrom510",2016
74,71,"Kevin Chappell",49,58.96,173,102,"Puttingfrom510",2016
75,69,"Brian Stuard",24,58.9,73,43,"Puttingfrom510",2016
76,84,"Cameron Smith",45,58.77,114,67,"Puttingfrom510",2016
77,70,"Whee Kim",54,58.58,169,99,"Puttingfrom510",2016
78,65,"Michael Kim",62,58.45,219,128,"Puttingfrom510",2016
79,60,"Sam Saunders",40,58.41,113,66,"Puttingfrom510",2016
80,50,"Gary Woodland",45,58.39,137,80,"Puttingfrom510",2016
81,105,"Blayne Barber",44,58.33,168,98,"Puttingfrom510",2016
81,79,"Peter Malnati",53,58.33,180,105,"Puttingfrom510",2016
83,71,"Brendon de Jonge",55,58.23,158,92,"Puttingfrom510",2016
84,85,"Billy Hurley III",22,58.21,67,39,"Puttingfrom510",2016
85,78,"Erik Compton",45,58.2,122,71,"Puttingfrom510",2016
86,87,"Hudson Swafford",52,58.11,148,86,"Puttingfrom510",2016
87,88,"Bryce Molder",50,58.06,155,90,"Puttingfrom510",2016
88,74,"Justin Thomas",53,57.96,157,91,"Puttingfrom510",2016
89,76,"Harold Varner III",58,57.92,221,128,"Puttingfrom510",2016
90,114,"Ian Poulter",37,57.89,95,55,"Puttingfrom510",2016
91,83,"Si Woo Kim",63,57.78,225,130,"Puttingfrom510",2016
