"ConsecutivePar5Birdies_RANKTHISWEEK_2010","ConsecutivePar5Birdies_RANKLASTWEEK_2010","ConsecutivePar5Birdies_PLAYERNAME_2010","ConsecutivePar5Birdies_EVENTS_2010","ConsecutivePar5Birdies_NUMBEROFHOLES_2010","stat_name","year"
1,1,"Steve Stricker",19,12,"ConsecutivePar5Birdies",2010
2,2,"Chris Riley",24,11,"ConsecutivePar5Birdies",2010
2,2,"Bubba Watson",22,11,"ConsecutivePar5Birdies",2010
4,4,"Matt Every",18,10,"ConsecutivePar5Birdies",2010
4,4,"Bill Haas",25,10,"ConsecutivePar5Birdies",2010
6,6,"Mark Calcavecchia",16,9,"ConsecutivePar5Birdies",2010
6,6,"Daniel Chopra",28,9,"ConsecutivePar5Birdies",2010
6,6,"Graham DeLaet",28,9,"ConsecutivePar5Birdies",2010
6,6,"Harrison Frazar",17,9,"ConsecutivePar5Birdies",2010
6,6,"Billy Mayfair",26,9,"ConsecutivePar5Birdies",2010
11,11,"Matt Bettencourt",32,8,"ConsecutivePar5Birdies",2010
11,11,"Angel Cabrera",19,8,"ConsecutivePar5Birdies",2010
11,11,"Tim Clark",24,8,"ConsecutivePar5Birdies",2010
11,11,"Michael Connell",25,8,"ConsecutivePar5Birdies",2010
11,11,"Joe Durant",19,8,"ConsecutivePar5Birdies",2010
11,11,"Ryuji Imada",28,8,"ConsecutivePar5Birdies",2010
11,11,"Marc Leishman",26,8,"ConsecutivePar5Birdies",2010
11,11,"Davis Love III",24,8,"ConsecutivePar5Birdies",2010
11,11,"Tim Petrovic",32,8,"ConsecutivePar5Birdies",2010
11,11,"Aron Price",22,8,"ConsecutivePar5Birdies",2010
11,11,"Rory Sabbatini",26,8,"ConsecutivePar5Birdies",2010
11,11,"Webb Simpson",31,8,"ConsecutivePar5Birdies",2010
11,11,"Scott Verplank",22,8,"ConsecutivePar5Birdies",2010
24,24,"Steve Allan",2,7,"ConsecutivePar5Birdies",2010
24,24,"Aaron Baddeley",26,7,"ConsecutivePar5Birdies",2010
24,24,"Craig Barlow",10,7,"ConsecutivePar5Birdies",2010
24,24,"Ben Crane",24,7,"ConsecutivePar5Birdies",2010
