"Par4EagleLeaders_RANKTHISWEEK_2016","Par4EagleLeaders_RANKLASTWEEK_2016","Par4EagleLeaders_PLAYERNAME_2016","Par4EagleLeaders_ROUNDS_2016","Par4EagleLeaders_TOTAL_2016","Par4EagleLeaders_TOTALPAR4HOLES_2016","Par4EagleLeaders_TOTALHOLEOUTS_2016","stat_name","year"
17,16,"Bronson Burgoon",53,1,555,NA,"Par4EagleLeaders",2016
17,16,"Miguel Angel Carballo",24,1,247,1,"Par4EagleLeaders",2016
17,16,"Chad Collins",45,1,469,1,"Par4EagleLeaders",2016
17,16,"Ben Crane",48,1,502,1,"Par4EagleLeaders",2016
17,16,"Graham DeLaet",50,1,522,1,"Par4EagleLeaders",2016
17,16,"Harris English",51,1,533,1,"Par4EagleLeaders",2016
17,16,"Tony Finau",49,1,512,NA,"Par4EagleLeaders",2016
17,16,"Matthew Fitzpatrick",23,1,206,1,"Par4EagleLeaders",2016
17,16,"Rickie Fowler",42,1,410,NA,"Par4EagleLeaders",2016
17,16,"Sergio Garcia",28,1,260,1,"Par4EagleLeaders",2016
17,16,"Brice Garnett",29,1,297,1,"Par4EagleLeaders",2016
17,16,"Robert Garrigus",34,1,351,1,"Par4EagleLeaders",2016
17,16,"Andres Gonzales",46,1,476,NA,"Par4EagleLeaders",2016
17,16,"Jason Gore",51,1,526,1,"Par4EagleLeaders",2016
17,16,"Branden Grace",31,1,284,NA,"Par4EagleLeaders",2016
17,16,"Luke Guthrie",31,1,313,1,"Par4EagleLeaders",2016
17,16,"Bill Haas",42,1,391,1,"Par4EagleLeaders",2016
17,16,"Chesson Hadley",51,1,525,1,"Par4EagleLeaders",2016
17,16,"Adam Hadwin",53,1,556,1,"Par4EagleLeaders",2016
17,16,"Russell Henley",42,1,441,1,"Par4EagleLeaders",2016
17,16,"Charles Howell III",63,1,664,1,"Par4EagleLeaders",2016
17,16,"Mark Hubbard",73,1,765,1,"Par4EagleLeaders",2016
17,16,"Freddie Jacobson",54,1,561,1,"Par4EagleLeaders",2016
17,16,"Jason Kokrak",52,1,541,1,"Par4EagleLeaders",2016
17,16,"DH Lee",35,1,363,1,"Par4EagleLeaders",2016
17,16,"Spencer Levin",62,1,653,1,"Par4EagleLeaders",2016
17,16,"Hunter Mahan",43,1,431,NA,"Par4EagleLeaders",2016
17,16,"Peter Malnati",53,1,559,1,"Par4EagleLeaders",2016
17,16,"Graeme McDowell",33,1,326,1,"Par4EagleLeaders",2016
17,16,"Phil Mickelson",37,1,351,1,"Par4EagleLeaders",2016
17,NA,"Francesco Molinari",36,1,382,1,"Par4EagleLeaders",2016
17,16,"Ryan Moore",40,1,357,1,"Par4EagleLeaders",2016
17,16,"Geoff Ogilvy",37,1,383,1,"Par4EagleLeaders",2016
17,16,"Greg Owen",56,1,592,1,"Par4EagleLeaders",2016
17,16,"Cameron Percy",22,1,225,1,"Par4EagleLeaders",2016
17,16,"Scott Pinckney",53,1,556,NA,"Par4EagleLeaders",2016
17,16,"Ian Poulter",37,1,379,NA,"Par4EagleLeaders",2016
17,16,"Kyle Reifers",63,1,655,1,"Par4EagleLeaders",2016
17,16,"Justin Rose",35,1,323,1,"Par4EagleLeaders",2016
17,NA,"Vijay Singh",42,1,447,1,"Par4EagleLeaders",2016
17,16,"Brandt Snedeker",47,1,451,1,"Par4EagleLeaders",2016
17,16,"Brendan Steele",48,1,502,NA,"Par4EagleLeaders",2016
17,16,"Brian Stuard",24,1,245,1,"Par4EagleLeaders",2016
17,16,"Daniel Summerhays",55,1,575,1,"Par4EagleLeaders",2016
17,16,"Nick Taylor",57,1,590,1,"Par4EagleLeaders",2016
17,NA,"Dawie van der Walt",48,1,505,1,"Par4EagleLeaders",2016
17,16,"Camilo Villegas",50,1,530,NA,"Par4EagleLeaders",2016
17,16,"Jimmy Walker",43,1,425,1,"Par4EagleLeaders",2016
17,16,"Bubba Watson",30,1,281,1,"Par4EagleLeaders",2016
17,16,"Steve Wheatcroft",53,1,557,1,"Par4EagleLeaders",2016
17,16,"Will Wilcox",47,1,493,1,"Par4EagleLeaders",2016
17,16,"Gary Woodland",45,1,470,NA,"Par4EagleLeaders",2016
