"Par4EagleLeaders_RANKTHISWEEK_2016","Par4EagleLeaders_RANKLASTWEEK_2016","Par4EagleLeaders_PLAYERNAME_2016","Par4EagleLeaders_ROUNDS_2016","Par4EagleLeaders_TOTAL_2016","Par4EagleLeaders_TOTALPAR4HOLES_2016","Par4EagleLeaders_TOTALHOLEOUTS_2016","stat_name","year"
1,1,"Chez Reavie",56,4,587,4,"Par4EagleLeaders",2016
2,2,"Matt Every",34,3,350,2,"Par4EagleLeaders",2016
2,2,"Scott Piercy",45,3,444,1,"Par4EagleLeaders",2016
4,4,"Tyler Aldridge",53,2,553,2,"Par4EagleLeaders",2016
4,4,"Aaron Baddeley",51,2,525,1,"Par4EagleLeaders",2016
4,16,"Roberto Castro",55,2,569,2,"Par4EagleLeaders",2016
4,4,"Padraig Harrington",38,2,401,1,"Par4EagleLeaders",2016
4,4,"Smylie Kaufman",57,2,570,1,"Par4EagleLeaders",2016
4,4,"David Lingmerth",54,2,541,1,"Par4EagleLeaders",2016
4,4,"Jamie Lovemark",57,2,598,1,"Par4EagleLeaders",2016
4,4,"Henrik Norlander",41,2,421,1,"Par4EagleLeaders",2016
4,4,"Rob Oppenheim",37,2,379,2,"Par4EagleLeaders",2016
4,4,"DA Points",32,2,327,2,"Par4EagleLeaders",2016
4,4,"Scott Stallings",46,2,482,1,"Par4EagleLeaders",2016
4,4,"Steve Stricker",25,2,259,2,"Par4EagleLeaders",2016
4,4,"Brendon Todd",43,2,451,1,"Par4EagleLeaders",2016
17,16,"Thomas Aiken",42,1,433,1,"Par4EagleLeaders",2016
17,16,"Byeong Hun An",23,1,190,NA,"Par4EagleLeaders",2016
17,16,"Blayne Barber",44,1,460,1,"Par4EagleLeaders",2016
17,16,"Ricky Barnes",57,1,603,1,"Par4EagleLeaders",2016
17,NA,"Daniel Berger",52,1,504,NA,"Par4EagleLeaders",2016
17,16,"Shane Bertsch",30,1,317,1,"Par4EagleLeaders",2016
17,16,"Jonas Blixt",46,1,471,NA,"Par4EagleLeaders",2016
