"LeftRoughProximity_RANKTHISWEEK_2013","LeftRoughProximity_RANKLASTWEEK_2013","LeftRoughProximity_PLAYERNAME_2013","LeftRoughProximity_ROUNDS_2013","LeftRoughProximity_AVG_2013","LeftRoughProximity_ATTEMPTS_2013","LeftRoughProximity_TOTALDISTANCEFEET_2013","LeftRoughProximity_RELATIVETOPAR_2013","stat_name","year"
87,87,"DJ Trahan",48,NA,77,3283.167,12,"LeftRoughProximity",2013
90,90,"Derek Ernst",58,NA,86,3676.667,16,"LeftRoughProximity",2013
90,90,"Brad Fritsch",81,NA,129,5516,24,"LeftRoughProximity",2013
90,90,"Michael Thompson",66,NA,86,3677.25,27,"LeftRoughProximity",2013
93,93,"Jonas Blixt",76,NA,133,5691.417,16,"LeftRoughProximity",2013
93,93,"Matt Jones",83,NA,95,4070.25,10,"LeftRoughProximity",2013
93,93,"George McNeill",68,NA,82,3510.5,6,"LeftRoughProximity",2013
96,96,"Graham DeLaet",94,NA,118,5074.417,14,"LeftRoughProximity",2013
96,96,"Brendan Steele",86,NA,133,5722.917,19,"LeftRoughProximity",2013
98,98,"Peter Hanson",45,NA,80,3449.833,1,"LeftRoughProximity",2013
98,98,"Henrik Norlander",70,NA,113,4866.083,20,"LeftRoughProximity",2013
98,98,"Ted Potter Jr",65,NA,88,3791.917,4,"LeftRoughProximity",2013
98,98,"John Senden",79,NA,102,4395.833,13,"LeftRoughProximity",2013
102,102,"Kevin Chappell",80,NA,113,4878.583,9,"LeftRoughProximity",2013
102,102,"Richard Lee",81,NA,106,4573.5,19,"LeftRoughProximity",2013
102,102,"Marc Leishman",77,NA,103,4443.417,13,"LeftRoughProximity",2013
102,102,"Carl Pettersson",82,NA,126,5435.667,25,"LeftRoughProximity",2013
102,102,"Dicky Pride",71,NA,91,3928.75,17,"LeftRoughProximity",2013
107,107,"KJ Choi",85,NA,89,3846.25,3,"LeftRoughProximity",2013
108,108,"Ken Duke",87,NA,88,3811.167,18,"LeftRoughProximity",2013
108,108,"Greg Owen",73,NA,130,5635.833,24,"LeftRoughProximity",2013
108,108,"Cameron Percy",68,NA,108,4681.583,19,"LeftRoughProximity",2013
108,108,"Tag Ridings",69,NA,121,5241.417,16,"LeftRoughProximity",2013
112,112,"Jeff Maggert",63,NA,89,3867.417,14,"LeftRoughProximity",2013
113,113,"Ryan Palmer",79,NA,128,5566,15,"LeftRoughProximity",2013
114,114,"Robert Karlsson",56,NA,71,3094.167,7,"LeftRoughProximity",2013
114,114,"Lee Westwood",70,NA,79,3444.833,6,"LeftRoughProximity",2013
116,116,"Scott Langley",79,NA,80,3493.667,11,"LeftRoughProximity",2013
117,117,"Lucas Glover",65,NA,101,4428.917,20,"LeftRoughProximity",2013
117,117,"Patrick Reed",83,NA,153,6708.833,2,"LeftRoughProximity",2013
119,119,"Billy Horschel",96,NA,133,5842.5,15,"LeftRoughProximity",2013
119,119,"Jason Kokrak",78,NA,154,6759.333,11,"LeftRoughProximity",2013
121,121,"YE Yang",56,NA,67,2946.25,18,"LeftRoughProximity",2013
122,122,"Chris Stroud",88,NA,127,5599.5,6,"LeftRoughProximity",2013
123,123,"Ryo Ishikawa",72,NA,123,5432.333,12,"LeftRoughProximity",2013
124,124,"Steven Bowditch",67,NA,115,5089.5,19,"LeftRoughProximity",2013
124,124,"Brian Gay",79,NA,102,4512,11,"LeftRoughProximity",2013
126,126,"Luke List",65,NA,162,7188.417,16,"LeftRoughProximity",2013
127,127,"Chad Campbell",78,NA,124,5504.083,14,"LeftRoughProximity",2013
128,128,"Greg Chalmers",77,NA,100,4448.583,12,"LeftRoughProximity",2013
128,128,"Brian Davis",91,NA,138,6141,17,"LeftRoughProximity",2013
128,128,"Graeme McDowell",53,NA,49,2179.417,8,"LeftRoughProximity",2013
131,131,"Robert Allenby",58,NA,117,5218,33,"LeftRoughProximity",2013
131,131,"Fabian Gomez",65,NA,85,3787.167,12,"LeftRoughProximity",2013
131,131,"Colt Knost",69,NA,79,3523.583,20,"LeftRoughProximity",2013
134,134,"Ben Crane",62,NA,92,4108.833,7,"LeftRoughProximity",2013
134,134,"Russell Henley",80,NA,132,5893.5,13,"LeftRoughProximity",2013
136,136,"Michael Bradley",56,NA,100,4481.917,24,"LeftRoughProximity",2013
136,136,"Charles Howell III",87,NA,121,5424,1,"LeftRoughProximity",2013
138,138,"Scott Brown",65,NA,83,3737.167,21,"LeftRoughProximity",2013
139,139,"Bob Estes",66,NA,81,3654.583,22,"LeftRoughProximity",2013
139,139,"William McGirt",75,NA,126,5682.583,16,"LeftRoughProximity",2013
141,141,"Steve LeBrun",66,NA,84,3802.083,14,"LeftRoughProximity",2013
141,141,"Kyle Stanley",71,NA,103,4662.333,24,"LeftRoughProximity",2013
143,143,"Bryce Molder",82,NA,80,3624.417,7,"LeftRoughProximity",2013
144,144,"Tom Gillis",69,NA,112,5093,32,"LeftRoughProximity",2013
145,145,"Scott Stallings",79,NA,111,5069.833,20,"LeftRoughProximity",2013
146,146,"John Merrick",79,NA,113,5165.833,11,"LeftRoughProximity",2013
146,146,"Casey Wittenberg",72,NA,149,6813.833,22,"LeftRoughProximity",2013
148,148,"Ernie Els",63,NA,70,3210.667,2,"LeftRoughProximity",2013
148,148,"James Hahn",78,NA,113,5177.417,13,"LeftRoughProximity",2013
148,148,"Tim Herron",45,NA,83,3801.917,14,"LeftRoughProximity",2013
151,151,"Robert Streb",75,NA,130,5971.5,27,"LeftRoughProximity",2013
151,151,"Lee Williams",62,NA,87,3993.917,17,"LeftRoughProximity",2013
153,153,"Mark Wilson",56,NA,53,2438.083,-1,"LeftRoughProximity",2013
154,154,"Aaron Baddeley",68,NA,128,5904.667,3,"LeftRoughProximity",2013
154,154,"Jason Day",86,NA,108,4983.333,9,"LeftRoughProximity",2013
154,154,"Justin Hicks",79,NA,91,4197.417,17,"LeftRoughProximity",2013
157,157,"Bud Cauley",67,NA,97,4490,16,"LeftRoughProximity",2013
157,157,"James Driscoll",76,NA,132,6109.75,9,"LeftRoughProximity",2013
159,159,"Cameron Tringale",80,NA,125,5798.833,5,"LeftRoughProximity",2013
160,160,"Jason Bohn",70,NA,102,4747.75,21,"LeftRoughProximity",2013
161,161,"Harris English",95,NA,118,5505.833,16,"LeftRoughProximity",2013
161,161,"Charl Schwartzel",69,NA,93,4340.583,6,"LeftRoughProximity",2013
163,163,"Ben Curtis",59,NA,81,3809.75,21,"LeftRoughProximity",2013
164,164,"Justin Leonard",86,NA,119,5605.917,13,"LeftRoughProximity",2013
165,165,"Ryan Moore",72,NA,85,4025.5,17,"LeftRoughProximity",2013
165,165,"Justin Rose",62,NA,66,3122.75,-1,"LeftRoughProximity",2013
167,167,"Doug LaBelle II",72,NA,93,4411.417,17,"LeftRoughProximity",2013
168,168,"Trevor Immelman",73,NA,107,5082.417,22,"LeftRoughProximity",2013
169,169,"Zach Johnson",84,NA,104,4981.75,10,"LeftRoughProximity",2013
170,170,"Andrew Svoboda",46,NA,68,3280.417,15,"LeftRoughProximity",2013
171,171,"Charlie Wi",75,NA,91,4418.333,5,"LeftRoughProximity",2013
172,172,"Luke Donald",60,NA,72,3505,-2,"LeftRoughProximity",2013
173,173,"JJ Henry",83,NA,129,6312.75,28,"LeftRoughProximity",2013
174,174,"Johnson Wagner",64,NA,117,5749.917,17,"LeftRoughProximity",2013
175,175,"Darron Stiles",51,NA,51,2521.667,14,"LeftRoughProximity",2013
176,176,"Stephen Ames",49,NA,77,3814.167,15,"LeftRoughProximity",2013
177,177,"Steve Stricker",51,NA,42,2115.167,-2,"LeftRoughProximity",2013
178,178,"Andres Romero",63,NA,102,5310.25,9,"LeftRoughProximity",2013
179,179,"Mike Weir",60,NA,83,4330.5,23,"LeftRoughProximity",2013
180,180,"Vaughn Taylor",50,NA,64,3345.167,18,"LeftRoughProximity",2013
