"EarlyPar5ScoringAverage_RANKTHISWEEK_2012","EarlyPar5ScoringAverage_RANKLASTWEEK_2012","EarlyPar5ScoringAverage_PLAYERNAME_2012","EarlyPar5ScoringAverage_ROUNDS_2012","EarlyPar5ScoringAverage_AVG_2012","EarlyPar5ScoringAverage_TOTALSTROKES_2012","EarlyPar5ScoringAverage_TOTALHOLES_2012","stat_name","year"
85,85,"Tommy Gainey",98,4.67,621,133,"EarlyPar5ScoringAverage",2012
85,85,"JB Holmes",90,4.67,668,143,"EarlyPar5ScoringAverage",2012
85,85,"Billy Horschel",63,4.67,388,83,"EarlyPar5ScoringAverage",2012
85,85,"Martin Laird",77,4.67,490,105,"EarlyPar5ScoringAverage",2012
85,85,"Bill Lunde",83,4.67,645,138,"EarlyPar5ScoringAverage",2012
85,85,"Boo Weekley",74,4.67,560,120,"EarlyPar5ScoringAverage",2012
95,95,"Roberto Castro",92,4.68,754,161,"EarlyPar5ScoringAverage",2012
95,95,"KJ Choi",71,4.68,552,118,"EarlyPar5ScoringAverage",2012
95,95,"Tim Clark",60,4.68,360,77,"EarlyPar5ScoringAverage",2012
95,95,"Freddie Jacobson",61,4.68,412,88,"EarlyPar5ScoringAverage",2012
95,95,"John Merrick",83,4.68,534,114,"EarlyPar5ScoringAverage",2012
95,95,"Patrick Sheehan",58,4.68,421,90,"EarlyPar5ScoringAverage",2012
95,95,"Daniel Summerhays",81,4.68,613,131,"EarlyPar5ScoringAverage",2012
102,102,"Tommy Biershenk",74,4.69,619,132,"EarlyPar5ScoringAverage",2012
102,102,"Gavin Coles",72,4.69,554,118,"EarlyPar5ScoringAverage",2012
102,102,"Ben Curtis",62,4.69,394,84,"EarlyPar5ScoringAverage",2012
102,102,"Jason Day",57,4.69,389,83,"EarlyPar5ScoringAverage",2012
102,102,"Tim Herron",88,4.69,657,140,"EarlyPar5ScoringAverage",2012
102,102,"Hunter Mahan",88,4.69,619,132,"EarlyPar5ScoringAverage",2012
102,102,"Louis Oosthuizen",65,4.69,446,95,"EarlyPar5ScoringAverage",2012
102,102,"Tom Pernice Jr",62,4.69,474,101,"EarlyPar5ScoringAverage",2012
102,102,"Brandt Snedeker",81,4.69,502,107,"EarlyPar5ScoringAverage",2012
102,102,"Mark Wilson",84,4.69,676,144,"EarlyPar5ScoringAverage",2012
102,102,"YE Yang",64,4.69,460,98,"EarlyPar5ScoringAverage",2012
113,113,"Matt Bettencourt",80,4.7,621,132,"EarlyPar5ScoringAverage",2012
113,113,"Miguel Angel Carballo",73,4.7,587,125,"EarlyPar5ScoringAverage",2012
113,113,"Bud Cauley",99,4.7,804,171,"EarlyPar5ScoringAverage",2012
113,113,"Mathew Goggin",65,4.7,489,104,"EarlyPar5ScoringAverage",2012
113,113,"Spencer Levin",81,4.7,672,143,"EarlyPar5ScoringAverage",2012
113,113,"Troy Matteson",100,4.7,785,167,"EarlyPar5ScoringAverage",2012
113,113,"Carl Pettersson",92,4.7,616,131,"EarlyPar5ScoringAverage",2012
113,113,"Ian Poulter",57,4.7,348,74,"EarlyPar5ScoringAverage",2012
113,113,"John Rollins",81,4.7,508,108,"EarlyPar5ScoringAverage",2012
113,113,"Justin Rose",69,4.7,494,105,"EarlyPar5ScoringAverage",2012
113,113,"Brendan Steele",77,4.7,719,153,"EarlyPar5ScoringAverage",2012
124,124,"Harris English",98,4.71,786,167,"EarlyPar5ScoringAverage",2012
124,124,"Zach Johnson",95,4.71,640,136,"EarlyPar5ScoringAverage",2012
124,124,"Danny Lee",74,4.71,518,110,"EarlyPar5ScoringAverage",2012
124,124,"David Mathis",83,4.71,608,129,"EarlyPar5ScoringAverage",2012
128,128,"Mark Anderson",75,4.72,576,122,"EarlyPar5ScoringAverage",2012
128,128,"Erik Compton",81,4.72,604,128,"EarlyPar5ScoringAverage",2012
128,128,"Marco Dawson",60,4.72,529,112,"EarlyPar5ScoringAverage",2012
128,128,"Ernie Els",80,4.72,581,123,"EarlyPar5ScoringAverage",2012
128,128,"Harrison Frazar",56,4.72,354,75,"EarlyPar5ScoringAverage",2012
128,128,"David Hearn",95,4.72,816,173,"EarlyPar5ScoringAverage",2012
128,128,"Troy Kelly",68,4.72,453,96,"EarlyPar5ScoringAverage",2012
128,128,"Derek Lamely",64,4.72,491,104,"EarlyPar5ScoringAverage",2012
128,128,"Edward Loar",59,4.72,420,89,"EarlyPar5ScoringAverage",2012
128,128,"Billy Mayfair",90,4.72,581,123,"EarlyPar5ScoringAverage",2012
128,128,"Graeme McDowell",55,4.72,349,74,"EarlyPar5ScoringAverage",2012
128,128,"Kevin Na",80,4.72,557,118,"EarlyPar5ScoringAverage",2012
128,128,"Ted Potter Jr",77,4.72,566,120,"EarlyPar5ScoringAverage",2012
128,128,"Scott Stallings",78,4.72,585,124,"EarlyPar5ScoringAverage",2012
128,128,"DJ Trahan",73,4.72,538,114,"EarlyPar5ScoringAverage",2012
143,143,"Ken Duke",104,4.73,756,160,"EarlyPar5ScoringAverage",2012
143,143,"Bobby Gates",87,4.73,639,135,"EarlyPar5ScoringAverage",2012
143,143,"Matt Jones",53,4.73,369,78,"EarlyPar5ScoringAverage",2012
143,143,"Jerry Kelly",84,4.73,662,140,"EarlyPar5ScoringAverage",2012
143,143,"David Toms",60,4.73,487,103,"EarlyPar5ScoringAverage",2012
148,148,"Daniel Chopra",55,4.74,332,70,"EarlyPar5ScoringAverage",2012
148,148,"George McNeill",85,4.74,759,160,"EarlyPar5ScoringAverage",2012
148,148,"Rocco Mediate",70,4.74,521,110,"EarlyPar5ScoringAverage",2012
148,148,"Bryce Molder",83,4.74,640,135,"EarlyPar5ScoringAverage",2012
148,148,"Ryan Moore",89,4.74,559,118,"EarlyPar5ScoringAverage",2012
153,153,"Jason Bohn",81,4.75,527,111,"EarlyPar5ScoringAverage",2012
153,153,"Matt Every",80,4.75,570,120,"EarlyPar5ScoringAverage",2012
153,153,"Nathan Green",73,4.75,503,106,"EarlyPar5ScoringAverage",2012
153,153,"Sung Kang",75,4.75,570,120,"EarlyPar5ScoringAverage",2012
153,153,"Chris Kirk",93,4.75,646,136,"EarlyPar5ScoringAverage",2012
153,153,"Heath Slocum",93,4.75,727,153,"EarlyPar5ScoringAverage",2012
153,153,"Vaughn Taylor",81,4.75,598,126,"EarlyPar5ScoringAverage",2012
153,153,"Roland Thatcher",55,4.75,394,83,"EarlyPar5ScoringAverage",2012
153,153,"Steve Wheatcroft",56,4.75,361,76,"EarlyPar5ScoringAverage",2012
153,153,"Charlie Wi",86,4.75,627,132,"EarlyPar5ScoringAverage",2012
163,163,"Hunter Haas",69,4.76,514,108,"EarlyPar5ScoringAverage",2012
163,163,"JJ Henry",93,4.76,833,175,"EarlyPar5ScoringAverage",2012
163,163,"Brandt Jobe",57,4.76,547,115,"EarlyPar5ScoringAverage",2012
163,163,"JJ Killeen",101,4.76,743,156,"EarlyPar5ScoringAverage",2012
163,163,"Alexandre Rocha",62,4.76,457,96,"EarlyPar5ScoringAverage",2012
163,163,"Cameron Tringale",88,4.76,738,155,"EarlyPar5ScoringAverage",2012
169,169,"Cameron Beckman",81,4.77,649,136,"EarlyPar5ScoringAverage",2012
169,169,"Brian Davis",91,4.77,668,140,"EarlyPar5ScoringAverage",2012
169,169,"Kevin Kisner",69,4.77,491,103,"EarlyPar5ScoringAverage",2012
169,169,"Colt Knost",79,4.77,620,130,"EarlyPar5ScoringAverage",2012
173,173,"Arjun Atwal",79,4.78,526,110,"EarlyPar5ScoringAverage",2012
173,173,"Tom Gillis",75,4.78,660,138,"EarlyPar5ScoringAverage",2012
173,173,"Ryuji Imada",78,4.78,631,132,"EarlyPar5ScoringAverage",2012
176,176,"Davis Love III",64,4.8,456,95,"EarlyPar5ScoringAverage",2012
177,177,"Michael Bradley",63,4.81,582,121,"EarlyPar5ScoringAverage",2012
177,177,"Chad Campbell",84,4.81,563,117,"EarlyPar5ScoringAverage",2012
177,177,"Nick OHern",78,4.81,597,124,"EarlyPar5ScoringAverage",2012
177,177,"Kevin Stadler",85,4.81,592,123,"EarlyPar5ScoringAverage",2012
177,177,"Brendon Todd",78,4.81,520,108,"EarlyPar5ScoringAverage",2012
182,182,"Stephen Ames",54,4.82,371,77,"EarlyPar5ScoringAverage",2012
182,182,"Stephen Gangluff",57,4.82,395,82,"EarlyPar5ScoringAverage",2012
182,182,"Justin Leonard",79,4.82,656,136,"EarlyPar5ScoringAverage",2012
182,182,"Chez Reavie",83,4.82,646,134,"EarlyPar5ScoringAverage",2012
186,186,"Stewart Cink",71,4.84,581,120,"EarlyPar5ScoringAverage",2012
187,187,"Robert Allenby",76,4.85,630,130,"EarlyPar5ScoringAverage",2012
187,187,"Billy Hurley III",70,4.85,548,113,"EarlyPar5ScoringAverage",2012
189,189,"Trevor Immelman",76,4.86,627,129,"EarlyPar5ScoringAverage",2012
190,190,"Kyle Thompson",51,4.87,341,70,"EarlyPar5ScoringAverage",2012
191,191,"Charl Schwartzel",56,4.88,395,81,"EarlyPar5ScoringAverage",2012
