"LowestRound_RANKTHISWEEK_2015","LowestRound_RANKLASTWEEK_2015","LowestRound_PLAYERNAME_2015","LowestRound_ROUNDS_2015","LowestRound_VALUE_2015","LowestRound_TOURNCOURSE_2015","LowestRound_ROUND_2015","stat_name","year"
1,1,"Jason Bohn",95,61,NA,3,"LowestRound",2015
1,1,"Jason Day",75,61,NA,1,"LowestRound",2015
1,1,"Rory McIlroy",49,61,NA,3,"LowestRound",2015
1,1,"Troy Merritt",91,61,NA,3,"LowestRound",2015
1,1,"Ryan Palmer",80,61,NA,2,"LowestRound",2015
1,1,"Brandt Snedeker",98,61,NA,2,"LowestRound",2015
1,1,"Jordan Spieth",91,61,NA,3,"LowestRound",2015
1,1,"Justin Thomas",106,61,NA,2,"LowestRound",2015
9,9,"Jonas Blixt",78,62,NA,3,"LowestRound",2015
9,9,"Steven Bowditch",103,62,NA,1,"LowestRound",2015
9,9,"Scott Brown",97,62,NA,3,"LowestRound",2015
9,9,"Paul Casey",87,62,NA,1,"LowestRound",2015
9,9,"Erik Compton",86,62,NA,1,"LowestRound",2015
9,9,"Jason Gore",76,62,NA,3,"LowestRound",2015
9,9,"Jim Herman",88,62,NA,3,"LowestRound",2015
9,9,"Tom Hoge",83,62,NA,1,"LowestRound",2015
9,9,"JB Holmes",89,62,NA,1,"LowestRound",2015
9,9,"Dustin Johnson",75,62,NA,2,"LowestRound",2015
9,9,"Jerry Kelly",79,62,NA,2,"LowestRound",2015
9,9,"Hyung Sung Kim",8,62,NA,3,"LowestRound",2015
9,9,"Chris Kirk",76,62,NA,4,"LowestRound",2015
9,9,"Scott Langley",94,62,NA,1,"LowestRound",2015
9,9,"Danny Lee",120,62,NA,3,"LowestRound",2015
9,9,"Marc Leishman",74,62,NA,2,"LowestRound",2015
9,9,"Ben Martin",93,62,NA,3,"LowestRound",2015
9,9,"William McGirt",103,62,NA,1,"LowestRound",2015
9,9,"Carlos Ortiz",100,62,NA,3,"LowestRound",2015
9,9,"Webb Simpson",81,62,NA,1,"LowestRound",2015
9,9,"Jimmy Walker",89,62,NA,3,"LowestRound",2015
9,9,"Bubba Watson",71,62,NA,1,"LowestRound",2015
31,31,"Joe Affrunti",12,63,NA,2,"LowestRound",2015
31,31,"Sangmoon Bae",98,63,NA,3,"LowestRound",2015
31,31,"Charlie Beljan",76,63,NA,2,"LowestRound",2015
31,31,"Jonathan Byrd",69,63,NA,1,"LowestRound",2015
31,31,"Chad Campbell",97,63,NA,2,"LowestRound",2015
31,31,"Stewart Cink",77,63,NA,3,"LowestRound",2015
31,31,"Jon Curran",83,63,NA,2,"LowestRound",2015
31,31,"Ben Curtis",35,63,NA,2,"LowestRound",2015
31,31,"Glen Day",24,63,NA,2,"LowestRound",2015
31,31,"Brendon de Jonge",106,63,NA,3,"LowestRound",2015
31,31,"Ken Duke",93,63,NA,2,"LowestRound",2015
31,31,"Derek Ernst",75,63,NA,1,"LowestRound",2015
31,31,"Gonzalo Fdez Castano",81,63,NA,4,"LowestRound",2015
31,31,"Jim Furyk",71,63,NA,4,"LowestRound",2015
31,31,"Retief Goosen",81,63,NA,1,"LowestRound",2015
31,31,"Bill Haas",89,63,NA,2,"LowestRound",2015
31,31,"Adam Hadwin",95,63,NA,4,"LowestRound",2015
31,31,"Russell Henley",87,63,NA,4,"LowestRound",2015
31,31,"Charley Hoffman",97,63,NA,2,"LowestRound",2015
31,31,"Morgan Hoffmann",85,63,NA,1,"LowestRound",2015
31,31,"Max Homa",78,63,NA,3,"LowestRound",2015
31,31,"Ryo Ishikawa",90,63,NA,1,"LowestRound",2015
31,31,"Hiroshi Iwata",12,63,NA,2,"LowestRound",2015
31,31,"Zach Johnson",90,63,NA,4,"LowestRound",2015
31,31,"Matt Jones",89,63,NA,2,"LowestRound",2015
31,31,"Colt Knost",90,63,NA,4,"LowestRound",2015
31,31,"Matt Kuchar",97,63,NA,2,"LowestRound",2015
31,31,"Spencer Levin",99,63,NA,4,"LowestRound",2015
31,31,"Hideki Matsuyama",95,63,NA,2,"LowestRound",2015
31,31,"George McNeill",93,63,NA,2,"LowestRound",2015
31,31,"Scott Piercy",90,63,NA,1,"LowestRound",2015
31,31,"Scott Pinckney",88,63,NA,2,"LowestRound",2015
31,31,"Michael Putnam",87,63,NA,1,"LowestRound",2015
31,31,"Jonathan Randolph",72,63,NA,2,"LowestRound",2015
31,31,"Patrick Rodgers",57,63,NA,3,"LowestRound",2015
31,31,"Justin Rose",69,63,NA,3,"LowestRound",2015
31,31,"Rory Sabbatini",81,63,NA,3,"LowestRound",2015
31,31,"Marcel Siem",26,63,NA,3,"LowestRound",2015
31,31,"Shawn Stefani",94,63,NA,3,"LowestRound",2015
31,31,"Henrik Stenson",63,63,NA,1,"LowestRound",2015
31,31,"Robert Streb",110,63,NA,1,"LowestRound",2015
31,31,"Kevin Streelman",95,63,NA,3,"LowestRound",2015
31,31,"Chris Stroud",84,63,NA,4,"LowestRound",2015
31,31,"Vaughn Taylor",46,63,NA,3,"LowestRound",2015
31,31,"Nicholas Thompson",90,63,NA,1,"LowestRound",2015
31,31,"Brendon Todd",96,63,NA,2,"LowestRound",2015
31,31,"Camilo Villegas",83,63,NA,1,"LowestRound",2015
31,31,"Johnson Wagner",68,63,NA,2,"LowestRound",2015
31,31,"Gary Woodland",81,63,NA,2,"LowestRound",2015
80,80,"Blake Adams",33,64,NA,1,"LowestRound",2015
80,80,"Stuart Appleby",23,64,NA,2,"LowestRound",2015
80,80,"Aaron Baddeley",76,64,NA,3,"LowestRound",2015
80,80,"Blayne Barber",76,64,NA,3,"LowestRound",2015
80,80,"Daniel Berger",97,64,NA,2,"LowestRound",2015
80,80,"Zac Blair",108,64,NA,2,"LowestRound",2015
80,80,"Keegan Bradley",87,64,NA,4,"LowestRound",2015
80,80,"Alex Cejka",94,64,NA,2,"LowestRound",2015
80,80,"Kevin Chappell",86,64,NA,1,"LowestRound",2015
80,80,"Austin Cook",26,64,NA,2,"LowestRound",2015
80,80,"Brian Davis",86,64,NA,1,"LowestRound",2015
80,80,"Graham DeLaet",65,64,NA,3,"LowestRound",2015
80,80,"Jason Dufner",76,64,NA,3,"LowestRound",2015
80,80,"Ernie Els",57,64,NA,1,"LowestRound",2015
80,80,"Harris English",105,64,NA,1,"LowestRound",2015
80,80,"Tony Finau",106,64,NA,2,"LowestRound",2015
80,80,"Martin Flores",95,64,NA,3,"LowestRound",2015
80,80,"Tom Gillis",48,64,NA,4,"LowestRound",2015
80,80,"Fabian Gomez",83,64,NA,4,"LowestRound",2015
80,80,"Andres Gonzales",90,64,NA,3,"LowestRound",2015
80,80,"Branden Grace",48,64,NA,3,"LowestRound",2015
80,80,"Emiliano Grillo",18,64,NA,1,"LowestRound",2015
80,80,"Luke Guthrie",84,64,NA,1,"LowestRound",2015
80,80,"Chesson Hadley",101,64,NA,1,"LowestRound",2015
80,80,"James Hahn",94,64,NA,2,"LowestRound",2015
80,80,"Brian Harman",90,64,NA,4,"LowestRound",2015
80,80,"David Hearn",97,64,NA,4,"LowestRound",2015
80,80,"Mark Hensby",6,64,NA,2,"LowestRound",2015
80,80,"Justin Hicks",31,64,NA,1,"LowestRound",2015
80,80,"Charles Howell III",105,64,NA,1,"LowestRound",2015
80,80,"John Huh",102,64,NA,4,"LowestRound",2015
80,80,"Freddie Jacobson",48,64,NA,4,"LowestRound",2015
80,80,"Martin Kaymer",43,64,NA,1,"LowestRound",2015
80,80,"Whee Kim",71,64,NA,4,"LowestRound",2015
80,80,"Kevin Kisner",104,64,NA,4,"LowestRound",2015
80,80,"Russell Knox",96,64,NA,2,"LowestRound",2015
80,80,"Brooks Koepka",84,64,NA,1,"LowestRound",2015
80,80,"Jason Kokrak",88,64,NA,3,"LowestRound",2015
80,80,"Martin Laird",77,64,NA,1,"LowestRound",2015
80,80,"Justin Leonard",61,64,NA,1,"LowestRound",2015
80,80,"David Lingmerth",90,64,NA,3,"LowestRound",2015
80,80,"Davis Love III",51,64,NA,4,"LowestRound",2015
80,80,"Hunter Mahan",88,64,NA,3,"LowestRound",2015
80,80,"Bryce Molder",91,64,NA,2,"LowestRound",2015
80,80,"Francesco Molinari",56,64,NA,3,"LowestRound",2015
80,80,"Kevin Na",98,64,NA,1,"LowestRound",2015
80,80,"Seung Yul Noh",65,64,NA,1,"LowestRound",2015
80,80,"Sean OHair",86,64,NA,4,"LowestRound",2015
80,80,"Greg Owen",58,64,NA,1,"LowestRound",2015
80,80,"Cameron Percy",72,64,NA,2,"LowestRound",2015
80,80,"Pat Perez",96,64,NA,4,"LowestRound",2015
80,80,"Kenny Perry",25,64,NA,3,"LowestRound",2015
80,80,"John Peterson",84,64,NA,1,"LowestRound",2015
80,80,"Carl Pettersson",106,64,NA,1,"LowestRound",2015
80,80,"Ian Poulter",68,64,NA,2,"LowestRound",2015
80,80,"Andres Romero",69,64,NA,2,"LowestRound",2015
80,80,"Sam Saunders",83,64,NA,1,"LowestRound",2015
80,80,"Adam Scott",51,64,NA,4,"LowestRound",2015
80,80,"Brendan Steele",88,64,NA,4,"LowestRound",2015
80,80,"Brian Stuard",97,64,NA,1,"LowestRound",2015
80,80,"Andy Sullivan",17,64,NA,2,"LowestRound",2015
80,80,"Cameron Tringale",96,64,NA,2,"LowestRound",2015
80,80,"Bo Van Pelt",81,64,NA,1,"LowestRound",2015
80,80,"Nick Watney",91,64,NA,2,"LowestRound",2015
80,80,"Boo Weekley",79,64,NA,1,"LowestRound",2015
80,80,"Mark Wilson",89,64,NA,1,"LowestRound",2015
80,80,"Tiger Woods",32,64,NA,1,"LowestRound",2015
147,147,"Steven Alker",62,65,NA,3,"LowestRound",2015
147,147,"Mark Anderson",20,65,NA,3,"LowestRound",2015
147,147,"Kiradech Aphibarnrat",12,65,NA,3,"LowestRound",2015
147,147,"Ryan Armour",46,65,NA,4,"LowestRound",2015
147,147,"Arjun Atwal",22,65,NA,2,"LowestRound",2015
147,147,"Ricky Barnes",82,65,NA,3,"LowestRound",2015
147,147,"Sebastian Cappelen",6,65,NA,1,"LowestRound",2015
147,147,"Greg Chalmers",58,65,NA,2,"LowestRound",2015
147,147,"KJ Choi",66,65,NA,3,"LowestRound",2015
147,147,"Tim Clark",42,65,NA,2,"LowestRound",2015
