"PercentageofAvailablePurseWon_RANKTHISWEEK_2009","PercentageofAvailablePurseWon_RANKLASTWEEK_2009","PercentageofAvailablePurseWon_PLAYERNAME_2009","PercentageofAvailablePurseWon_EVENTS_2009","PercentageofAvailablePurseWon_Pct_2009","PercentageofAvailablePurseWon_OFFICIALMONEYWON_2009","PercentageofAvailablePurseWon_TOTALPURSEAVAILABLE_2009","stat_name","year"
1,1,"Tiger Woods",17,8.53,10508163,123119273,"PercentageofAvailablePurseWon",2009
2,2,"Tom Watson",2,5.42,732603,13519273,"PercentageofAvailablePurseWon",2009
3,3,"Steve Stricker",22,4.22,6332634,150219273,"PercentageofAvailablePurseWon",2009
4,4,"Phil Mickelson",18,4.15,5332753,128500000,"PercentageofAvailablePurseWon",2009
5,5,"Henrik Stenson",10,3.61,2697809,74819273,"PercentageofAvailablePurseWon",2009
6,6,"Chris Wood",2,3.06,428441,14019273,"PercentageofAvailablePurseWon",2009
7,7,"Paul Casey",12,3.02,2582181,85619273,"PercentageofAvailablePurseWon",2009
8,8,"Sean OHair",23,2.74,4316490,157819273,"PercentageofAvailablePurseWon",2009
8,8,"Geoff Ogilvy",20,2.74,3866268,141219273,"PercentageofAvailablePurseWon",2009
10,10,"Kenny Perry",24,2.73,4445560,163119273,"PercentageofAvailablePurseWon",2009
11,11,"Zach Johnson",26,2.71,4714811,173719273,"PercentageofAvailablePurseWon",2009
12,12,"Jim Furyk",23,2.51,3946513,157019273,"PercentageofAvailablePurseWon",2009
13,13,"YE Yang",23,2.32,3489514,150700000,"PercentageofAvailablePurseWon",2009
14,14,"Retief Goosen",20,2.31,3232649,139819273,"PercentageofAvailablePurseWon",2009
14,14,"Lee Westwood",8,2.31,1379963,59719273,"PercentageofAvailablePurseWon",2009
16,16,"Lucas Glover",26,2.21,3692578,167019273,"PercentageofAvailablePurseWon",2009
17,17,"Angel Cabrera",17,2.17,2625471,121119273,"PercentageofAvailablePurseWon",2009
18,18,"Nick Watney",24,2.02,3221417,159319273,"PercentageofAvailablePurseWon",2009
19,19,"Ian Poulter",17,1.97,2431000,123519273,"PercentageofAvailablePurseWon",2009
20,20,"Brian Gay",27,1.9,3201292,168219273,"PercentageofAvailablePurseWon",2009
21,21,"Padraig Harrington",20,1.86,2628374,141019273,"PercentageofAvailablePurseWon",2009
22,22,"Stewart Cink",22,1.85,2821029,152519273,"PercentageofAvailablePurseWon",2009
23,23,"Jamie Lovemark",5,1.82,453872,2.5e+07,"PercentageofAvailablePurseWon",2009
24,24,"David Toms",27,1.81,3047194,168219273,"PercentageofAvailablePurseWon",2009
25,25,"Dustin Johnson",25,1.75,2977898,169919273,"PercentageofAvailablePurseWon",2009
26,26,"Kevin Na",26,1.74,2724823,156700000,"PercentageofAvailablePurseWon",2009
27,27,"Hunter Mahan",25,1.73,2941345,170319273,"PercentageofAvailablePurseWon",2009
28,28,"Rickie Fowler",6,1.71,571090,33400000,"PercentageofAvailablePurseWon",2009
29,29,"Matt Kuchar",24,1.68,2489192,148119273,"PercentageofAvailablePurseWon",2009
30,30,"Rory Sabbatini",25,1.66,2752289,165919273,"PercentageofAvailablePurseWon",2009
31,31,"Jerry Kelly",26,1.63,2562645,156900000,"PercentageofAvailablePurseWon",2009
32,32,"Thomas Aiken",3,1.62,339671,21019273,"PercentageofAvailablePurseWon",2009
33,33,"Ernie Els",19,1.6,2147155,133819273,"PercentageofAvailablePurseWon",2009
34,34,"Rory McIlroy",11,1.54,1239110,80519273,"PercentageofAvailablePurseWon",2009
35,35,"Luke Donald",21,1.5,2174943,145219273,"PercentageofAvailablePurseWon",2009
35,35,"Ross Fisher",10,1.5,1142546,76019273,"PercentageofAvailablePurseWon",2009
37,37,"Tim Clark",23,1.47,2235100,152219273,"PercentageofAvailablePurseWon",2009
38,38,"Mike Weir",24,1.45,2379420,164119273,"PercentageofAvailablePurseWon",2009
39,39,"Stephen Ames",23,1.43,2131536,149519273,"PercentageofAvailablePurseWon",2009
40,40,"Jason Dufner",26,1.4,2190791,1.56e+08,"PercentageofAvailablePurseWon",2009
40,40,"John Rollins",27,1.4,2269474,162600000,"PercentageofAvailablePurseWon",2009
42,42,"Scott Verplank",24,1.39,2092110,150700000,"PercentageofAvailablePurseWon",2009
43,43,"Ryan Moore",27,1.37,2222869,161700000,"PercentageofAvailablePurseWon",2009
44,44,"Anthony Kim",22,1.32,1972154,149919273,"PercentageofAvailablePurseWon",2009
45,45,"Justin Leonard",26,1.3,2232374,171219273,"PercentageofAvailablePurseWon",2009
46,46,"Robert Allenby",21,1.29,1890943,146219273,"PercentageofAvailablePurseWon",2009
46,46,"John Senden",29,1.29,2305490,178719273,"PercentageofAvailablePurseWon",2009
48,48,"Heath Slocum",30,1.26,2195565,174100000,"PercentageofAvailablePurseWon",2009
48,48,"Camilo Villegas",21,1.26,1804978,143119273,"PercentageofAvailablePurseWon",2009
50,50,"Francesco Molinari",4,1.24,304367,24519273,"PercentageofAvailablePurseWon",2009
51,51,"Steve Marino",29,1.23,2161537,175819273,"PercentageofAvailablePurseWon",2009
52,52,"Jason Day",18,1.21,1251218,103100000,"PercentageofAvailablePurseWon",2009
53,53,"Shingo Katayama",6,1.19,544500,45600000,"PercentageofAvailablePurseWon",2009
53,53,"Pat Perez",22,1.19,1720358,145100000,"PercentageofAvailablePurseWon",2009
55,55,"Bryce Molder",21,1.18,1381209,117019273,"PercentageofAvailablePurseWon",2009
56,56,"Fred Couples",16,1.17,1197970,102100000,"PercentageofAvailablePurseWon",2009
57,57,"Charley Hoffman",27,1.15,1894924,164819273,"PercentageofAvailablePurseWon",2009
58,58,"Oliver Wilson",9,1.14,756772,66319273,"PercentageofAvailablePurseWon",2009
59,59,"Mark Wilson",28,1.13,1838412,162200000,"PercentageofAvailablePurseWon",2009
60,60,"Marc Leishman",28,1.11,1742240,1.57e+08,"PercentageofAvailablePurseWon",2009
60,60,"Bo Van Pelt",30,1.11,1945305,175400000,"PercentageofAvailablePurseWon",2009
62,62,"Kevin Chappell",3,1.07,197487,18400000,"PercentageofAvailablePurseWon",2009
62,62,"Paul Goydos",25,1.07,1619917,150819273,"PercentageofAvailablePurseWon",2009
62,62,"John Mallinger",27,1.07,1717136,1.61e+08,"PercentageofAvailablePurseWon",2009
65,65,"Chad Campbell",26,1.04,1725236,165519273,"PercentageofAvailablePurseWon",2009
66,66,"Charles Howell III",29,1.03,1804457,174719273,"PercentageofAvailablePurseWon",2009
67,67,"Soren Hansen",8,1.02,617534,60319273,"PercentageofAvailablePurseWon",2009
68,68,"Sergio Garcia",17,1.01,1212521,120519273,"PercentageofAvailablePurseWon",2009
