"BallStriking_RANKTHISWEEK_2016","BallStriking_RANKLASTWEEK_2016","BallStriking_PLAYERNAME_2016","BallStriking_ROUNDS_2016","BallStriking_VALUE_2016","BallStriking_TOTALDRVRANK_2016","BallStriking_GIRRANK_2016","stat_name","year"
44,33,"Kyle Reifers",63,110,57,53,"BallStriking",2016
45,33,"Jason Bohn",37,114,83,31,"BallStriking",2016
46,47,"Jason Kokrak",52,118,44,74,"BallStriking",2016
47,50,"Daniel Berger",52,119,57,62,"BallStriking",2016
48,57,"Jason Day",36,122,71,51,"BallStriking",2016
49,62,"Andrew Landry",24,129,13,116,"BallStriking",2016
50,55,"David Hearn",55,130,89,41,"BallStriking",2016
50,72,"Smylie Kaufman",57,130,96,34,"BallStriking",2016
50,55,"William McGirt",54,130,86,44,"BallStriking",2016
53,79,"Billy Horschel",45,131,54,77,"BallStriking",2016
54,65,"Matthew Fitzpatrick",23,132,91,41,"BallStriking",2016
55,51,"Justin Hicks",26,133,68,65,"BallStriking",2016
55,67,"Harold Varner III",58,133,42,91,"BallStriking",2016
57,49,"Adam Hadwin",53,134,69,65,"BallStriking",2016
57,69,"John Huh",51,134,60,74,"BallStriking",2016
59,63,"David Lingmerth",54,135,50,85,"BallStriking",2016
60,66,"Dustin Johnson",37,136,63,73,"BallStriking",2016
61,48,"Bill Haas",42,138,86,52,"BallStriking",2016
62,83,"Branden Grace",31,139,116,23,"BallStriking",2016
63,61,"Charles Howell III",63,140,104,36,"BallStriking",2016
63,45,"Davis Love III",40,140,9,131,"BallStriking",2016
65,67,"Jamie Lovemark",57,142,55,87,"BallStriking",2016
66,42,"Johnson Wagner",44,146,121,25,"BallStriking",2016
67,85,"Zach Johnson",42,148,100,48,"BallStriking",2016
68,88,"Brice Garnett",29,149,111,38,"BallStriking",2016
69,54,"Derek Ernst",36,152,61,91,"BallStriking",2016
69,83,"Jason Gore",51,152,98,54,"BallStriking",2016
71,82,"Will Ma Kenzie",54,157,100,57,"BallStriking",2016
72,53,"Byeong Hun An",23,158,55,103,"BallStriking",2016
72,75,"Danny Lee",53,158,51,107,"BallStriking",2016
74,69,"Spencer Levin",62,159,100,59,"BallStriking",2016
74,81,"Charl Schwartzel",29,159,148,11,"BallStriking",2016
76,75,"Justin Thomas",53,160,91,69,"BallStriking",2016
77,58,"Ryan Moore",40,161,80,81,"BallStriking",2016
78,63,"JB Holmes",39,163,63,100,"BallStriking",2016
78,60,"Henrik Norlander",41,163,126,37,"BallStriking",2016
80,59,"Patrick Reed",53,164,45,119,"BallStriking",2016
81,75,"Shane Lowry",35,166,18,148,"BallStriking",2016
82,80,"Si Woo Kim",63,167,14,153,"BallStriking",2016
83,102,"Wes Roach",33,169,39,130,"BallStriking",2016
84,85,"Luke List",51,170,107,63,"BallStriking",2016
85,96,"James Hahn",45,172,57,115,"BallStriking",2016
85,101,"Brandt Snedeker",47,172,74,98,"BallStriking",2016
85,91,"Kyle Stanley",57,172,76,96,"BallStriking",2016
88,89,"Ben Martin",48,174,109,65,"BallStriking",2016
88,90,"Jordan Spieth",34,174,22,152,"BallStriking",2016
90,75,"Matt Jones",45,177,51,126,"BallStriking",2016
91,94,"Graeme McDowell",33,181,72,109,"BallStriking",2016
91,87,"Nick Taylor",57,181,81,100,"BallStriking",2016
93,107,"Kevin Na",52,186,146,40,"BallStriking",2016
94,98,"Robert Garrigus",34,189,128,61,"BallStriking",2016
95,71,"Alex Cejka",47,190,141,49,"BallStriking",2016
95,114,"Matt Kuchar",46,190,119,71,"BallStriking",2016
97,103,"Chesson Hadley",51,191,69,122,"BallStriking",2016
98,91,"Scott Brown",59,193,47,146,"BallStriking",2016
99,73,"Webb Simpson",34,195,51,144,"BallStriking",2016
100,95,"Harris English",51,196,112,84,"BallStriking",2016
101,98,"Blayne Barber",44,204,67,137,"BallStriking",2016
102,116,"Andy Sullivan",25,205,72,133,"BallStriking",2016
103,117,"Colt Knost",56,210,96,114,"BallStriking",2016
104,120,"Will Wilcox",47,211,42,169,"BallStriking",2016
105,113,"Brendon de Jonge",55,215,157,58,"BallStriking",2016
106,109,"Whee Kim",54,217,82,135,"BallStriking",2016
107,128,"Jimmy Walker",43,220,116,104,"BallStriking",2016
108,115,"Mark Hubbard",73,221,100,121,"BallStriking",2016
109,122,"Bronson Burgoon",53,224,141,83,"BallStriking",2016
109,129,"Rory Sabbatini",40,224,63,161,"BallStriking",2016
111,97,"David Toms",38,225,136,89,"BallStriking",2016
112,124,"Jerry Kelly",44,227,90,137,"BallStriking",2016
113,98,"Ollie Schniederjans",23,230,123,107,"BallStriking",2016
113,121,"Michael Thompson",46,230,106,124,"BallStriking",2016
115,111,"Tony Finau",49,231,95,136,"BallStriking",2016
115,126,"Brian Harman",60,231,76,155,"BallStriking",2016
115,91,"Padraig Harrington",38,231,86,145,"BallStriking",2016
115,106,"Phil Mickelson",37,231,126,105,"BallStriking",2016
119,126,"JJ Henry",44,232,167,65,"BallStriking",2016
119,124,"Sam Saunders",40,232,76,156,"BallStriking",2016
121,117,"Kelly Kraft",35,234,199,35,"BallStriking",2016
122,139,"Pat Perez",28,236,157,79,"BallStriking",2016
123,135,"Shane Bertsch",30,240,150,90,"BallStriking",2016
124,112,"Scott Langley",41,241,107,134,"BallStriking",2016
125,134,"Rhein Gibson",36,242,170,72,"BallStriking",2016
125,103,"John Senden",48,242,164,78,"BallStriking",2016
127,105,"Martin Laird",46,244,131,113,"BallStriking",2016
128,130,"Dawie van der Walt",48,245,175,70,"BallStriking",2016
129,147,"Troy Merritt",41,246,83,163,"BallStriking",2016
129,73,"Martin Piller",37,246,136,110,"BallStriking",2016
131,141,"DJ Trahan",23,253,177,76,"BallStriking",2016
132,117,"Scott Stallings",46,254,134,120,"BallStriking",2016
133,138,"KJ Choi",47,255,143,112,"BallStriking",2016
133,136,"Sung Kang",51,255,118,137,"BallStriking",2016
133,151,"Chris Stroud",52,255,156,99,"BallStriking",2016
136,148,"Chris Kirk",51,259,153,106,"BallStriking",2016
136,140,"Robert Streb",51,259,134,125,"BallStriking",2016
138,153,"Angel Cabrera",42,260,83,177,"BallStriking",2016
139,122,"Cameron Tringale",47,261,167,94,"BallStriking",2016
140,133,"Brian Stuard",24,265,123,142,"BallStriking",2016
141,137,"Zac Blair",56,266,91,175,"BallStriking",2016
141,146,"Andrew Loupe",50,266,119,147,"BallStriking",2016
143,145,"Seung Yul Noh",54,270,173,97,"BallStriking",2016
144,109,"Tim Wilkinson",40,272,161,111,"BallStriking",2016
145,132,"Mark Wilson",42,274,148,126,"BallStriking",2016
146,131,"Hunter Mahan",43,279,113,166,"BallStriking",2016
146,155,"Daniel Summerhays",55,279,114,165,"BallStriking",2016
148,144,"Steve Marino",40,282,180,102,"BallStriking",2016
149,154,"Carlos Ortiz",47,284,152,132,"BallStriking",2016
149,107,"Vaughn Taylor",30,284,136,148,"BallStriking",2016
151,150,"Tyler Aldridge",53,286,192,94,"BallStriking",2016
152,141,"Luke Donald",49,289,204,85,"BallStriking",2016
152,164,"Bryce Molder",50,289,132,157,"BallStriking",2016
154,156,"Charley Hoffman",49,291,140,151,"BallStriking",2016
155,172,"Francesco Molinari",36,293,114,179,"BallStriking",2016
156,157,"Ken Duke",26,294,98,196,"BallStriking",2016
157,148,"Morgan Hoffmann",43,297,128,169,"BallStriking",2016
157,158,"Darron Stiles",28,297,109,188,"BallStriking",2016
159,169,"Andres Romero",22,300,146,154,"BallStriking",2016
160,163,"Justin Leonard",28,301,104,197,"BallStriking",2016
161,166,"Jeff Overton",51,304,167,137,"BallStriking",2016
162,159,"Ricky Barnes",57,306,188,118,"BallStriking",2016
163,161,"Tom Hoge",47,307,143,164,"BallStriking",2016
163,170,"Billy Hurley III",22,307,121,186,"BallStriking",2016
163,152,"Shawn Stefani",45,307,164,143,"BallStriking",2016
166,162,"Geoff Ogilvy",37,309,128,181,"BallStriking",2016
167,159,"Patton Kizzire",57,310,193,117,"BallStriking",2016
168,171,"Charlie Beljan",26,312,123,189,"BallStriking",2016
169,166,"Ben Crane",48,316,157,159,"BallStriking",2016
169,174,"Luke Guthrie",31,316,175,141,"BallStriking",2016
169,165,"Ian Poulter",37,316,132,184,"BallStriking",2016
172,172,"Tyrone Van Aswegen",67,317,189,128,"BallStriking",2016
173,168,"DA Points",32,318,170,148,"BallStriking",2016
174,181,"Freddie Jacobson",54,324,196,128,"BallStriking",2016
175,185,"Rob Oppenheim",37,327,205,122,"BallStriking",2016
176,180,"Lucas Lee",22,328,136,192,"BallStriking",2016
177,177,"Cameron Smith",45,331,155,176,"BallStriking",2016
178,186,"Miguel Angel Carballo",24,335,174,161,"BallStriking",2016
178,186,"Jon Curran",55,335,161,174,"BallStriking",2016
180,174,"Andres Gonzales",46,339,181,158,"BallStriking",2016
181,176,"Jonas Blixt",46,344,153,191,"BallStriking",2016
181,178,"Anirban Lahiri",44,344,172,172,"BallStriking",2016
181,189,"Dicky Pride",33,344,143,201,"BallStriking",2016
181,182,"Vijay Singh",42,344,157,187,"BallStriking",2016
185,186,"Peter Malnati",53,347,187,160,"BallStriking",2016
186,191,"Aaron Baddeley",51,348,179,169,"BallStriking",2016
187,193,"Abraham Ancer",26,351,151,200,"BallStriking",2016
188,183,"George McNeill",33,356,163,193,"BallStriking",2016
189,190,"Matt Every",34,362,195,167,"BallStriking",2016
190,184,"Retief Goosen",37,364,184,180,"BallStriking",2016
191,178,"Ernie Els",34,365,166,199,"BallStriking",2016
192,191,"Michael Kim",62,366,193,173,"BallStriking",2016
193,194,"Camilo Villegas",50,371,203,168,"BallStriking",2016
194,195,"Derek Fathauer",58,375,197,178,"BallStriking",2016
194,197,"Steve Stricker",25,375,185,190,"BallStriking",2016
196,197,"Stuart Appleby",39,376,191,185,"BallStriking",2016
197,201,"Steve Wheatcroft",53,381,186,195,"BallStriking",2016
198,204,"Chad Collins",45,383,189,194,"BallStriking",2016
199,196,"Jamie Donaldson",28,384,202,182,"BallStriking",2016
200,203,"Brian Gay",22,385,178,207,"BallStriking",2016
201,197,"Brendon Todd",43,386,181,205,"BallStriking",2016
202,200,"Hiroshi Iwata",51,387,183,204,"BallStriking",2016
203,201,"Robert Allenby",35,389,206,183,"BallStriking",2016
204,205,"Erik Compton",45,398,200,198,"BallStriking",2016
205,206,"Steven Bowditch",40,399,198,201,"BallStriking",2016
206,207,"DH Lee",35,404,201,203,"BallStriking",2016
207,208,"Carl Pettersson",31,413,207,206,"BallStriking",2016
