"Scramblingfrom2030yards_RANKTHISWEEK_2012","Scramblingfrom2030yards_RANKLASTWEEK_2012","Scramblingfrom2030yards_PLAYERNAME_2012","Scramblingfrom2030yards_ROUNDS_2012","Scramblingfrom2030yards_Pct_2012","Scramblingfrom2030yards_SUCCESSES_2012","Scramblingfrom2030yards_ATTEMPTS_2012","stat_name","year"
1,1,"Chris Couch",61,66.15,43,65,"Scramblingfrom2030yards",2012
2,2,"Jason Dufner",83,66.07,37,56,"Scramblingfrom2030yards",2012
3,3,"Trevor Immelman",76,65.71,46,70,"Scramblingfrom2030yards",2012
4,4,"Justin Rose",69,65.38,34,52,"Scramblingfrom2030yards",2012
5,5,"Jonathan Byrd",69,64.18,43,67,"Scramblingfrom2030yards",2012
6,6,"Ryuji Imada",78,63.92,62,97,"Scramblingfrom2030yards",2012
7,7,"Charl Schwartzel",56,62.86,22,35,"Scramblingfrom2030yards",2012
8,8,"Mathew Goggin",65,62.69,42,67,"Scramblingfrom2030yards",2012
9,9,"Luke Donald",63,62.5,40,64,"Scramblingfrom2030yards",2012
9,9,"David Toms",60,62.5,30,48,"Scramblingfrom2030yards",2012
11,11,"Nick OHern",78,61.9,65,105,"Scramblingfrom2030yards",2012
12,12,"Charles Howell III",98,61.61,69,112,"Scramblingfrom2030yards",2012
13,13,"Zach Johnson",95,61.36,54,88,"Scramblingfrom2030yards",2012
14,14,"Bud Cauley",99,61.18,52,85,"Scramblingfrom2030yards",2012
15,15,"Lee Westwood",60,61.11,22,36,"Scramblingfrom2030yards",2012
16,16,"Kevin Na",80,60.92,53,87,"Scramblingfrom2030yards",2012
17,17,"Ernie Els",80,60.53,46,76,"Scramblingfrom2030yards",2012
18,18,"Bryce Molder",83,60.22,56,93,"Scramblingfrom2030yards",2012
19,19,"Justin Leonard",79,59.77,52,87,"Scramblingfrom2030yards",2012
20,20,"Jim Furyk",85,58.9,43,73,"Scramblingfrom2030yards",2012
21,21,"Martin Flores",95,58.65,61,104,"Scramblingfrom2030yards",2012
22,22,"Mark Wilson",84,58.33,49,84,"Scramblingfrom2030yards",2012
23,23,"Phil Mickelson",79,58.11,43,74,"Scramblingfrom2030yards",2012
24,24,"Sung Kang",75,58.06,54,93,"Scramblingfrom2030yards",2012
25,25,"Matt Jones",53,58,29,50,"Scramblingfrom2030yards",2012
26,26,"Bill Lunde",83,57.97,40,69,"Scramblingfrom2030yards",2012
27,27,"Greg Chalmers",88,57.89,55,95,"Scramblingfrom2030yards",2012
27,27,"Charlie Wi",86,57.89,55,95,"Scramblingfrom2030yards",2012
29,29,"Michael Thompson",80,57.83,48,83,"Scramblingfrom2030yards",2012
30,30,"Nathan Green",73,57.81,37,64,"Scramblingfrom2030yards",2012
31,31,"Billy Mayfair",90,57.8,63,109,"Scramblingfrom2030yards",2012
32,32,"Danny Lee",74,57.75,41,71,"Scramblingfrom2030yards",2012
