"BirdieorBetterPercentageFairway_RANKTHISWEEK_2011","BirdieorBetterPercentageFairway_RANKLASTWEEK_2011","BirdieorBetterPercentageFairway_PLAYERNAME_2011","BirdieorBetterPercentageFairway_ROUNDS_2011","BirdieorBetterPercentageFairway_Pct_2011","BirdieorBetterPercentageFairway_TOTALBIRDIES_2011","BirdieorBetterPercentageFairway_TOTALHOLES_2011","stat_name","year"
1,1,"Webb Simpson",98,28.74,319,1110,"BirdieorBetterPercentageFairway",2011
2,2,"Jason Day",76,27.12,195,719,"BirdieorBetterPercentageFairway",2011
3,3,"Dustin Johnson",72,26.94,177,657,"BirdieorBetterPercentageFairway",2011
4,4,"Charley Hoffman",93,26.87,255,949,"BirdieorBetterPercentageFairway",2011
5,5,"Aaron Baddeley",77,26.71,199,745,"BirdieorBetterPercentageFairway",2011
6,6,"Nick Watney",80,26.68,210,787,"BirdieorBetterPercentageFairway",2011
7,7,"Rickie Fowler",84,26.2,218,832,"BirdieorBetterPercentageFairway",2011
8,8,"Hunter Mahan",92,25.96,271,1044,"BirdieorBetterPercentageFairway",2011
9,9,"Luke Donald",73,25.79,188,729,"BirdieorBetterPercentageFairway",2011
10,10,"Andres Romero",77,25.71,218,848,"BirdieorBetterPercentageFairway",2011
11,11,"Steve Stricker",70,25.45,184,723,"BirdieorBetterPercentageFairway",2011
12,12,"Matt Kuchar",94,25.26,242,958,"BirdieorBetterPercentageFairway",2011
13,13,"Gary Woodland",93,25,219,876,"BirdieorBetterPercentageFairway",2011
14,14,"Angel Cabrera",50,24.82,101,407,"BirdieorBetterPercentageFairway",2011
14,14,"Phil Mickelson",79,24.82,176,709,"BirdieorBetterPercentageFairway",2011
16,16,"Lucas Glover",74,24.54,198,807,"BirdieorBetterPercentageFairway",2011
16,16,"Chris Kirk",87,24.54,239,974,"BirdieorBetterPercentageFairway",2011
18,18,"Martin Laird",77,24.5,197,804,"BirdieorBetterPercentageFairway",2011
19,19,"Steve Marino",76,24.48,199,813,"BirdieorBetterPercentageFairway",2011
20,20,"Brandt Snedeker",85,24.44,218,892,"BirdieorBetterPercentageFairway",2011
21,21,"John Senden",94,24.33,264,1085,"BirdieorBetterPercentageFairway",2011
22,22,"JB Holmes",57,24.24,135,557,"BirdieorBetterPercentageFairway",2011
23,23,"Bubba Watson",85,24.17,175,724,"BirdieorBetterPercentageFairway",2011
24,24,"Kyle Stanley",98,24.09,245,1017,"BirdieorBetterPercentageFairway",2011
25,25,"Bo Van Pelt",92,24.07,226,939,"BirdieorBetterPercentageFairway",2011
26,26,"Robert Garrigus",83,24.06,198,823,"BirdieorBetterPercentageFairway",2011
27,27,"Kevin Na",84,23.94,209,873,"BirdieorBetterPercentageFairway",2011
28,28,"Carl Pettersson",95,23.7,288,1215,"BirdieorBetterPercentageFairway",2011
29,29,"Geoff Ogilvy",69,23.65,171,723,"BirdieorBetterPercentageFairway",2011
30,30,"Tommy Gainey",104,23.61,280,1186,"BirdieorBetterPercentageFairway",2011
30,30,"Chez Reavie",92,23.61,272,1152,"BirdieorBetterPercentageFairway",2011
32,32,"Adam Scott",60,23.6,143,606,"BirdieorBetterPercentageFairway",2011
32,32,"David Toms",78,23.6,202,856,"BirdieorBetterPercentageFairway",2011
34,34,"Scott Piercy",78,23.58,182,772,"BirdieorBetterPercentageFairway",2011
35,35,"Justin Rose",79,23.57,198,840,"BirdieorBetterPercentageFairway",2011
36,36,"Steven Bowditch",86,23.54,217,922,"BirdieorBetterPercentageFairway",2011
37,37,"Robert Karlsson",61,23.52,135,574,"BirdieorBetterPercentageFairway",2011
38,38,"Ryan Moore",79,23.48,189,805,"BirdieorBetterPercentageFairway",2011
39,39,"Robert Allenby",84,23.26,217,933,"BirdieorBetterPercentageFairway",2011
39,39,"Camilo Villegas",69,23.26,170,731,"BirdieorBetterPercentageFairway",2011
41,41,"Charl Schwartzel",58,23.22,121,521,"BirdieorBetterPercentageFairway",2011
41,41,"Vijay Singh",79,23.22,215,926,"BirdieorBetterPercentageFairway",2011
43,43,"Brandt Jobe",100,23.16,261,1127,"BirdieorBetterPercentageFairway",2011
44,44,"Brendan Steele",89,23.05,240,1041,"BirdieorBetterPercentageFairway",2011
45,45,"Jonathan Byrd",83,23.04,218,946,"BirdieorBetterPercentageFairway",2011
45,45,"Pat Perez",76,23.04,221,959,"BirdieorBetterPercentageFairway",2011
47,47,"Bill Haas",93,22.96,220,958,"BirdieorBetterPercentageFairway",2011
48,48,"Ben Martin",74,22.91,200,873,"BirdieorBetterPercentageFairway",2011
49,49,"Zach Johnson",79,22.88,213,931,"BirdieorBetterPercentageFairway",2011
