"Back9Par3ScoringAverage_RANKTHISWEEK_2016","Back9Par3ScoringAverage_RANKLASTWEEK_2016","Back9Par3ScoringAverage_PLAYERNAME_2016","Back9Par3ScoringAverage_ROUNDS_2016","Back9Par3ScoringAverage_AVG_2016","Back9Par3ScoringAverage_TOTALSTROKES_2016","Back9Par3ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,1,"Louis Oosthuizen",25,2.8,112,40,"Back9Par3ScoringAverage",2016
2,2,"Ryan Moore",40,2.88,213,74,"Back9Par3ScoringAverage",2016
3,8,"Byeong Hun An",23,2.89,110,38,"Back9Par3ScoringAverage",2016
4,3,"Brian Stuard",24,2.9,139,48,"Back9Par3ScoringAverage",2016
5,4,"Patrick Reed",53,2.92,286,98,"Back9Par3ScoringAverage",2016
6,6,"Hideki Matsuyama",40,2.93,217,74,"Back9Par3ScoringAverage",2016
7,10,"Freddie Jacobson",54,2.95,324,110,"Back9Par3ScoringAverage",2016
7,10,"Chez Reavie",56,2.95,342,116,"Back9Par3ScoringAverage",2016
9,8,"Retief Goosen",37,2.96,231,78,"Back9Par3ScoringAverage",2016
9,4,"JB Holmes",39,2.96,201,68,"Back9Par3ScoringAverage",2016
9,14,"Phil Mickelson",37,2.96,201,68,"Back9Par3ScoringAverage",2016
12,14,"Marc Leishman",41,2.97,226,76,"Back9Par3ScoringAverage",2016
12,12,"Justin Thomas",53,2.97,297,100,"Back9Par3ScoringAverage",2016
14,17,"Alex Cejka",47,2.98,268,90,"Back9Par3ScoringAverage",2016
14,12,"Jamie Donaldson",28,2.98,149,50,"Back9Par3ScoringAverage",2016
14,17,"Sergio Garcia",28,2.98,149,50,"Back9Par3ScoringAverage",2016
14,17,"John Huh",51,2.98,316,106,"Back9Par3ScoringAverage",2016
14,17,"Dustin Johnson",37,2.98,179,60,"Back9Par3ScoringAverage",2016
14,17,"Graeme McDowell",33,2.98,173,58,"Back9Par3ScoringAverage",2016
14,7,"Henrik Norlander",41,2.98,244,82,"Back9Par3ScoringAverage",2016
14,35,"Justin Rose",35,2.98,191,64,"Back9Par3ScoringAverage",2016
22,17,"Brendon de Jonge",55,2.99,335,112,"Back9Par3ScoringAverage",2016
22,14,"David Toms",38,2.99,233,78,"Back9Par3ScoringAverage",2016
24,35,"Chad Collins",45,3,276,92,"Back9Par3ScoringAverage",2016
24,35,"Adam Hadwin",53,3,324,108,"Back9Par3ScoringAverage",2016
24,25,"Andres Romero",22,3,132,44,"Back9Par3ScoringAverage",2016
27,25,"Jason Bohn",37,3.01,223,74,"Back9Par3ScoringAverage",2016
27,29,"Keegan Bradley",40,3.01,247,82,"Back9Par3ScoringAverage",2016
27,25,"Andrew Loupe",50,3.01,307,102,"Back9Par3ScoringAverage",2016
27,29,"Bryce Molder",50,3.01,307,102,"Back9Par3ScoringAverage",2016
27,50,"Camilo Villegas",50,3.01,313,104,"Back9Par3ScoringAverage",2016
32,35,"Scott Brown",59,3.02,368,122,"Back9Par3ScoringAverage",2016
32,23,"Angel Cabrera",42,3.02,254,84,"Back9Par3ScoringAverage",2016
32,35,"Kevin Chappell",49,3.02,308,102,"Back9Par3ScoringAverage",2016
32,35,"Ben Crane",48,3.02,296,98,"Back9Par3ScoringAverage",2016
32,25,"Spencer Levin",62,3.02,380,126,"Back9Par3ScoringAverage",2016
32,35,"Charl Schwartzel",29,3.02,169,56,"Back9Par3ScoringAverage",2016
32,35,"Brandt Snedeker",47,3.02,248,82,"Back9Par3ScoringAverage",2016
32,35,"Steve Stricker",25,3.02,163,54,"Back9Par3ScoringAverage",2016
32,29,"Daniel Summerhays",55,3.02,344,114,"Back9Par3ScoringAverage",2016
41,50,"Ricky Barnes",57,3.03,351,116,"Back9Par3ScoringAverage",2016
41,50,"Daniel Berger",52,3.03,309,102,"Back9Par3ScoringAverage",2016
41,62,"Steven Bowditch",40,3.03,236,78,"Back9Par3ScoringAverage",2016
41,29,"Bronson Burgoon",53,3.03,327,108,"Back9Par3ScoringAverage",2016
41,35,"Chad Campbell",54,3.03,333,110,"Back9Par3ScoringAverage",2016
41,50,"Stewart Cink",45,3.03,279,92,"Back9Par3ScoringAverage",2016
41,50,"Robert Garrigus",34,3.03,206,68,"Back9Par3ScoringAverage",2016
