"PuttsperRoundRound4_RANKTHISWEEK_2010","PuttsperRoundRound4_RANKLASTWEEK_2010","PuttsperRoundRound4_PLAYERNAME_2010","PuttsperRoundRound4__2010","PuttsperRoundRound4_AVG_2010","PuttsperRoundRound4_TOTALPUTTS_2010","PuttsperRoundRound4_TOTALROUNDS_2010","stat_name","year"
1,1,"Brian Gay",NA,27.26,518,19,"PuttsperRoundRound4",2010
2,2,"Charley Hoffman",NA,27.39,493,18,"PuttsperRoundRound4",2010
3,3,"Brian Davis",NA,27.5,495,18,"PuttsperRoundRound4",2010
4,4,"Brad Faxon",NA,27.6,138,5,"PuttsperRoundRound4",2010
5,5,"Jarrod Lyle",NA,27.71,194,7,"PuttsperRoundRound4",2010
5,5,"Ryan Palmer",NA,27.71,388,14,"PuttsperRoundRound4",2010
7,7,"Jeff Quinney",NA,27.8,417,15,"PuttsperRoundRound4",2010
8,8,"Zach Johnson",NA,27.9,586,21,"PuttsperRoundRound4",2010
9,9,"Michael Sim",NA,27.92,335,12,"PuttsperRoundRound4",2010
10,10,"Aaron Baddeley",NA,28,560,20,"PuttsperRoundRound4",2010
10,10,"Padraig Harrington",NA,28,308,11,"PuttsperRoundRound4",2010
12,12,"Luke Donald",NA,28.07,421,15,"PuttsperRoundRound4",2010
13,13,"Daniel Chopra",NA,28.11,253,9,"PuttsperRoundRound4",2010
13,13,"Tim Clark",NA,28.11,534,19,"PuttsperRoundRound4",2010
15,15,"Bryce Molder",NA,28.13,422,15,"PuttsperRoundRound4",2010
16,16,"John Mallinger",NA,28.18,310,11,"PuttsperRoundRound4",2010
16,16,"Webb Simpson",NA,28.18,479,17,"PuttsperRoundRound4",2010
18,18,"Carl Pettersson",NA,28.22,508,18,"PuttsperRoundRound4",2010
18,18,"Jeev Milkha Singh",NA,28.22,254,9,"PuttsperRoundRound4",2010
20,20,"Rory Sabbatini",NA,28.23,367,13,"PuttsperRoundRound4",2010
21,21,"JB Holmes",NA,28.25,678,24,"PuttsperRoundRound4",2010
22,22,"Ben Crane",NA,28.28,509,18,"PuttsperRoundRound4",2010
23,23,"Joe Ogilvie",NA,28.33,425,15,"PuttsperRoundRound4",2010
24,24,"Matt Bettencourt",NA,28.36,312,11,"PuttsperRoundRound4",2010
24,24,"Rory McIlroy",NA,28.36,312,11,"PuttsperRoundRound4",2010
24,24,"Garrett Willis",NA,28.36,397,14,"PuttsperRoundRound4",2010
27,27,"Greg Chalmers",NA,28.37,539,19,"PuttsperRoundRound4",2010
28,28,"Spencer Levin",NA,28.41,625,22,"PuttsperRoundRound4",2010
29,29,"James Driscoll",NA,28.42,341,12,"PuttsperRoundRound4",2010
30,30,"Kevin Streelman",NA,28.44,455,16,"PuttsperRoundRound4",2010
31,31,"Jim Furyk",NA,28.47,484,17,"PuttsperRoundRound4",2010
31,31,"Marc Leishman",NA,28.47,484,17,"PuttsperRoundRound4",2010
33,33,"KJ Choi",NA,28.5,513,18,"PuttsperRoundRound4",2010
