"Par4EagleLeaders_RANKTHISWEEK_2012","Par4EagleLeaders_RANKLASTWEEK_2012","Par4EagleLeaders_PLAYERNAME_2012","Par4EagleLeaders_ROUNDS_2012","Par4EagleLeaders_TOTAL_2012","Par4EagleLeaders_TOTALPAR4HOLES_2012","Par4EagleLeaders_TOTALHOLEOUTS_2012","stat_name","year"
1,1,"Bill Lunde",83,5,850,3,"Par4EagleLeaders",2012
2,2,"Scott Piercy",95,4,1028,3,"Par4EagleLeaders",2012
3,3,"Greg Chalmers",88,3,938,1,"Par4EagleLeaders",2012
3,3,"Tim Clark",60,3,664,2,"Par4EagleLeaders",2012
3,3,"Brendon de Jonge",115,3,1236,2,"Par4EagleLeaders",2012
3,3,"Luke Donald",63,3,660,2,"Par4EagleLeaders",2012
3,3,"James Driscoll",83,3,890,2,"Par4EagleLeaders",2012
3,3,"Ernie Els",80,3,846,NA,"Par4EagleLeaders",2012
3,3,"Martin Flores",95,3,1042,2,"Par4EagleLeaders",2012
3,3,"Chris Kirk",93,3,969,2,"Par4EagleLeaders",2012
3,3,"Davis Love III",64,3,715,1,"Par4EagleLeaders",2012
3,3,"Ian Poulter",57,3,604,1,"Par4EagleLeaders",2012
3,3,"Vijay Singh",99,3,1079,2,"Par4EagleLeaders",2012
3,3,"Vaughn Taylor",81,3,855,3,"Par4EagleLeaders",2012
15,15,"Robert Allenby",76,2,830,2,"Par4EagleLeaders",2012
15,15,"Arjun Atwal",79,2,821,2,"Par4EagleLeaders",2012
15,15,"Jonas Blixt",72,2,776,2,"Par4EagleLeaders",2012
15,15,"Keegan Bradley",90,2,970,1,"Par4EagleLeaders",2012
15,15,"Chad Campbell",84,2,928,2,"Par4EagleLeaders",2012
15,15,"Miguel Angel Carballo",73,2,744,NA,"Par4EagleLeaders",2012
15,15,"Bud Cauley",99,2,1058,1,"Par4EagleLeaders",2012
15,15,"Will Claxton",99,2,1082,1,"Par4EagleLeaders",2012
15,15,"Graham DeLaet",79,2,866,2,"Par4EagleLeaders",2012
15,15,"Brian Gay",91,2,942,2,"Par4EagleLeaders",2012
15,15,"Bill Haas",79,2,840,2,"Par4EagleLeaders",2012
15,15,"Tim Herron",88,2,966,1,"Par4EagleLeaders",2012
15,15,"Dustin Johnson",70,2,732,2,"Par4EagleLeaders",2012
15,15,"Jason Kokrak",79,2,818,NA,"Par4EagleLeaders",2012
15,15,"David Mathis",83,2,880,2,"Par4EagleLeaders",2012
15,15,"John Merrick",83,2,864,1,"Par4EagleLeaders",2012
15,15,"Bryce Molder",83,2,845,1,"Par4EagleLeaders",2012
15,15,"Ryan Moore",89,2,952,1,"Par4EagleLeaders",2012
15,15,"Seung Yul Noh",105,2,1096,1,"Par4EagleLeaders",2012
15,15,"Sean OHair",84,2,920,2,"Par4EagleLeaders",2012
15,15,"Louis Oosthuizen",65,2,688,2,"Par4EagleLeaders",2012
15,15,"Dicky Pride",62,2,630,1,"Par4EagleLeaders",2012
15,15,"Kyle Reifers",86,2,918,2,"Par4EagleLeaders",2012
15,15,"Steve Stricker",73,2,764,1,"Par4EagleLeaders",2012
15,15,"Bo Van Pelt",84,2,896,2,"Par4EagleLeaders",2012
15,15,"Gary Woodland",70,2,744,NA,"Par4EagleLeaders",2012
41,41,"Blake Adams",107,1,1160,NA,"Par4EagleLeaders",2012
41,41,"Cameron Beckman",81,1,836,1,"Par4EagleLeaders",2012
41,41,"Tommy Biershenk",74,1,774,1,"Par4EagleLeaders",2012
41,41,"Michael Bradley",63,1,679,1,"Par4EagleLeaders",2012
41,41,"Angel Cabrera",54,1,584,NA,"Par4EagleLeaders",2012
41,41,"Roberto Castro",92,1,984,1,"Par4EagleLeaders",2012
41,41,"Daniel Chopra",55,1,588,1,"Par4EagleLeaders",2012
41,41,"Gary Christian",91,1,952,1,"Par4EagleLeaders",2012
41,41,"Gavin Coles",72,1,768,1,"Par4EagleLeaders",2012
41,41,"Erik Compton",81,1,836,NA,"Par4EagleLeaders",2012
41,41,"Ben Crane",73,1,768,1,"Par4EagleLeaders",2012
41,41,"Brian Davis",91,1,976,NA,"Par4EagleLeaders",2012
41,41,"Marco Dawson",60,1,616,1,"Par4EagleLeaders",2012
41,41,"Chris DiMarco",83,1,872,NA,"Par4EagleLeaders",2012
41,41,"Jason Dufner",83,1,888,NA,"Par4EagleLeaders",2012
41,41,"Ken Duke",104,1,1130,1,"Par4EagleLeaders",2012
41,41,"Harris English",98,1,1062,1,"Par4EagleLeaders",2012
41,41,"Bob Estes",78,1,856,1,"Par4EagleLeaders",2012
41,41,"Rickie Fowler",84,1,896,NA,"Par4EagleLeaders",2012
41,41,"Harrison Frazar",56,1,594,NA,"Par4EagleLeaders",2012
41,41,"Jim Furyk",85,1,914,1,"Par4EagleLeaders",2012
41,41,"Tommy Gainey",98,1,1069,1,"Par4EagleLeaders",2012
41,41,"Sergio Garcia",57,1,608,1,"Par4EagleLeaders",2012
41,41,"Robert Garrigus",89,1,953,1,"Par4EagleLeaders",2012
41,41,"Bobby Gates",87,1,920,1,"Par4EagleLeaders",2012
41,41,"Tom Gillis",75,1,797,NA,"Par4EagleLeaders",2012
41,41,"Hunter Haas",69,1,710,1,"Par4EagleLeaders",2012
41,41,"Billy Horschel",63,1,654,NA,"Par4EagleLeaders",2012
41,41,"Charles Howell III",98,1,1072,NA,"Par4EagleLeaders",2012
41,41,"John Huh",99,1,1080,1,"Par4EagleLeaders",2012
41,41,"Freddie Jacobson",61,1,662,1,"Par4EagleLeaders",2012
41,41,"Brandt Jobe",57,1,612,1,"Par4EagleLeaders",2012
41,41,"Zach Johnson",95,1,1020,1,"Par4EagleLeaders",2012
41,41,"Sung Kang",75,1,788,NA,"Par4EagleLeaders",2012
41,41,"Robert Karlsson",54,1,566,NA,"Par4EagleLeaders",2012
41,41,"JJ Killeen",101,1,1052,1,"Par4EagleLeaders",2012
41,41,"Kevin Kisner",69,1,706,NA,"Par4EagleLeaders",2012
41,41,"Danny Lee",74,1,758,1,"Par4EagleLeaders",2012
41,41,"Marc Leishman",84,1,906,1,"Par4EagleLeaders",2012
41,41,"Justin Leonard",79,1,811,1,"Par4EagleLeaders",2012
41,41,"Spencer Levin",81,1,853,1,"Par4EagleLeaders",2012
41,41,"Edward Loar",59,1,630,1,"Par4EagleLeaders",2012
41,41,"Jeff Maggert",83,1,910,NA,"Par4EagleLeaders",2012
41,41,"John Mallinger",74,1,758,1,"Par4EagleLeaders",2012
41,41,"Troy Matteson",100,1,1062,1,"Par4EagleLeaders",2012
41,41,"Graeme McDowell",55,1,582,1,"Par4EagleLeaders",2012
41,41,"Rocco Mediate",70,1,735,NA,"Par4EagleLeaders",2012
41,41,"Phil Mickelson",79,1,842,1,"Par4EagleLeaders",2012
41,41,"Garth Mulroy",59,1,630,NA,"Par4EagleLeaders",2012
41,41,"Kevin Na",80,1,848,1,"Par4EagleLeaders",2012
41,41,"Nick OHern",78,1,800,1,"Par4EagleLeaders",2012
41,41,"Jeff Overton",101,1,1095,NA,"Par4EagleLeaders",2012
41,41,"Greg Owen",90,1,988,NA,"Par4EagleLeaders",2012
41,41,"Chez Reavie",83,1,888,NA,"Par4EagleLeaders",2012
41,41,"Andres Romero",68,1,688,1,"Par4EagleLeaders",2012
41,41,"Justin Rose",69,1,722,1,"Par4EagleLeaders",2012
41,41,"Rory Sabbatini",84,1,917,1,"Par4EagleLeaders",2012
41,41,"John Senden",81,1,836,NA,"Par4EagleLeaders",2012
41,41,"Webb Simpson",77,1,822,1,"Par4EagleLeaders",2012
41,41,"Scott Stallings",78,1,846,1,"Par4EagleLeaders",2012
41,41,"Brendan Steele",77,1,780,1,"Par4EagleLeaders",2012
41,41,"Henrik Stenson",51,1,546,1,"Par4EagleLeaders",2012
41,41,"Chris Stroud",86,1,935,1,"Par4EagleLeaders",2012
41,41,"Daniel Summerhays",81,1,878,NA,"Par4EagleLeaders",2012
41,41,"Brendon Todd",78,1,804,1,"Par4EagleLeaders",2012
41,41,"David Toms",60,1,618,1,"Par4EagleLeaders",2012
41,41,"DJ Trahan",73,1,754,NA,"Par4EagleLeaders",2012
41,41,"Cameron Tringale",88,1,932,1,"Par4EagleLeaders",2012
41,41,"Johnson Wagner",88,1,950,1,"Par4EagleLeaders",2012
41,41,"Nick Watney",97,1,1012,NA,"Par4EagleLeaders",2012
41,41,"Bubba Watson",68,1,714,1,"Par4EagleLeaders",2012
41,41,"Boo Weekley",74,1,760,1,"Par4EagleLeaders",2012
41,41,"Charlie Wi",86,1,922,1,"Par4EagleLeaders",2012
