"TotalHoleOuts_RANKTHISWEEK_2011","TotalHoleOuts_RANKLASTWEEK_2011","TotalHoleOuts_PLAYERNAME_2011","TotalHoleOuts_ROUNDS_2011","TotalHoleOuts_HOLEOUTS_2011","stat_name","year"
69,69,"Marc Turnesa",54,10,"TotalHoleOuts",2011
69,69,"Jhonattan Vegas",84,10,"TotalHoleOuts",2011
93,93,"Robert Allenby",84,9,"TotalHoleOuts",2011
93,93,"Stuart Appleby",65,9,"TotalHoleOuts",2011
93,93,"Briny Baird",60,9,"TotalHoleOuts",2011
93,93,"Jason Bohn",74,9,"TotalHoleOuts",2011
93,93,"Brian Davis",105,9,"TotalHoleOuts",2011
93,93,"Brendon de Jonge",105,9,"TotalHoleOuts",2011
93,93,"Jim Furyk",87,9,"TotalHoleOuts",2011
93,93,"Sergio Garcia",61,9,"TotalHoleOuts",2011
93,93,"Robert Garrigus",83,9,"TotalHoleOuts",2011
93,93,"Tom Gillis",55,9,"TotalHoleOuts",2011
93,93,"Paul Goydos",81,9,"TotalHoleOuts",2011
93,93,"David Hearn",88,9,"TotalHoleOuts",2011
93,93,"Tim Herron",85,9,"TotalHoleOuts",2011
93,93,"JB Holmes",57,9,"TotalHoleOuts",2011
93,93,"Sung Kang",63,9,"TotalHoleOuts",2011
93,93,"Chris Kirk",87,9,"TotalHoleOuts",2011
93,93,"Kevin Kisner",70,9,"TotalHoleOuts",2011
93,93,"Matt Kuchar",94,9,"TotalHoleOuts",2011
93,93,"Jarrod Lyle",83,9,"TotalHoleOuts",2011
93,93,"DA Points",89,9,"TotalHoleOuts",2011
93,93,"John Senden",94,9,"TotalHoleOuts",2011
93,93,"Heath Slocum",89,9,"TotalHoleOuts",2011
93,93,"Vaughn Taylor",89,9,"TotalHoleOuts",2011
93,93,"DJ Trahan",91,9,"TotalHoleOuts",2011
93,93,"Nick Watney",80,9,"TotalHoleOuts",2011
93,93,"Dean Wilson",62,9,"TotalHoleOuts",2011
119,119,"Stephen Ames",69,8,"TotalHoleOuts",2011
119,119,"Aaron Baddeley",77,8,"TotalHoleOuts",2011
119,119,"Steven Bowditch",86,8,"TotalHoleOuts",2011
119,119,"Stewart Cink",72,8,"TotalHoleOuts",2011
119,119,"Jason Day",76,8,"TotalHoleOuts",2011
119,119,"Lucas Glover",74,8,"TotalHoleOuts",2011
119,119,"Lee Janzen",62,8,"TotalHoleOuts",2011
119,119,"George McNeill",69,8,"TotalHoleOuts",2011
119,119,"Troy Merritt",63,8,"TotalHoleOuts",2011
119,119,"Vijay Singh",79,8,"TotalHoleOuts",2011
119,119,"Chris Stroud",88,8,"TotalHoleOuts",2011
130,130,"DJ Brigman",67,7,"TotalHoleOuts",2011
130,130,"JP Hayes",56,7,"TotalHoleOuts",2011
130,130,"Richard Johnson",64,7,"TotalHoleOuts",2011
130,130,"David Mathis",83,7,"TotalHoleOuts",2011
130,130,"William McGirt",103,7,"TotalHoleOuts",2011
130,130,"Rocco Mediate",53,7,"TotalHoleOuts",2011
130,130,"Martin Piller",63,7,"TotalHoleOuts",2011
130,130,"Aron Price",58,7,"TotalHoleOuts",2011
130,130,"Paul Stankowski",78,7,"TotalHoleOuts",2011
130,130,"Will Strickler",51,7,"TotalHoleOuts",2011
130,130,"Bo Van Pelt",92,7,"TotalHoleOuts",2011
141,141,"Chad Campbell",99,6,"TotalHoleOuts",2011
141,141,"Ernie Els",71,6,"TotalHoleOuts",2011
141,141,"Bobby Gates",82,6,"TotalHoleOuts",2011
141,141,"Andres Gonzales",60,6,"TotalHoleOuts",2011
141,141,"Hunter Haas",96,6,"TotalHoleOuts",2011
141,141,"Trevor Immelman",84,6,"TotalHoleOuts",2011
141,141,"Robert Karlsson",61,6,"TotalHoleOuts",2011
141,141,"Graeme McDowell",50,6,"TotalHoleOuts",2011
141,141,"John Merrick",71,6,"TotalHoleOuts",2011
141,141,"Geoff Ogilvy",69,6,"TotalHoleOuts",2011
141,141,"Ryan Palmer",82,6,"TotalHoleOuts",2011
141,141,"Jim Renner",65,6,"TotalHoleOuts",2011
141,141,"Alexandre Rocha",65,6,"TotalHoleOuts",2011
141,141,"Adam Scott",60,6,"TotalHoleOuts",2011
141,141,"Scott Stallings",84,6,"TotalHoleOuts",2011
141,141,"Steve Stricker",70,6,"TotalHoleOuts",2011
157,157,"Rich Beem",53,5,"TotalHoleOuts",2011
157,157,"Ben Curtis",66,5,"TotalHoleOuts",2011
157,157,"David Duval",67,5,"TotalHoleOuts",2011
157,157,"Harrison Frazar",58,5,"TotalHoleOuts",2011
157,157,"Retief Goosen",50,5,"TotalHoleOuts",2011
157,157,"Anthony Kim",72,5,"TotalHoleOuts",2011
157,157,"Bill Lunde",92,5,"TotalHoleOuts",2011
157,157,"Ian Poulter",52,5,"TotalHoleOuts",2011
157,157,"Kevin Streelman",90,5,"TotalHoleOuts",2011
166,166,"Cameron Beckman",71,4,"TotalHoleOuts",2011
166,166,"Angel Cabrera",50,4,"TotalHoleOuts",2011
166,166,"Luke Donald",73,4,"TotalHoleOuts",2011
166,166,"Joe Durant",71,4,"TotalHoleOuts",2011
166,166,"Padraig Harrington",60,4,"TotalHoleOuts",2011
166,166,"Ryuji Imada",83,4,"TotalHoleOuts",2011
166,166,"Bryce Molder",82,4,"TotalHoleOuts",2011
166,166,"Alex Prugh",82,4,"TotalHoleOuts",2011
166,166,"Michael Putnam",67,4,"TotalHoleOuts",2011
166,166,"Daniel Summerhays",75,4,"TotalHoleOuts",2011
166,166,"Bubba Watson",85,4,"TotalHoleOuts",2011
166,166,"Boo Weekley",66,4,"TotalHoleOuts",2011
166,166,"YE Yang",63,4,"TotalHoleOuts",2011
179,179,"Woody Austin",59,3,"TotalHoleOuts",2011
179,179,"Steve Elkington",50,3,"TotalHoleOuts",2011
179,179,"JJ Henry",96,3,"TotalHoleOuts",2011
179,179,"Charl Schwartzel",58,3,"TotalHoleOuts",2011
179,179,"Roland Thatcher",67,3,"TotalHoleOuts",2011
179,179,"Johnson Wagner",81,3,"TotalHoleOuts",2011
185,185,"Justin Hicks",60,1,"TotalHoleOuts",2011
185,185,"Davis Love III",70,1,"TotalHoleOuts",2011
