"TotalHoleOuts_RANKTHISWEEK_2011","TotalHoleOuts_RANKLASTWEEK_2011","TotalHoleOuts_PLAYERNAME_2011","TotalHoleOuts_ROUNDS_2011","TotalHoleOuts_HOLEOUTS_2011","stat_name","year"
1,1,"Greg Chalmers",88,22,"TotalHoleOuts",2011
2,2,"Rickie Fowler",84,21,"TotalHoleOuts",2011
3,3,"Kyle Stanley",98,20,"TotalHoleOuts",2011
4,4,"Blake Adams",116,18,"TotalHoleOuts",2011
4,4,"Arjun Atwal",91,18,"TotalHoleOuts",2011
4,4,"Fabian Gomez",84,18,"TotalHoleOuts",2011
4,4,"Kevin Na",84,18,"TotalHoleOuts",2011
4,4,"Jimmy Walker",79,18,"TotalHoleOuts",2011
9,9,"Brian Gay",90,17,"TotalHoleOuts",2011
10,10,"Kris Blanks",92,16,"TotalHoleOuts",2011
10,10,"Charley Hoffman",93,16,"TotalHoleOuts",2011
10,10,"Derek Lamely",65,16,"TotalHoleOuts",2011
10,10,"Billy Mayfair",94,16,"TotalHoleOuts",2011
14,14,"James Driscoll",71,15,"TotalHoleOuts",2011
14,14,"Jason Dufner",78,15,"TotalHoleOuts",2011
14,14,"Bill Haas",93,15,"TotalHoleOuts",2011
14,14,"Marc Leishman",87,15,"TotalHoleOuts",2011
14,14,"Nick OHern",89,15,"TotalHoleOuts",2011
14,14,"Webb Simpson",98,15,"TotalHoleOuts",2011
20,20,"Ricky Barnes",78,14,"TotalHoleOuts",2011
20,20,"Matt Bettencourt",84,14,"TotalHoleOuts",2011
20,20,"Keegan Bradley",91,14,"TotalHoleOuts",2011
20,20,"Nathan Green",81,14,"TotalHoleOuts",2011
20,20,"Charles Howell III",108,14,"TotalHoleOuts",2011
20,20,"Dustin Johnson",72,14,"TotalHoleOuts",2011
20,20,"Bio Kim",71,14,"TotalHoleOuts",2011
20,20,"Zack Miller",86,14,"TotalHoleOuts",2011
20,20,"Carl Pettersson",95,14,"TotalHoleOuts",2011
20,20,"David Toms",78,14,"TotalHoleOuts",2011
30,30,"Shane Bertsch",62,13,"TotalHoleOuts",2011
30,30,"Jonathan Byrd",83,13,"TotalHoleOuts",2011
30,30,"Steve Flesch",88,13,"TotalHoleOuts",2011
30,30,"Freddie Jacobson",92,13,"TotalHoleOuts",2011
30,30,"Matt Jones",71,13,"TotalHoleOuts",2011
30,30,"Spencer Levin",113,13,"TotalHoleOuts",2011
30,30,"Troy Matteson",91,13,"TotalHoleOuts",2011
30,30,"Tim Petrovic",88,13,"TotalHoleOuts",2011
30,30,"Rory Sabbatini",85,13,"TotalHoleOuts",2011
30,30,"Cameron Tringale",110,13,"TotalHoleOuts",2011
30,30,"Mark Wilson",89,13,"TotalHoleOuts",2011
41,41,"Ben Crane",76,12,"TotalHoleOuts",2011
41,41,"Tommy Gainey",104,12,"TotalHoleOuts",2011
41,41,"Justin Leonard",82,12,"TotalHoleOuts",2011
41,41,"Hunter Mahan",92,12,"TotalHoleOuts",2011
41,41,"Phil Mickelson",79,12,"TotalHoleOuts",2011
41,41,"Rod Pampling",72,12,"TotalHoleOuts",2011
41,41,"Josh Teater",104,12,"TotalHoleOuts",2011
41,41,"Michael Thompson",79,12,"TotalHoleOuts",2011
41,41,"Camilo Villegas",69,12,"TotalHoleOuts",2011
41,41,"Charlie Wi",83,12,"TotalHoleOuts",2011
51,51,"Alex Cejka",59,11,"TotalHoleOuts",2011
51,51,"KJ Choi",77,11,"TotalHoleOuts",2011
51,51,"Chris Couch",73,11,"TotalHoleOuts",2011
51,51,"Scott Gutschewski",67,11,"TotalHoleOuts",2011
51,51,"Brandt Jobe",100,11,"TotalHoleOuts",2011
51,51,"Zach Johnson",79,11,"TotalHoleOuts",2011
51,51,"Steve Marino",76,11,"TotalHoleOuts",2011
51,51,"Ben Martin",74,11,"TotalHoleOuts",2011
51,51,"Pat Perez",76,11,"TotalHoleOuts",2011
51,51,"Scott Piercy",78,11,"TotalHoleOuts",2011
51,51,"Chris Riley",76,11,"TotalHoleOuts",2011
51,51,"John Rollins",85,11,"TotalHoleOuts",2011
51,51,"Andres Romero",77,11,"TotalHoleOuts",2011
51,51,"Nate Smith",66,11,"TotalHoleOuts",2011
51,51,"Brandt Snedeker",85,11,"TotalHoleOuts",2011
51,51,"Brendan Steele",89,11,"TotalHoleOuts",2011
51,51,"Garrett Willis",71,11,"TotalHoleOuts",2011
51,51,"Gary Woodland",93,11,"TotalHoleOuts",2011
69,69,"Michael Bradley",74,10,"TotalHoleOuts",2011
69,69,"Joseph Bramlett",73,10,"TotalHoleOuts",2011
69,69,"Kevin Chappell",78,10,"TotalHoleOuts",2011
69,69,"Michael Connell",76,10,"TotalHoleOuts",2011
69,69,"Chris DiMarco",93,10,"TotalHoleOuts",2011
69,69,"Jim Herman",69,10,"TotalHoleOuts",2011
69,69,"Billy Horschel",75,10,"TotalHoleOuts",2011
69,69,"Kent Jones",76,10,"TotalHoleOuts",2011
69,69,"Jerry Kelly",85,10,"TotalHoleOuts",2011
69,69,"Colt Knost",80,10,"TotalHoleOuts",2011
69,69,"Martin Laird",77,10,"TotalHoleOuts",2011
69,69,"Scott McCarron",65,10,"TotalHoleOuts",2011
69,69,"Matt McQuillan",59,10,"TotalHoleOuts",2011
69,69,"Shaun Micheel",77,10,"TotalHoleOuts",2011
69,69,"Ryan Moore",79,10,"TotalHoleOuts",2011
69,69,"Sean OHair",71,10,"TotalHoleOuts",2011
69,69,"Joe Ogilvie",75,10,"TotalHoleOuts",2011
69,69,"Jeff Overton",92,10,"TotalHoleOuts",2011
69,69,"Chez Reavie",92,10,"TotalHoleOuts",2011
69,69,"Tag Ridings",87,10,"TotalHoleOuts",2011
69,69,"Justin Rose",79,10,"TotalHoleOuts",2011
69,69,"Kevin Stadler",88,10,"TotalHoleOuts",2011
