"DrivingPct240260AllDrives_RANKTHISWEEK_2007","DrivingPct240260AllDrives_RANKLASTWEEK_2007","DrivingPct240260AllDrives_PLAYERNAME_2007","DrivingPct240260AllDrives_ROUNDS_2007","DrivingPct240260AllDrives_Pct_2007","DrivingPct240260AllDrives_TOTALDRIVESFOR240260_2007","DrivingPct240260AllDrives_TOTALDRIVESOVERALL_2007","DrivingPct240260AllDrives_RELATIVETOPAR_2007","stat_name","year"
1,1,"Gavin Coles",87,32.5,349,1074,0.074,"DrivingPct240260AllDrives",2007
2,2,"Brian Gay",107,30.53,414,1356,0.063,"DrivingPct240260AllDrives",2007
3,3,"Corey Pavin",81,28.87,287,994,-0.017,"DrivingPct240260AllDrives",2007
4,4,"Paul Goydos",60,27.3,178,652,0.124,"DrivingPct240260AllDrives",2007
5,5,"Craig Bowden",78,27.08,254,938,0.071,"DrivingPct240260AllDrives",2007
6,6,"Jose Coceres",50,26.32,155,589,0.09,"DrivingPct240260AllDrives",2007
6,6,"Fred Funk",65,26.32,195,741,0.087,"DrivingPct240260AllDrives",2007
8,8,"Mark Brooks",53,26.18,150,573,0.12,"DrivingPct240260AllDrives",2007
9,9,"Michael Boyd",61,25.51,186,729,0.048,"DrivingPct240260AllDrives",2007
10,10,"Shigeki Maruyama",84,22.81,255,1118,0.09,"DrivingPct240260AllDrives",2007
11,11,"Stephen Leaney",82,21.77,224,1029,0.125,"DrivingPct240260AllDrives",2007
12,12,"Nick OHern",72,20.94,161,769,0.149,"DrivingPct240260AllDrives",2007
13,13,"Craig Kanada",109,20.32,267,1314,0.146,"DrivingPct240260AllDrives",2007
14,14,"Richard Johnson",93,19.86,232,1168,0.155,"DrivingPct240260AllDrives",2007
15,15,"Matt Kuchar",85,19.7,196,995,-0.051,"DrivingPct240260AllDrives",2007
16,16,"Doug LaBelle II",104,19.67,250,1271,0.048,"DrivingPct240260AllDrives",2007
17,17,"Tim Clark",66,19.54,144,737,-0.056,"DrivingPct240260AllDrives",2007
17,17,"Dean Wilson",92,19.54,205,1049,0.083,"DrivingPct240260AllDrives",2007
19,19,"Craig Lile",77,19.42,188,968,0.011,"DrivingPct240260AllDrives",2007
20,20,"Ben Curtis",80,19.38,175,903,0.166,"DrivingPct240260AllDrives",2007
21,21,"Anders Hansen",55,19.33,92,476,0.109,"DrivingPct240260AllDrives",2007
22,22,"Jeff Quinney",95,19.2,231,1203,0.139,"DrivingPct240260AllDrives",2007
23,23,"Scott Verplank",82,19.15,158,825,0.019,"DrivingPct240260AllDrives",2007
24,24,"Nathan Green",103,18.69,226,1209,0.075,"DrivingPct240260AllDrives",2007
25,25,"Glen Day",85,17.97,188,1046,0.101,"DrivingPct240260AllDrives",2007
26,26,"Jose Maria Olazabal",52,17.95,93,518,0.237,"DrivingPct240260AllDrives",2007
27,27,"Justin Leonard",95,17.93,206,1149,0.053,"DrivingPct240260AllDrives",2007
28,28,"Tom Byrum",50,17.66,101,572,0.089,"DrivingPct240260AllDrives",2007
29,29,"Kirk Triplett",77,17.47,166,950,0.169,"DrivingPct240260AllDrives",2007
30,30,"Dicky Pride",71,17.45,149,854,0.114,"DrivingPct240260AllDrives",2007
31,31,"Jim Furyk",84,17.26,160,927,0.056,"DrivingPct240260AllDrives",2007
32,32,"Ryuji Imada",104,17.14,213,1243,0.07,"DrivingPct240260AllDrives",2007
33,33,"Steve Elkington",87,17.04,173,1015,0.121,"DrivingPct240260AllDrives",2007
34,34,"Jerry Kelly",101,17.03,179,1051,0.067,"DrivingPct240260AllDrives",2007
35,35,"Arron Oberholser",69,16.94,125,738,0.096,"DrivingPct240260AllDrives",2007
36,36,"Chad Campbell",96,16.91,173,1023,0.208,"DrivingPct240260AllDrives",2007
36,36,"Bob Estes",88,16.91,189,1118,0,"DrivingPct240260AllDrives",2007
38,38,"Bart Bryant",87,16.89,175,1036,0.029,"DrivingPct240260AllDrives",2007
39,39,"Rocco Mediate",72,16.79,157,935,0.096,"DrivingPct240260AllDrives",2007
40,40,"Luke Donald",69,16.62,117,704,-0.026,"DrivingPct240260AllDrives",2007
41,41,"Robert Gamez",88,16.57,176,1062,0.131,"DrivingPct240260AllDrives",2007
42,42,"Joey Sindelar",75,16.52,154,932,0.084,"DrivingPct240260AllDrives",2007
43,43,"Chris Riley",59,16.39,117,714,-0.111,"DrivingPct240260AllDrives",2007
44,44,"Heath Slocum",101,16.37,212,1295,0.024,"DrivingPct240260AllDrives",2007
45,45,"Stephen Ames",81,16.07,140,871,0.007,"DrivingPct240260AllDrives",2007
46,46,"Steve Flesch",100,15.98,201,1258,0.08,"DrivingPct240260AllDrives",2007
47,47,"Bob Heintz",85,15.87,159,1002,0.031,"DrivingPct240260AllDrives",2007
48,48,"Chris DiMarco",79,15.83,139,878,0.18,"DrivingPct240260AllDrives",2007
49,49,"Brandt Snedeker",105,15.76,189,1199,0.026,"DrivingPct240260AllDrives",2007
50,50,"Trevor Immelman",74,15.74,119,756,0.084,"DrivingPct240260AllDrives",2007
51,51,"Johnson Wagner",97,15.72,189,1202,0.106,"DrivingPct240260AllDrives",2007
52,52,"John Mallinger",96,15.69,190,1211,0.221,"DrivingPct240260AllDrives",2007
53,53,"Tom Pernice Jr",104,15.48,182,1176,0.099,"DrivingPct240260AllDrives",2007
54,54,"Paul Gow",70,15.41,123,798,0.089,"DrivingPct240260AllDrives",2007
55,55,"Brian Davis",101,15.34,189,1232,0.069,"DrivingPct240260AllDrives",2007
56,56,"Billy Mayfair",98,15.24,176,1155,0.108,"DrivingPct240260AllDrives",2007
57,57,"Cliff Kresge",107,15.13,211,1395,0.123,"DrivingPct240260AllDrives",2007
58,58,"Mark Wilson",87,14.91,151,1013,0.099,"DrivingPct240260AllDrives",2007
59,59,"Shaun Micheel",91,14.83,145,978,0.007,"DrivingPct240260AllDrives",2007
60,60,"Pat Perez",84,14.81,134,905,0.097,"DrivingPct240260AllDrives",2007
61,61,"Ryan Armour",107,14.78,194,1313,0.113,"DrivingPct240260AllDrives",2007
62,62,"Kent Jones",97,14.72,181,1230,0.094,"DrivingPct240260AllDrives",2007
62,62,"Jesper Parnevik",88,14.72,154,1046,0.078,"DrivingPct240260AllDrives",2007
64,64,"Tripp Isenhour",86,14.71,150,1020,0.153,"DrivingPct240260AllDrives",2007
65,65,"Steve Stricker",81,14.55,132,907,-0.045,"DrivingPct240260AllDrives",2007
66,66,"David Toms",80,14.46,128,885,0.047,"DrivingPct240260AllDrives",2007
67,67,"Daisuke Maruyama",86,14.41,153,1062,0.203,"DrivingPct240260AllDrives",2007
68,68,"Zach Johnson",76,14.35,120,836,-0.067,"DrivingPct240260AllDrives",2007
