"AverageDistanceofBirdieputtsmade_RANKTHISWEEK_2008","AverageDistanceofBirdieputtsmade_RANKLASTWEEK_2008","AverageDistanceofBirdieputtsmade_PLAYERNAME_2008","AverageDistanceofBirdieputtsmade_ROUNDS_2008","AverageDistanceofBirdieputtsmade_AVG_2008","AverageDistanceofBirdieputtsmade_TOTDISTFT_2008","AverageDistanceofBirdieputtsmade_TOTBIRDIEPUTTSMADE_2008","AverageDistanceofBirdieputtsmade_LONGESTMADEFT_2008","AverageDistanceofBirdieputtsmade_SHORTESTMADEFT_2008","stat_name","year"
24,24,"Nick Flanagan",89,NA,2678.25,249,72,NA,"AverageDistanceofBirdieputtsmade",2008
24,24,"Dudley Hart",74,NA,2413.167,225,57,NA,"AverageDistanceofBirdieputtsmade",2008
24,24,"Ryuji Imada",80,NA,2372.5,221,63,NA,"AverageDistanceofBirdieputtsmade",2008
24,24,"Bob Tway",70,NA,2326.833,217,53,NA,"AverageDistanceofBirdieputtsmade",2008
24,24,"Johnson Wagner",83,NA,2309.583,215,58,NA,"AverageDistanceofBirdieputtsmade",2008
29,29,"Brad Elder",67,NA,1738.167,163,49,NA,"AverageDistanceofBirdieputtsmade",2008
29,29,"Carlos Franco",73,NA,2215.667,208,71,NA,"AverageDistanceofBirdieputtsmade",2008
29,29,"Jimmy Walker",73,NA,2031.25,190,52,NA,"AverageDistanceofBirdieputtsmade",2008
29,29,"Mark Wilson",107,NA,3854.5,361,53,NA,"AverageDistanceofBirdieputtsmade",2008
33,33,"Justin Leonard",101,NA,2794,265,48,NA,"AverageDistanceofBirdieputtsmade",2008
33,33,"Steve Marino",119,NA,3912.25,370,51,NA,"AverageDistanceofBirdieputtsmade",2008
33,33,"Jesper Parnevik",88,NA,2692.5,254,54,NA,"AverageDistanceofBirdieputtsmade",2008
33,33,"Patrick Sheehan",124,NA,3483.25,330,49,NA,"AverageDistanceofBirdieputtsmade",2008
33,33,"Steve Stricker",75,NA,2049.917,194,58,NA,"AverageDistanceofBirdieputtsmade",2008
38,38,"Woody Austin",109,NA,3298.417,315,49,NA,"AverageDistanceofBirdieputtsmade",2008
38,38,"Kenneth Ferrie",72,NA,1956,187,49,NA,"AverageDistanceofBirdieputtsmade",2008
38,38,"Steve Flesch",95,NA,2792.5,265,62,NA,"AverageDistanceofBirdieputtsmade",2008
38,38,"Retief Goosen",59,NA,1277.167,122,60,NA,"AverageDistanceofBirdieputtsmade",2008
38,38,"Jeff Gove",50,NA,1358.833,129,50,NA,"AverageDistanceofBirdieputtsmade",2008
38,38,"Greg Kraft",63,NA,1656.833,158,51,NA,"AverageDistanceofBirdieputtsmade",2008
38,38,"Kevin Na",97,NA,3140.667,300,60,NA,"AverageDistanceofBirdieputtsmade",2008
45,45,"Shane Bertsch",96,NA,3029.667,292,54,NA,"AverageDistanceofBirdieputtsmade",2008
45,45,"Paul Claxton",63,NA,1493.917,143,34,NA,"AverageDistanceofBirdieputtsmade",2008
45,45,"Paul Goydos",78,NA,2142.583,206,51,NA,"AverageDistanceofBirdieputtsmade",2008
45,45,"Nick OHern",82,NA,2539.833,243,43,NA,"AverageDistanceofBirdieputtsmade",2008
49,49,"Ryan Armour",87,NA,2495.5,241,70,NA,"AverageDistanceofBirdieputtsmade",2008
49,49,"Briny Baird",113,NA,3082.333,298,59,NA,"AverageDistanceofBirdieputtsmade",2008
49,49,"Peter Lonard",92,NA,2647.333,256,62,NA,"AverageDistanceofBirdieputtsmade",2008
49,49,"Marc Turnesa",87,NA,2680.333,260,66,NA,"AverageDistanceofBirdieputtsmade",2008
53,53,"Eric Axley",113,NA,3193.917,312,48,NA,"AverageDistanceofBirdieputtsmade",2008
53,53,"Bart Bryant",81,NA,2037.667,198,48,NA,"AverageDistanceofBirdieputtsmade",2008
53,53,"Chad Collins",72,NA,2032.083,198,44,NA,"AverageDistanceofBirdieputtsmade",2008
53,53,"Chris DiMarco",87,NA,2443.583,239,46,NA,"AverageDistanceofBirdieputtsmade",2008
53,53,"Matt Jones",95,NA,2588.25,253,58,NA,"AverageDistanceofBirdieputtsmade",2008
53,53,"John Mallinger",95,NA,2818,274,58,NA,"AverageDistanceofBirdieputtsmade",2008
53,53,"Parker McLachlin",88,NA,2654.167,260,41,NA,"AverageDistanceofBirdieputtsmade",2008
53,53,"Kevin Sutherland",98,NA,3093.333,301,65,NA,"AverageDistanceofBirdieputtsmade",2008
53,53,"Charlie Wi",97,NA,2835.917,277,52,NA,"AverageDistanceofBirdieputtsmade",2008
53,53,"Jay Williamson",96,NA,2355.083,230,43,NA,"AverageDistanceofBirdieputtsmade",2008
63,63,"Daniel Chopra",84,NA,2337.5,230,51,NA,"AverageDistanceofBirdieputtsmade",2008
63,63,"JJ Henry",108,NA,2908.833,285,49,NA,"AverageDistanceofBirdieputtsmade",2008
63,63,"Jin Park",85,NA,1989.333,196,41,NA,"AverageDistanceofBirdieputtsmade",2008
63,63,"Carl Pettersson",110,NA,3258.5,320,52,NA,"AverageDistanceofBirdieputtsmade",2008
63,63,"Chris Stroud",81,NA,1994.75,196,65,NA,"AverageDistanceofBirdieputtsmade",2008
63,63,"Kyle Thompson",70,NA,1653.083,162,58,NA,"AverageDistanceofBirdieputtsmade",2008
63,63,"Dean Wilson",109,NA,3181.333,313,64,NA,"AverageDistanceofBirdieputtsmade",2008
70,70,"Alejandro Canizares",52,NA,1232.333,122,44,NA,"AverageDistanceofBirdieputtsmade",2008
70,70,"James Driscoll",85,NA,2561.25,253,69,NA,"AverageDistanceofBirdieputtsmade",2008
70,70,"Cody Freeman",66,NA,1599.25,159,51,NA,"AverageDistanceofBirdieputtsmade",2008
70,70,"Tim Herron",97,NA,2764.833,275,45,NA,"AverageDistanceofBirdieputtsmade",2008
70,70,"Cliff Kresge",84,NA,2151.417,213,75,NA,"AverageDistanceofBirdieputtsmade",2008
70,70,"Pat Perez",93,NA,2962.25,293,60,NA,"AverageDistanceofBirdieputtsmade",2008
70,70,"Rory Sabbatini",77,NA,2382,237,67,NA,"AverageDistanceofBirdieputtsmade",2008
70,70,"Tim Wilkinson",95,NA,2478.583,245,52,NA,"AverageDistanceofBirdieputtsmade",2008
78,78,"Ken Duke",116,NA,3727.333,372,55,NA,"AverageDistanceofBirdieputtsmade",2008
78,78,"Bob Estes",90,NA,2691.417,269,54,NA,"AverageDistanceofBirdieputtsmade",2008
78,78,"Andres Romero",69,NA,1521.417,152,61,NA,"AverageDistanceofBirdieputtsmade",2008
78,78,"Bob Sowards",61,NA,1478.75,148,52,NA,"AverageDistanceofBirdieputtsmade",2008
82,82,"Stewart Cink",87,NA,2278.583,229,58,NA,"AverageDistanceofBirdieputtsmade",2008
82,82,"Joe Durant",92,NA,2510.417,254,49,NA,"AverageDistanceofBirdieputtsmade",2008
82,82,"Kent Jones",68,NA,1869.333,188,55,NA,"AverageDistanceofBirdieputtsmade",2008
82,82,"Billy Mayfair",103,NA,2816.75,284,52,NA,"AverageDistanceofBirdieputtsmade",2008
82,82,"Jim McGovern",75,NA,1832.75,185,40,NA,"AverageDistanceofBirdieputtsmade",2008
82,82,"Jeff Overton",103,NA,3076.417,309,45,NA,"AverageDistanceofBirdieputtsmade",2008
88,88,"Tim Clark",90,NA,2487.5,253,45,NA,"AverageDistanceofBirdieputtsmade",2008
88,88,"Brian Davis",108,NA,3374.75,342,65,NA,"AverageDistanceofBirdieputtsmade",2008
88,88,"Marco Dawson",64,NA,1668.75,170,44,NA,"AverageDistanceofBirdieputtsmade",2008
88,88,"Robert Gamez",79,NA,2122.25,216,48,NA,"AverageDistanceofBirdieputtsmade",2008
88,88,"Nathan Green",95,NA,2981,303,60,NA,"AverageDistanceofBirdieputtsmade",2008
88,88,"Mathias Gronberg",87,NA,2491,254,74,NA,"AverageDistanceofBirdieputtsmade",2008
88,88,"Freddie Jacobson",78,NA,2089.083,212,42,NA,"AverageDistanceofBirdieputtsmade",2008
88,88,"Jon Mills",95,NA,2289.667,233,55,NA,"AverageDistanceofBirdieputtsmade",2008
88,88,"John Senden",93,NA,2465.917,250,68,NA,"AverageDistanceofBirdieputtsmade",2008
88,88,"Heath Slocum",104,NA,2519.833,256,44,NA,"AverageDistanceofBirdieputtsmade",2008
88,88,"Bo Van Pelt",101,NA,2998,304,66,NA,"AverageDistanceofBirdieputtsmade",2008
100,100,"Stephen Ames",83,NA,2169.833,223,58,NA,"AverageDistanceofBirdieputtsmade",2008
100,100,"Lucas Glover",91,NA,2711.583,277,50,NA,"AverageDistanceofBirdieputtsmade",2008
100,100,"Lee Janzen",89,NA,2315.583,238,40,NA,"AverageDistanceofBirdieputtsmade",2008
100,100,"Ryan Palmer",69,NA,2427.833,250,51,NA,"AverageDistanceofBirdieputtsmade",2008
100,100,"John Riegger",73,NA,1996.667,204,51,NA,"AverageDistanceofBirdieputtsmade",2008
100,100,"Chris Riley",51,NA,1147.417,118,42,NA,"AverageDistanceofBirdieputtsmade",2008
106,106,"Robert Allenby",108,NA,2947.583,306,56,NA,"AverageDistanceofBirdieputtsmade",2008
106,106,"Tommy Armour III",77,NA,2100.583,218,57,NA,"AverageDistanceofBirdieputtsmade",2008
106,106,"Alex Cejka",75,NA,1740.083,180,46,NA,"AverageDistanceofBirdieputtsmade",2008
106,106,"Gavin Coles",54,NA,1345.75,139,46,NA,"AverageDistanceofBirdieputtsmade",2008
106,106,"Ben Curtis",80,NA,1878.5,194,34,NA,"AverageDistanceofBirdieputtsmade",2008
106,106,"Robert Garrigus",90,NA,3064,317,67,NA,"AverageDistanceofBirdieputtsmade",2008
106,106,"Brian Gay",102,NA,2859.167,295,62,NA,"AverageDistanceofBirdieputtsmade",2008
106,106,"Bill Haas",99,NA,3053.083,315,61,NA,"AverageDistanceofBirdieputtsmade",2008
106,106,"Trevor Immelman",70,NA,1491.167,154,42,NA,"AverageDistanceofBirdieputtsmade",2008
106,106,"Jeff Maggert",86,NA,2480.25,256,50,NA,"AverageDistanceofBirdieputtsmade",2008
106,106,"Troy Matteson",94,NA,2819.833,292,50,NA,"AverageDistanceofBirdieputtsmade",2008
117,117,"Cameron Beckman",87,NA,2390.833,249,75,NA,"AverageDistanceofBirdieputtsmade",2008
117,117,"Rich Beem",90,NA,2499.667,260,47,NA,"AverageDistanceofBirdieputtsmade",2008
117,117,"Jonathan Byrd",88,NA,2472.25,259,54,NA,"AverageDistanceofBirdieputtsmade",2008
117,117,"Brandt Jobe",52,NA,1402.5,146,51,NA,"AverageDistanceofBirdieputtsmade",2008
117,117,"Jerry Kelly",89,NA,2153.583,225,56,NA,"AverageDistanceofBirdieputtsmade",2008
117,117,"Frank Lickliter II",107,NA,3143.75,327,45,NA,"AverageDistanceofBirdieputtsmade",2008
117,117,"Davis Love III",78,NA,2159.667,226,52,NA,"AverageDistanceofBirdieputtsmade",2008
117,117,"Rocco Mediate",87,NA,1899.25,198,50,NA,"AverageDistanceofBirdieputtsmade",2008
117,117,"Ryan Moore",72,NA,2009.833,209,40,NA,"AverageDistanceofBirdieputtsmade",2008
117,117,"Geoff Ogilvy",65,NA,1491.417,155,45,NA,"AverageDistanceofBirdieputtsmade",2008
117,117,"Nicholas Thompson",113,NA,2998.333,312,59,NA,"AverageDistanceofBirdieputtsmade",2008
128,128,"Jim Furyk",95,NA,2423.917,256,48,NA,"AverageDistanceofBirdieputtsmade",2008
128,128,"Tom Pernice Jr",104,NA,3087.417,326,54,NA,"AverageDistanceofBirdieputtsmade",2008
128,128,"Kenny Perry",97,NA,3060.25,323,56,NA,"AverageDistanceofBirdieputtsmade",2008
128,128,"Adam Scott",51,NA,1224.75,129,55,NA,"AverageDistanceofBirdieputtsmade",2008
132,132,"Steve Allan",58,NA,1542.417,164,71,NA,"AverageDistanceofBirdieputtsmade",2008
132,132,"Michael Allen",91,NA,2474,262,60,NA,"AverageDistanceofBirdieputtsmade",2008
132,132,"Todd Demsey",80,NA,2073.5,221,46,NA,"AverageDistanceofBirdieputtsmade",2008
132,132,"Tommy Gainey",60,NA,1454,155,46,NA,"AverageDistanceofBirdieputtsmade",2008
132,132,"Sergio Garcia",72,NA,1916.833,204,48,NA,"AverageDistanceofBirdieputtsmade",2008
132,132,"Jason Gore",94,NA,2869.833,306,42,NA,"AverageDistanceofBirdieputtsmade",2008
132,132,"Anthony Kim",81,NA,2264.667,241,40,NA,"AverageDistanceofBirdieputtsmade",2008
132,132,"Tom Lehman",51,NA,1060.5,113,37,NA,"AverageDistanceofBirdieputtsmade",2008
132,132,"Will Ma Kenzie",62,NA,1529.333,163,38,NA,"AverageDistanceofBirdieputtsmade",2008
132,132,"Joe Ogilvie",100,NA,2875.417,306,61,NA,"AverageDistanceofBirdieputtsmade",2008
132,132,"Brenden Pappas",66,NA,1754.417,186,45,NA,"AverageDistanceofBirdieputtsmade",2008
132,132,"Vaughn Taylor",103,NA,3078.5,327,52,NA,"AverageDistanceofBirdieputtsmade",2008
132,132,"David Toms",70,NA,1824.167,193,53,NA,"AverageDistanceofBirdieputtsmade",2008
132,132,"Camilo Villegas",79,NA,2230.333,237,59,NA,"AverageDistanceofBirdieputtsmade",2008
146,146,"Mark Calcavecchia",67,NA,1652.083,177,50,NA,"AverageDistanceofBirdieputtsmade",2008
146,146,"Jason Day",81,NA,2360.25,252,46,NA,"AverageDistanceofBirdieputtsmade",2008
146,146,"Brett Quigley",80,NA,2054.417,220,45,NA,"AverageDistanceofBirdieputtsmade",2008
146,146,"Scott Sterling",89,NA,2033.5,217,77,NA,"AverageDistanceofBirdieputtsmade",2008
146,146,"Kevin Streelman",114,NA,3030.833,324,84,NA,"AverageDistanceofBirdieputtsmade",2008
151,151,"Paul Casey",55,NA,1179.917,127,50,NA,"AverageDistanceofBirdieputtsmade",2008
151,151,"Zach Johnson",85,NA,2244.167,242,36,NA,"AverageDistanceofBirdieputtsmade",2008
151,151,"David Lutterus",59,NA,1300.333,140,46,NA,"AverageDistanceofBirdieputtsmade",2008
151,151,"Rod Pampling",83,NA,2027.167,219,48,NA,"AverageDistanceofBirdieputtsmade",2008
151,151,"Ian Poulter",51,NA,987.417,107,43,NA,"AverageDistanceofBirdieputtsmade",2008
151,151,"Ted Purdy",68,NA,1488.25,161,50,NA,"AverageDistanceofBirdieputtsmade",2008
151,151,"Scott Verplank",82,NA,2042.75,220,48,NA,"AverageDistanceofBirdieputtsmade",2008
158,158,"Aaron Baddeley",76,NA,1974.333,216,40,NA,"AverageDistanceofBirdieputtsmade",2008
158,158,"Ernie Els",51,NA,1096.083,120,45,NA,"AverageDistanceofBirdieputtsmade",2008
158,158,"Charles Howell III",101,NA,2641.75,289,48,NA,"AverageDistanceofBirdieputtsmade",2008
158,158,"John Huston",56,NA,1697.667,186,46,NA,"AverageDistanceofBirdieputtsmade",2008
158,158,"Michael Letzig",88,NA,2443.917,267,49,NA,"AverageDistanceofBirdieputtsmade",2008
158,158,"Brandt Snedeker",85,NA,1903.25,207,49,NA,"AverageDistanceofBirdieputtsmade",2008
164,164,"Shigeki Maruyama",50,NA,1011.083,111,38,NA,"AverageDistanceofBirdieputtsmade",2008
164,164,"George McNeill",97,NA,2883.583,317,38,NA,"AverageDistanceofBirdieputtsmade",2008
164,164,"John Rollins",94,NA,2174.75,239,52,NA,"AverageDistanceofBirdieputtsmade",2008
164,164,"Vijay Singh",82,NA,2137.833,235,60,NA,"AverageDistanceofBirdieputtsmade",2008
164,164,"Kevin Stadler",90,NA,2199.417,243,42,NA,"AverageDistanceofBirdieputtsmade",2008
164,164,"Boo Weekley",86,NA,1956,216,63,NA,"AverageDistanceofBirdieputtsmade",2008
164,164,"Mike Weir",88,NA,2086.75,230,48,NA,"AverageDistanceofBirdieputtsmade",2008
171,171,"Stuart Appleby",87,NA,2022.667,225,36,NA,"AverageDistanceofBirdieputtsmade",2008
171,171,"Harrison Frazar",73,NA,1851.333,205,48,NA,"AverageDistanceofBirdieputtsmade",2008
171,171,"Mathew Goggin",91,NA,2468.25,273,43,NA,"AverageDistanceofBirdieputtsmade",2008
171,171,"Padraig Harrington",52,NA,1015.833,113,54,NA,"AverageDistanceofBirdieputtsmade",2008
171,171,"DJ Trahan",94,NA,2346.5,261,52,NA,"AverageDistanceofBirdieputtsmade",2008
176,176,"Martin Laird",98,NA,2741.833,307,54,NA,"AverageDistanceofBirdieputtsmade",2008
176,176,"John Merrick",98,NA,2151.833,242,46,NA,"AverageDistanceofBirdieputtsmade",2008
176,176,"Omar Uresti",74,NA,1671.75,188,40,NA,"AverageDistanceofBirdieputtsmade",2008
179,179,"Sean OHair",81,NA,1796.75,203,50,NA,"AverageDistanceofBirdieputtsmade",2008
179,179,"Tag Ridings",88,NA,2429.25,275,57,NA,"AverageDistanceofBirdieputtsmade",2008
181,181,"JB Holmes",86,NA,2250.417,256,48,NA,"AverageDistanceofBirdieputtsmade",2008
181,181,"YE Yang",89,NA,2163.917,248,34,NA,"AverageDistanceofBirdieputtsmade",2008
183,183,"Brad Adamonis",87,NA,2072.917,239,48,NA,"AverageDistanceofBirdieputtsmade",2008
183,183,"Jason Allred",63,NA,1418.583,164,48,NA,"AverageDistanceofBirdieputtsmade",2008
183,183,"Justin Bolli",87,NA,1901.25,219,41,NA,"AverageDistanceofBirdieputtsmade",2008
183,183,"Nick Watney",96,NA,2533.083,292,49,NA,"AverageDistanceofBirdieputtsmade",2008
187,187,"Angel Cabrera",55,NA,1140.25,133,42,NA,"AverageDistanceofBirdieputtsmade",2008
187,187,"Charley Hoffman",94,NA,2474.5,288,60,NA,"AverageDistanceofBirdieputtsmade",2008
189,189,"Phil Mickelson",80,NA,1967.167,232,53,NA,"AverageDistanceofBirdieputtsmade",2008
189,189,"Tom Scherrer",56,NA,1190.083,140,36,NA,"AverageDistanceofBirdieputtsmade",2008
191,191,"Travis Perkins",53,NA,923,110,40,NA,"AverageDistanceofBirdieputtsmade",2008
191,191,"Brett Rumford",72,NA,1639.083,194,41,NA,"AverageDistanceofBirdieputtsmade",2008
193,193,"Dustin Johnson",92,NA,2099.083,255,43,NA,"AverageDistanceofBirdieputtsmade",2008
194,194,"Charles Warren",79,NA,1841.083,226,42,NA,"AverageDistanceofBirdieputtsmade",2008
194,194,"Bubba Watson",97,NA,2381.5,293,52,NA,"AverageDistanceofBirdieputtsmade",2008
196,196,"Fred Couples",60,NA,1468.5,182,34,NA,"AverageDistanceofBirdieputtsmade",2008
197,197,"David Duval",51,NA,833.667,109,33,NA,"AverageDistanceofBirdieputtsmade",2008
