"610FinalRoundPerformance_RANKTHISWEEK_2008","610FinalRoundPerformance_RANKLASTWEEK_2008","610FinalRoundPerformance_PLAYERNAME_2008","610FinalRoundPerformance_EVENTS_2008","610FinalRoundPerformance_PctTIMESIMPROVED_2008","610FinalRoundPerformance_OFTIMESIMPROVED_2008","stat_name","year"
1,1,"Eric Axley",35,100,1,"610FinalRoundPerformance",2008
1,1,"Justin Bolli",28,100,1,"610FinalRoundPerformance",2008
1,1,"Stewart Cink",23,100,2,"610FinalRoundPerformance",2008
1,1,"Fred Couples",18,100,2,"610FinalRoundPerformance",2008
1,1,"Brad Elder",23,100,1,"610FinalRoundPerformance",2008
1,1,"Ernie Els",16,100,2,"610FinalRoundPerformance",2008
1,1,"Steve Flesch",29,100,1,"610FinalRoundPerformance",2008
1,1,"Harrison Frazar",23,100,1,"610FinalRoundPerformance",2008
1,1,"Brian Gay",31,100,1,"610FinalRoundPerformance",2008
1,1,"Bill Haas",31,100,1,"610FinalRoundPerformance",2008
1,1,"Padraig Harrington",15,100,3,"610FinalRoundPerformance",2008
1,1,"Ryuji Imada",25,100,2,"610FinalRoundPerformance",2008
1,1,"Matt Jones",31,100,1,"610FinalRoundPerformance",2008
1,1,"Anthony Kim",22,100,1,"610FinalRoundPerformance",2008
1,1,"John Mallinger",29,100,1,"610FinalRoundPerformance",2008
1,1,"Troy Matteson",30,100,1,"610FinalRoundPerformance",2008
1,1,"Billy Mayfair",29,100,1,"610FinalRoundPerformance",2008
1,1,"George McNeill",29,100,2,"610FinalRoundPerformance",2008
1,1,"Phil Mickelson",21,100,2,"610FinalRoundPerformance",2008
1,1,"Kevin Na",29,100,1,"610FinalRoundPerformance",2008
1,1,"Jeff Overton",32,100,1,"610FinalRoundPerformance",2008
1,1,"Ryan Palmer",22,100,1,"610FinalRoundPerformance",2008
1,1,"Brett Rumford",26,100,1,"610FinalRoundPerformance",2008
1,1,"Patrick Sheehan",35,100,2,"610FinalRoundPerformance",2008
1,1,"Kevin Streelman",32,100,1,"610FinalRoundPerformance",2008
1,1,"Mike Weir",26,100,2,"610FinalRoundPerformance",2008
1,1,"Tim Wilkinson",29,100,1,"610FinalRoundPerformance",2008
28,28,"Jim Furyk",26,75,3,"610FinalRoundPerformance",2008
29,29,"Stuart Appleby",23,66.7,2,"610FinalRoundPerformance",2008
29,29,"Steve Stricker",22,66.7,2,"610FinalRoundPerformance",2008
29,29,"Nicholas Thompson",36,66.7,2,"610FinalRoundPerformance",2008
29,29,"Camilo Villegas",22,66.7,2,"610FinalRoundPerformance",2008
33,33,"Robert Allenby",28,62.5,5,"610FinalRoundPerformance",2008
34,34,"Stephen Ames",24,50,1,"610FinalRoundPerformance",2008
34,34,"Tommy Armour III",25,50,1,"610FinalRoundPerformance",2008
34,34,"Woody Austin",30,50,1,"610FinalRoundPerformance",2008
34,34,"Ken Duke",33,50,2,"610FinalRoundPerformance",2008
34,34,"Steve Elkington",25,50,1,"610FinalRoundPerformance",2008
34,34,"Dustin Johnson",30,50,1,"610FinalRoundPerformance",2008
34,34,"Greg Kraft",21,50,1,"610FinalRoundPerformance",2008
34,34,"Cliff Kresge",28,50,2,"610FinalRoundPerformance",2008
34,34,"Tom Lehman",17,50,1,"610FinalRoundPerformance",2008
34,34,"Michael Letzig",29,50,1,"610FinalRoundPerformance",2008
34,34,"Davis Love III",23,50,1,"610FinalRoundPerformance",2008
34,34,"Hunter Mahan",27,50,1,"610FinalRoundPerformance",2008
34,34,"Sean OHair",25,50,1,"610FinalRoundPerformance",2008
34,34,"Pat Perez",27,50,1,"610FinalRoundPerformance",2008
34,34,"Ian Poulter",15,50,1,"610FinalRoundPerformance",2008
34,34,"Jeff Quinney",28,50,1,"610FinalRoundPerformance",2008
34,34,"Chris Riley",17,50,1,"610FinalRoundPerformance",2008
34,34,"Andres Romero",20,50,1,"610FinalRoundPerformance",2008
34,34,"John Senden",28,50,1,"610FinalRoundPerformance",2008
34,34,"Kevin Sutherland",26,50,2,"610FinalRoundPerformance",2008
34,34,"Vaughn Taylor",32,50,1,"610FinalRoundPerformance",2008
34,34,"Charlie Wi",27,50,1,"610FinalRoundPerformance",2008
34,34,"Dean Wilson",32,50,1,"610FinalRoundPerformance",2008
57,57,"KJ Choi",21,40,2,"610FinalRoundPerformance",2008
57,57,"Tim Petrovic",32,40,2,"610FinalRoundPerformance",2008
59,59,"Cameron Beckman",29,33.3,1,"610FinalRoundPerformance",2008
59,59,"Chad Campbell",28,33.3,1,"610FinalRoundPerformance",2008
59,59,"Marco Dawson",21,33.3,1,"610FinalRoundPerformance",2008
59,59,"Lucas Glover",26,33.3,1,"610FinalRoundPerformance",2008
59,59,"Dudley Hart",22,33.3,1,"610FinalRoundPerformance",2008
59,59,"Justin Leonard",25,33.3,1,"610FinalRoundPerformance",2008
59,59,"Geoff Ogilvy",20,33.3,1,"610FinalRoundPerformance",2008
59,59,"DJ Trahan",27,33.3,1,"610FinalRoundPerformance",2008
59,59,"Mark Wilson",29,33.3,1,"610FinalRoundPerformance",2008
68,68,"Briny Baird",30,25,1,"610FinalRoundPerformance",2008
68,68,"Tim Clark",27,25,1,"610FinalRoundPerformance",2008
68,68,"Mathew Goggin",27,25,1,"610FinalRoundPerformance",2008
68,68,"JB Holmes",26,25,1,"610FinalRoundPerformance",2008
68,68,"Joe Ogilvie",29,25,1,"610FinalRoundPerformance",2008
73,73,"Brad Adamonis",29,0,NA,"610FinalRoundPerformance",2008
73,73,"Ryan Armour",32,0,NA,"610FinalRoundPerformance",2008
73,73,"Aaron Baddeley",22,0,NA,"610FinalRoundPerformance",2008
73,73,"Rich Beem",29,0,NA,"610FinalRoundPerformance",2008
73,73,"Shane Bertsch",29,0,NA,"610FinalRoundPerformance",2008
73,73,"Bart Bryant",23,0,NA,"610FinalRoundPerformance",2008
73,73,"Jonathan Byrd",27,0,NA,"610FinalRoundPerformance",2008
73,73,"Angel Cabrera",17,0,NA,"610FinalRoundPerformance",2008
73,73,"Mark Calcavecchia",25,0,NA,"610FinalRoundPerformance",2008
73,73,"Daniel Chopra",27,0,NA,"610FinalRoundPerformance",2008
73,73,"Chad Collins",24,0,NA,"610FinalRoundPerformance",2008
73,73,"Ben Crane",25,0,NA,"610FinalRoundPerformance",2008
73,73,"Brian Davis",34,0,NA,"610FinalRoundPerformance",2008
73,73,"Jason Day",28,0,NA,"610FinalRoundPerformance",2008
73,73,"Chris DiMarco",29,0,NA,"610FinalRoundPerformance",2008
73,73,"Carlos Franco",25,0,NA,"610FinalRoundPerformance",2008
73,73,"Robert Gamez",26,0,NA,"610FinalRoundPerformance",2008
73,73,"Sergio Garcia",19,0,NA,"610FinalRoundPerformance",2008
73,73,"Retief Goosen",18,0,NA,"610FinalRoundPerformance",2008
73,73,"Jason Gore",33,0,NA,"610FinalRoundPerformance",2008
73,73,"Paul Goydos",25,0,NA,"610FinalRoundPerformance",2008
73,73,"Todd Hamilton",28,0,NA,"610FinalRoundPerformance",2008
73,73,"JP Hayes",26,0,NA,"610FinalRoundPerformance",2008
73,73,"JJ Henry",34,0,NA,"610FinalRoundPerformance",2008
73,73,"Mark Hensby",26,0,NA,"610FinalRoundPerformance",2008
73,73,"Tim Herron",28,0,NA,"610FinalRoundPerformance",2008
73,73,"Charles Howell III",31,0,NA,"610FinalRoundPerformance",2008
73,73,"John Huston",18,0,NA,"610FinalRoundPerformance",2008
73,73,"Lee Janzen",28,0,NA,"610FinalRoundPerformance",2008
73,73,"Brandt Jobe",19,0,NA,"610FinalRoundPerformance",2008
73,73,"Zach Johnson",25,0,NA,"610FinalRoundPerformance",2008
73,73,"Kent Jones",23,0,NA,"610FinalRoundPerformance",2008
73,73,"Craig Kanada",23,0,NA,"610FinalRoundPerformance",2008
73,73,"Jerry Kelly",31,0,NA,"610FinalRoundPerformance",2008
73,73,"Matt Kuchar",27,0,NA,"610FinalRoundPerformance",2008
73,73,"Doug LaBelle II",22,0,NA,"610FinalRoundPerformance",2008
73,73,"Peter Lonard",30,0,NA,"610FinalRoundPerformance",2008
73,73,"Rocco Mediate",27,0,NA,"610FinalRoundPerformance",2008
73,73,"Jon Mills",32,0,NA,"610FinalRoundPerformance",2008
73,73,"Ryan Moore",24,0,NA,"610FinalRoundPerformance",2008
73,73,"Nick OHern",26,0,NA,"610FinalRoundPerformance",2008
73,73,"Brenden Pappas",24,0,NA,"610FinalRoundPerformance",2008
73,73,"Jesper Parnevik",29,0,NA,"610FinalRoundPerformance",2008
73,73,"Corey Pavin",20,0,NA,"610FinalRoundPerformance",2008
73,73,"Kenny Perry",26,0,NA,"610FinalRoundPerformance",2008
73,73,"Ted Purdy",25,0,NA,"610FinalRoundPerformance",2008
73,73,"Brett Quigley",25,0,NA,"610FinalRoundPerformance",2008
73,73,"John Riegger",24,0,NA,"610FinalRoundPerformance",2008
73,73,"Rory Sabbatini",23,0,NA,"610FinalRoundPerformance",2008
73,73,"Vijay Singh",23,0,NA,"610FinalRoundPerformance",2008
73,73,"Heath Slocum",29,0,NA,"610FinalRoundPerformance",2008
73,73,"Brandt Snedeker",26,0,NA,"610FinalRoundPerformance",2008
73,73,"Bob Sowards",22,0,NA,"610FinalRoundPerformance",2008
73,73,"Scott Sterling",28,0,NA,"610FinalRoundPerformance",2008
73,73,"Chris Stroud",29,0,NA,"610FinalRoundPerformance",2008
73,73,"Kyle Thompson",26,0,NA,"610FinalRoundPerformance",2008
73,73,"David Toms",20,0,NA,"610FinalRoundPerformance",2008
73,73,"Bob Tway",20,0,NA,"610FinalRoundPerformance",2008
73,73,"Omar Uresti",24,0,NA,"610FinalRoundPerformance",2008
