"Scrambling30ydsRTPScore_RANKTHISWEEK_2005","Scrambling30ydsRTPScore_RANKLASTWEEK_2005","Scrambling30ydsRTPScore_PLAYERNAME_2005","Scrambling30ydsRTPScore_ROUNDS_2005","Scrambling30ydsRTPScore_AVGRTP_2005","Scrambling30ydsRTPScore_TOTALHOLES_2005","Scrambling30ydsRTPScore_TOTALRTP_2005","stat_name","year"
1,1,"Tom Pernice Jr",111,0.656,90,59,"Scrambling30ydsRTPScore",2005
2,2,"Jay Haas",54,0.659,41,27,"Scrambling30ydsRTPScore",2005
3,3,"Tom Lehman",69,0.673,55,37,"Scrambling30ydsRTPScore",2005
4,4,"Tim Herron",100,0.674,89,60,"Scrambling30ydsRTPScore",2005
5,5,"Ryuji Imada",78,0.692,65,45,"Scrambling30ydsRTPScore",2005
6,6,"Robert Damron",89,0.695,95,66,"Scrambling30ydsRTPScore",2005
7,7,"Stewart Cink",98,0.696,92,64,"Scrambling30ydsRTPScore",2005
8,8,"Brian Davis",75,0.7,60,42,"Scrambling30ydsRTPScore",2005
9,9,"Jim Furyk",94,0.701,67,47,"Scrambling30ydsRTPScore",2005
10,10,"Stuart Appleby",84,0.704,71,50,"Scrambling30ydsRTPScore",2005
11,11,"Scott Verplank",87,0.714,63,45,"Scrambling30ydsRTPScore",2005
12,12,"Kenny Perry",82,0.721,43,31,"Scrambling30ydsRTPScore",2005
13,13,"Skip Kendall",80,0.732,97,71,"Scrambling30ydsRTPScore",2005
14,14,"Jason Bohn",91,0.733,90,66,"Scrambling30ydsRTPScore",2005
14,14,"Bob Estes",92,0.733,90,66,"Scrambling30ydsRTPScore",2005
16,16,"Brad Faxon",75,0.735,83,61,"Scrambling30ydsRTPScore",2005
17,17,"Bernhard Langer",67,0.738,65,48,"Scrambling30ydsRTPScore",2005
18,18,"Charles Howell III",95,0.742,62,46,"Scrambling30ydsRTPScore",2005
19,19,"Justin Rose",99,0.753,81,61,"Scrambling30ydsRTPScore",2005
20,20,"Mark Brooks",72,0.756,90,68,"Scrambling30ydsRTPScore",2005
21,21,"Billy Andrade",83,0.763,80,61,"Scrambling30ydsRTPScore",2005
22,22,"Bob Tway",87,0.765,85,65,"Scrambling30ydsRTPScore",2005
23,23,"Matt Gogel",78,0.766,94,72,"Scrambling30ydsRTPScore",2005
24,24,"JL Lewis",98,0.768,95,73,"Scrambling30ydsRTPScore",2005
24,24,"Shigeki Maruyama",99,0.768,99,76,"Scrambling30ydsRTPScore",2005
26,26,"Omar Uresti",84,0.769,65,50,"Scrambling30ydsRTPScore",2005
27,27,"Ian Poulter",62,0.771,48,37,"Scrambling30ydsRTPScore",2005
28,28,"Daniel Chopra",108,0.774,106,82,"Scrambling30ydsRTPScore",2005
29,29,"David Toms",87,0.776,76,59,"Scrambling30ydsRTPScore",2005
30,30,"Tim Clark",92,0.778,72,56,"Scrambling30ydsRTPScore",2005
30,30,"Phil Mickelson",81,0.778,54,42,"Scrambling30ydsRTPScore",2005
32,32,"Sergio Garcia",73,0.78,41,32,"Scrambling30ydsRTPScore",2005
33,33,"Todd Fischer",99,0.781,128,100,"Scrambling30ydsRTPScore",2005
34,34,"Fred Funk",102,0.782,78,61,"Scrambling30ydsRTPScore",2005
35,35,"Stephen Ames",82,0.785,65,51,"Scrambling30ydsRTPScore",2005
36,36,"Davis Love III",80,0.786,56,44,"Scrambling30ydsRTPScore",2005
37,37,"Alex Cejka",84,0.787,75,59,"Scrambling30ydsRTPScore",2005
37,37,"JJ Henry",102,0.787,89,70,"Scrambling30ydsRTPScore",2005
39,39,"Steve Elkington",67,0.792,53,42,"Scrambling30ydsRTPScore",2005
39,39,"Mark Wilson",74,0.792,77,61,"Scrambling30ydsRTPScore",2005
41,41,"John Cook",72,0.794,63,50,"Scrambling30ydsRTPScore",2005
42,42,"Jeff Hart",63,0.797,79,63,"Scrambling30ydsRTPScore",2005
42,42,"Rocco Mediate",73,0.797,59,47,"Scrambling30ydsRTPScore",2005
44,44,"Jose Maria Olazabal",55,0.8,55,44,"Scrambling30ydsRTPScore",2005
44,44,"Corey Pavin",77,0.8,85,68,"Scrambling30ydsRTPScore",2005
46,46,"Joe Durant",81,0.804,56,45,"Scrambling30ydsRTPScore",2005
47,47,"Stephen Leaney",89,0.805,77,62,"Scrambling30ydsRTPScore",2005
47,47,"Carl Pettersson",109,0.805,118,95,"Scrambling30ydsRTPScore",2005
49,49,"Carlos Franco",78,0.806,67,54,"Scrambling30ydsRTPScore",2005
49,49,"Darron Stiles",78,0.806,72,58,"Scrambling30ydsRTPScore",2005
51,51,"Brian Gay",101,0.807,119,96,"Scrambling30ydsRTPScore",2005
52,52,"Jim Carter",62,0.808,73,59,"Scrambling30ydsRTPScore",2005
53,53,"Glen Day",80,0.811,95,77,"Scrambling30ydsRTPScore",2005
53,53,"Brett Quigley",96,0.811,111,90,"Scrambling30ydsRTPScore",2005
55,55,"Ben Crane",78,0.815,81,66,"Scrambling30ydsRTPScore",2005
56,56,"Arjun Atwal",65,0.816,76,62,"Scrambling30ydsRTPScore",2005
56,56,"Brandt Jobe",96,0.816,98,80,"Scrambling30ydsRTPScore",2005
56,56,"Rob Rashell",65,0.816,76,62,"Scrambling30ydsRTPScore",2005
59,59,"Bart Bryant",91,0.817,71,58,"Scrambling30ydsRTPScore",2005
60,60,"Dean Wilson",86,0.818,99,81,"Scrambling30ydsRTPScore",2005
61,61,"Rory Sabbatini",81,0.82,89,73,"Scrambling30ydsRTPScore",2005
62,62,"Scott McCarron",78,0.821,78,64,"Scrambling30ydsRTPScore",2005
62,62,"Shaun Micheel",81,0.821,78,64,"Scrambling30ydsRTPScore",2005
64,64,"Vijay Singh",111,0.824,68,56,"Scrambling30ydsRTPScore",2005
65,65,"Dudley Hart",84,0.826,86,71,"Scrambling30ydsRTPScore",2005
65,65,"Loren Roberts",54,0.826,69,57,"Scrambling30ydsRTPScore",2005
67,67,"Matt Kuchar",60,0.831,65,54,"Scrambling30ydsRTPScore",2005
