"Scramblingfrom2030yards_RANKTHISWEEK_2009","Scramblingfrom2030yards_RANKLASTWEEK_2009","Scramblingfrom2030yards_PLAYERNAME_2009","Scramblingfrom2030yards_ROUNDS_2009","Scramblingfrom2030yards_Pct_2009","Scramblingfrom2030yards_SUCCESSES_2009","Scramblingfrom2030yards_ATTEMPTS_2009","stat_name","year"
1,1,"Tiger Woods",64,75,30,40,"Scramblingfrom2030yards",2009
2,2,"Padraig Harrington",66,70.49,43,61,"Scramblingfrom2030yards",2009
3,3,"Andres Romero",58,66.67,24,36,"Scramblingfrom2030yards",2009
4,4,"Matt Kuchar",82,66.15,43,65,"Scramblingfrom2030yards",2009
5,5,"Matt Jones",56,65.12,28,43,"Scramblingfrom2030yards",2009
6,6,"Jim Furyk",86,63.77,44,69,"Scramblingfrom2030yards",2009
7,7,"Webb Simpson",94,63.41,78,123,"Scramblingfrom2030yards",2009
8,8,"Ryuji Imada",85,62.77,59,94,"Scramblingfrom2030yards",2009
9,9,"Matt Weibring",65,62.5,35,56,"Scramblingfrom2030yards",2009
10,10,"Mike Weir",85,62.16,46,74,"Scramblingfrom2030yards",2009
11,11,"Michael Letzig",96,61.63,53,86,"Scramblingfrom2030yards",2009
12,12,"Tom Pernice Jr",82,61.54,48,78,"Scramblingfrom2030yards",2009
13,13,"Luke Donald",79,61.43,43,70,"Scramblingfrom2030yards",2009
14,14,"Scott Verplank",88,61.36,54,88,"Scramblingfrom2030yards",2009
15,15,"Jimmy Walker",74,61.18,52,85,"Scramblingfrom2030yards",2009
16,16,"Jason Dufner",90,61.11,44,72,"Scramblingfrom2030yards",2009
17,17,"Freddie Jacobson",83,61.04,47,77,"Scramblingfrom2030yards",2009
18,18,"Tim Petrovic",97,61,61,100,"Scramblingfrom2030yards",2009
19,19,"Scott McCarron",91,60.67,54,89,"Scramblingfrom2030yards",2009
20,20,"Aron Price",89,60.42,58,96,"Scramblingfrom2030yards",2009
21,21,"Brian Gay",96,60.36,67,111,"Scramblingfrom2030yards",2009
22,22,"Kevin Sutherland",96,59.09,52,88,"Scramblingfrom2030yards",2009
23,23,"Chris Riley",77,59.04,49,83,"Scramblingfrom2030yards",2009
24,24,"Vijay Singh",71,58.93,33,56,"Scramblingfrom2030yards",2009
25,25,"Aaron Baddeley",66,58.14,50,86,"Scramblingfrom2030yards",2009
26,26,"Steve Lowery",83,57.78,52,90,"Scramblingfrom2030yards",2009
27,27,"Stuart Appleby",79,57.33,43,75,"Scramblingfrom2030yards",2009
28,28,"Ken Duke",87,57.32,47,82,"Scramblingfrom2030yards",2009
28,28,"JJ Henry",97,57.32,47,82,"Scramblingfrom2030yards",2009
30,30,"Jeff Overton",92,57.28,59,103,"Scramblingfrom2030yards",2009
31,31,"Kenny Perry",92,56.96,45,79,"Scramblingfrom2030yards",2009
32,32,"Phil Mickelson",66,56.9,33,58,"Scramblingfrom2030yards",2009
33,33,"Mark Brooks",55,56.82,25,44,"Scramblingfrom2030yards",2009
34,34,"Tommy Armour III",58,56.45,35,62,"Scramblingfrom2030yards",2009
35,35,"Mark Wilson",99,56.44,57,101,"Scramblingfrom2030yards",2009
36,36,"Ian Poulter",59,56.25,27,48,"Scramblingfrom2030yards",2009
37,37,"Kevin Na",91,56.18,50,89,"Scramblingfrom2030yards",2009
38,38,"Corey Pavin",73,56.06,37,66,"Scramblingfrom2030yards",2009
39,39,"Dean Wilson",81,56,42,75,"Scramblingfrom2030yards",2009
40,40,"Alex Cejka",82,55.88,38,68,"Scramblingfrom2030yards",2009
41,41,"Brian Vranesh",51,55.77,29,52,"Scramblingfrom2030yards",2009
42,42,"Tim Herron",87,55.56,50,90,"Scramblingfrom2030yards",2009
43,43,"Justin Leonard",95,55.29,47,85,"Scramblingfrom2030yards",2009
44,44,"Ernie Els",70,55.26,21,38,"Scramblingfrom2030yards",2009
45,45,"David Toms",98,55.22,37,67,"Scramblingfrom2030yards",2009
46,46,"Robert Allenby",71,55.17,32,58,"Scramblingfrom2030yards",2009
47,47,"Bo Van Pelt",100,55.13,43,78,"Scramblingfrom2030yards",2009
48,48,"Justin Rose",71,55,33,60,"Scramblingfrom2030yards",2009
49,49,"Nathan Green",104,54.87,62,113,"Scramblingfrom2030yards",2009
50,50,"Steve Stricker",81,54.39,31,57,"Scramblingfrom2030yards",2009
51,51,"Woody Austin",84,54.35,50,92,"Scramblingfrom2030yards",2009
