"PercentageofYardagecoveredbyTeeShotsPar4s_RANKTHISWEEK_2016","PercentageofYardagecoveredbyTeeShotsPar4s_RANKLASTWEEK_2016","PercentageofYardagecoveredbyTeeShotsPar4s_PLAYERNAME_2016","PercentageofYardagecoveredbyTeeShotsPar4s_ROUNDS_2016","PercentageofYardagecoveredbyTeeShotsPar4s_AVGPct_2016","PercentageofYardagecoveredbyTeeShotsPar4s_TOTALSHOTDISTANCE_2016","PercentageofYardagecoveredbyTeeShotsPar4s_TOTALDISTANCE_2016","stat_name","year"
1,1,"Bubba Watson",30,70.89,55500.5,78291,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
2,2,"JB Holmes",39,70.61,88670.4,125577,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
3,3,"Dustin Johnson",37,70.29,62411.1,88787,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
4,4,"Brooks Koepka",39,69.5,87799.1,126325,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
5,5,"Andrew Loupe",50,69.27,124546.5,179805,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
6,6,"Smylie Kaufman",57,68.81,127204,184870,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
7,9,"Rory McIlroy",37,68.77,67473.1,98115,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
8,8,"Jason Day",36,68.67,66227.8,96447,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
9,6,"Ollie Schniederjans",23,68.64,57479.9,83744,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
10,10,"Charlie Beljan",26,68.42,52048,76070,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
11,11,"Patrick Rodgers",49,68.37,118526,173349,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
12,12,"Jamie Lovemark",57,68.26,153035.4,224195,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
13,15,"Tony Finau",49,68.18,114324.2,167676,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
14,13,"Ryan Palmer",46,68.07,128280.4,188459,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
15,14,"Robert Garrigus",34,68,69487.4,102182,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
16,17,"Luke List",51,67.83,118596.3,174852,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
17,18,"Andres Romero",22,67.74,37170.1,54875,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
18,16,"Jason Kokrak",52,67.73,123060.8,181697,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
19,19,"Justin Thomas",53,67.57,114407.1,169316,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
20,20,"Jordan Spieth",34,67.45,57571.1,85348,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
21,21,"Rickie Fowler",42,67.42,98227.5,145691,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
22,23,"Patrick Reed",53,67.38,92738.3,137633,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
23,22,"Jimmy Walker",43,67.33,99449.4,147698,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
24,24,"Justin Rose",35,67.22,73087.8,108724,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
25,28,"Charles Howell III",63,67.2,151984,226180,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
25,25,"Scott Piercy",45,67.2,87804.5,130667,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
27,35,"Jhonattan Vegas",49,67.07,104747.9,156185,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
28,32,"Charley Hoffman",49,67.03,106003.5,158132,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
29,30,"Gary Woodland",45,67.01,107305.2,160142,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
30,34,"Brandt Snedeker",47,66.99,103066.8,153843,"PercentageofYardagecoveredbyTeeShotsPar4s",2016
