"Back9Round2ScoringAverage_RANKTHISWEEK_2013","Back9Round2ScoringAverage_RANKLASTWEEK_2013","Back9Round2ScoringAverage_PLAYERNAME_2013","Back9Round2ScoringAverage__2013","Back9Round2ScoringAverage_AVG_2013","Back9Round2ScoringAverage_TOTALSTROKES_2013","Back9Round2ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Adam Scott",NA,34,510,15,"Back9Round2ScoringAverage",2013
2,2,"Steve Stricker",NA,34.25,411,12,"Back9Round2ScoringAverage",2013
3,3,"Charlie Wi",NA,34.41,757,22,"Back9Round2ScoringAverage",2013
4,4,"Martin Kaymer",NA,34.56,553,16,"Back9Round2ScoringAverage",2013
5,5,"David Toms",NA,34.57,484,14,"Back9Round2ScoringAverage",2013
6,6,"Henrik Stenson",NA,34.71,590,17,"Back9Round2ScoringAverage",2013
7,7,"Bill Haas",NA,34.75,834,24,"Back9Round2ScoringAverage",2013
8,8,"Brendon de Jonge",NA,34.77,1043,30,"Back9Round2ScoringAverage",2013
9,9,"Jordan Spieth",NA,34.83,801,23,"Back9Round2ScoringAverage",2013
10,10,"Rory Sabbatini",NA,34.84,871,25,"Back9Round2ScoringAverage",2013
11,11,"Matt Kuchar",NA,34.86,767,22,"Back9Round2ScoringAverage",2013
11,11,"Rory McIlroy",NA,34.86,488,14,"Back9Round2ScoringAverage",2013
13,13,"Martin Flores",NA,34.88,872,25,"Back9Round2ScoringAverage",2013
14,14,"Steven Bowditch",NA,34.9,733,21,"Back9Round2ScoringAverage",2013
15,15,"Gary Woodland",NA,34.92,838,24,"Back9Round2ScoringAverage",2013
16,16,"Lee Westwood",NA,34.94,594,17,"Back9Round2ScoringAverage",2013
17,17,"DH Lee",NA,34.95,699,20,"Back9Round2ScoringAverage",2013
17,17,"Darron Stiles",NA,34.95,664,19,"Back9Round2ScoringAverage",2013
19,19,"Jason Bohn",NA,34.96,804,23,"Back9Round2ScoringAverage",2013
19,19,"John Merrick",NA,34.96,804,23,"Back9Round2ScoringAverage",2013
21,21,"Greg Chalmers",NA,35,805,23,"Back9Round2ScoringAverage",2013
21,21,"David Lingmerth",NA,35,770,22,"Back9Round2ScoringAverage",2013
21,21,"Phil Mickelson",NA,35,735,21,"Back9Round2ScoringAverage",2013
21,21,"Vaughn Taylor",NA,35,490,14,"Back9Round2ScoringAverage",2013
25,25,"John Huh",NA,35.04,981,28,"Back9Round2ScoringAverage",2013
26,26,"Sangmoon Bae",NA,35.08,877,25,"Back9Round2ScoringAverage",2013
26,26,"Harris English",NA,35.08,912,26,"Back9Round2ScoringAverage",2013
26,26,"Charles Howell III",NA,35.08,842,24,"Back9Round2ScoringAverage",2013
29,29,"Bubba Watson",NA,35.1,702,20,"Back9Round2ScoringAverage",2013
30,30,"Chad Campbell",NA,35.13,843,24,"Back9Round2ScoringAverage",2013
30,30,"KJ Choi",NA,35.13,808,23,"Back9Round2ScoringAverage",2013
30,30,"Justin Rose",NA,35.13,562,16,"Back9Round2ScoringAverage",2013
33,33,"Henrik Norlander",NA,35.14,738,21,"Back9Round2ScoringAverage",2013
33,33,"Chez Reavie",NA,35.14,773,22,"Back9Round2ScoringAverage",2013
35,35,"Cameron Percy",NA,35.16,668,19,"Back9Round2ScoringAverage",2013
36,36,"Ernie Els",NA,35.17,633,18,"Back9Round2ScoringAverage",2013
37,37,"Angel Cabrera",NA,35.2,704,20,"Back9Round2ScoringAverage",2013
38,38,"Webb Simpson",NA,35.21,845,24,"Back9Round2ScoringAverage",2013
39,39,"Bob Estes",NA,35.22,634,18,"Back9Round2ScoringAverage",2013
40,40,"James Driscoll",NA,35.23,775,22,"Back9Round2ScoringAverage",2013
41,41,"Keegan Bradley",NA,35.25,846,24,"Back9Round2ScoringAverage",2013
42,42,"Erik Compton",NA,35.26,811,23,"Back9Round2ScoringAverage",2013
42,42,"George McNeill",NA,35.26,670,19,"Back9Round2ScoringAverage",2013
44,44,"Bud Cauley",NA,35.27,776,22,"Back9Round2ScoringAverage",2013
44,44,"Fabian Gomez",NA,35.27,776,22,"Back9Round2ScoringAverage",2013
46,46,"Chris Stroud",NA,35.28,882,25,"Back9Round2ScoringAverage",2013
47,47,"Steve LeBrun",NA,35.3,706,20,"Back9Round2ScoringAverage",2013
47,47,"Troy Matteson",NA,35.3,812,23,"Back9Round2ScoringAverage",2013
47,47,"John Rollins",NA,35.3,812,23,"Back9Round2ScoringAverage",2013
47,47,"Andres Romero",NA,35.3,706,20,"Back9Round2ScoringAverage",2013
51,51,"Stewart Cink",NA,35.32,777,22,"Back9Round2ScoringAverage",2013
51,51,"Justin Hicks",NA,35.32,777,22,"Back9Round2ScoringAverage",2013
53,53,"Kevin Chappell",NA,35.33,848,24,"Back9Round2ScoringAverage",2013
53,53,"Luke Guthrie",NA,35.33,954,27,"Back9Round2ScoringAverage",2013
53,53,"Martin Laird",NA,35.33,742,21,"Back9Round2ScoringAverage",2013
53,53,"Charl Schwartzel",NA,35.33,636,18,"Back9Round2ScoringAverage",2013
53,53,"Tiger Woods",NA,35.33,530,15,"Back9Round2ScoringAverage",2013
58,58,"Kevin Streelman",NA,35.36,884,25,"Back9Round2ScoringAverage",2013
59,59,"Stuart Appleby",NA,35.38,849,24,"Back9Round2ScoringAverage",2013
59,59,"Hunter Mahan",NA,35.38,849,24,"Back9Round2ScoringAverage",2013
61,61,"Charley Hoffman",NA,35.39,814,23,"Back9Round2ScoringAverage",2013
62,62,"Jason Day",NA,35.4,708,20,"Back9Round2ScoringAverage",2013
62,62,"Ian Poulter",NA,35.4,531,15,"Back9Round2ScoringAverage",2013
64,64,"Robert Allenby",NA,35.41,779,22,"Back9Round2ScoringAverage",2013
65,65,"Peter Hanson",NA,35.42,425,12,"Back9Round2ScoringAverage",2013
66,66,"Ryan Moore",NA,35.43,744,21,"Back9Round2ScoringAverage",2013
67,67,"Mark Wilson",NA,35.44,638,18,"Back9Round2ScoringAverage",2013
68,68,"Ryan Palmer",NA,35.45,780,22,"Back9Round2ScoringAverage",2013
69,69,"Justin Leonard",NA,35.46,851,24,"Back9Round2ScoringAverage",2013
70,70,"Jim Furyk",NA,35.48,745,21,"Back9Round2ScoringAverage",2013
70,70,"Marc Leishman",NA,35.48,816,23,"Back9Round2ScoringAverage",2013
72,72,"Chris Kirk",NA,35.5,852,24,"Back9Round2ScoringAverage",2013
72,72,"Pat Perez",NA,35.5,710,20,"Back9Round2ScoringAverage",2013
72,72,"Shawn Stefani",NA,35.5,710,20,"Back9Round2ScoringAverage",2013
75,75,"Roberto Castro",NA,35.52,1030,29,"Back9Round2ScoringAverage",2013
75,75,"Rickie Fowler",NA,35.52,746,21,"Back9Round2ScoringAverage",2013
77,77,"Richard Lee",NA,35.55,782,22,"Back9Round2ScoringAverage",2013
78,78,"Luke Donald",NA,35.56,569,16,"Back9Round2ScoringAverage",2013
78,78,"Freddie Jacobson",NA,35.56,640,18,"Back9Round2ScoringAverage",2013
78,78,"Aaron Watkins",NA,35.56,640,18,"Back9Round2ScoringAverage",2013
81,81,"Brian Harman",NA,35.57,996,28,"Back9Round2ScoringAverage",2013
81,81,"Colt Knost",NA,35.57,818,23,"Back9Round2ScoringAverage",2013
83,83,"Graham DeLaet",NA,35.58,925,26,"Back9Round2ScoringAverage",2013
83,83,"Dustin Johnson",NA,35.58,676,19,"Back9Round2ScoringAverage",2013
83,83,"Ben Kohles",NA,35.58,854,24,"Back9Round2ScoringAverage",2013
83,83,"Brian Stuard",NA,35.58,854,24,"Back9Round2ScoringAverage",2013
87,87,"Morgan Hoffmann",NA,35.6,712,20,"Back9Round2ScoringAverage",2013
87,87,"Jeff Maggert",NA,35.6,712,20,"Back9Round2ScoringAverage",2013
87,87,"Graeme McDowell",NA,35.6,534,15,"Back9Round2ScoringAverage",2013
90,90,"Scott Langley",NA,35.62,926,26,"Back9Round2ScoringAverage",2013
91,91,"John Senden",NA,35.63,855,24,"Back9Round2ScoringAverage",2013
91,91,"Kevin Stadler",NA,35.63,855,24,"Back9Round2ScoringAverage",2013
91,91,"Cameron Tringale",NA,35.63,855,24,"Back9Round2ScoringAverage",2013
91,91,"Jimmy Walker",NA,35.63,855,24,"Back9Round2ScoringAverage",2013
91,91,"Boo Weekley",NA,35.63,962,27,"Back9Round2ScoringAverage",2013
96,96,"Camilo Villegas",NA,35.64,784,22,"Back9Round2ScoringAverage",2013
97,97,"Billy Horschel",NA,35.65,927,26,"Back9Round2ScoringAverage",2013
97,97,"Tag Ridings",NA,35.65,820,23,"Back9Round2ScoringAverage",2013
99,99,"Jim Herman",NA,35.67,642,18,"Back9Round2ScoringAverage",2013
99,99,"Jason Kokrak",NA,35.67,856,24,"Back9Round2ScoringAverage",2013
101,101,"Patrick Reed",NA,35.69,928,26,"Back9Round2ScoringAverage",2013
101,101,"Nicholas Thompson",NA,35.69,1035,29,"Back9Round2ScoringAverage",2013
103,103,"Josh Teater",NA,35.7,821,23,"Back9Round2ScoringAverage",2013
104,104,"Matt Every",NA,35.71,1000,28,"Back9Round2ScoringAverage",2013
104,104,"Matt Jones",NA,35.71,857,24,"Back9Round2ScoringAverage",2013
104,104,"Ted Potter Jr",NA,35.71,750,21,"Back9Round2ScoringAverage",2013
107,107,"JJ Henry",NA,35.72,893,25,"Back9Round2ScoringAverage",2013
108,108,"David Hearn",NA,35.73,929,26,"Back9Round2ScoringAverage",2013
109,109,"Brian Davis",NA,35.74,965,27,"Back9Round2ScoringAverage",2013
109,109,"Bryce Molder",NA,35.74,822,23,"Back9Round2ScoringAverage",2013
111,111,"Sergio Garcia",NA,35.75,572,16,"Back9Round2ScoringAverage",2013
112,112,"Rod Pampling",NA,35.8,537,15,"Back9Round2ScoringAverage",2013
112,112,"Nick Watney",NA,35.8,895,25,"Back9Round2ScoringAverage",2013
114,114,"Jason Dufner",NA,35.81,752,21,"Back9Round2ScoringAverage",2013
114,114,"Scott Stallings",NA,35.81,967,27,"Back9Round2ScoringAverage",2013
114,114,"Lee Williams",NA,35.81,752,21,"Back9Round2ScoringAverage",2013
117,117,"Carl Pettersson",NA,35.82,788,22,"Back9Round2ScoringAverage",2013
118,118,"Brad Fritsch",NA,35.83,824,23,"Back9Round2ScoringAverage",2013
118,118,"Zach Johnson",NA,35.83,824,23,"Back9Round2ScoringAverage",2013
118,118,"David Mathis",NA,35.83,824,23,"Back9Round2ScoringAverage",2013
121,121,"Jerry Kelly",NA,35.86,789,22,"Back9Round2ScoringAverage",2013
122,122,"Brian Gay",NA,35.87,825,23,"Back9Round2ScoringAverage",2013
123,123,"Brendan Steele",NA,35.88,897,25,"Back9Round2ScoringAverage",2013
124,124,"Andrew Svoboda",NA,35.94,575,16,"Back9Round2ScoringAverage",2013
125,125,"Doug LaBelle II",NA,35.95,755,21,"Back9Round2ScoringAverage",2013
125,125,"Sean OHair",NA,35.95,683,19,"Back9Round2ScoringAverage",2013
127,127,"Russell Henley",NA,35.96,827,23,"Back9Round2ScoringAverage",2013
127,127,"Greg Owen",NA,35.96,827,23,"Back9Round2ScoringAverage",2013
129,129,"Scott Brown",NA,36,756,21,"Back9Round2ScoringAverage",2013
129,129,"Ken Duke",NA,36,1008,28,"Back9Round2ScoringAverage",2013
129,129,"Tim Herron",NA,36,540,15,"Back9Round2ScoringAverage",2013
129,129,"David Lynn",NA,36,756,21,"Back9Round2ScoringAverage",2013
129,129,"Vijay Singh",NA,36,684,19,"Back9Round2ScoringAverage",2013
134,134,"Seung Yul Noh",NA,36.04,829,23,"Back9Round2ScoringAverage",2013
135,135,"Jeff Overton",NA,36.05,793,22,"Back9Round2ScoringAverage",2013
135,135,"Bo Van Pelt",NA,36.05,721,20,"Back9Round2ScoringAverage",2013
137,137,"Stephen Ames",NA,36.06,649,18,"Back9Round2ScoringAverage",2013
138,138,"Brandt Snedeker",NA,36.09,830,23,"Back9Round2ScoringAverage",2013
139,139,"Eric Meierdierks",NA,36.11,650,18,"Back9Round2ScoringAverage",2013
140,140,"Alistair Presnell",NA,36.14,759,21,"Back9Round2ScoringAverage",2013
140,140,"Michael Thompson",NA,36.14,795,22,"Back9Round2ScoringAverage",2013
142,142,"Casey Wittenberg",NA,36.15,940,26,"Back9Round2ScoringAverage",2013
143,143,"Ben Crane",NA,36.16,687,19,"Back9Round2ScoringAverage",2013
144,144,"William McGirt",NA,36.17,868,24,"Back9Round2ScoringAverage",2013
144,144,"Scott Piercy",NA,36.17,832,23,"Back9Round2ScoringAverage",2013
146,146,"Jin Park",NA,36.21,688,19,"Back9Round2ScoringAverage",2013
147,147,"Will Claxton",NA,36.22,833,23,"Back9Round2ScoringAverage",2013
148,148,"Justin Bolli",NA,36.23,797,22,"Back9Round2ScoringAverage",2013
149,149,"DA Points",NA,36.25,1015,28,"Back9Round2ScoringAverage",2013
149,149,"Robert Streb",NA,36.25,870,24,"Back9Round2ScoringAverage",2013
151,151,"Charlie Beljan",NA,36.26,834,23,"Back9Round2ScoringAverage",2013
151,151,"Tim Clark",NA,36.26,689,19,"Back9Round2ScoringAverage",2013
153,153,"DJ Trahan",NA,36.27,544,15,"Back9Round2ScoringAverage",2013
154,154,"Tommy Gainey",NA,36.29,1016,28,"Back9Round2ScoringAverage",2013
154,154,"Robert Karlsson",NA,36.29,617,17,"Back9Round2ScoringAverage",2013
154,154,"Kyle Stanley",NA,36.29,871,24,"Back9Round2ScoringAverage",2013
157,157,"Robert Garrigus",NA,36.3,726,20,"Back9Round2ScoringAverage",2013
158,158,"Daniel Summerhays",NA,36.31,944,26,"Back9Round2ScoringAverage",2013
159,159,"Dicky Pride",NA,36.32,799,22,"Back9Round2ScoringAverage",2013
160,160,"Jonas Blixt",NA,36.33,872,24,"Back9Round2ScoringAverage",2013
160,160,"Padraig Harrington",NA,36.33,545,15,"Back9Round2ScoringAverage",2013
162,162,"Aaron Baddeley",NA,36.35,836,23,"Back9Round2ScoringAverage",2013
162,162,"Trevor Immelman",NA,36.35,836,23,"Back9Round2ScoringAverage",2013
164,164,"Ricky Barnes",NA,36.36,909,25,"Back9Round2ScoringAverage",2013
164,164,"James Hahn",NA,36.36,909,25,"Back9Round2ScoringAverage",2013
166,166,"YE Yang",NA,36.37,691,19,"Back9Round2ScoringAverage",2013
167,167,"Derek Ernst",NA,36.38,764,21,"Back9Round2ScoringAverage",2013
167,167,"Tom Gillis",NA,36.38,764,21,"Back9Round2ScoringAverage",2013
167,167,"Luke List",NA,36.38,764,21,"Back9Round2ScoringAverage",2013
170,170,"Johnson Wagner",NA,36.41,801,22,"Back9Round2ScoringAverage",2013
171,171,"Nicolas Colsaerts",NA,36.44,583,16,"Back9Round2ScoringAverage",2013
172,172,"Michael Bradley",NA,36.45,729,20,"Back9Round2ScoringAverage",2013
