"Front9Round2ScoringAverage_RANKTHISWEEK_2007","Front9Round2ScoringAverage_RANKLASTWEEK_2007","Front9Round2ScoringAverage_PLAYERNAME_2007","Front9Round2ScoringAverage__2007","Front9Round2ScoringAverage_AVG_2007","Front9Round2ScoringAverage_TOTALSTROKES_2007","Front9Round2ScoringAverage_TOTALROUNDS_2007","stat_name","year"
1,1,"Heath Slocum",NA,34.43,964,28,"Front9Round2ScoringAverage",2007
2,2,"Vijay Singh",NA,34.46,896,26,"Front9Round2ScoringAverage",2007
3,3,"Stephen Ames",NA,34.52,725,21,"Front9Round2ScoringAverage",2007
4,4,"Freddie Jacobson",NA,34.55,691,20,"Front9Round2ScoringAverage",2007
5,5,"Charlie Wi",NA,34.69,902,26,"Front9Round2ScoringAverage",2007
6,6,"Tripp Isenhour",NA,34.74,938,27,"Front9Round2ScoringAverage",2007
7,7,"Bill Haas",NA,34.77,1043,30,"Front9Round2ScoringAverage",2007
7,7,"Jesper Parnevik",NA,34.77,904,26,"Front9Round2ScoringAverage",2007
9,9,"Tiger Woods",NA,34.8,522,15,"Front9Round2ScoringAverage",2007
10,10,"Bo Van Pelt",NA,34.87,1046,30,"Front9Round2ScoringAverage",2007
11,11,"Aaron Baddeley",NA,34.91,768,22,"Front9Round2ScoringAverage",2007
12,12,"Craig Bowden",NA,34.92,838,24,"Front9Round2ScoringAverage",2007
13,13,"Billy Mayfair",NA,34.93,1048,30,"Front9Round2ScoringAverage",2007
14,14,"Tim Clark",NA,34.94,629,18,"Front9Round2ScoringAverage",2007
14,14,"Chris Riley",NA,34.94,594,17,"Front9Round2ScoringAverage",2007
16,16,"Daisuke Maruyama",NA,34.96,909,26,"Front9Round2ScoringAverage",2007
17,17,"Mathias Gronberg",NA,34.97,1049,30,"Front9Round2ScoringAverage",2007
18,18,"Billy Andrade",NA,35,910,26,"Front9Round2ScoringAverage",2007
18,18,"Adam Scott",NA,35,630,18,"Front9Round2ScoringAverage",2007
20,20,"Rich Barcelo",NA,35.04,911,26,"Front9Round2ScoringAverage",2007
21,21,"Scott Verplank",NA,35.05,771,22,"Front9Round2ScoringAverage",2007
22,22,"Brian Davis",NA,35.07,982,28,"Front9Round2ScoringAverage",2007
22,22,"Jay Williamson",NA,35.07,491,14,"Front9Round2ScoringAverage",2007
24,24,"Alex Cejka",NA,35.08,842,24,"Front9Round2ScoringAverage",2007
25,25,"Michael Allen",NA,35.09,772,22,"Front9Round2ScoringAverage",2007
25,25,"Jim Furyk",NA,35.09,772,22,"Front9Round2ScoringAverage",2007
25,25,"Kenny Perry",NA,35.09,807,23,"Front9Round2ScoringAverage",2007
28,28,"Geoff Ogilvy",NA,35.1,737,21,"Front9Round2ScoringAverage",2007
29,29,"Sergio Garcia",NA,35.11,632,18,"Front9Round2ScoringAverage",2007
30,30,"Tag Ridings",NA,35.12,597,17,"Front9Round2ScoringAverage",2007
31,31,"Stewart Cink",NA,35.13,843,24,"Front9Round2ScoringAverage",2007
31,31,"Jeff Maggert",NA,35.13,843,24,"Front9Round2ScoringAverage",2007
33,33,"Mike Weir",NA,35.14,738,21,"Front9Round2ScoringAverage",2007
34,34,"Joe Durant",NA,35.15,949,27,"Front9Round2ScoringAverage",2007
34,34,"Lucas Glover",NA,35.15,949,27,"Front9Round2ScoringAverage",2007
