"Back9Par3ScoringAverage_RANKTHISWEEK_2006","Back9Par3ScoringAverage_RANKLASTWEEK_2006","Back9Par3ScoringAverage_PLAYERNAME_2006","Back9Par3ScoringAverage_ROUNDS_2006","Back9Par3ScoringAverage_AVG_2006","Back9Par3ScoringAverage_TOTALSTROKES_2006","Back9Par3ScoringAverage_TOTALHOLES_2006","stat_name","year"
1,1,"Jose Maria Olazabal",62,2.91,341,117,"Back9Par3ScoringAverage",2006
2,2,"Jim Furyk",89,2.92,505,173,"Back9Par3ScoringAverage",2006
3,3,"Luke Donald",66,2.96,376,127,"Back9Par3ScoringAverage",2006
3,3,"Arron Oberholser",82,2.96,471,159,"Back9Par3ScoringAverage",2006
5,5,"Tommy Armour III",65,2.97,398,134,"Back9Par3ScoringAverage",2006
5,5,"Jonathan Byrd",66,2.97,410,138,"Back9Par3ScoringAverage",2006
5,5,"Peter Lonard",77,2.97,452,152,"Back9Par3ScoringAverage",2006
5,5,"Justin Rose",98,2.97,580,195,"Back9Par3ScoringAverage",2006
5,5,"Scott Verplank",88,2.97,525,177,"Back9Par3ScoringAverage",2006
10,10,"Olin Browne",108,2.99,621,208,"Back9Par3ScoringAverage",2006
10,10,"David Howell",52,2.99,269,90,"Back9Par3ScoringAverage",2006
10,10,"Corey Pavin",74,2.99,425,142,"Back9Par3ScoringAverage",2006
10,10,"Tiger Woods",55,2.99,311,104,"Back9Par3ScoringAverage",2006
14,14,"Ben Crane",85,3,483,161,"Back9Par3ScoringAverage",2006
14,14,"Brian Gay",107,3,658,219,"Back9Par3ScoringAverage",2006
14,14,"Jerry Smith",94,3,558,186,"Back9Par3ScoringAverage",2006
17,17,"Mark Brooks",90,3.01,548,182,"Back9Par3ScoringAverage",2006
17,17,"Tim Clark",80,3.01,493,164,"Back9Par3ScoringAverage",2006
17,17,"John Cook",67,3.01,416,138,"Back9Par3ScoringAverage",2006
17,17,"Padraig Harrington",54,3.01,301,100,"Back9Par3ScoringAverage",2006
17,17,"Trevor Immelman",86,3.01,530,176,"Back9Par3ScoringAverage",2006
17,17,"Jerry Kelly",100,3.01,615,204,"Back9Par3ScoringAverage",2006
17,17,"Kenny Perry",73,3.01,421,140,"Back9Par3ScoringAverage",2006
17,17,"Steve Stricker",64,3.01,376,125,"Back9Par3ScoringAverage",2006
