"ProximitytoHolefromSand_RANKTHISWEEK_2015","ProximitytoHolefromSand_RANKLASTWEEK_2015","ProximitytoHolefromSand_PLAYERNAME_2015","ProximitytoHolefromSand_ROUNDS_2015","ProximitytoHolefromSand_AVGDTP_2015","ProximitytoHolefromSand_TOTALDISTANCEFEET_2015","ProximitytoHolefromSand_OFSHOTS_2015","ProximitytoHolefromSand_SCRAMBLINGRANK_2015","stat_name","year"
19,19,"Brian Harman",90,NA,882.917,110,77,"ProximitytoHolefromSand",2015
19,19,"Justin Rose",69,NA,625.167,78,94,"ProximitytoHolefromSand",2015
21,21,"Ben Crane",62,NA,655.667,80,29,"ProximitytoHolefromSand",2015
21,21,"Colt Knost",90,NA,679.083,83,97,"ProximitytoHolefromSand",2015
21,21,"Danny Lee",120,NA,1015.667,124,52,"ProximitytoHolefromSand",2015
24,24,"Jonas Blixt",78,NA,663.083,80,107,"ProximitytoHolefromSand",2015
24,24,"SJ Park",79,NA,756,92,8,"ProximitytoHolefromSand",2015
24,24,"Kyle Reifers",96,NA,1074.5,130,40,"ProximitytoHolefromSand",2015
24,24,"Tim Wilkinson",73,NA,768.167,93,111,"ProximitytoHolefromSand",2015
28,28,"Steven Bowditch",103,NA,1051.167,126,3,"ProximitytoHolefromSand",2015
28,28,"DA Points",72,NA,534,64,75,"ProximitytoHolefromSand",2015
30,30,"Heath Slocum",57,NA,539.583,64,138,"ProximitytoHolefromSand",2015
31,31,"Chris Kirk",76,NA,797,94,64,"ProximitytoHolefromSand",2015
31,31,"George McNeill",93,NA,1016.583,120,44,"ProximitytoHolefromSand",2015
33,33,"Brian Davis",86,NA,1014.583,118,56,"ProximitytoHolefromSand",2015
33,33,"Phil Mickelson",70,NA,959.5,112,84,"ProximitytoHolefromSand",2015
33,33,"Sam Saunders",83,NA,842.833,98,121,"ProximitytoHolefromSand",2015
33,33,"Jimmy Walker",89,NA,930.667,108,124,"ProximitytoHolefromSand",2015
37,37,"Zac Blair",108,NA,1046.167,121,6,"ProximitytoHolefromSand",2015
37,37,"Chad Collins",79,NA,773.75,89,1,"ProximitytoHolefromSand",2015
37,37,"Jamie Donaldson",50,NA,467.75,54,81,"ProximitytoHolefromSand",2015
37,37,"Lucas Glover",79,NA,781.5,90,164,"ProximitytoHolefromSand",2015
37,37,"JB Holmes",89,NA,843.917,97,85,"ProximitytoHolefromSand",2015
37,37,"Brandt Snedeker",98,NA,1090.917,126,15,"ProximitytoHolefromSand",2015
43,43,"Ryo Ishikawa",90,NA,734.167,84,159,"ProximitytoHolefromSand",2015
44,44,"KJ Choi",66,NA,699.833,79,16,"ProximitytoHolefromSand",2015
44,44,"Luke Guthrie",84,NA,787.917,89,127,"ProximitytoHolefromSand",2015
44,44,"Carl Pettersson",106,NA,1205.167,137,26,"ProximitytoHolefromSand",2015
47,47,"Kevin Chappell",86,NA,917.667,103,87,"ProximitytoHolefromSand",2015
47,47,"Geoff Ogilvy",50,NA,517.333,58,181,"ProximitytoHolefromSand",2015
47,47,"Cameron Percy",72,NA,641,72,148,"ProximitytoHolefromSand",2015
47,47,"Michael Putnam",87,NA,775.417,87,95,"ProximitytoHolefromSand",2015
51,51,"Rickie Fowler",76,NA,782.917,87,47,"ProximitytoHolefromSand",2015
51,51,"James Hahn",94,NA,853.333,95,108,"ProximitytoHolefromSand",2015
51,51,"Ian Poulter",68,NA,730.333,81,54,"ProximitytoHolefromSand",2015
51,51,"John Senden",80,NA,829.417,92,163,"ProximitytoHolefromSand",2015
51,51,"Robert Streb",110,NA,1221.417,136,79,"ProximitytoHolefromSand",2015
56,56,"Jason Day",75,NA,734.75,81,2,"ProximitytoHolefromSand",2015
56,56,"Robert Garrigus",70,NA,601.167,66,176,"ProximitytoHolefromSand",2015
56,56,"David Lingmerth",90,NA,932.833,103,42,"ProximitytoHolefromSand",2015
56,56,"Brendan Steele",88,NA,873.583,96,68,"ProximitytoHolefromSand",2015
56,56,"Henrik Stenson",63,NA,510.25,56,25,"ProximitytoHolefromSand",2015
56,56,"Justin Thomas",106,NA,1002.083,110,37,"ProximitytoHolefromSand",2015
56,56,"Nicholas Thompson",90,NA,888.333,98,179,"ProximitytoHolefromSand",2015
63,63,"Marc Leishman",74,NA,739.5,81,141,"ProximitytoHolefromSand",2015
63,63,"Seung Yul Noh",65,NA,649.667,71,166,"ProximitytoHolefromSand",2015
63,63,"Roger Sloan",56,NA,377.333,41,175,"ProximitytoHolefromSand",2015
63,63,"Tyrone Van Aswegen",58,NA,440.75,48,116,"ProximitytoHolefromSand",2015
63,63,"Bubba Watson",71,NA,662,72,32,"ProximitytoHolefromSand",2015
68,68,"Eric Axley",57,NA,659.333,71,56,"ProximitytoHolefromSand",2015
68,68,"Scott Brown",97,NA,840.917,91,55,"ProximitytoHolefromSand",2015
68,68,"Chad Campbell",97,NA,942.167,102,88,"ProximitytoHolefromSand",2015
68,68,"Matt Every",73,NA,798.75,86,153,"ProximitytoHolefromSand",2015
68,68,"Cameron Tringale",96,NA,999.667,108,27,"ProximitytoHolefromSand",2015
73,73,"Daniel Berger",97,NA,991.417,106,59,"ProximitytoHolefromSand",2015
73,73,"Matt Jones",89,NA,1125.333,121,42,"ProximitytoHolefromSand",2015
73,73,"Chris Stroud",84,NA,830.5,89,71,"ProximitytoHolefromSand",2015
76,76,"Sangmoon Bae",98,NA,1274.917,135,45,"ProximitytoHolefromSand",2015
76,76,"Jason Gore",76,NA,668,71,167,"ProximitytoHolefromSand",2015
76,76,"Andrew Putnam",68,NA,778.917,83,139,"ProximitytoHolefromSand",2015
76,76,"Patrick Reed",103,NA,975.25,104,28,"ProximitytoHolefromSand",2015
76,76,"Andres Romero",69,NA,621.917,66,140,"ProximitytoHolefromSand",2015
76,76,"Nick Taylor",91,NA,1101.75,117,113,"ProximitytoHolefromSand",2015
76,76,"David Toms",62,NA,790.833,84,12,"ProximitytoHolefromSand",2015
83,83,"Charlie Beljan",76,NA,739.417,78,184,"ProximitytoHolefromSand",2015
83,83,"Greg Chalmers",58,NA,491.833,52,132,"ProximitytoHolefromSand",2015
83,83,"Erik Compton",86,NA,929.333,98,61,"ProximitytoHolefromSand",2015
83,83,"Jason Dufner",76,NA,693.583,73,162,"ProximitytoHolefromSand",2015
83,83,"Derek Fathauer",81,NA,944.417,99,129,"ProximitytoHolefromSand",2015
83,83,"Jason Kokrak",88,NA,1151.667,121,114,"ProximitytoHolefromSand",2015
83,83,"Martin Laird",77,NA,900.333,95,67,"ProximitytoHolefromSand",2015
83,83,"Bill Lunde",50,NA,350.75,37,128,"ProximitytoHolefromSand",2015
83,83,"Sean OHair",86,NA,1111.667,117,83,"ProximitytoHolefromSand",2015
83,83,"Jordan Spieth",91,NA,895.583,94,4,"ProximitytoHolefromSand",2015
93,93,"Aaron Baddeley",76,NA,947.833,99,48,"ProximitytoHolefromSand",2015
93,93,"Jon Curran",83,NA,920.083,96,35,"ProximitytoHolefromSand",2015
93,93,"Ben Martin",93,NA,920.75,96,174,"ProximitytoHolefromSand",2015
93,93,"William McGirt",103,NA,1250.25,130,11,"ProximitytoHolefromSand",2015
97,97,"Mark Hubbard",79,NA,799.333,83,38,"ProximitytoHolefromSand",2015
97,97,"Jerry Kelly",79,NA,744.167,77,7,"ProximitytoHolefromSand",2015
97,97,"Camilo Villegas",83,NA,1060.083,110,96,"ProximitytoHolefromSand",2015
100,100,"Max Homa",78,NA,838.333,86,90,"ProximitytoHolefromSand",2015
100,100,"Carlos Ortiz",100,NA,1214.5,125,158,"ProximitytoHolefromSand",2015
100,100,"Jonathan Randolph",72,NA,781.833,80,53,"ProximitytoHolefromSand",2015
103,103,"Alex Cejka",94,NA,901.25,92,62,"ProximitytoHolefromSand",2015
103,103,"Ernie Els",57,NA,582.583,59,144,"ProximitytoHolefromSand",2015
103,103,"Billy Hurley III",83,NA,793.5,81,10,"ProximitytoHolefromSand",2015
103,103,"Pat Perez",96,NA,998.833,102,69,"ProximitytoHolefromSand",2015
103,103,"Jhonattan Vegas",90,NA,814.417,83,89,"ProximitytoHolefromSand",2015
103,103,"Johnson Wagner",68,NA,591,60,82,"ProximitytoHolefromSand",2015
103,103,"Boo Weekley",79,NA,818.667,83,73,"ProximitytoHolefromSand",2015
110,110,"Robert Allenby",63,NA,667,67,180,"ProximitytoHolefromSand",2015
110,110,"Ricky Barnes",82,NA,925.75,93,69,"ProximitytoHolefromSand",2015
110,110,"Bill Haas",89,NA,810,82,31,"ProximitytoHolefromSand",2015
113,113,"John Huh",102,NA,1570,157,23,"ProximitytoHolefromSand",2015
113,113,"Justin Leonard",61,NA,692.75,69,34,"ProximitytoHolefromSand",2015
113,113,"Greg Owen",58,NA,481.833,48,74,"ProximitytoHolefromSand",2015
113,113,"Jim Renner",68,NA,717.833,72,165,"ProximitytoHolefromSand",2015
113,113,"Byron Smith",59,NA,420,42,172,"ProximitytoHolefromSand",2015
113,113,"Brian Stuard",97,NA,1153.333,115,66,"ProximitytoHolefromSand",2015
113,113,"Steve Wheatcroft",87,NA,1132.417,113,56,"ProximitytoHolefromSand",2015
120,120,"Graham DeLaet",65,NA,786.333,78,133,"ProximitytoHolefromSand",2015
120,120,"Jim Furyk",71,NA,563.5,56,18,"ProximitytoHolefromSand",2015
120,120,"Russell Knox",96,NA,939.5,93,71,"ProximitytoHolefromSand",2015
120,120,"Ryan Palmer",80,NA,785.833,78,60,"ProximitytoHolefromSand",2015
120,120,"Daniel Summerhays",101,NA,1185.5,118,122,"ProximitytoHolefromSand",2015
120,120,"Michael Thompson",83,NA,1196.167,119,161,"ProximitytoHolefromSand",2015
126,126,"Brendon de Jonge",106,NA,1223.5,120,91,"ProximitytoHolefromSand",2015
126,126,"Oscar Fraustro",58,NA,547.083,54,147,"ProximitytoHolefromSand",2015
126,126,"Retief Goosen",81,NA,794.167,78,85,"ProximitytoHolefromSand",2015
126,126,"Adam Hadwin",95,NA,1335.833,131,110,"ProximitytoHolefromSand",2015
126,126,"Jim Herman",88,NA,942.167,93,118,"ProximitytoHolefromSand",2015
126,126,"Brooks Koepka",84,NA,1050.917,103,143,"ProximitytoHolefromSand",2015
132,132,"David Hearn",97,NA,1067.5,104,131,"ProximitytoHolefromSand",2015
132,132,"Kevin Kisner",104,NA,1209.75,118,21,"ProximitytoHolefromSand",2015
132,132,"Hunter Mahan",88,NA,1182.917,115,78,"ProximitytoHolefromSand",2015
135,135,"Gonzalo Fdez Castano",81,NA,1045.833,101,120,"ProximitytoHolefromSand",2015
135,135,"Shawn Stefani",94,NA,1261.833,122,146,"ProximitytoHolefromSand",2015
137,137,"Charl Schwartzel",67,NA,625.417,60,168,"ProximitytoHolefromSand",2015
138,138,"Paul Casey",87,NA,735.083,70,150,"ProximitytoHolefromSand",2015
138,138,"Troy Merritt",91,NA,1202.917,115,33,"ProximitytoHolefromSand",2015
140,140,"Derek Ernst",75,NA,835.917,79,135,"ProximitytoHolefromSand",2015
140,140,"Russell Henley",87,NA,1065,101,130,"ProximitytoHolefromSand",2015
140,140,"Charles Howell III",105,NA,1209.833,114,151,"ProximitytoHolefromSand",2015
140,140,"Davis Love III",51,NA,666.333,63,136,"ProximitytoHolefromSand",2015
140,140,"Adam Scott",51,NA,487,46,173,"ProximitytoHolefromSand",2015
140,140,"Nick Watney",91,NA,1081,102,103,"ProximitytoHolefromSand",2015
146,146,"Bo Van Pelt",81,NA,853,80,154,"ProximitytoHolefromSand",2015
147,147,"Martin Flores",95,NA,1217.333,113,99,"ProximitytoHolefromSand",2015
147,147,"Chez Reavie",56,NA,536.917,50,152,"ProximitytoHolefromSand",2015
149,149,"Stewart Cink",77,NA,867.083,80,117,"ProximitytoHolefromSand",2015
149,149,"JJ Henry",94,NA,868.75,80,170,"ProximitytoHolefromSand",2015
149,149,"Charley Hoffman",97,NA,1352.333,125,100,"ProximitytoHolefromSand",2015
149,149,"Jeff Overton",94,NA,1195,110,98,"ProximitytoHolefromSand",2015
149,149,"Kevin Streelman",95,NA,1083.75,100,104,"ProximitytoHolefromSand",2015
154,154,"Sergio Garcia",59,NA,547.333,50,109,"ProximitytoHolefromSand",2015
154,154,"Tom Hoge",83,NA,862,79,106,"ProximitytoHolefromSand",2015
154,154,"Alex Prugh",84,NA,997.083,91,177,"ProximitytoHolefromSand",2015
154,154,"Patrick Rodgers",57,NA,689.5,63,145,"ProximitytoHolefromSand",2015
158,158,"Ken Duke",93,NA,1137.333,103,102,"ProximitytoHolefromSand",2015
158,158,"Harris English",105,NA,1286.5,116,36,"ProximitytoHolefromSand",2015
158,158,"Whee Kim",71,NA,731.167,66,123,"ProximitytoHolefromSand",2015
158,158,"John Peterson",84,NA,1050.333,95,14,"ProximitytoHolefromSand",2015
158,158,"Lee Westwood",56,NA,564.917,51,178,"ProximitytoHolefromSand",2015
163,163,"Chesson Hadley",101,NA,1501.25,134,125,"ProximitytoHolefromSand",2015
163,163,"Billy Horschel",99,NA,1083.25,97,126,"ProximitytoHolefromSand",2015
165,165,"Blayne Barber",76,NA,888.75,79,80,"ProximitytoHolefromSand",2015
165,165,"Keegan Bradley",87,NA,1038.583,92,115,"ProximitytoHolefromSand",2015
167,167,"Dustin Johnson",75,NA,801.833,71,119,"ProximitytoHolefromSand",2015
168,168,"Andres Gonzales",90,NA,1039.583,91,157,"ProximitytoHolefromSand",2015
168,168,"Ryan Moore",81,NA,910.417,80,65,"ProximitytoHolefromSand",2015
170,170,"Scott Stallings",60,NA,758.25,66,171,"ProximitytoHolefromSand",2015
171,171,"Angel Cabrera",53,NA,852.833,73,183,"ProximitytoHolefromSand",2015
171,171,"Morgan Hoffmann",85,NA,1169.083,100,92,"ProximitytoHolefromSand",2015
171,171,"Scott Piercy",90,NA,1274,109,105,"ProximitytoHolefromSand",2015
174,174,"Jason Bohn",95,NA,1218.917,104,51,"ProximitytoHolefromSand",2015
174,174,"Francesco Molinari",56,NA,658.25,56,111,"ProximitytoHolefromSand",2015
176,176,"Brice Garnett",81,NA,961.583,81,156,"ProximitytoHolefromSand",2015
177,177,"Tony Finau",106,NA,1354.5,114,149,"ProximitytoHolefromSand",2015
178,178,"Scott Pinckney",88,NA,1092.667,91,155,"ProximitytoHolefromSand",2015
179,179,"Hudson Swafford",97,NA,1281.25,106,160,"ProximitytoHolefromSand",2015
180,180,"Spencer Levin",99,NA,1225.667,101,76,"ProximitytoHolefromSand",2015
181,181,"Fabian Gomez",83,NA,1201.667,98,101,"ProximitytoHolefromSand",2015
181,181,"John Merrick",78,NA,884.333,72,134,"ProximitytoHolefromSand",2015
183,183,"Gary Woodland",81,NA,913.75,74,142,"ProximitytoHolefromSand",2015
184,184,"Andrew Svoboda",80,NA,1198.5,92,182,"ProximitytoHolefromSand",2015
