"Back9Round2ScoringAverage_RANKTHISWEEK_2006","Back9Round2ScoringAverage_RANKLASTWEEK_2006","Back9Round2ScoringAverage_PLAYERNAME_2006","Back9Round2ScoringAverage__2006","Back9Round2ScoringAverage_AVG_2006","Back9Round2ScoringAverage_TOTALSTROKES_2006","Back9Round2ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Tiger Woods",NA,34.43,482,14,"Back9Round2ScoringAverage",2006
2,2,"Jose Maria Olazabal",NA,34.44,551,16,"Back9Round2ScoringAverage",2006
3,3,"Phil Mickelson",NA,34.59,588,17,"Back9Round2ScoringAverage",2006
4,4,"Luke Donald",NA,34.69,555,16,"Back9Round2ScoringAverage",2006
5,5,"Robert Allenby",NA,34.71,729,21,"Back9Round2ScoringAverage",2006
6,6,"Joe Durant",NA,34.79,974,28,"Back9Round2ScoringAverage",2006
7,7,"Ernie Els",NA,34.81,557,16,"Back9Round2ScoringAverage",2006
8,8,"Jason Bohn",NA,34.86,1011,29,"Back9Round2ScoringAverage",2006
9,9,"Briny Baird",NA,34.87,802,23,"Back9Round2ScoringAverage",2006
10,10,"Steve Stricker",NA,34.88,558,16,"Back9Round2ScoringAverage",2006
11,11,"Ryuji Imada",NA,34.9,1012,29,"Back9Round2ScoringAverage",2006
12,12,"David Duval",NA,34.91,803,23,"Back9Round2ScoringAverage",2006
13,13,"Woody Austin",NA,34.94,1083,31,"Back9Round2ScoringAverage",2006
14,14,"Kris Cox",NA,34.96,944,27,"Back9Round2ScoringAverage",2006
15,15,"Justin Rose",NA,35,945,27,"Back9Round2ScoringAverage",2006
15,15,"David Toms",NA,35,665,19,"Back9Round2ScoringAverage",2006
17,17,"Brian Gay",NA,35.03,1086,31,"Back9Round2ScoringAverage",2006
18,18,"David Branshaw",NA,35.04,981,28,"Back9Round2ScoringAverage",2006
19,19,"Padraig Harrington",NA,35.07,491,14,"Back9Round2ScoringAverage",2006
20,20,"Daniel Chopra",NA,35.09,1123,32,"Back9Round2ScoringAverage",2006
21,21,"Arron Oberholser",NA,35.1,737,21,"Back9Round2ScoringAverage",2006
22,22,"Charley Hoffman",NA,35.11,983,28,"Back9Round2ScoringAverage",2006
22,22,"Freddie Jacobson",NA,35.11,632,18,"Back9Round2ScoringAverage",2006
22,22,"Hunter Mahan",NA,35.11,983,28,"Back9Round2ScoringAverage",2006
25,25,"Bo Van Pelt",NA,35.14,984,28,"Back9Round2ScoringAverage",2006
25,25,"Nick Watney",NA,35.14,984,28,"Back9Round2ScoringAverage",2006
27,27,"Marco Dawson",NA,35.15,949,27,"Back9Round2ScoringAverage",2006
27,27,"Stephen Leaney",NA,35.15,949,27,"Back9Round2ScoringAverage",2006
27,27,"Bob May",NA,35.15,703,20,"Back9Round2ScoringAverage",2006
30,30,"Tom Lehman",NA,35.17,633,18,"Back9Round2ScoringAverage",2006
31,31,"Jeff Gove",NA,35.18,985,28,"Back9Round2ScoringAverage",2006
31,31,"Steve Lowery",NA,35.18,985,28,"Back9Round2ScoringAverage",2006
31,31,"Sean OHair",NA,35.18,985,28,"Back9Round2ScoringAverage",2006
34,34,"Mathew Goggin",NA,35.21,845,24,"Back9Round2ScoringAverage",2006
34,34,"Frank Lickliter II",NA,35.21,986,28,"Back9Round2ScoringAverage",2006
34,34,"Tim Petrovic",NA,35.21,1021,29,"Back9Round2ScoringAverage",2006
37,37,"Wes Short Jr",NA,35.22,1127,32,"Back9Round2ScoringAverage",2006
38,38,"Stephen Ames",NA,35.24,599,17,"Back9Round2ScoringAverage",2006
38,38,"Tim Clark",NA,35.24,740,21,"Back9Round2ScoringAverage",2006
38,38,"Mathias Gronberg",NA,35.24,1022,29,"Back9Round2ScoringAverage",2006
41,41,"Brett Quigley",NA,35.25,1128,32,"Back9Round2ScoringAverage",2006
41,41,"Kevin Sutherland",NA,35.25,987,28,"Back9Round2ScoringAverage",2006
43,43,"Jeff Maggert",NA,35.27,917,26,"Back9Round2ScoringAverage",2006
43,43,"Corey Pavin",NA,35.27,776,22,"Back9Round2ScoringAverage",2006
45,45,"Ryan Palmer",NA,35.28,1023,29,"Back9Round2ScoringAverage",2006
46,46,"Alex Cejka",NA,35.29,988,28,"Back9Round2ScoringAverage",2006
47,47,"Jim Furyk",NA,35.3,812,23,"Back9Round2ScoringAverage",2006
48,48,"Brandt Jobe",NA,35.31,918,26,"Back9Round2ScoringAverage",2006
49,49,"John Cook",NA,35.32,777,22,"Back9Round2ScoringAverage",2006
49,49,"Zach Johnson",NA,35.32,883,25,"Back9Round2ScoringAverage",2006
49,49,"Bernhard Langer",NA,35.32,777,22,"Back9Round2ScoringAverage",2006
52,52,"Trevor Immelman",NA,35.33,848,24,"Back9Round2ScoringAverage",2006
52,52,"Justin Leonard",NA,35.33,848,24,"Back9Round2ScoringAverage",2006
52,52,"Jeff Overton",NA,35.33,954,27,"Back9Round2ScoringAverage",2006
52,52,"Chris Smith",NA,35.33,742,21,"Back9Round2ScoringAverage",2006
56,56,"Brian Davis",NA,35.35,919,26,"Back9Round2ScoringAverage",2006
57,57,"Brent Geiberger",NA,35.36,990,28,"Back9Round2ScoringAverage",2006
57,57,"Jerry Smith",NA,35.36,990,28,"Back9Round2ScoringAverage",2006
59,59,"JJ Henry",NA,35.37,955,27,"Back9Round2ScoringAverage",2006
59,59,"Shigeki Maruyama",NA,35.37,955,27,"Back9Round2ScoringAverage",2006
61,61,"Steve Flesch",NA,35.38,1132,32,"Back9Round2ScoringAverage",2006
61,61,"Nathan Green",NA,35.38,1026,29,"Back9Round2ScoringAverage",2006
63,63,"Adam Scott",NA,35.39,637,18,"Back9Round2ScoringAverage",2006
