"ConsecutiveFairwaysHit_RANKTHISWEEK_2007","ConsecutiveFairwaysHit_RANKLASTWEEK_2007","ConsecutiveFairwaysHit_PLAYERNAME_2007","ConsecutiveFairwaysHit_EVENTS_2007","ConsecutiveFairwaysHit_BESTSTREAK_2007","ConsecutiveFairwaysHit_CURRENTSTREAK_2007","stat_name","year"
71,71,"Chris Stroud",24,18,3,"ConsecutiveFairwaysHit",2007
71,71,"Kevin Sutherland",25,18,NA,"ConsecutiveFairwaysHit",2007
71,71,"Camilo Villegas",24,18,1,"ConsecutiveFairwaysHit",2007
71,71,"Lee Williams",2,18,1,"ConsecutiveFairwaysHit",2007
86,86,"Robert Allenby",28,17,NA,"ConsecutiveFairwaysHit",2007
86,86,"Tommy Armour III",24,17,NA,"ConsecutiveFairwaysHit",2007
86,86,"John Cook",13,17,3,"ConsecutiveFairwaysHit",2007
86,86,"Mathew Goggin",30,17,5,"ConsecutiveFairwaysHit",2007
86,86,"Jason Gore",27,17,2,"ConsecutiveFairwaysHit",2007
86,86,"Scott Gump",12,17,NA,"ConsecutiveFairwaysHit",2007
86,86,"JP Hayes",28,17,3,"ConsecutiveFairwaysHit",2007
86,86,"Matt Hendrix",24,17,5,"ConsecutiveFairwaysHit",2007
86,86,"JJ Henry",26,17,1,"ConsecutiveFairwaysHit",2007
86,86,"Peter Jacobsen",1,17,NA,"ConsecutiveFairwaysHit",2007
86,86,"Jarrod Lyle",24,17,1,"ConsecutiveFairwaysHit",2007
86,86,"Bryce Molder",21,17,2,"ConsecutiveFairwaysHit",2007
86,86,"Ted Purdy",33,17,1,"ConsecutiveFairwaysHit",2007
86,86,"Adam Scott",19,17,NA,"ConsecutiveFairwaysHit",2007
86,86,"Jeff Sluman",21,17,NA,"ConsecutiveFairwaysHit",2007
86,86,"Vaughn Taylor",28,17,4,"ConsecutiveFairwaysHit",2007
86,86,"Stan Utley",1,17,17,"ConsecutiveFairwaysHit",2007
86,86,"Johnson Wagner",33,17,NA,"ConsecutiveFairwaysHit",2007
86,86,"Charles Warren",29,17,4,"ConsecutiveFairwaysHit",2007
105,105,"Michael Allen",22,16,3,"ConsecutiveFairwaysHit",2007
105,105,"Arjun Atwal",12,16,5,"ConsecutiveFairwaysHit",2007
105,105,"Woody Austin",27,16,1,"ConsecutiveFairwaysHit",2007
105,105,"Chris Baryla",1,16,NA,"ConsecutiveFairwaysHit",2007
105,105,"Jonathan Byrd",23,16,NA,"ConsecutiveFairwaysHit",2007
105,105,"Jose Coceres",17,16,3,"ConsecutiveFairwaysHit",2007
105,105,"Luke Donald",20,16,5,"ConsecutiveFairwaysHit",2007
105,105,"David Duval",7,16,2,"ConsecutiveFairwaysHit",2007
105,105,"Joel Edwards",4,16,NA,"ConsecutiveFairwaysHit",2007
105,105,"Robert Gamez",30,16,3,"ConsecutiveFairwaysHit",2007
105,105,"Jeff Gove",30,16,2,"ConsecutiveFairwaysHit",2007
105,105,"Anders Hansen",17,16,1,"ConsecutiveFairwaysHit",2007
105,105,"Bob Heintz",27,16,NA,"ConsecutiveFairwaysHit",2007
105,105,"Stephen Leaney",26,16,2,"ConsecutiveFairwaysHit",2007
105,105,"Steve Lowery",22,16,7,"ConsecutiveFairwaysHit",2007
105,105,"Shaun Micheel",29,16,1,"ConsecutiveFairwaysHit",2007
105,105,"Corey Pavin",25,16,NA,"ConsecutiveFairwaysHit",2007
105,105,"Ian Poulter",18,16,NA,"ConsecutiveFairwaysHit",2007
105,105,"Vijay Singh",27,16,NA,"ConsecutiveFairwaysHit",2007
105,105,"Jaco Van Zyl",21,16,NA,"ConsecutiveFairwaysHit",2007
105,105,"Duffy Waldorf",23,16,6,"ConsecutiveFairwaysHit",2007
105,105,"Nick Watney",26,16,NA,"ConsecutiveFairwaysHit",2007
105,105,"Charlie Wi",27,16,NA,"ConsecutiveFairwaysHit",2007
105,105,"Dean Wilson",28,16,NA,"ConsecutiveFairwaysHit",2007
129,129,"Stephen Ames",23,15,4,"ConsecutiveFairwaysHit",2007
129,129,"Paul Azinger",13,15,2,"ConsecutiveFairwaysHit",2007
129,129,"Craig Barlow",16,15,1,"ConsecutiveFairwaysHit",2007
129,129,"Alex Cejka",25,15,4,"ConsecutiveFairwaysHit",2007
129,129,"Tadd Fujikawa",4,15,4,"ConsecutiveFairwaysHit",2007
129,129,"Retief Goosen",14,15,1,"ConsecutiveFairwaysHit",2007
129,129,"Mark Hensby",25,15,2,"ConsecutiveFairwaysHit",2007
129,129,"Lee Janzen",24,15,NA,"ConsecutiveFairwaysHit",2007
129,129,"Tom Lehman",19,15,NA,"ConsecutiveFairwaysHit",2007
129,129,"Jeff Maggert",26,15,NA,"ConsecutiveFairwaysHit",2007
129,129,"Steve Marino",31,15,6,"ConsecutiveFairwaysHit",2007
129,129,"Joe Ogilvie",31,15,NA,"ConsecutiveFairwaysHit",2007
129,129,"Pat Perez",27,15,3,"ConsecutiveFairwaysHit",2007
129,129,"Tom Pernice Jr",31,15,NA,"ConsecutiveFairwaysHit",2007
129,129,"Tim Petrovic",32,15,2,"ConsecutiveFairwaysHit",2007
129,129,"Paul Sheehan",11,15,13,"ConsecutiveFairwaysHit",2007
129,129,"BJ Staten",7,15,NA,"ConsecutiveFairwaysHit",2007
129,129,"Steve Stricker",23,15,2,"ConsecutiveFairwaysHit",2007
129,129,"DJ Trahan",30,15,1,"ConsecutiveFairwaysHit",2007
129,129,"Bob Tway",32,15,NA,"ConsecutiveFairwaysHit",2007
129,129,"Tom Watson",2,15,NA,"ConsecutiveFairwaysHit",2007
129,129,"Mike Weir",23,15,1,"ConsecutiveFairwaysHit",2007
151,151,"Eric Axley",36,14,NA,"ConsecutiveFairwaysHit",2007
151,151,"Rich Barcelo",26,14,1,"ConsecutiveFairwaysHit",2007
151,151,"Rich Beem",29,14,6,"ConsecutiveFairwaysHit",2007
151,151,"Notah Begay III",7,14,2,"ConsecutiveFairwaysHit",2007
151,151,"Stewart Cink",25,14,NA,"ConsecutiveFairwaysHit",2007
151,151,"Darren Clarke",10,14,2,"ConsecutiveFairwaysHit",2007
151,151,"Chris Couch",30,14,2,"ConsecutiveFairwaysHit",2007
151,151,"Ernie Els",16,14,1,"ConsecutiveFairwaysHit",2007
151,151,"David Hearn",1,14,NA,"ConsecutiveFairwaysHit",2007
151,151,"Ryuji Imada",32,14,1,"ConsecutiveFairwaysHit",2007
151,151,"Tripp Isenhour",32,14,2,"ConsecutiveFairwaysHit",2007
151,151,"Miguel Angel Jimenez",5,14,4,"ConsecutiveFairwaysHit",2007
151,151,"Kent Jones",30,14,NA,"ConsecutiveFairwaysHit",2007
151,151,"Frank Lickliter II",30,14,7,"ConsecutiveFairwaysHit",2007
151,151,"Bob May",16,14,11,"ConsecutiveFairwaysHit",2007
151,151,"Jim McGovern",5,14,NA,"ConsecutiveFairwaysHit",2007
151,151,"John Merrick",29,14,5,"ConsecutiveFairwaysHit",2007
151,151,"Ryan Moore",28,14,4,"ConsecutiveFairwaysHit",2007
151,151,"Jesper Parnevik",27,14,3,"ConsecutiveFairwaysHit",2007
151,151,"Dicky Pride",25,14,NA,"ConsecutiveFairwaysHit",2007
151,151,"Michael Putnam",29,14,4,"ConsecutiveFairwaysHit",2007
151,151,"John Rollins",29,14,1,"ConsecutiveFairwaysHit",2007
151,151,"Justin Rose",16,14,NA,"ConsecutiveFairwaysHit",2007
151,151,"Chris Smith",8,14,1,"ConsecutiveFairwaysHit",2007
151,151,"Grant Waite",12,14,1,"ConsecutiveFairwaysHit",2007
151,151,"Mark Wilson",25,14,NA,"ConsecutiveFairwaysHit",2007
177,177,"Benn Barham",1,13,4,"ConsecutiveFairwaysHit",2007
177,177,"Jason Bohn",17,13,2,"ConsecutiveFairwaysHit",2007
177,177,"Jeff Brehaut",21,13,NA,"ConsecutiveFairwaysHit",2007
177,177,"Andrew Buckle",26,13,NA,"ConsecutiveFairwaysHit",2007
177,177,"Marco Dawson",23,13,NA,"ConsecutiveFairwaysHit",2007
177,177,"Chris DiMarco",24,13,1,"ConsecutiveFairwaysHit",2007
177,177,"Carlos Franco",12,13,2,"ConsecutiveFairwaysHit",2007
177,177,"Sergio Garcia",19,13,3,"ConsecutiveFairwaysHit",2007
177,177,"Robert Garrigus",28,13,NA,"ConsecutiveFairwaysHit",2007
177,177,"Mathias Gronberg",31,13,NA,"ConsecutiveFairwaysHit",2007
177,177,"Bill Haas",30,13,8,"ConsecutiveFairwaysHit",2007
177,177,"Padraig Harrington",18,13,NA,"ConsecutiveFairwaysHit",2007
177,177,"Kevin Na",27,13,7,"ConsecutiveFairwaysHit",2007
177,177,"Sean OHair",28,13,5,"ConsecutiveFairwaysHit",2007
177,177,"Arron Oberholser",21,13,4,"ConsecutiveFairwaysHit",2007
177,177,"Jeff Overton",19,13,3,"ConsecutiveFairwaysHit",2007
177,177,"Greg Owen",29,13,4,"ConsecutiveFairwaysHit",2007
177,177,"Carl Pettersson",31,13,NA,"ConsecutiveFairwaysHit",2007
177,177,"Brett Quigley",25,13,3,"ConsecutiveFairwaysHit",2007
177,177,"Jeff Quinney",29,13,NA,"ConsecutiveFairwaysHit",2007
177,177,"Charl Schwartzel",6,13,NA,"ConsecutiveFairwaysHit",2007
177,177,"John Senden",27,13,NA,"ConsecutiveFairwaysHit",2007
177,177,"Craig Stadler",1,13,1,"ConsecutiveFairwaysHit",2007
177,177,"Phil Tataurangi",8,13,2,"ConsecutiveFairwaysHit",2007
177,177,"Omar Uresti",4,13,5,"ConsecutiveFairwaysHit",2007
202,202,"Steve Allan",18,12,NA,"ConsecutiveFairwaysHit",2007
202,202,"Aaron Baddeley",23,12,NA,"ConsecutiveFairwaysHit",2007
202,202,"Victor Ciesielski",1,12,NA,"ConsecutiveFairwaysHit",2007
202,202,"Brendon de Jonge",26,12,1,"ConsecutiveFairwaysHit",2007
202,202,"Todd Fischer",4,12,NA,"ConsecutiveFairwaysHit",2007
202,202,"Harrison Frazar",32,12,NA,"ConsecutiveFairwaysHit",2007
202,202,"Jim Gallagher Jr",9,12,2,"ConsecutiveFairwaysHit",2007
202,202,"Scott Gutschewski",22,12,2,"ConsecutiveFairwaysHit",2007
202,202,"Gary Hallberg",7,12,NA,"ConsecutiveFairwaysHit",2007
202,202,"Todd Hamilton",28,12,NA,"ConsecutiveFairwaysHit",2007
202,202,"Tim Herron",27,12,2,"ConsecutiveFairwaysHit",2007
202,202,"Brandt Jobe",5,12,NA,"ConsecutiveFairwaysHit",2007
202,202,"Colt Knost",4,12,2,"ConsecutiveFairwaysHit",2007
202,202,"Matt Kuchar",26,12,5,"ConsecutiveFairwaysHit",2007
202,202,"James Lepp",1,12,NA,"ConsecutiveFairwaysHit",2007
202,202,"Craig Lile",24,12,2,"ConsecutiveFairwaysHit",2007
202,202,"Davis Love III",21,12,NA,"ConsecutiveFairwaysHit",2007
202,202,"Sandy Lyle",2,12,NA,"ConsecutiveFairwaysHit",2007
202,202,"George McNeill",30,12,1,"ConsecutiveFairwaysHit",2007
202,202,"Phil Mickelson",22,12,1,"ConsecutiveFairwaysHit",2007
202,202,"Colin Montgomerie",9,12,NA,"ConsecutiveFairwaysHit",2007
202,202,"David Morland IV",1,12,1,"ConsecutiveFairwaysHit",2007
202,202,"Kyle Reifers",27,12,1,"ConsecutiveFairwaysHit",2007
202,202,"Rory Sabbatini",23,12,4,"ConsecutiveFairwaysHit",2007
202,202,"Wes Short Jr",12,12,NA,"ConsecutiveFairwaysHit",2007
202,202,"Brandt Snedeker",29,12,1,"ConsecutiveFairwaysHit",2007
202,202,"Paul Stankowski",18,12,3,"ConsecutiveFairwaysHit",2007
202,202,"Henrik Stenson",15,12,1,"ConsecutiveFairwaysHit",2007
202,202,"Chris Tidland",21,12,NA,"ConsecutiveFairwaysHit",2007
202,202,"Esteban Toledo",2,12,NA,"ConsecutiveFairwaysHit",2007
202,202,"Bo Van Pelt",30,12,1,"ConsecutiveFairwaysHit",2007
202,202,"Brett Wetterich",28,12,NA,"ConsecutiveFairwaysHit",2007
202,202,"Steve Wheatcroft",25,12,4,"ConsecutiveFairwaysHit",2007
235,235,"Brad Adamonis",2,11,2,"ConsecutiveFairwaysHit",2007
235,235,"Billy Andrade",27,11,3,"ConsecutiveFairwaysHit",2007
235,235,"Gregory Bourdy",1,11,NA,"ConsecutiveFairwaysHit",2007
235,235,"Michael Bradley",8,11,2,"ConsecutiveFairwaysHit",2007
235,235,"Paul Casey",10,11,1,"ConsecutiveFairwaysHit",2007
235,235,"Daniel Chopra",34,11,NA,"ConsecutiveFairwaysHit",2007
235,235,"Chip Deason",1,11,1,"ConsecutiveFairwaysHit",2007
235,235,"Jay Delsing",12,11,NA,"ConsecutiveFairwaysHit",2007
235,235,"Jason Dufner",32,11,7,"ConsecutiveFairwaysHit",2007
235,235,"Dan Forsman",12,11,NA,"ConsecutiveFairwaysHit",2007
235,235,"Bill Glasson",4,11,NA,"ConsecutiveFairwaysHit",2007
235,235,"Wes Heffernan",1,11,4,"ConsecutiveFairwaysHit",2007
235,235,"Brian Henninger",2,11,NA,"ConsecutiveFairwaysHit",2007
235,235,"Gabriel Hjertstedt",9,11,NA,"ConsecutiveFairwaysHit",2007
235,235,"JB Holmes",24,11,1,"ConsecutiveFairwaysHit",2007
235,235,"Tim Huber",1,11,1,"ConsecutiveFairwaysHit",2007
235,235,"Toshi Izawa",1,11,NA,"ConsecutiveFairwaysHit",2007
235,235,"Neal Lancaster",13,11,4,"ConsecutiveFairwaysHit",2007
235,235,"Bernhard Langer",14,11,1,"ConsecutiveFairwaysHit",2007
235,235,"Spike McRoy",6,11,6,"ConsecutiveFairwaysHit",2007
235,235,"Francesco Molinari",1,11,NA,"ConsecutiveFairwaysHit",2007
235,235,"Nick OHern",22,11,2,"ConsecutiveFairwaysHit",2007
235,235,"Mark OMeara",4,11,4,"ConsecutiveFairwaysHit",2007
235,235,"Geoff Ogilvy",22,11,NA,"ConsecutiveFairwaysHit",2007
235,235,"Ryan Palmer",30,11,1,"ConsecutiveFairwaysHit",2007
235,235,"Steve Pellegrine",1,11,11,"ConsecutiveFairwaysHit",2007
235,235,"Tag Ridings",18,11,1,"ConsecutiveFairwaysHit",2007
235,235,"Jeev Milkha Singh",12,11,2,"ConsecutiveFairwaysHit",2007
235,235,"Bubba Watson",26,11,NA,"ConsecutiveFairwaysHit",2007
264,264,"Brian Bateman",18,10,NA,"ConsecutiveFairwaysHit",2007
264,264,"Jon Bevan",1,10,10,"ConsecutiveFairwaysHit",2007
264,264,"Adam Bland",1,10,NA,"ConsecutiveFairwaysHit",2007
264,264,"Bob Burns",5,10,2,"ConsecutiveFairwaysHit",2007
264,264,"Brad Faxon",18,10,NA,"ConsecutiveFairwaysHit",2007
264,264,"Nick Flanagan",4,10,NA,"ConsecutiveFairwaysHit",2007
264,264,"Marcus Fraser",1,10,NA,"ConsecutiveFairwaysHit",2007
264,264,"Brian Hadley",1,10,NA,"ConsecutiveFairwaysHit",2007
264,264,"Charley Hoffman",30,10,1,"ConsecutiveFairwaysHit",2007
264,264,"Llewellyn Matthews",1,10,2,"ConsecutiveFairwaysHit",2007
264,264,"Len Mattiace",10,10,2,"ConsecutiveFairwaysHit",2007
264,264,"David Peoples",2,10,2,"ConsecutiveFairwaysHit",2007
264,264,"Richie Ramsay",6,10,2,"ConsecutiveFairwaysHit",2007
264,264,"Michael Sim",17,10,NA,"ConsecutiveFairwaysHit",2007
264,264,"Joey Sindelar",25,10,5,"ConsecutiveFairwaysHit",2007
264,264,"Oliver Thomson",2,10,10,"ConsecutiveFairwaysHit",2007
264,264,"Vance Veazey",9,10,NA,"ConsecutiveFairwaysHit",2007
264,264,"Anthony Wall",4,10,2,"ConsecutiveFairwaysHit",2007
264,264,"Tiger Woods",16,10,NA,"ConsecutiveFairwaysHit",2007
264,264,"YE Yang",9,10,NA,"ConsecutiveFairwaysHit",2007
284,284,"Stuart Appleby",24,9,3,"ConsecutiveFairwaysHit",2007
284,284,"Perry Arthur",1,9,NA,"ConsecutiveFairwaysHit",2007
284,284,"Ricky Barnes",2,9,NA,"ConsecutiveFairwaysHit",2007
284,284,"Shane Bertsch",4,9,1,"ConsecutiveFairwaysHit",2007
284,284,"Ben Crane",9,9,NA,"ConsecutiveFairwaysHit",2007
284,284,"Ben Crenshaw",1,9,NA,"ConsecutiveFairwaysHit",2007
284,284,"Robert Damron",10,9,4,"ConsecutiveFairwaysHit",2007
284,284,"Niclas Fasth",10,9,NA,"ConsecutiveFairwaysHit",2007
284,284,"Raymond Floyd",2,9,NA,"ConsecutiveFairwaysHit",2007
284,284,"Jeff Golden",1,9,NA,"ConsecutiveFairwaysHit",2007
284,284,"Peter Hanson",3,9,NA,"ConsecutiveFairwaysHit",2007
284,284,"Kevin Harper",1,9,4,"ConsecutiveFairwaysHit",2007
284,284,"Robert Karlsson",13,9,NA,"ConsecutiveFairwaysHit",2007
284,284,"Skip Kendall",5,9,NA,"ConsecutiveFairwaysHit",2007
284,284,"Thomas Levet",5,9,1,"ConsecutiveFairwaysHit",2007
284,284,"Andrew Parr",2,9,5,"ConsecutiveFairwaysHit",2007
284,284,"Craig Perks",15,9,NA,"ConsecutiveFairwaysHit",2007
284,284,"Bobby Schultze",1,9,NA,"ConsecutiveFairwaysHit",2007
284,284,"Toru Taniguchi",4,9,4,"ConsecutiveFairwaysHit",2007
284,284,"Kyle Thompson",1,9,6,"ConsecutiveFairwaysHit",2007
284,284,"Lee Westwood",8,9,6,"ConsecutiveFairwaysHit",2007
284,284,"Don Yrene",2,9,1,"ConsecutiveFairwaysHit",2007
284,284,"Eli Zackheim",1,9,9,"ConsecutiveFairwaysHit",2007
307,307,"Steven Alker",1,8,3,"ConsecutiveFairwaysHit",2007
307,307,"Andy Bare",1,8,3,"ConsecutiveFairwaysHit",2007
307,307,"Markus Brier",2,8,1,"ConsecutiveFairwaysHit",2007
307,307,"Paul Broadhurst",2,8,NA,"ConsecutiveFairwaysHit",2007
307,307,"Angel Cabrera",14,8,3,"ConsecutiveFairwaysHit",2007
307,307,"Bobby Clampett",1,8,NA,"ConsecutiveFairwaysHit",2007
307,307,"Joe Daley",2,8,1,"ConsecutiveFairwaysHit",2007
307,307,"Clark Dennis",1,8,8,"ConsecutiveFairwaysHit",2007
307,307,"Bubba Dickerson",19,8,2,"ConsecutiveFairwaysHit",2007
307,307,"Scott Drummond",1,8,3,"ConsecutiveFairwaysHit",2007
307,307,"John Ellis",1,8,3,"ConsecutiveFairwaysHit",2007
307,307,"Alastair Forsyth",1,8,5,"ConsecutiveFairwaysHit",2007
307,307,"Tom Gillis",3,8,2,"ConsecutiveFairwaysHit",2007
307,307,"Mike Grob",1,8,8,"ConsecutiveFairwaysHit",2007
307,307,"Dudley Hart",12,8,1,"ConsecutiveFairwaysHit",2007
307,307,"Gregory Havret",3,8,3,"ConsecutiveFairwaysHit",2007
307,307,"Scott Hebert",2,8,3,"ConsecutiveFairwaysHit",2007
307,307,"Charles Howell III",26,8,2,"ConsecutiveFairwaysHit",2007
307,307,"Shingo Katayama",7,8,1,"ConsecutiveFairwaysHit",2007
307,307,"Tomohiro Kondo",1,8,3,"ConsecutiveFairwaysHit",2007
307,307,"Paul Lawrie",1,8,NA,"ConsecutiveFairwaysHit",2007
307,307,"DH Lee",1,8,NA,"ConsecutiveFairwaysHit",2007
307,307,"JL Lewis",4,8,NA,"ConsecutiveFairwaysHit",2007
307,307,"Kelly Mitchum",4,8,NA,"ConsecutiveFairwaysHit",2007
307,307,"Jonathan Moore",2,8,NA,"ConsecutiveFairwaysHit",2007
307,307,"Lee Rinker",2,8,1,"ConsecutiveFairwaysHit",2007
307,307,"Tom Scherrer",1,8,8,"ConsecutiveFairwaysHit",2007
307,307,"Kevin Senecal",1,8,2,"ConsecutiveFairwaysHit",2007
307,307,"Bobby Wadkins",1,8,NA,"ConsecutiveFairwaysHit",2007
307,307,"Oliver Wilson",1,8,4,"ConsecutiveFairwaysHit",2007
337,337,"Fulton Allem",1,7,NA,"ConsecutiveFairwaysHit",2007
337,337,"Ross Bain",1,7,1,"ConsecutiveFairwaysHit",2007
337,337,"John Bermel",1,7,7,"ConsecutiveFairwaysHit",2007
337,337,"Thomas Bjorn",6,7,2,"ConsecutiveFairwaysHit",2007
337,337,"Guy Boros",4,7,NA,"ConsecutiveFairwaysHit",2007
337,337,"Charlie Brown",1,7,2,"ConsecutiveFairwaysHit",2007
337,337,"Michael Campbell",9,7,2,"ConsecutiveFairwaysHit",2007
337,337,"Alejandro Canizares",3,7,NA,"ConsecutiveFairwaysHit",2007
337,337,"Keith Clearwater",2,7,1,"ConsecutiveFairwaysHit",2007
337,337,"Russ Cochran",1,7,NA,"ConsecutiveFairwaysHit",2007
337,337,"Steve Conway",1,7,NA,"ConsecutiveFairwaysHit",2007
337,337,"John Daly",24,7,NA,"ConsecutiveFairwaysHit",2007
337,337,"Darren Fichardt",1,7,7,"ConsecutiveFairwaysHit",2007
337,337,"Robert Floyd",2,7,2,"ConsecutiveFairwaysHit",2007
337,337,"Peter Fowler",1,7,NA,"ConsecutiveFairwaysHit",2007
337,337,"Philip Francis",3,7,2,"ConsecutiveFairwaysHit",2007
337,337,"Robin Freeman",1,7,1,"ConsecutiveFairwaysHit",2007
