"ApproachPuttPerformance_RANKTHISWEEK_2008","ApproachPuttPerformance_RANKLASTWEEK_2008","ApproachPuttPerformance_PLAYERNAME_2008","ApproachPuttPerformance_ROUNDS_2008","ApproachPuttPerformance_VALUE_2008","ApproachPuttPerformance_ATTEMPTS_2008","ApproachPuttPerformance_TOTALDISTANCEFEET_2008","stat_name","year"
27,27,"Rich Beem",90,NA,878,1970.083,"ApproachPuttPerformance",2008
27,27,"Olin Browne",77,NA,816,1805.083,"ApproachPuttPerformance",2008
27,27,"Bart Bryant",81,NA,725,1635.083,"ApproachPuttPerformance",2008
27,27,"Chad Campbell",94,NA,932,2104.417,"ApproachPuttPerformance",2008
27,27,"Alejandro Canizares",52,NA,435,994.083,"ApproachPuttPerformance",2008
27,27,"KJ Choi",74,NA,619,1391.083,"ApproachPuttPerformance",2008
27,27,"Daniel Chopra",84,NA,686,1522.75,"ApproachPuttPerformance",2008
27,27,"Chad Collins",72,NA,643,1423,"ApproachPuttPerformance",2008
27,27,"Ben Curtis",80,NA,664,1492.583,"ApproachPuttPerformance",2008
27,27,"Marco Dawson",64,NA,571,1266.75,"ApproachPuttPerformance",2008
27,27,"Todd Demsey",80,NA,769,1755.667,"ApproachPuttPerformance",2008
27,27,"Bob Estes",90,NA,959,2188.833,"ApproachPuttPerformance",2008
27,27,"Sergio Garcia",72,NA,614,1357.667,"ApproachPuttPerformance",2008
27,27,"Brian Gay",102,NA,870,1990.667,"ApproachPuttPerformance",2008
27,27,"Todd Hamilton",92,NA,814,1802.667,"ApproachPuttPerformance",2008
27,27,"Padraig Harrington",52,NA,306,697.833,"ApproachPuttPerformance",2008
27,27,"Craig Kanada",65,NA,582,1313.917,"ApproachPuttPerformance",2008
27,27,"Greg Kraft",63,NA,505,1141.583,"ApproachPuttPerformance",2008
27,27,"Matt Kuchar",88,NA,747,1698,"ApproachPuttPerformance",2008
27,27,"Justin Leonard",101,NA,774,1758.833,"ApproachPuttPerformance",2008
27,27,"Michael Letzig",88,NA,786,1764.083,"ApproachPuttPerformance",2008
27,27,"Davis Love III",78,NA,704,1557.167,"ApproachPuttPerformance",2008
27,27,"Corey Pavin",69,NA,544,1215.583,"ApproachPuttPerformance",2008
27,27,"Brett Rumford",72,NA,652,1465.583,"ApproachPuttPerformance",2008
27,27,"Vijay Singh",82,NA,690,1550.667,"ApproachPuttPerformance",2008
27,27,"Heath Slocum",104,NA,984,2213.917,"ApproachPuttPerformance",2008
27,27,"Vaughn Taylor",103,NA,989,2189.833,"ApproachPuttPerformance",2008
27,27,"DJ Trahan",94,NA,859,1961.333,"ApproachPuttPerformance",2008
27,27,"Camilo Villegas",79,NA,669,1481.25,"ApproachPuttPerformance",2008
57,57,"Robert Allenby",108,NA,994,2333.667,"ApproachPuttPerformance",2008
57,57,"Billy Andrade",71,NA,715,1687.583,"ApproachPuttPerformance",2008
57,57,"Stuart Appleby",87,NA,690,1626.333,"ApproachPuttPerformance",2008
57,57,"Aaron Baddeley",76,NA,595,1363.917,"ApproachPuttPerformance",2008
57,57,"Alex Cejka",75,NA,665,1549.417,"ApproachPuttPerformance",2008
57,57,"Gavin Coles",54,NA,476,1122.5,"ApproachPuttPerformance",2008
57,57,"Joe Durant",92,NA,951,2220.5,"ApproachPuttPerformance",2008
57,57,"Brad Elder",67,NA,592,1362.75,"ApproachPuttPerformance",2008
57,57,"Ernie Els",51,NA,380,885.75,"ApproachPuttPerformance",2008
57,57,"Steve Flesch",95,NA,872,2043.5,"ApproachPuttPerformance",2008
57,57,"Harrison Frazar",73,NA,717,1678.833,"ApproachPuttPerformance",2008
57,57,"Lucas Glover",91,NA,920,2163.083,"ApproachPuttPerformance",2008
57,57,"Mathew Goggin",91,NA,920,2148.833,"ApproachPuttPerformance",2008
57,57,"JP Hayes",67,NA,686,1610.667,"ApproachPuttPerformance",2008
57,57,"Charley Hoffman",94,NA,937,2215,"ApproachPuttPerformance",2008
57,57,"Ryuji Imada",80,NA,703,1661.5,"ApproachPuttPerformance",2008
57,57,"Lee Janzen",89,NA,809,1896,"ApproachPuttPerformance",2008
57,57,"Dustin Johnson",92,NA,904,2105.25,"ApproachPuttPerformance",2008
57,57,"Jerry Kelly",89,NA,807,1913,"ApproachPuttPerformance",2008
57,57,"Doug LaBelle II",65,NA,560,1296.167,"ApproachPuttPerformance",2008
57,57,"Frank Lickliter II",107,NA,1073,2498.833,"ApproachPuttPerformance",2008
57,57,"Will Ma Kenzie",62,NA,631,1481.083,"ApproachPuttPerformance",2008
57,57,"John Mallinger",95,NA,834,1977.333,"ApproachPuttPerformance",2008
57,57,"Billy Mayfair",103,NA,1076,2508.5,"ApproachPuttPerformance",2008
57,57,"Parker McLachlin",88,NA,831,1919.333,"ApproachPuttPerformance",2008
57,57,"Rocco Mediate",87,NA,762,1803.25,"ApproachPuttPerformance",2008
57,57,"Phil Mickelson",80,NA,604,1424.917,"ApproachPuttPerformance",2008
57,57,"Kevin Na",97,NA,935,2166.333,"ApproachPuttPerformance",2008
57,57,"Jin Park",85,NA,769,1796.333,"ApproachPuttPerformance",2008
57,57,"Carl Pettersson",110,NA,1009,2362.083,"ApproachPuttPerformance",2008
57,57,"Ted Purdy",68,NA,687,1604.583,"ApproachPuttPerformance",2008
57,57,"Chez Reavie",102,NA,987,2295.917,"ApproachPuttPerformance",2008
57,57,"Tom Scherrer",56,NA,484,1137.25,"ApproachPuttPerformance",2008
57,57,"Adam Scott",51,NA,379,881.167,"ApproachPuttPerformance",2008
57,57,"Bob Sowards",61,NA,576,1344.25,"ApproachPuttPerformance",2008
57,57,"Kevin Stadler",90,NA,812,1893.583,"ApproachPuttPerformance",2008
57,57,"Scott Sterling",89,NA,846,1966.167,"ApproachPuttPerformance",2008
57,57,"Chris Stroud",81,NA,771,1814.5,"ApproachPuttPerformance",2008
57,57,"David Toms",70,NA,608,1425.167,"ApproachPuttPerformance",2008
57,57,"Marc Turnesa",87,NA,781,1813,"ApproachPuttPerformance",2008
57,57,"Jimmy Walker",73,NA,676,1589.5,"ApproachPuttPerformance",2008
57,57,"Bubba Watson",97,NA,893,2087.25,"ApproachPuttPerformance",2008
57,57,"Mike Weir",88,NA,680,1563.167,"ApproachPuttPerformance",2008
57,57,"Tim Wilkinson",95,NA,856,1971.583,"ApproachPuttPerformance",2008
57,57,"Mark Wilson",107,NA,1121,2622,"ApproachPuttPerformance",2008
102,102,"Ryan Armour",87,NA,852,2031.667,"ApproachPuttPerformance",2008
102,102,"Eric Axley",113,NA,1007,2395.583,"ApproachPuttPerformance",2008
102,102,"Stewart Cink",87,NA,685,1634.917,"ApproachPuttPerformance",2008
102,102,"Paul Claxton",63,NA,570,1358.25,"ApproachPuttPerformance",2008
102,102,"Jason Day",81,NA,833,1982.083,"ApproachPuttPerformance",2008
102,102,"Cody Freeman",66,NA,611,1473.583,"ApproachPuttPerformance",2008
102,102,"Paul Goydos",78,NA,714,1737.417,"ApproachPuttPerformance",2008
102,102,"Dudley Hart",74,NA,697,1681.083,"ApproachPuttPerformance",2008
102,102,"Mark Hensby",71,NA,691,1655.417,"ApproachPuttPerformance",2008
102,102,"Tim Herron",97,NA,899,2182.083,"ApproachPuttPerformance",2008
102,102,"John Huston",56,NA,541,1295.667,"ApproachPuttPerformance",2008
102,102,"Freddie Jacobson",78,NA,663,1599.417,"ApproachPuttPerformance",2008
102,102,"Zach Johnson",85,NA,789,1881.917,"ApproachPuttPerformance",2008
102,102,"Kent Jones",68,NA,620,1483.25,"ApproachPuttPerformance",2008
102,102,"Matt Jones",95,NA,901,2150.667,"ApproachPuttPerformance",2008
102,102,"Tom Lehman",51,NA,414,988,"ApproachPuttPerformance",2008
102,102,"Peter Lonard",92,NA,876,2133.5,"ApproachPuttPerformance",2008
102,102,"Hunter Mahan",87,NA,824,2005.25,"ApproachPuttPerformance",2008
102,102,"Troy Matteson",94,NA,1013,2412.5,"ApproachPuttPerformance",2008
102,102,"Scott McCarron",63,NA,570,1367.833,"ApproachPuttPerformance",2008
102,102,"George McNeill",97,NA,1015,2489,"ApproachPuttPerformance",2008
102,102,"John Merrick",98,NA,884,2103.417,"ApproachPuttPerformance",2008
102,102,"Joe Ogilvie",100,NA,896,2151.917,"ApproachPuttPerformance",2008
102,102,"Geoff Ogilvy",65,NA,527,1275.917,"ApproachPuttPerformance",2008
102,102,"Rod Pampling",83,NA,743,1795.167,"ApproachPuttPerformance",2008
102,102,"Brenden Pappas",66,NA,587,1428.917,"ApproachPuttPerformance",2008
102,102,"Jesper Parnevik",88,NA,755,1820.083,"ApproachPuttPerformance",2008
102,102,"Brett Quigley",80,NA,808,1934.25,"ApproachPuttPerformance",2008
102,102,"Tag Ridings",88,NA,884,2154.667,"ApproachPuttPerformance",2008
102,102,"John Senden",93,NA,958,2297.75,"ApproachPuttPerformance",2008
102,102,"Kyle Thompson",70,NA,643,1557.833,"ApproachPuttPerformance",2008
102,102,"Omar Uresti",74,NA,688,1641.083,"ApproachPuttPerformance",2008
102,102,"Johnson Wagner",83,NA,725,1770.667,"ApproachPuttPerformance",2008
102,102,"Ron Whittaker",54,NA,473,1148.417,"ApproachPuttPerformance",2008
102,102,"Charlie Wi",97,NA,955,2295.333,"ApproachPuttPerformance",2008
102,102,"Jay Williamson",96,NA,928,2235.083,"ApproachPuttPerformance",2008
102,102,"Dean Wilson",109,NA,989,2376.75,"ApproachPuttPerformance",2008
102,102,"YE Yang",89,NA,889,2174.417,"ApproachPuttPerformance",2008
140,140,"Steve Allan",58,NA,543,1371.333,"ApproachPuttPerformance",2008
140,140,"Jason Allred",63,NA,540,1370.167,"ApproachPuttPerformance",2008
140,140,"Stephen Ames",83,NA,713,1790.083,"ApproachPuttPerformance",2008
140,140,"Justin Bolli",87,NA,845,2083.917,"ApproachPuttPerformance",2008
140,140,"Tim Clark",90,NA,756,1891.333,"ApproachPuttPerformance",2008
140,140,"Ben Crane",86,NA,787,1956,"ApproachPuttPerformance",2008
140,140,"Brian Davis",108,NA,1079,2709.083,"ApproachPuttPerformance",2008
140,140,"David Duval",51,NA,441,1085.583,"ApproachPuttPerformance",2008
140,140,"Robert Gamez",79,NA,809,2010.333,"ApproachPuttPerformance",2008
140,140,"Nathan Green",95,NA,902,2269.833,"ApproachPuttPerformance",2008
140,140,"JB Holmes",86,NA,733,1838.917,"ApproachPuttPerformance",2008
140,140,"Richard Johnson",60,NA,555,1372.75,"ApproachPuttPerformance",2008
140,140,"Anthony Kim",81,NA,667,1651.167,"ApproachPuttPerformance",2008
140,140,"Cliff Kresge",84,NA,817,2065.417,"ApproachPuttPerformance",2008
140,140,"Stephen Leaney",53,NA,495,1228.25,"ApproachPuttPerformance",2008
140,140,"Jeff Maggert",86,NA,888,2253,"ApproachPuttPerformance",2008
140,140,"Jon Mills",95,NA,881,2215.583,"ApproachPuttPerformance",2008
140,140,"Tom Pernice Jr",104,NA,1021,2586.917,"ApproachPuttPerformance",2008
140,140,"Kenny Perry",97,NA,1008,2489.333,"ApproachPuttPerformance",2008
140,140,"Tim Petrovic",97,NA,851,2143.833,"ApproachPuttPerformance",2008
140,140,"Ian Poulter",51,NA,369,909.417,"ApproachPuttPerformance",2008
140,140,"Jeff Quinney",87,NA,733,1817,"ApproachPuttPerformance",2008
140,140,"John Riegger",73,NA,727,1793,"ApproachPuttPerformance",2008
140,140,"Kevin Streelman",114,NA,1068,2625.667,"ApproachPuttPerformance",2008
140,140,"Charles Warren",79,NA,875,2158.75,"ApproachPuttPerformance",2008
165,165,"Tommy Armour III",77,NA,730,1866.417,"ApproachPuttPerformance",2008
165,165,"Woody Austin",109,NA,961,2508.417,"ApproachPuttPerformance",2008
165,165,"Cameron Beckman",87,NA,811,2075.833,"ApproachPuttPerformance",2008
165,165,"Jonathan Byrd",88,NA,804,2075.25,"ApproachPuttPerformance",2008
165,165,"Mark Calcavecchia",67,NA,587,1524.333,"ApproachPuttPerformance",2008
165,165,"Paul Casey",55,NA,407,1059.833,"ApproachPuttPerformance",2008
165,165,"James Driscoll",85,NA,840,2171.833,"ApproachPuttPerformance",2008
165,165,"Robert Garrigus",90,NA,963,2494.75,"ApproachPuttPerformance",2008
165,165,"Martin Laird",98,NA,932,2429.167,"ApproachPuttPerformance",2008
165,165,"Steve Lowery",74,NA,707,1826.833,"ApproachPuttPerformance",2008
165,165,"Steve Marino",119,NA,1145,2935.25,"ApproachPuttPerformance",2008
165,165,"Shigeki Maruyama",50,NA,437,1111.167,"ApproachPuttPerformance",2008
165,165,"Ryan Moore",72,NA,652,1698,"ApproachPuttPerformance",2008
165,165,"Sean OHair",81,NA,760,1969.5,"ApproachPuttPerformance",2008
165,165,"Jeff Overton",103,NA,980,2561.083,"ApproachPuttPerformance",2008
165,165,"Pat Perez",93,NA,845,2199.5,"ApproachPuttPerformance",2008
165,165,"John Rollins",94,NA,838,2139.5,"ApproachPuttPerformance",2008
165,165,"Rory Sabbatini",77,NA,692,1786.5,"ApproachPuttPerformance",2008
165,165,"Brandt Snedeker",85,NA,706,1797.583,"ApproachPuttPerformance",2008
165,165,"Nicholas Thompson",113,NA,1027,2611.417,"ApproachPuttPerformance",2008
165,165,"Bo Van Pelt",101,NA,1048,2688,"ApproachPuttPerformance",2008
186,186,"Nick Flanagan",89,NA,883,2375.5,"ApproachPuttPerformance",2008
186,186,"Jason Gore",94,NA,935,2485.583,"ApproachPuttPerformance",2008
186,186,"Mathias Gronberg",87,NA,845,2242.833,"ApproachPuttPerformance",2008
186,186,"Ryan Palmer",69,NA,627,1659,"ApproachPuttPerformance",2008
186,186,"Andres Romero",69,NA,502,1341.417,"ApproachPuttPerformance",2008
186,186,"Nick Watney",96,NA,928,2496.667,"ApproachPuttPerformance",2008
186,186,"Boo Weekley",86,NA,749,2023.583,"ApproachPuttPerformance",2008
193,193,"Tommy Gainey",60,NA,534,1482.75,"ApproachPuttPerformance",2008
193,193,"David Lutterus",59,NA,565,1535.667,"ApproachPuttPerformance",2008
193,193,"Travis Perkins",53,NA,449,1234.25,"ApproachPuttPerformance",2008
197,197,"Kenneth Ferrie",72,NA,674,1911.083,"ApproachPuttPerformance",2008
