"ConsecutivePar4Birdies_RANKTHISWEEK_2009","ConsecutivePar4Birdies_RANKLASTWEEK_2009","ConsecutivePar4Birdies_PLAYERNAME_2009","ConsecutivePar4Birdies_EVENTS_2009","ConsecutivePar4Birdies_NUMBEROFHOLES_2009","stat_name","year"
1,1,"Justin Leonard",26,7,"ConsecutivePar4Birdies",2009
2,2,"Nick OHern",27,6,"ConsecutivePar4Birdies",2009
2,2,"Jeev Milkha Singh",15,6,"ConsecutivePar4Birdies",2009
4,4,"Cameron Beckman",26,5,"ConsecutivePar4Birdies",2009
4,4,"Rich Beem",26,5,"ConsecutivePar4Birdies",2009
4,4,"Jason Bohn",25,5,"ConsecutivePar4Birdies",2009
4,4,"Guy Boros",7,5,"ConsecutivePar4Birdies",2009
4,4,"Jason Day",18,5,"ConsecutivePar4Birdies",2009
4,4,"Jason Dufner",26,5,"ConsecutivePar4Birdies",2009
4,4,"Freddie Jacobson",25,5,"ConsecutivePar4Birdies",2009
4,4,"Richard Johnson",26,5,"ConsecutivePar4Birdies",2009
4,4,"Matt Kuchar",24,5,"ConsecutivePar4Birdies",2009
4,4,"Spencer Levin",25,5,"ConsecutivePar4Birdies",2009
4,4,"Graeme McDowell",11,5,"ConsecutivePar4Birdies",2009
4,4,"Shaun Micheel",16,5,"ConsecutivePar4Birdies",2009
4,4,"Leif Olson",21,5,"ConsecutivePar4Birdies",2009
4,4,"Greg Owen",30,5,"ConsecutivePar4Birdies",2009
4,4,"Corey Pavin",23,5,"ConsecutivePar4Birdies",2009
4,4,"Kenny Perry",24,5,"ConsecutivePar4Birdies",2009
4,4,"DA Points",29,5,"ConsecutivePar4Birdies",2009
4,4,"Chris Riley",22,5,"ConsecutivePar4Birdies",2009
4,4,"Kevin Streelman",29,5,"ConsecutivePar4Birdies",2009
4,4,"Steve Stricker",22,5,"ConsecutivePar4Birdies",2009
4,4,"Vaughn Taylor",28,5,"ConsecutivePar4Birdies",2009
4,4,"Bo Van Pelt",30,5,"ConsecutivePar4Birdies",2009
4,4,"Jimmy Walker",24,5,"ConsecutivePar4Birdies",2009
4,4,"Mike Weir",24,5,"ConsecutivePar4Birdies",2009
4,4,"Casey Wittenberg",25,5,"ConsecutivePar4Birdies",2009
29,29,"Michael Allen",22,4,"ConsecutivePar4Birdies",2009
29,29,"Stuart Appleby",25,4,"ConsecutivePar4Birdies",2009
29,29,"Briny Baird",28,4,"ConsecutivePar4Birdies",2009
29,29,"Jonathan Byrd",25,4,"ConsecutivePar4Birdies",2009
29,29,"Angel Cabrera",17,4,"ConsecutivePar4Birdies",2009
29,29,"Mark Calcavecchia",23,4,"ConsecutivePar4Birdies",2009
29,29,"Chad Campbell",26,4,"ConsecutivePar4Birdies",2009
29,29,"KJ Choi",22,4,"ConsecutivePar4Birdies",2009
29,29,"Tim Clark",23,4,"ConsecutivePar4Birdies",2009
29,29,"Chris Couch",8,4,"ConsecutivePar4Birdies",2009
29,29,"Fred Couples",16,4,"ConsecutivePar4Birdies",2009
29,29,"Brian Davis",32,4,"ConsecutivePar4Birdies",2009
29,29,"Glen Day",26,4,"ConsecutivePar4Birdies",2009
29,29,"Chris DiMarco",29,4,"ConsecutivePar4Birdies",2009
29,29,"Luke Donald",21,4,"ConsecutivePar4Birdies",2009
29,29,"Joe Durant",20,4,"ConsecutivePar4Birdies",2009
29,29,"Bob Estes",23,4,"ConsecutivePar4Birdies",2009
29,29,"Rickie Fowler",6,4,"ConsecutivePar4Birdies",2009
29,29,"Harrison Frazar",28,4,"ConsecutivePar4Birdies",2009
29,29,"Paul Goydos",25,4,"ConsecutivePar4Birdies",2009
29,29,"Bill Haas",29,4,"ConsecutivePar4Birdies",2009
29,29,"JP Hayes",15,4,"ConsecutivePar4Birdies",2009
29,29,"Bob Heintz",20,4,"ConsecutivePar4Birdies",2009
29,29,"Charley Hoffman",27,4,"ConsecutivePar4Birdies",2009
